# t(ps)   kx_avg(W/mK)   ky_avg(W/mK)   kz_avg(W/mK)   kiso_avg(W/mK)
# Averaged over 10 runs
1.525000 19.949646 21.628904 17.713393 19.763981
1.535000 19.597924 21.267830 17.615459 19.493738
1.545000 19.256365 20.929765 17.643267 19.276466
1.555000 19.626737 21.320785 17.833070 19.593530
1.565000 20.411792 22.142433 18.057653 20.203959
1.575000 20.816301 22.593094 18.153102 20.520833
1.585000 20.920300 22.744098 18.115348 20.593249
1.595000 21.389738 23.253067 18.099882 20.914229
1.605000 22.092425 23.983370 18.205949 21.427248
1.615000 22.224550 24.127957 18.365159 21.572555
1.625000 21.727751 23.626294 18.492463 21.282169
1.635000 21.401412 23.281715 18.596497 21.093208
1.645000 21.496915 23.352140 18.655076 21.168044
1.655000 21.377836 23.210883 18.610933 21.066551
1.665000 20.844340 22.665417 18.588774 20.699510
1.675000 20.639369 22.461052 18.803498 20.634640
1.685000 21.179476 23.019547 19.141933 21.113652
1.695000 21.821684 23.697323 19.195177 21.571395
1.705000 22.012747 23.934528 18.937000 21.628092
1.715000 22.216960 24.186717 18.880982 21.761553
1.725000 22.914770 24.925347 19.263290 22.367802
1.735000 23.566707 25.608343 19.612392 22.929147
1.745000 23.489731 25.547442 19.523361 22.853511
1.755000 23.044272 25.098781 19.315659 22.486237
1.765000 22.958245 24.995201 19.448148 22.467198
1.775000 23.056709 25.070407 19.750098 22.625738
1.785000 22.703337 24.696889 19.815877 22.405367
1.795000 22.119421 24.098871 19.775181 21.997824
1.805000 22.117740 24.094560 19.936753 22.049684
1.815000 22.700398 24.693330 20.112202 22.501977
1.825000 23.106166 25.131378 20.009636 22.749060
1.835000 23.184738 25.253898 19.911286 22.783307
1.845000 23.576692 25.691922 20.214867 23.161160
1.855000 24.398519 26.552780 20.598606 23.849969
1.865000 24.885562 27.072070 20.502347 24.153326
1.875000 24.678454 26.883726 20.157887 23.906689
1.885000 24.398941 26.602296 20.249650 23.750296
1.895000 24.490030 26.675487 20.746389 23.970635
1.905000 24.463314 26.626459 20.955425 24.015066
1.915000 23.917189 26.060621 20.706171 23.561327
1.925000 23.420535 25.548365 20.572827 23.180576
1.935000 23.597434 25.721443 20.825943 23.381606
1.945000 24.084347 26.224776 21.058375 23.789166
1.955000 24.257942 26.433516 21.030109 23.907189
1.965000 24.360210 26.582100 21.040112 23.994141
1.975000 24.961152 27.229746 21.223254 24.471384
1.985000 25.778099 28.089742 21.283815 25.050552
1.995000 26.057827 28.406252 21.162270 25.208783
2.005000 25.840589 28.208544 21.226603 25.091912
2.015000 25.791822 28.158020 21.578774 25.176205
2.025000 25.949475 28.298809 21.777528 25.341937
2.035000 25.719526 28.046459 21.587404 25.117797
2.045000 25.083772 27.388532 21.418949 24.630418
2.055000 24.763788 27.048561 21.651357 24.487902
2.065000 25.035115 27.310524 22.021380 24.789006
2.075000 25.329472 27.618193 22.095887 25.014517
2.085000 25.347511 27.668892 21.945918 24.987440
2.095000 25.594027 27.956410 21.911360 25.153932
2.105000 26.354656 28.761841 22.066382 25.727626
2.115000 27.047205 29.499577 22.249164 26.265315
2.125000 27.157641 29.648552 22.360392 26.388862
2.135000 27.058279 29.569903 22.412055 26.346746
2.145000 27.221303 29.733350 22.413830 26.456161
2.155000 27.321727 29.821549 22.401182 26.514819
2.165000 26.893696 29.374071 22.477956 26.248574
2.175000 26.290782 28.748406 22.665290 25.901493
2.185000 26.170349 28.608640 22.826446 25.868478
2.195000 26.418569 28.849697 22.846489 26.038252
2.205000 26.479698 28.924620 22.790163 26.064827
2.215000 26.456509 28.932734 22.792564 26.060602
2.225000 26.900556 29.417136 22.917926 26.411873
2.235000 27.713610 30.276496 23.129724 27.039943
2.245000 28.212664 30.823982 23.277445 27.438030
2.255000 28.250033 30.901358 23.226102 27.459164
2.265000 28.349899 31.022338 23.086880 27.486372
2.275000 28.640364 31.315218 23.151410 27.702330
2.285000 28.585717 31.251033 23.466127 27.767626
2.295000 28.020798 30.667815 23.683617 27.457410
2.305000 27.554015 30.178150 23.575444 27.102536
2.315000 27.573160 30.178102 23.418006 27.056423
2.325000 27.674105 30.272987 23.546755 27.164616
2.335000 27.530807 30.142584 23.813928 27.162440
2.345000 27.571452 30.210315 23.893484 27.225084
2.355000 28.186140 30.861749 23.848558 27.632149
2.365000 28.930050 31.651412 23.915784 28.165749
2.375000 29.235919 32.006301 24.019090 28.420437
2.385000 29.319642 32.129141 23.991971 28.480251
2.395000 29.637092 32.466996 24.004508 28.702865
2.405000 29.941387 32.774982 24.257279 28.991216
2.415000 29.703900 32.528230 24.484668 28.905599
2.425000 29.123576 31.927510 24.348867 28.466651
2.435000 28.848433 31.625791 24.120834 28.198353
2.445000 28.916516 31.673203 24.302268 28.297329
2.455000 28.823336 31.576212 24.739589 28.379712
2.465000 28.578481 31.344194 24.839524 28.254066
2.475000 28.770154 31.559911 24.566974 28.299013
2.485000 29.474928 32.301392 24.482849 28.753056
2.495000 30.061911 32.937380 24.777237 29.258843
2.505000 30.245050 33.168763 25.013166 29.475659
2.515000 30.464119 33.424440 24.963772 29.617444
2.525000 30.938054 33.921419 24.935440 29.931638
2.535000 31.155498 34.146932 25.085731 30.129387
2.545000 30.774287 33.759561 25.155385 29.896411
2.555000 30.278252 33.242327 25.078675 29.533085
2.565000 30.173526 33.108942 25.173093 29.485187
2.575000 30.181167 33.095956 25.481740 29.586288
2.585000 29.896082 32.803340 25.587472 29.428964
2.595000 29.662726 32.576398 25.362413 29.200512
2.605000 30.015719 32.950148 25.268066 29.411311
2.615000 30.708843 33.679884 25.580427 29.989718
2.625000 31.112563 34.133892 25.906930 30.384462
2.635000 31.269806 34.340190 25.857446 30.489147
2.645000 31.675455 34.782304 25.659430 30.705730
2.655000 32.219079 35.350416 25.709381 31.092959
2.665000 32.289691 35.434141 25.954728 31.226187
2.675000 31.846636 34.986751 26.099025 30.977471
2.685000 31.508856 34.629021 26.107986 30.748621
2.695000 31.495711 34.591863 26.132857 30.740143
2.705000 31.352442 34.431754 26.174732 30.652976
2.715000 30.932755 34.006853 26.179990 30.373199
2.725000 30.796391 33.874092 26.248632 30.306372
2.735000 31.263747 34.360134 26.441619 30.688500
2.745000 31.841977 34.977210 26.581425 31.133537
2.755000 32.093595 35.277758 26.524580 31.298644
2.765000 32.333359 35.563919 26.422311 31.439863
2.775000 32.902762 36.170929 26.495257 31.856316
2.785000 33.408473 36.704807 26.714986 32.276089
2.795000 33.334063 36.645357 26.874782 32.284734
2.805000 32.935277 36.241950 26.874339 32.017189
2.815000 32.777784 36.062796 26.796996 31.879192
2.825000 32.763504 36.022511 26.789386 31.858467
2.835000 32.441088 35.682248 26.936491 31.686609
2.845000 31.984917 35.215761 27.164947 31.455208
2.855000 31.995853 35.224734 27.270221 31.496936
2.865000 32.478936 35.724520 27.171470 31.791642
2.875000 32.872296 36.156067 27.079094 32.035819
2.885000 33.042825 36.374699 27.206310 32.207945
2.895000 33.427330 36.803281 27.436781 32.555797
2.905000 34.093861 37.508515 27.517054 33.039810
2.915000 34.473826 37.921105 27.455312 33.283414
2.925000 34.302644 37.766235 27.451480 33.173453
2.935000 34.041592 37.500323 27.532679 33.024865
2.945000 34.020978 37.459257 27.586931 33.022389
2.955000 33.904135 37.320264 27.654461 32.959620
2.965000 33.433489 36.833578 27.816904 32.694657
2.975000 33.046018 36.435148 27.915320 32.465495
2.985000 33.192211 36.579049 27.795509 32.522256
2.995000 33.600685 37.006650 27.694213 32.767183
3.005000 33.821848 37.266453 27.914635 33.000978
3.015000 34.022833 37.511236 28.250689 33.261586
3.025000 34.577654 38.109999 28.260322 33.649325
3.035000 35.242443 38.815308 28.010680 34.022810
3.045000 35.469033 39.074192 27.994277 34.179167
3.055000 35.301133 38.923574 28.303184 34.175964
3.065000 35.220509 38.837599 28.508785 34.188964
3.075000 35.250398 38.849025 28.428509 34.175977
3.085000 34.976672 38.555585 28.365708 33.965988
3.095000 34.431253 37.990333 28.486825 33.636137
3.105000 34.173887 37.716836 28.577638 33.489454
3.115000 34.386570 37.924822 28.556590 33.622660
3.125000 34.637483 38.193253 28.648012 33.826249
3.135000 34.728305 38.319879 28.871267 33.973150
3.145000 35.032083 38.665970 28.905391 34.201148
3.155000 35.710008 39.388149 28.709765 34.602641
3.165000 36.283972 40.005374 28.701447 34.996931
3.175000 36.383673 40.141064 29.035815 35.186850
3.185000 36.311577 40.086484 29.287343 35.228468
3.195000 36.401090 40.172879 29.152944 35.242304
3.205000 36.387577 40.146005 28.959562 35.164382
3.215000 35.957146 39.698076 29.093169 34.916130
3.225000 35.438425 39.160528 29.383686 34.660880
3.235000 35.335050 39.040777 29.473407 34.616411
3.245000 35.526360 39.228225 29.404983 34.719856
3.255000 35.595654 39.316110 29.418479 34.776748
3.265000 35.653283 39.407593 29.502845 34.854574
3.275000 36.108631 39.903784 29.537548 35.183321
3.285000 36.827214 40.668324 29.596753 35.697430
3.295000 37.256424 41.144458 29.761786 36.054223
3.305000 37.304591 41.230882 29.868827 36.134767
3.315000 37.387133 41.331607 29.780356 36.166365
3.325000 37.576953 41.519479 29.688102 36.261511
3.335000 37.448682 41.378938 29.832764 36.220128
3.345000 36.917947 40.831293 30.088726 35.945988
3.355000 36.504338 40.395465 30.163106 35.687636
3.365000 36.503903 40.375406 30.053900 35.644403
3.375000 36.579423 40.448986 29.998575 35.675661
3.385000 36.494705 40.381267 30.107592 35.661188
3.395000 36.602818 40.518540 30.287091 35.802816
3.405000 37.181383 41.135414 30.409874 36.242224
3.415000 37.844818 41.844087 30.425817 36.704907
3.425000 38.130707 42.178872 30.370881 36.893487
3.435000 38.215902 42.301774 30.356621 36.958099
3.445000 38.465183 42.567200 30.488755 37.173713
3.455000 38.666996 42.770268 30.690246 37.375836
3.465000 38.403037 42.498271 30.765417 37.222242
3.475000 37.864451 41.939801 30.696309 36.833520
3.485000 37.593751 41.643368 30.665803 36.634307
3.495000 37.621392 41.652592 30.766014 36.679999
3.505000 37.546343 41.575505 30.901623 36.674490
3.515000 37.385514 41.430075 30.993835 36.603141
3.525000 37.607667 41.678455 31.057511 36.781211
3.535000 38.256372 42.363477 31.072490 37.230780
3.545000 38.799764 42.955280 31.019600 37.591548
3.555000 38.999037 43.203554 31.034518 37.745703
3.565000 39.202794 43.442974 31.242556 37.962775
3.575000 39.574538 43.835084 31.460761 38.290127
3.585000 39.703323 43.971145 31.414001 38.362823
3.595000 39.329681 43.593428 31.222555 38.048555
3.605000 38.861543 43.107782 31.263502 37.744275
3.615000 38.713514 42.934142 31.552746 37.733467
3.625000 38.677678 42.880434 31.714114 37.757409
3.635000 38.447717 42.648843 31.610371 37.568977
3.645000 38.297019 42.509507 31.530727 37.445751
3.655000 38.638385 42.873400 31.649398 37.720394
3.665000 39.262624 43.533456 31.780666 38.192249
3.675000 39.662830 43.983092 31.804707 38.483543
3.685000 39.855640 44.225173 31.867255 38.649356
3.695000 40.208254 44.611380 32.000548 38.940061
3.705000 40.629526 45.053408 32.003532 39.228822
3.715000 40.645780 45.081024 31.880958 39.202587
3.725000 40.240955 44.672431 31.941963 38.951783
3.735000 39.912875 44.322998 32.245062 38.826978
3.745000 39.839320 44.222490 32.404349 38.822053
3.755000 39.683743 44.050401 32.226954 38.653699
3.765000 39.357581 43.722410 32.077792 38.385927
3.775000 39.295609 43.669750 32.272499 38.412619
3.785000 39.721266 44.117258 32.560598 38.799707
3.795000 40.244520 44.681859 32.588026 39.171468
3.805000 40.527889 45.019158 32.462876 39.336641
3.815000 40.796446 45.335260 32.477607 39.536438
3.825000 41.280693 45.853070 32.606555 39.913439
3.835000 41.659508 46.256224 32.668167 40.194633
3.845000 41.557426 46.168075 32.708895 40.144799
3.855000 41.195714 45.801428 32.829918 39.942353
3.865000 41.000899 45.585128 32.899973 39.828666
3.875000 40.901694 45.462651 32.811340 39.725228
3.885000 40.590924 45.136876 32.761937 39.496579
3.895000 40.233266 44.774125 32.949325 39.318905
3.905000 40.278049 44.823395 33.188429 39.429958
3.915000 40.704357 45.268795 33.184652 39.719268
3.925000 41.076133 45.681105 33.024379 39.927206
3.935000 41.300969 45.956598 33.019404 40.092324
3.945000 41.693345 46.392904 33.215263 40.433837
3.955000 42.251744 46.986772 33.382548 40.873688
3.965000 42.532076 47.294938 33.399981 41.075665
3.975000 42.367908 47.144732 33.358989 40.957210
3.985000 42.124296 46.896421 33.350742 40.790486
3.995000 42.037934 46.788707 33.396248 40.740963
4.005000 41.856107 46.585840 33.512044 40.651331
4.015000 41.430431 46.148773 33.653126 40.410777
4.025000 41.130053 45.842616 33.695760 40.222810
4.035000 41.278540 45.993597 33.617660 40.296599
4.045000 41.637641 46.373390 33.580069 40.530367
4.055000 41.869067 46.646737 33.697511 40.737772
4.065000 42.119692 46.945416 33.863660 40.976256
4.075000 42.645886 47.514055 33.929239 41.363060
4.085000 43.201321 48.108691 33.903297 41.737770
4.095000 43.361107 48.301116 33.880397 41.847540
4.105000 43.202415 48.158196 33.904730 41.755114
4.115000 43.105518 48.054543 33.997349 41.719136
4.125000 43.056052 47.984449 34.154790 41.731764
4.135000 42.747465 47.655570 34.260650 41.554562
4.145000 42.266673 47.157393 34.196582 41.206883
4.155000 42.070897 46.948159 34.089221 41.036092
4.165000 42.266656 47.141740 34.183262 41.197219
4.175000 42.496524 47.391044 34.436576 41.441381
4.185000 42.632912 47.565761 34.549903 41.582858
4.195000 42.973917 47.949659 34.435449 41.786342
4.205000 43.593237 48.611531 34.355338 42.186702
4.215000 44.075346 49.135533 34.482904 42.564594
4.225000 44.146329 49.240763 34.646016 42.677703
4.235000 44.070415 49.181516 34.682847 42.644926
4.245000 44.100412 49.206545 34.692343 42.666433
4.255000 44.010854 49.101745 34.753140 42.621913
4.265000 43.581764 48.656827 34.760811 42.333134
4.275000 43.120525 48.178310 34.713894 42.004243
4.285000 43.032152 48.075506 34.803291 41.970316
4.295000 43.195601 48.238635 35.029820 42.154685
4.305000 43.281019 48.345880 35.098860 42.241920
4.315000 43.392664 48.494848 34.919400 42.268970
4.325000 43.842987 48.986161 34.828055 42.552401
4.335000 44.486476 49.673605 35.049410 43.069830
4.345000 44.859935 50.092146 35.301810 43.417964
4.355000 44.901288 50.167408 35.268386 43.445694
4.365000 44.951848 50.231359 35.110949 43.431385
4.375000 45.058950 50.333263 35.144960 43.512391
4.385000 44.881670 50.140968 35.318877 43.447171
4.395000 44.382957 49.622844 35.400988 43.135596
4.405000 44.008020 49.224277 35.407340 42.879879
4.415000 43.994988 49.191457 35.470406 42.885617
4.425000 44.065975 49.261394 35.524387 42.950585
4.435000 44.037729 49.253943 35.472003 42.921225
4.445000 44.196115 49.445103 35.465139 43.035452
4.455000 44.744164 50.031879 35.654104 43.476716
4.465000 45.343699 50.678973 35.845007 43.955893
4.475000 45.614618 50.998520 35.788376 44.133838
4.485000 45.701087 51.119279 35.628706 44.149691
4.495000 45.884356 51.317977 35.685540 44.295958
4.505000 45.992423 51.427289 35.931324 44.450345
4.515000 45.709042 51.135984 36.063585 44.302870
4.525000 45.211033 50.620428 35.995430 43.942297
4.535000 44.944848 50.330034 35.926148 43.733677
4.545000 44.937335 50.305656 35.982038 43.741676
4.555000 44.879498 50.248940 36.089013 43.739151
4.565000 44.796903 50.183515 36.180601 43.720340
4.575000 45.045128 50.459929 36.259669 43.921575
4.585000 45.634473 51.088614 36.284758 44.335948
4.595000 46.132188 51.635703 36.233890 44.667260
4.605000 46.342811 51.894420 36.223603 44.820278
4.615000 46.529127 52.114908 36.357436 45.000490
4.625000 46.804374 52.405001 36.526532 45.245302
4.635000 46.852688 52.454330 36.555781 45.287599
4.645000 46.494026 52.086541 36.473601 45.018056
4.655000 46.061987 51.632859 36.451910 44.715586
4.665000 45.887463 51.432466 36.552207 44.624045
4.675000 45.819187 51.347449 36.687585 44.618074
4.685000 45.635700 51.166484 36.772288 44.524824
4.695000 45.561909 51.111569 36.780774 44.484751
4.705000 45.901101 51.477695 36.727793 44.702197
4.715000 46.460139 52.076105 36.703570 45.079938
4.725000 46.841561 52.508674 36.821159 45.390465
4.735000 47.058963 52.774058 37.017535 45.616852
4.745000 47.370968 53.117299 37.076409 45.854892
4.755000 47.681441 53.443926 36.963631 46.029666
4.765000 47.637030 53.406339 36.911671 45.985013
4.775000 47.256414 53.020026 37.054822 45.777087
4.785000 46.934942 52.677754 37.229447 45.614048
4.795000 46.807390 52.522566 37.262181 45.530712
4.805000 46.630560 52.328695 37.225416 45.394890
4.815000 46.371437 52.070383 37.248422 45.230081
4.825000 46.372074 52.082044 37.293924 45.249348
4.835000 46.770422 52.501889 37.320728 45.531013
4.845000 47.243161 53.013914 37.414553 45.890543
4.855000 47.536634 53.360171 37.561230 46.152678
4.865000 47.821469 53.691956 37.573493 46.362306
4.875000 48.240111 54.141755 37.436196 46.606021
4.885000 48.516532 54.438965 37.420854 46.792117
4.895000 48.382979 54.315659 37.650636 46.783091
4.905000 48.044113 53.971821 37.850243 46.622059
4.915000 47.834674 53.739700 37.775998 46.450124
4.925000 47.686822 53.565822 37.623626 46.292090
4.935000 47.386762 53.254207 37.691899 46.110956
4.945000 47.109147 52.976028 37.897900 45.994358
4.955000 47.197460 53.072095 37.981396 46.083650
4.965000 47.594374 53.491691 37.949033 46.345033
4.975000 47.947461 53.887202 37.967864 46.600842
4.985000 48.200173 54.193365 38.024199 46.805912
4.995000 48.588579 54.628502 38.021711 47.079597
5.005000 49.064838 55.140213 38.049610 47.418220
5.015000 49.261110 55.363980 38.207373 47.610821
5.025000 49.082304 55.200769 38.332647 47.538573
5.035000 48.845012 54.957639 38.249003 47.350551
5.045000 48.718921 54.809349 38.124133 47.217468
5.055000 48.499344 54.567423 38.233288 47.100018
5.065000 48.111578 54.165578 38.485253 46.920803
5.075000 47.882532 53.929900 38.562491 46.791641
5.085000 48.050696 54.100410 38.438912 46.863340
5.095000 48.389566 54.460254 38.382232 47.077351
5.105000 48.633641 54.744876 38.502592 47.293703
5.115000 48.916775 55.075488 38.644295 47.545519
5.125000 49.413757 55.615350 38.697529 47.908879
5.135000 49.887053 56.123328 38.715767 48.242049
5.145000 49.999660 56.262792 38.732065 48.331505
5.155000 49.841331 56.115608 38.721880 48.226273
5.165000 49.722875 55.987144 38.745050 48.151690
5.175000 49.621633 55.863596 38.878796 48.121342
5.185000 49.301112 55.520976 39.024409 47.948832
5.195000 48.871022 55.076758 39.019752 47.655844
5.205000 48.719051 54.916077 38.919504 47.518211
5.215000 48.909236 55.108790 38.929687 47.649238
5.225000 49.139501 55.363843 39.087395 47.863580
5.235000 49.312715 55.579312 39.225925 48.039317
5.245000 49.666381 55.980162 39.239979 48.295507
5.255000 50.232402 56.589321 39.192028 48.671250
5.265000 50.646675 57.043863 39.175606 48.955381
5.275000 50.693271 57.123352 39.228861 49.015161
5.285000 50.604386 57.046581 39.350145 49.000371
5.295000 50.583609 57.016978 39.470720 49.023769
5.305000 50.445822 56.861367 39.477805 48.928331
5.315000 50.034076 56.430384 39.384960 48.616473
5.325000 49.627360 56.004444 39.368237 48.333347
5.335000 49.554500 55.919028 39.515911 48.329813
5.345000 49.707154 56.075810 39.672629 48.485197
5.355000 49.819986 56.212818 39.677111 48.569972
5.365000 49.980509 56.412353 39.606846 48.666570
5.375000 50.424609 56.898335 39.617483 48.980142
5.385000 51.002963 57.519696 39.704692 49.409117
5.395000 51.331421 57.891904 39.784389 49.669238
5.405000 51.368416 57.958955 39.856688 49.728020
5.415000 51.386235 57.986475 39.925414 49.766041
5.425000 51.416860 58.009959 39.916556 49.781125
5.435000 51.202656 57.779500 39.849145 49.610434
5.445000 50.740903 57.298223 39.898646 49.312591
5.455000 50.401834 56.937147 40.106175 49.148385
5.465000 50.376237 56.894132 40.236601 49.168990
5.475000 50.445466 56.965873 40.135423 49.182254
5.485000 50.472013 57.016026 40.013091 49.167043
5.495000 50.676825 57.254482 40.117826 49.349711
5.505000 51.191056 57.808164 40.331978 49.777066
5.515000 51.725029 58.388411 40.391327 50.168256
5.525000 51.977830 58.687598 40.315620 50.327016
5.535000 52.062289 58.804213 40.308536 50.391679
