# freq_THz  kappa_Wm-1K-1THz-1  kappa_err  G_Wm-2K-1THz-1  G_err  lambda_m  lambda_err_m
1.5278874500e+00 2.1432603000e+00 5.7003349300e-01 6.5455208281e+06 1.0029851069e+06 3.2743923001e-07 1.0050721890e-07
1.5597184400e+00 2.1472965700e+00 5.7744332600e-01 6.9076383901e+06 9.9969970524e+05 3.1085827728e-07 9.4931977777e-08
1.5915494300e+00 2.1502539200e+00 5.8478749300e-01 7.2956560114e+06 9.9262572583e+05 2.9473071601e-07 8.9626683055e-08
1.6233804200e+00 2.1520955700e+00 5.9202659800e-01 7.7113341378e+06 9.8272618215e+05 2.7908213177e-07 8.4611585612e-08
1.6552114100e+00 2.1528140700e+00 5.9913292700e-01 8.1515711803e+06 9.7172699018e+05 2.6409805207e-07 7.9957843075e-08
1.6870424000e+00 2.1524010800e+00 6.0607849700e-01 8.6167708439e+06 9.6145610509e+05 2.4979207629e-07 7.5658025688e-08
1.7188733900e+00 2.1508302500e+00 6.1282197600e-01 9.1030367303e+06 9.5379024936e+05 2.3627612562e-07 7.1728242128e-08
1.7507043700e+00 2.1481090300e+00 6.1934256000e-01 9.6094703717e+06 9.5100878237e+05 2.2354083492e-07 6.8142413586e-08
1.7825353600e+00 2.1442230900e+00 6.2560598300e-01 1.0131725607e+07 9.5431012431e+05 2.1163454018e-07 6.4885139947e-08
1.8143663500e+00 2.1391839100e+00 6.3158960800e-01 1.0667676481e+07 9.6515650529e+05 2.0052950741e-07 6.1923380799e-08
1.8461973400e+00 2.1329835500e+00 6.3726021500e-01 1.1212788441e+07 9.8285126232e+05 1.9022775301e-07 5.9228889484e-08
1.8780283300e+00 2.1256470800e+00 6.4260018500e-01 1.1763758208e+07 1.0065313863e+06 1.8069455717e-07 5.6771173787e-08
1.9098593200e+00 2.1171631900e+00 6.4757542500e-01 1.2316150010e+07 1.0333097146e+06 1.7190138057e-07 5.4521494799e-08
1.9416903100e+00 2.1075495200e+00 6.5216519900e-01 1.2865597126e+07 1.0597240913e+06 1.6381280241e-07 5.2455720868e-08
1.9735212900e+00 2.0968365200e+00 6.5635463500e-01 1.3408144576e+07 1.0817663501e+06 1.5638528568e-07 5.0551795962e-08
2.0053522800e+00 2.0850157200e+00 6.6010811000e-01 1.3938776190e+07 1.0943848241e+06 1.4958384377e-07 4.8792216339e-08
2.0371832700e+00 2.0721345800e+00 6.6342090500e-01 1.4454504508e+07 1.0940770762e+06 1.4335562861e-07 4.7162370303e-08
2.0690142600e+00 2.0582105400e+00 6.6626928900e-01 1.4950386712e+07 1.0756275235e+06 1.3766938472e-07 4.5652781204e-08
2.1008452500e+00 2.0432646300e+00 6.6863586700e-01 1.5425063087e+07 1.0373140987e+06 1.3246393991e-07 4.4253214105e-08
2.1326762400e+00 2.0273259300e+00 6.7050432200e-01 1.5874511999e+07 9.7517893236e+05 1.2770949621e-07 4.2960202983e-08
2.1645072300e+00 2.0104269100e+00 6.7186203100e-01 1.6299521807e+07 8.9015540727e+05 1.2334269274e-07 4.1766506256e-08
2.1963382100e+00 1.9926046600e+00 6.7270131600e-01 1.6697882395e+07 7.8105881448e+05 1.1933277603e-07 4.0671485295e-08
2.2281692000e+00 1.9738932300e+00 6.7300785700e-01 1.7072584113e+07 6.5239292596e+05 1.1561771885e-07 3.9667194774e-08
2.2600001900e+00 1.9543371300e+00 6.7277910000e-01 1.7423726013e+07 5.0915484358e+05 1.1216528133e-07 3.8751679509e-08
2.2918311800e+00 1.9339670900e+00 6.7200114000e-01 1.7755915350e+07 3.6622420281e+05 1.0891959394e-07 3.7913222802e-08
2.3236621700e+00 1.9128282200e+00 6.7067698400e-01 1.8071397398e+07 2.6642834922e+05 1.0584838449e-07 3.7145419002e-08
2.3554931600e+00 1.8909648100e+00 6.6880226800e-01 1.8375323550e+07 2.8086662941e+05 1.0290783751e-07 3.6430734298e-08
2.3873241500e+00 1.8684264700e+00 6.6637573100e-01 1.8671076804e+07 4.0838478700e+05 1.0007063276e-07 3.5757322003e-08
2.4191551300e+00 1.8452489800e+00 6.6339677600e-01 1.8963039117e+07 5.7095858507e+05 9.7307660898e-08 3.5106144642e-08
2.4509861200e+00 1.8214833000e+00 6.5986941900e-01 1.9254377707e+07 7.3637027235e+05 9.4600995562e-08 3.4461578572e-08
2.4828171100e+00 1.7971722500e+00 6.5579628700e-01 1.9547529456e+07 8.9038641713e+05 9.1938587637e-08 3.3809170083e-08
2.5146481000e+00 1.7723814000e+00 6.5119615000e-01 1.9844117350e+07 1.0234884072e+06 8.9315204539e-08 3.3137326898e-08
2.5464790900e+00 1.7471406100e+00 6.4606413900e-01 2.0144195912e+07 1.1319711777e+06 8.6731712582e-08 3.2440175762e-08
2.5783100800e+00 1.7215057500e+00 6.4041358400e-01 2.0447204111e+07 1.2101253646e+06 8.4192720953e-08 3.1714228989e-08
2.6101410700e+00 1.6955312300e+00 6.3426347300e-01 2.0751293845e+07 1.2585326555e+06 8.1707253663e-08 3.0964106168e-08
2.6419720600e+00 1.6692576700e+00 6.2761877900e-01 2.1054039766e+07 1.2746075219e+06 7.9284436079e-08 3.0193852377e-08
2.6738030400e+00 1.6427471300e+00 6.2050586400e-01 2.1352994252e+07 1.2623368644e+06 7.6932869957e-08 2.9413187428e-08
2.7056340300e+00 1.6160333100e+00 6.1293142100e-01 2.1645239768e+07 1.2226670142e+06 7.4659986553e-08 2.8629466085e-08
2.7374650200e+00 1.5891771200e+00 6.0492393600e-01 2.1929407015e+07 1.1622106293e+06 7.2467856469e-08 2.7851137380e-08
2.7692960100e+00 1.5622205400e+00 5.9649596900e-01 2.2203861734e+07 1.0855775272e+06 7.0358055670e-08 2.7083852724e-08
2.8011270000e+00 1.5352164800e+00 5.8767700300e-01 2.2469719278e+07 1.0010263268e+06 6.8323794392e-08 2.6330701155e-08
2.8329579900e+00 1.5082072200e+00 5.7848749700e-01 2.2728277293e+07 9.1652835430e+05 6.6358184588e-08 2.5592604658e-08
2.8647889800e+00 1.4812343200e+00 5.6894680300e-01 2.2983492802e+07 8.4047437168e+05 6.4447746596e-08 2.4866519004e-08
2.8966199600e+00 1.4543547200e+00 5.5909305700e-01 2.3240374226e+07 7.8199395848e+05 6.2578799543e-08 2.4148949096e-08
2.9284509500e+00 1.4275987500e+00 5.4893977400e-01 2.3504888790e+07 7.4531732113e+05 6.0736247798e-08 2.3433554519e-08
2.9602819400e+00 1.4010107000e+00 5.3851956300e-01 2.3785238320e+07 7.3383617349e+05 5.8902529425e-08 2.2713731585e-08
2.9921129300e+00 1.3746386800e+00 5.2786845700e-01 2.4087576611e+07 7.4274808396e+05 5.7068367740e-08 2.1985090872e-08
3.0239439200e+00 1.3485154600e+00 5.1700847400e-01 2.4421581991e+07 7.6741602543e+05 5.5218186132e-08 2.1241136696e-08
3.0557749100e+00 1.3226764400e+00 5.0597118600e-01 2.4791392233e+07 8.0024297146e+05 5.3352245311e-08 2.0481678335e-08
3.0876059000e+00 1.2971597400e+00 4.9478863300e-01 2.5205803984e+07 8.3630602731e+05 5.1462740121e-08 1.9704070406e-08
3.1194368800e+00 1.2719978400e+00 4.8349043800e-01 2.5665228178e+07 8.7183702543e+05 4.9561135058e-08 1.8913425804e-08
3.1512678700e+00 1.2472208400e+00 4.7210933300e-01 2.6175472014e+07 9.0473262866e+05 4.7648456513e-08 1.8111361305e-08
3.1830988600e+00 1.2228604200e+00 4.6067561000e-01 2.6732525389e+07 9.3434350407e+05 4.5744290978e-08 1.7306785510e-08
3.2149298500e+00 1.1989405500e+00 4.4922108500e-01 2.7338002329e+07 9.6013012038e+05 4.3856187280e-08 1.6504140993e-08
3.2467608400e+00 1.1754896600e+00 4.3777719000e-01 2.7984214748e+07 9.8220981083e+05 4.2005454524e-08 1.5713039560e-08
3.2785918300e+00 1.1525285900e+00 4.2637511100e-01 2.8668575491e+07 9.9978467916e+05 4.0201808784e-08 1.4938494847e-08
3.3104228200e+00 1.1300778200e+00 4.1504495200e-01 2.9381507958e+07 1.0122724764e+06 3.8462213091e-08 1.4188077425e-08
3.3422538000e+00 1.1081587600e+00 4.0381525700e-01 3.0117410406e+07 1.0175681576e+06 3.6794622946e-08 1.3465542703e-08
3.3740847900e+00 1.0867854000e+00 3.9271708700e-01 3.0866901753e+07 1.0141512745e+06 3.5208762081e-08 1.2775400754e-08
3.4059157800e+00 1.0659713600e+00 3.8177720600e-01 3.1622965829e+07 9.9874741199e+05 3.3708772471e-08 1.2119633396e-08
3.4377467700e+00 1.0457301900e+00 3.7102195700e-01 3.2378128564e+07 9.6998217619e+05 3.2297425342e-08 1.1499806822e-08
3.4695777600e+00 1.0260710900e+00 3.6047821700e-01 3.3125465682e+07 9.2487615924e+05 3.0975295558e-08 1.0916520038e-08
3.5014087500e+00 1.0070017800e+00 3.5016834600e-01 3.3860082751e+07 8.6415426014e+05 2.9740086207e-08 1.0369442600e-08
3.5332397400e+00 9.8852844600e-01 3.4011567000e-01 3.4575763269e+07 7.8831823067e+05 2.8590213275e-08 9.8583973338e-09
3.5650707300e+00 9.7065394200e-01 3.3034052600e-01 3.5269928094e+07 7.0364621848e+05 2.7520723587e-08 9.3821464768e-09
3.5969017100e+00 9.5337908300e-01 3.2086176500e-01 3.5936887560e+07 6.2148469191e+05 2.6529261373e-08 8.9402592893e-09
3.6287327000e+00 9.3670494400e-01 3.1169454800e-01 3.6575437069e+07 5.6107184895e+05 2.5610218744e-08 8.5310144703e-09
3.6605636900e+00 9.2062716600e-01 3.0285352000e-01 3.7179682534e+07 5.5178437489e+05 2.4761566083e-08 8.1539578206e-09
3.6923946800e+00 9.0514246200e-01 2.9435036900e-01 3.7748832713e+07 6.0512644768e+05 2.3978025198e-08 7.8070698634e-09
3.7242256700e+00 8.9024236500e-01 2.8619435800e-01 3.8276269361e+07 7.1638611043e+05 2.3258336820e-08 7.4897311967e-09
3.7560566600e+00 8.7592188400e-01 2.7839074900e-01 3.8761303184e+07 8.5921810561e+05 2.2597844036e-08 7.1996297776e-09
3.7878876500e+00 8.6217065600e-01 2.7094379400e-01 3.9196444913e+07 1.0147115177e+06 2.1996144240e-08 6.9358730177e-09
3.8197186300e+00 8.4897661300e-01 2.6385554500e-01 3.9581958030e+07 1.1672550931e+06 2.1448575443e-08 6.6959965202e-09
3.8515496200e+00 8.3632789900e-01 2.5712324500e-01 3.9910229780e+07 1.3051849155e+06 2.0955226357e-08 6.4788852707e-09
3.8833806100e+00 8.2421047600e-01 2.5074209000e-01 4.0183573073e+07 1.4224066032e+06 2.0511129623e-08 6.2820129395e-09
3.9152116000e+00 8.1260840700e-01 2.4470622500e-01 4.0396021005e+07 1.5119242680e+06 2.0116050710e-08 6.1042898169e-09
3.9470425900e+00 8.0150604100e-01 2.3900647900e-01 4.0552738739e+07 1.5735453539e+06 1.9764535416e-08 5.9434070563e-09
3.9788735800e+00 7.9088595100e-01 2.3363088000e-01 4.0650833849e+07 1.6046785062e+06 1.9455589864e-08 5.7983460938e-09
4.0107045700e+00 7.8072892100e-01 2.2856706600e-01 4.0698568821e+07 1.6093629475e+06 1.9183203331e-08 5.6670947241e-09
4.0425355500e+00 7.7101512400e-01 2.2380039300e-01 4.0697005275e+07 1.5890817009e+06 1.8945254541e-08 5.5487180938e-09
4.0743665400e+00 7.6172629200e-01 2.1931340900e-01 4.0656319197e+07 1.5501907710e+06 1.8735741628e-08 5.4414226589e-09
4.1061975300e+00 7.5283994300e-01 2.1509076000e-01 4.0580702754e+07 1.4967123110e+06 1.8551673379e-08 5.3443030599e-09
4.1380285200e+00 7.4433602200e-01 2.1111372800e-01 4.0480168525e+07 1.4343437159e+06 1.8387671028e-08 5.2557786181e-09
4.1698595100e+00 7.3619028000e-01 2.0736552400e-01 4.0360076511e+07 1.3666051010e+06 1.8240557096e-08 5.1748771913e-09
4.2016905000e+00 7.2838317700e-01 2.0382606600e-01 4.0227745273e+07 1.2963945220e+06 1.8106487750e-08 5.1002915503e-09
4.2335214900e+00 7.2089145700e-01 2.0047906100e-01 4.0086803600e+07 1.2242427091e+06 1.7983261130e-08 5.0311891092e-09
4.2653524700e+00 7.1369180700e-01 1.9730683800e-01 3.9940011324e+07 1.1497644942e+06 1.7869093757e-08 4.9667894349e-09
4.2971834600e+00 7.0676188300e-01 1.9429357400e-01 3.9786858743e+07 1.0712479482e+06 1.7763701517e-08 4.9067263134e-09
4.3290144500e+00 7.0008060100e-01 1.9142234900e-01 3.9625178906e+07 9.8753368566e+05 1.7667569468e-08 4.8508507385e-09
4.3608454400e+00 6.9362300200e-01 1.8867937700e-01 3.9449102502e+07 8.9747720505e+05 1.7582732128e-08 4.7995542448e-09
4.3926764300e+00 6.8736993900e-01 1.8605176200e-01 3.9252832898e+07 8.0160635159e+05 1.7511346016e-08 4.7533014899e-09
4.4245074200e+00 6.8129740200e-01 1.8352790400e-01 3.9026181729e+07 7.0122770272e+05 1.7457444511e-08 4.7131364805e-09
4.4563384100e+00 6.7538390700e-01 1.8109698500e-01 3.8762927067e+07 5.9925198281e+05 1.7423449623e-08 4.6796703664e-09
4.4881694000e+00 6.6960797100e-01 1.7875098700e-01 3.8451067817e+07 4.9943267406e+05 1.7414548126e-08 4.6542908788e-09
4.5200003800e+00 6.6395158400e-01 1.7648035000e-01 3.8087163449e+07 4.0560636814e+05 1.7432424047e-08 4.6373087778e-09
4.5518313700e+00 6.5839383300e-01 1.7428066900e-01 3.7661870260e+07 3.2275044053e+05 1.7481708382e-08 4.6299340877e-09
4.5836623600e+00 6.5291456000e-01 1.7214580600e-01 3.7177272757e+07 2.5439550584e+05 1.7562196245e-08 4.6319635550e-09
4.6154933500e+00 6.4749531500e-01 1.7007323500e-01 3.6629803990e+07 2.0619093942e+05 1.7676734366e-08 4.6440948911e-09
4.6473243400e+00 6.4211796300e-01 1.6805850700e-01 3.6028724405e+07 1.8058188313e+05 1.7822389596e-08 4.6654252657e-09
4.6791553300e+00 6.3676917100e-01 1.6610087700e-01 3.5377955949e+07 1.8058626406e+05 1.7999037930e-08 4.6959376921e-09
4.7109863200e+00 6.3143030000e-01 1.6420053900e-01 3.4692486655e+07 2.0043013633e+05 1.8200779503e-08 4.7341967332e-09
4.7428173000e+00 6.2608624800e-01 1.6235558200e-01 3.3983966225e+07 2.3479221009e+05 1.8422989355e-08 4.7791123899e-09
4.7746482900e+00 6.2072368100e-01 1.6056820200e-01 3.3269319399e+07 2.7664833501e+05 1.8657540707e-08 4.8288075845e-09
4.8064792800e+00 6.1532952200e-01 1.5883909200e-01 3.2565018880e+07 3.2105155287e+05 1.8895414256e-08 4.8811546757e-09
4.8383102700e+00 6.0989113100e-01 1.5716974500e-01 3.1885640789e+07 3.6315316374e+05 1.9127454111e-08 4.9339816143e-09
4.8701412600e+00 6.0439833600e-01 1.5556044300e-01 3.1248077590e+07 3.9844996930e+05 1.9341936612e-08 4.9843460293e-09
4.9019722500e+00 5.9884165900e-01 1.5401413200e-01 3.0660370462e+07 4.2487617272e+05 1.9531455425e-08 5.0305176498e-09
4.9338032400e+00 5.9321016800e-01 1.5253170600e-01 3.0135024332e+07 4.4178654759e+05 1.9685073470e-08 5.0698291019e-09
4.9656342200e+00 5.8749754500e-01 1.5111528700e-01 2.9671089347e+07 4.5393769164e+05 1.9800336217e-08 5.1020152783e-09
4.9974652100e+00 5.8169747100e-01 1.4976571200e-01 2.9273068566e+07 4.7096984544e+05 1.9871421053e-08 5.1261398546e-09
5.0292962000e+00 5.7580381700e-01 1.4848291500e-01 2.8931138888e+07 5.0570233153e+05 1.9902563091e-08 5.1440643296e-09
5.0611271900e+00 5.6981190600e-01 1.4726824000e-01 2.8640451002e+07 5.7257377388e+05 1.9895353811e-08 5.1573267931e-09
5.0929581800e+00 5.6371649600e-01 1.4611956800e-01 2.8384975249e+07 6.7370895532e+05 1.9859678969e-08 5.1693140827e-09
5.1247891700e+00 5.5751733200e-01 1.4503749100e-01 2.8151911669e+07 8.0727333095e+05 1.9803888935e-08 5.1831629067e-09
5.1566201600e+00 5.5121106500e-01 1.4401873700e-01 2.7923604053e+07 9.6146769786e+05 1.9739968521e-08 5.2021916272e-09
5.1884511400e+00 5.4479725500e-01 1.4306110200e-01 2.7682946510e+07 1.1261979815e+06 1.9679886850e-08 5.2294915894e-09
5.2202821300e+00 5.3827678400e-01 1.4216138200e-01 2.7415666973e+07 1.2898656471e+06 1.9633911680e-08 5.2670436259e-09
5.2521131200e+00 5.3164972300e-01 1.4131466300e-01 2.7105370043e+07 1.4416054689e+06 1.9614184280e-08 5.3168723134e-09
5.2839441100e+00 5.2491814400e-01 1.4051731700e-01 2.6745197456e+07 1.5736037077e+06 1.9626631841e-08 5.3793347631e-09
5.3157751000e+00 5.1808547200e-01 1.3976218100e-01 2.6324175259e+07 1.6764376684e+06 1.9680976399e-08 5.4552080675e-09
5.3476060900e+00 5.1115360900e-01 1.3904393400e-01 2.5844846942e+07 1.7470127960e+06 1.9777776597e-08 5.5435681778e-09
5.3794370800e+00 5.0412862100e-01 1.3835523300e-01 2.5304863798e+07 1.7790952002e+06 1.9922202507e-08 5.6440931627e-09
5.4112680700e+00 4.9701439300e-01 1.3768770100e-01 2.4715454955e+07 1.7746007406e+06 2.0109457581e-08 5.7549888738e-09
5.4430990500e+00 4.8981637900e-01 1.3703427900e-01 2.4083770250e+07 1.7318756197e+06 2.0338027390e-08 5.8748562213e-09
5.4749300400e+00 4.8254141900e-01 1.3638679800e-01 2.3426612626e+07 1.6573907654e+06 2.0598002225e-08 6.0014884030e-09
5.5067610300e+00 4.7519426800e-01 1.3573535100e-01 2.2758958999e+07 1.5547562099e+06 2.0879437764e-08 6.1322325960e-09
5.5385920200e+00 4.6778421100e-01 1.3507238900e-01 2.2098681261e+07 1.4339376675e+06 2.1167969504e-08 6.2646688225e-09
5.5704230100e+00 4.6031804400e-01 1.3438841000e-01 2.1464983601e+07 1.3039618458e+06 2.1445068515e-08 6.3949227187e-09
5.6022540000e+00 4.5280276100e-01 1.3367390900e-01 2.0872107682e+07 1.1768118749e+06 2.1694156043e-08 6.5201854883e-09
5.6340849900e+00 4.4524781400e-01 1.3292112100e-01 2.0339015161e+07 1.0658405777e+06 2.1891316294e-08 6.6352014443e-09
5.6659159700e+00 4.3766118200e-01 1.3212139600e-01 1.9872877730e+07 9.8104218311e+05 2.2023040043e-08 6.7366335388e-09
5.6977469600e+00 4.3005237600e-01 1.3126639800e-01 1.9488338956e+07 9.3235908589e+05 2.2067164214e-08 6.8178733263e-09
5.7295779500e+00 4.2242967600e-01 1.3034877300e-01 1.9183983356e+07 9.1725706603e+05 2.2019914642e-08 6.8757542096e-09
5.7614089400e+00 4.1480152200e-01 1.2936071700e-01 1.8967596785e+07 9.3064280125e+05 2.1868955076e-08 6.9039808313e-09
5.7932399300e+00 4.0717958600e-01 1.2829664000e-01 1.8830025145e+07 9.5913703887e+05 2.1623953387e-08 6.9018633869e-09
5.8250709200e+00 3.9957095600e-01 1.2715028800e-01 1.8771748364e+07 9.9207357549e+05 2.1285761361e-08 6.8662710719e-09
5.8569019100e+00 3.9198456600e-01 1.2591686900e-01 1.8778620111e+07 1.0206816190e+06 2.0873981351e-08 6.8006411768e-09
5.8887328900e+00 3.8443186100e-01 1.2459272500e-01 1.8845368332e+07 1.0390325043e+06 2.0399275527e-08 6.7063024203e-09
5.9205638800e+00 3.7692020500e-01 1.2317470500e-01 1.8956626798e+07 1.0455492883e+06 1.9883295115e-08 6.5896074062e-09
5.9523948700e+00 3.6945933900e-01 1.2166058900e-01 1.9104357846e+07 1.0392647695e+06 1.9339008512e-08 6.4545241854e-09
5.9842258600e+00 3.6205796400e-01 1.2005020100e-01 1.9275659541e+07 1.0230133873e+06 1.8783168650e-08 6.3073485079e-09
6.0160568500e+00 3.5472483700e-01 1.1834371300e-01 1.9463118403e+07 9.9956088987e+05 1.8225488313e-08 6.1520293941e-09
6.0478878400e+00 3.4746931100e-01 1.1654387200e-01 1.9658813479e+07 9.7387340662e+05 1.7674988949e-08 5.9926396350e-09
6.0797188300e+00 3.4029851800e-01 1.1465276100e-01 1.9858755984e+07 9.5135196599e+05 1.7135943373e-08 5.8314812331e-09
6.1115498100e+00 3.3322050900e-01 1.1267549300e-01 2.0060716486e+07 9.3697039451e+05 1.6610598591e-08 5.6700517879e-09
6.1433808000e+00 3.2624364400e-01 1.1061854000e-01 2.0265456894e+07 9.3621845128e+05 1.6098509187e-08 5.5089098869e-09
6.1752117900e+00 3.1937564400e-01 1.0849044000e-01 2.0475316637e+07 9.5078188051e+05 1.5598080834e-08 5.3478726553e-09
6.2070427800e+00 3.1262221500e-01 1.0629940300e-01 2.0695344549e+07 9.8219937059e+05 1.5105919800e-08 5.1861841157e-09
6.2388737700e+00 3.0599111700e-01 1.0405815100e-01 2.0929918013e+07 1.0270111956e+06 1.4619795301e-08 5.0232311446e-09
6.2707047600e+00 2.9948883100e-01 1.0177937800e-01 2.1186236948e+07 1.0819657776e+06 1.4136008756e-08 4.8579721926e-09
6.3025357500e+00 2.9312067300e-01 9.9478248100e-02 2.1467660922e+07 1.1412819507e+06 1.3654057331e-08 4.6903754012e-09
6.3343667400e+00 2.8689251300e-01 9.7171859800e-02 2.1780525171e+07 1.1996889574e+06 1.3171974080e-08 4.5200183263e-09
6.3661977200e+00 2.8080915200e-01 9.4879024300e-02 2.2124538191e+07 1.2524204854e+06 1.2692203995e-08 4.3481770927e-09
6.3980287100e+00 2.7487581600e-01 9.2620245800e-02 2.2502091185e+07 1.2945263007e+06 1.2215567600e-08 4.1756334594e-09
