# omega_THz  Jin_native  Jout_native  Jsum_native  G_native_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_smoothed_eV_ps^-1_THz^-1_A^-2_K^-1  G_paper_MW_m^-2_K^-1_THz^-1  G_paper_smoothed_MW_m^-2_K^-1_THz^-1  cumulative_integral_native
1.273239544735162848e-02 2.795380000000000087e-02 -2.132600000000000012e-04 2.774054000000000103e-02 2.156800982603097628e-07 1.273676970942291253e-07 3.455576138514923290e+00 2.040655482107636143e+00 0.000000000000000000e+00
2.546479089470325696e-02 2.540049999999999947e-02 -9.785410000000000896e-04 2.442195900000000003e-02 1.898784420501279557e-07 1.335032216665862978e-07 3.042188031530380865e+00 2.138957423179271178e+00 1.660755849188321664e-09
3.819718634205487851e-02 2.183649999999999827e-02 -2.022570000000000010e-03 1.981392999999999696e-02 1.540514485054327832e-07 1.404792333172971871e-07 2.468176312292586161e+00 2.250725451832078505e+00 3.404982330433830796e-09
5.092958178940651393e-02 1.805790000000000173e-02 -3.066859999999999812e-03 1.499104000000000235e-02 1.165539308255799818e-07 1.482425834441637310e-07 1.867399845695965732e+00 2.375108033580343836e+00 5.243042503076190081e-09
6.366197723675813547e-02 1.479019999999999987e-02 -3.833220000000000030e-03 1.095697999999999984e-02 8.518949245531084200e-08 1.566012504783954942e-07 1.364886142742183228e+00 2.509028643716666007e+00 7.183738624670593339e-09
7.639437268410975701e-02 1.248029999999999973e-02 -4.107330000000000182e-03 8.372970000000000412e-03 6.509905691564136937e-08 1.652265332842224889e-07 1.043001878856767206e+00 2.647220909448045667e+00 9.232557929075802574e-09
8.912676813146140631e-02 1.120449999999999918e-02 -3.775450000000000073e-03 7.429049999999999543e-03 5.776016739330792304e-08 1.736760550259266335e-07 9.254199057348664326e-01 2.782597172478379122e+00 1.139007881532371943e-08
1.018591635788130279e-01 1.071899999999999936e-02 -2.830179999999999849e-03 7.888819999999999513e-03 6.133483604709557480e-08 1.814446417164217002e-07 9.826924116487745220e-01 2.907063653225525179e+00 1.365084738655502479e-08
1.145915590261646355e-01 1.062330000000000045e-02 -1.353590000000000002e-03 9.269710000000000449e-03 7.207112636035837951e-08 1.880437324817140628e-07 1.154706746406276574e+00 3.012792743523490913e+00 1.600308343329987068e-08
1.273239544735162709e-01 1.056439999999999983e-02 5.070370000000000042e-04 1.107143699999999994e-02 8.607938490176575731e-08 1.930997167943628545e-07 1.379143791587014833e+00 3.093798542799455653e+00 1.842951799247517979e-08
1.400563499208679064e-01 1.039810000000000040e-02 2.558809999999999904e-03 1.295691000000000030e-02 1.007387607433016820e-07 1.964499020031149147e-07 1.614012886010344205e+00 3.147474427409805209e+00 2.090946788892246416e-08
1.527887453682195140e-01 1.024779999999999962e-02 4.575440000000000063e-03 1.482323999999999968e-02 1.152493015541930327e-07 1.982084981958419356e-07 1.846497380349479522e+00 3.175650244696091029e+00 2.342194129789859633e-08
1.655211408155711494e-01 1.044179999999999935e-02 6.310269999999999768e-03 1.675207000000000085e-02 1.302457740066915482e-07 1.987774461253369578e-07 2.086767357907657772e+00 3.184765795482086936e+00 2.594923231296738213e-08
1.782535362629228126e-01 1.136569999999999941e-02 7.522629999999999768e-03 1.888832999999999832e-02 1.468549952658872508e-07 1.987897874202122413e-07 2.352876420011851710e+00 3.184963524824911740e+00 2.848022393017315438e-08
1.909859317102743925e-01 1.329239999999999935e-02 8.025420000000000123e-03 2.131782000000000121e-02 1.657440522893785445e-07 1.989925810668809300e-07 2.655512478025165102e+00 3.188212637247074266e+00 3.101258513895405223e-08
2.037183271576260557e-01 1.626079999999999887e-02 7.748170000000000404e-03 2.400896999999999754e-02 1.866674912863566610e-07 2.000962235360130192e-07 2.990742928663992384e+00 3.205894939010409228e+00 3.355326337836150178e-08
2.164507226049776911e-01 2.004919999999999966e-02 6.795329999999999600e-03 2.684452999999999839e-02 2.087137044971667133e-07 2.026292573357807083e-07 3.343962205409412025e+00 3.246478614681609365e+00 3.611709341795376171e-08
2.291831180523292710e-01 2.424439999999999928e-02 5.470889999999999954e-03 2.971528999999999837e-02 2.310335944085298790e-07 2.068372194813413365e-07 3.701566266303796038e+00 3.313897600945346689e+00 3.872383797058846621e-08
2.419155134996809342e-01 2.837249999999999842e-02 4.245180000000000307e-03 3.261767999999999612e-02 2.535994046050776183e-07 2.126510545693115169e-07 4.063110404545673404e+00 3.407045508264098466e+00 4.139438326595843874e-08
2.546479089470325419e-01 3.203190000000000204e-02 3.657740000000000036e-03 3.568964000000000164e-02 2.774836056571026121e-07 2.197284007346009064e-07 4.445777493018800541e+00 3.520437094831660119e+00 4.414699637007839275e-08
2.673803043943841495e-01 3.497659999999999658e-02 4.175169999999999750e-03 3.915176999999999546e-02 3.044013418868214663e-07 2.275489440575095438e-07 4.877047173293107996e+00 3.645736012603149501e+00 4.699445238434568210e-08
2.801126998417358127e-01 3.712279999999999747e-02 6.045329999999999801e-03 4.316812999999999900e-02 3.356281644161874735e-07 2.355305825183957168e-07 5.377356027399257776e+00 3.773615959033824740e+00 4.994250821231409021e-08
2.928450952890874204e-01 3.849339999999999706e-02 9.197099999999999720e-03 4.769049999999999678e-02 3.707891672650677338e-07 2.431315380685845236e-07 5.940697399324092132e+00 3.895396692819676154e+00 5.298976591480475603e-08
3.055774907364390280e-01 3.913610000000000005e-02 1.322459999999999955e-02 5.236069999999999613e-02 4.070995345072086123e-07 2.499146860515024593e-07 6.522453618997263725e+00 4.004074704851629640e+00 5.612859566446500682e-08
3.183098861837906912e-01 3.906790000000000262e-02 1.746759999999999979e-02 5.653550000000000242e-02 4.395582131853144268e-07 2.555686266879351163e-07 7.042498984483014368e+00 4.094660820628784670e+00 5.934660237938293446e-08
3.310422816311422989e-01 3.827579999999999871e-02 2.116629999999999900e-02 5.944209999999999772e-02 4.621567557372408395e-07 2.598974032114644162e-07 7.404567552874526726e+00 4.164015466626848294e+00 6.262816104556069628e-08
3.437746770784939621e-01 3.677799999999999819e-02 2.364279999999999854e-02 6.042079999999999673e-02 4.697660564994957961e-07 2.628001797965700709e-07 7.526481991698159568e+00 4.210523074810634370e+00 6.595575720867730378e-08
3.565070725258456252e-01 3.471450000000000230e-02 2.445249999999999854e-02 5.916699999999999737e-02 4.600178790235426932e-07 2.642598341285520119e-07 7.370298969937588041e+00 4.233909315454817524e+00 6.931112546956796871e-08
3.692394679731971774e-01 3.241920000000000218e-02 2.346229999999999843e-02 5.588150000000000062e-02 4.344734244875370022e-07 2.643477360142293075e-07 6.961031688078952229e+00 4.235317658927984397e+00 7.267634577932871957e-08
3.819718634205487851e-01 3.042979999999999990e-02 2.084050000000000138e-02 5.127030000000000476e-02 3.986217767150733558e-07 2.632371669796602113e-07 6.386624964564558304e+00 4.217524381351679175e+00 7.603505558781413745e-08
3.947042588679004482e-01 2.941519999999999899e-02 1.697589999999999863e-02 4.639109999999999762e-02 3.606864540633980177e-07 2.612074422845321639e-07 5.778834089006906538e+00 4.185004606551809836e+00 7.937377366550590231e-08
4.074366543152521114e-01 3.003509999999999860e-02 1.236549999999999976e-02 4.240059999999999663e-02 3.296606906100634267e-07 2.586206214642068232e-07 5.281746556437468598e+00 4.143559167805110022e+00 8.268310190164593492e-08
