# omega_THz  Jin_native  Jout_native  Jsum_native  G_native_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_smoothed_eV_ps^-1_THz^-1_A^-2_K^-1  G_paper_MW_m^-2_K^-1_THz^-1  G_paper_smoothed_MW_m^-2_K^-1_THz^-1  cumulative_integral_native
1.273239544735162848e-02 -5.016760000000000533e-04 3.251110000000000198e-03 2.749434000000000253e-03 2.148827469502532269e-08 8.545043426740421871e-09 3.442801162134304649e-01 1.369066891483879389e-01 0.000000000000000000e+00
2.546479089470325696e-02 -2.654940000000000164e-04 5.125829999999999623e-03 4.860335999999999823e-03 3.798608552819255786e-08 1.038168118133112174e-08 6.086041865039566456e-01 1.663328701036624058e-01 1.204912711165440929e-10
3.819718634205487851e-02 4.686739999999999786e-04 7.899250000000000022e-03 8.367924000000000542e-03 6.539973301381123044e-08 1.265314841995733721e-08 1.047819241045667482e+00 2.027257874498966383e-01 2.671355508895268675e-10
5.092958178940651393e-02 2.007699999999999849e-03 1.110629999999999951e-02 1.311399999999999892e-02 1.024928164671572498e-07 1.590190103327349955e-08 1.642115956965297663e+00 2.547765427169125796e-01 4.489226417181354137e-10
6.366197723675813547e-02 4.468330000000000392e-03 1.420659999999999978e-02 1.867492999999999931e-02 1.459544130720610903e-07 2.063089678134277728e-08 2.338447502532404521e+00 3.305434076153320189e-01 6.814976560050541928e-10
7.639437268410975701e-02 7.642259999999999678e-03 1.667000000000000079e-02 2.431226000000000220e-02 1.900131159129029301e-07 2.712542330162149963e-08 3.044345744691866695e+00 4.345971940121710064e-01 9.855238322083547132e-10
8.912676813146140631e-02 1.098569999999999929e-02 1.805829999999999935e-02 2.904400000000000037e-02 2.269941559762174434e-07 3.531310111189664798e-08 3.636847327596470336e+00 5.657782547556022834e-01 1.383019824199371464e-09
1.018591635788130279e-01 1.374189999999999960e-02 1.809399999999999897e-02 3.183590000000000031e-02 2.488143248258938416e-07 4.471252679397863415e-08 3.986444974405332076e+00 7.163736567641150188e-01 1.892478794409482142e-09
1.145915590261646355e-01 1.515020000000000082e-02 1.670560000000000100e-02 3.185580000000000356e-02 2.489698538061970999e-07 5.449657545721815608e-08 3.988936823386849628e+00 8.731313983057279460e-01 2.524063555328971264e-09
1.273239544735162709e-01 1.466310000000000009e-02 1.404410000000000033e-02 2.870720000000000216e-02 2.243618866010353004e-07 6.366090789615937280e-08 3.594673722723364495e+00 1.019960191304526420e+00 3.276277456888506813e-09
