# freq_THz  kappa_Wm-1K-1THz-1  kappa_err  G_Wm-2K-1THz-1  G_err  lambda_m  lambda_err_m
4.8064792800e+00 2.1821464300e+01 2.8066843400e+00 2.5297857187e+08 7.6727305784e+06 8.6258152770e-08 1.1398836743e-08
4.8383102700e+00 2.1687633900e+01 2.7761270400e+00 2.5387120786e+08 8.6400369687e+06 8.5427702034e-08 1.1315076538e-08
4.8701412600e+00 2.1544755200e+01 2.7401103700e+00 2.5426869272e+08 9.6874329253e+06 8.4732237261e-08 1.1249579963e-08
4.9019722500e+00 2.1392954400e+01 2.6987101500e+00 2.5429995463e+08 1.0702385006e+07 8.4124884847e-08 1.1187311737e-08
4.9338032400e+00 2.1232471700e+01 2.6521159600e+00 2.5404387730e+08 1.1589682726e+07 8.3577970569e-08 1.1114106405e-08
4.9656342200e+00 2.1063509300e+01 2.6004794200e+00 2.5362667619e+08 1.2296140738e+07 8.3049266018e-08 1.1015398940e-08
4.9974652100e+00 2.0886256700e+01 2.5439395700e+00 2.5314745859e+08 1.2763886792e+07 8.2506286322e-08 1.0876261783e-08
5.0292962000e+00 2.0701004600e+01 2.4827365000e+00 2.5270902023e+08 1.2993358203e+07 8.1916366028e-08 1.0689251601e-08
5.0611271900e+00 2.0508005800e+01 2.4170724300e+00 2.5241131156e+08 1.2967384247e+07 8.1248362736e-08 1.0446105724e-08
5.0929581800e+00 2.0307576200e+01 2.3472127300e+00 2.5232005341e+08 1.2726149090e+07 8.0483401638e-08 1.0149623380e-08
5.1247891700e+00 2.0099981200e+01 2.2733722300e+00 2.5252065284e+08 1.2288229810e+07 7.9597375400e-08 9.8006161908e-09
5.1566201600e+00 1.9885536700e+01 2.1958668900e+00 2.5303944235e+08 1.1712320505e+07 7.8586707731e-08 9.4094896822e-09
5.1884511400e+00 1.9664659700e+01 2.1149620700e+00 2.5394140727e+08 1.1039121374e+07 7.7437783429e-08 8.9831325201e-09
5.2202821300e+00 1.9437666200e+01 2.0309484500e+00 2.5522130095e+08 1.0323101335e+07 7.6160046702e-08 8.5330422413e-09
5.2521131200e+00 1.9204960600e+01 1.9441545900e+00 2.5692676240e+08 9.6053278148e+06 7.4748774401e-08 8.0664873534e-09
5.2839441100e+00 1.8966922000e+01 1.8549090700e+00 2.5903391178e+08 8.9175931520e+06 7.3221771890e-08 7.5915962199e-09
5.3157751000e+00 1.8723929500e+01 1.7635404700e+00 2.6158143203e+08 8.2835924923e+06 7.1579734674e-08 7.1127025221e-09
5.3476060900e+00 1.8476476100e+01 1.6703647100e+00 2.6453998004e+08 7.7074685629e+06 6.9843794868e-08 6.6340291559e-09
5.3794370800e+00 1.8224953300e+01 1.5757735600e+00 2.6794855113e+08 7.1915281626e+06 6.8016614471e-08 6.1576990455e-09
5.4112680700e+00 1.7969866800e+01 1.4800703100e+00 2.7177835059e+08 6.7215204123e+06 6.6119566776e-08 5.6860842431e-09
5.4430990500e+00 1.7711633600e+01 1.3836467400e+00 2.7607109384e+08 6.2865946898e+06 6.4156059779e-08 5.2205080559e-09
5.4749300400e+00 1.7450784500e+01 1.2868314000e+00 2.8079713718e+08 5.8704857717e+06 6.2147302053e-08 4.7634026246e-09
5.5067610300e+00 1.7187787000e+01 1.1900160600e+00 2.8599587900e+08 5.4649963038e+06 6.0098023301e-08 4.3165210200e-09
5.5385920200e+00 1.6923146600e+01 1.0934787500e+00 2.9162816762e+08 5.0715453913e+06 5.8029876667e-08 3.8829953184e-09
5.5704230100e+00 1.6657343500e+01 9.9764913100e-01 2.9771740037e+08 4.7184259420e+06 5.5950184569e-08 3.4663323350e-09
5.6022540000e+00 1.6390959200e+01 9.0283050700e-01 3.0420571599e+08 4.4607363118e+06 5.3881167704e-08 3.0711967239e-09
5.6340849900e+00 1.6124473800e+01 8.0935145100e-01 3.1108591000e+08 4.4097607750e+06 5.1832864433e-08 2.7034586142e-09
5.6659159700e+00 1.5858405300e+01 7.1757844800e-01 3.1827604652e+08 4.6500334027e+06 4.9825946606e-08 2.3691880495e-09
5.6977469600e+00 1.5593335300e+01 6.2781479500e-01 3.2572767197e+08 5.2530065878e+06 4.7872307581e-08 2.0762940005e-09
5.7295779500e+00 1.5329756400e+01 5.4035115500e-01 3.3333926648e+08 6.1534059720e+06 4.5988450631e-08 1.8298696177e-09
5.7614089400e+00 1.5068199600e+01 4.5549082400e-01 3.4102190413e+08 7.2784844398e+06 4.4185430371e-08 1.6350398315e-09
5.7932399300e+00 1.4809233400e+01 3.7354974000e-01 3.4866827516e+08 8.5095244239e+06 4.2473704822e-08 1.4907594537e-09
5.8250709200e+00 1.4553350800e+01 2.9476801300e-01 3.5616046118e+08 9.7492068049e+06 4.0861781097e-08 1.3914154037e-09
5.8569019100e+00 1.4301107700e+01 2.1939839100e-01 3.6340695790e+08 1.0905477761e+07 3.9352872556e-08 1.3263126775e-09
5.8887328900e+00 1.4053022300e+01 1.4770626100e-01 3.7028304825e+08 1.1881853461e+07 3.7952108168e-08 1.2814948839e-09
5.9205638800e+00 1.3809600200e+01 7.9893821000e-02 3.7673297264e+08 1.2618104656e+07 3.6656202676e-08 1.2459253955e-09
5.9523948700e+00 1.3571334100e+01 1.6150633200e-02 3.8264864828e+08 1.3027332905e+07 3.5466828803e-08 1.2082111776e-09
