# freq_w_over_2pi_THz  kappa_x_avg_Wm-1K-1THz-1  std_Wm-1K-1THz-1  stderr_Wm-1K-1THz-1
1.20002827e+01 -3.83303395e-02 3.11296765e-01 1.55648383e-01
1.20321137e+01 -4.01478545e-02 3.06466256e-01 1.53233128e-01
1.20639447e+01 -4.18418158e-02 3.01458199e-01 1.50729100e-01
1.20957757e+01 -4.34098458e-02 2.96284724e-01 1.48142362e-01
1.21276067e+01 -4.48502819e-02 2.90962992e-01 1.45481496e-01
1.21594377e+01 -4.61615623e-02 2.85507750e-01 1.42753875e-01
1.21912686e+01 -4.73400335e-02 2.79932877e-01 1.39966439e-01
1.22230996e+01 -4.83855153e-02 2.74254936e-01 1.37127468e-01
1.22549306e+01 -4.92973057e-02 2.68487357e-01 1.34243679e-01
1.22867616e+01 -5.00728331e-02 2.62647692e-01 1.31323846e-01
1.23185926e+01 -5.07111812e-02 2.56747564e-01 1.28373782e-01
1.23504236e+01 -5.12131714e-02 2.50805331e-01 1.25402665e-01
1.23822546e+01 -5.15765588e-02 2.44832518e-01 1.22416259e-01
1.24140856e+01 -5.18022721e-02 2.38845019e-01 1.19422510e-01
1.24459165e+01 -5.18898046e-02 2.32855535e-01 1.16427768e-01
1.24777475e+01 -5.18390464e-02 2.26877384e-01 1.13438692e-01
1.25095785e+01 -5.16513679e-02 2.20924464e-01 1.10462232e-01
1.25414095e+01 -5.13271484e-02 2.15009029e-01 1.07504515e-01
1.25732405e+01 -5.08676136e-02 2.09143121e-01 1.04571560e-01
1.26050715e+01 -5.02731742e-02 2.03336883e-01 1.01668441e-01
1.26369025e+01 -4.95460609e-02 1.97602189e-01 9.88010945e-02
1.26687335e+01 -4.86883523e-02 1.91949402e-01 9.59747010e-02
1.27005645e+01 -4.77014197e-02 1.86387165e-01 9.31935827e-02
1.27323954e+01 -4.65877906e-02 1.80924867e-01 9.04624333e-02
1.27642264e+01 -4.53495754e-02 1.75569386e-01 8.77846928e-02
1.27960574e+01 -4.39902493e-02 1.70329573e-01 8.51647867e-02
1.28278884e+01 -4.25124411e-02 1.65211233e-01 8.26056163e-02
1.28597194e+01 -4.09194743e-02 1.60220247e-01 8.01101233e-02
1.28915504e+01 -3.92146284e-02 1.55361378e-01 7.76806888e-02
1.29233814e+01 -3.74017957e-02 1.50639291e-01 7.53196455e-02
1.29552124e+01 -3.54845904e-02 1.46056956e-01 7.30284779e-02
1.29870434e+01 -3.34672006e-02 1.41617378e-01 7.08086892e-02
1.30188743e+01 -3.13539231e-02 1.37322261e-01 6.86611307e-02
1.30507053e+01 -2.91491197e-02 1.33173178e-01 6.65865888e-02
1.30825363e+01 -2.68573108e-02 1.29170373e-01 6.45851867e-02
1.31143673e+01 -2.44833553e-02 1.25313536e-01 6.26567680e-02
1.31461983e+01 -2.20320361e-02 1.21602369e-01 6.08011846e-02
1.31780293e+01 -1.95084680e-02 1.18035230e-01 5.90176151e-02
1.32098603e+01 -1.69174850e-02 1.14610280e-01 5.73051400e-02
1.32416913e+01 -1.42645862e-02 1.11325453e-01 5.56627265e-02
1.32735223e+01 -1.15547860e-02 1.08177754e-01 5.40888771e-02
1.33053532e+01 -8.79360718e-03 1.05164274e-01 5.25821370e-02
1.33371842e+01 -5.98629287e-03 1.02281636e-01 5.11408181e-02
1.33690152e+01 -3.13839155e-03 9.95264473e-02 4.97632237e-02
1.34008462e+01 -2.55326599e-04 9.68950612e-02 4.84475306e-02
1.34326772e+01 2.65764483e-03 9.43837749e-02 4.71918875e-02
1.34645082e+01 5.59502545e-03 9.19890459e-02 4.59945230e-02
1.34963392e+01 8.55140278e-03 8.97070978e-02 4.48535489e-02
1.35281702e+01 1.15215054e-02 8.75346606e-02 4.37673303e-02
1.35600012e+01 1.45000966e-02 8.54683471e-02 4.27341736e-02
1.35918321e+01 1.74818410e-02 8.35053908e-02 4.17526954e-02
1.36236631e+01 2.04618666e-02 8.16428646e-02 4.08214323e-02
1.36554941e+01 2.34349858e-02 7.98786146e-02 3.99393073e-02
1.36873251e+01 2.63966746e-02 7.82104553e-02 3.91052276e-02
1.37191561e+01 2.93418714e-02 7.66367945e-02 3.83183973e-02
1.37509871e+01 3.22662545e-02 7.51564435e-02 3.75782218e-02
1.37828181e+01 3.51652363e-02 7.37684404e-02 3.68842202e-02
1.38146491e+01 3.80348613e-02 7.24722402e-02 3.62361201e-02
1.38464800e+01 4.08707128e-02 7.12678472e-02 3.56339236e-02
1.38783110e+01 4.36693598e-02 7.01554778e-02 3.50777389e-02
1.39101420e+01 4.64270235e-02 6.91353192e-02 3.45676596e-02
1.39419730e+01 4.91400456e-02 6.82084189e-02 3.41042095e-02
1.39738040e+01 5.18054738e-02 6.73754569e-02 3.36877285e-02
1.40056350e+01 5.44203068e-02 6.66377726e-02 3.33188863e-02
1.40374660e+01 5.69815749e-02 6.59959924e-02 3.29979962e-02
1.40692970e+01 5.94870631e-02 6.54514846e-02 3.27257423e-02
1.41011280e+01 6.19342025e-02 6.50053824e-02 3.25026912e-02
1.41329589e+01 6.43210519e-02 6.46580898e-02 3.23290449e-02
1.41647899e+01 6.66457637e-02 6.44105309e-02 3.22052654e-02
1.41966209e+01 6.89068252e-02 6.42627646e-02 3.21313823e-02
1.42284519e+01 7.11027040e-02 6.42145748e-02 3.21072874e-02
1.42602829e+01 7.32323830e-02 6.42656448e-02 3.21328224e-02
1.42921139e+01 7.52950546e-02 6.44149445e-02 3.22074722e-02
1.43239449e+01 7.72897185e-02 6.46607623e-02 3.23303811e-02
1.43557759e+01 7.92162786e-02 6.50013629e-02 3.25006815e-02
1.43876069e+01 8.10740424e-02 6.54339804e-02 3.27169902e-02
1.44194378e+01 8.28633146e-02 6.59558585e-02 3.29779293e-02
1.44512688e+01 8.45841949e-02 6.65635443e-02 3.32817721e-02
1.44830998e+01 8.62366890e-02 6.72529863e-02 3.36264932e-02
1.45149308e+01 8.78214838e-02 6.80200878e-02 3.40100439e-02
1.45467618e+01 8.93391960e-02 6.88602515e-02 3.44301258e-02
1.45785928e+01 9.07905654e-02 6.97686001e-02 3.48843000e-02
1.46104238e+01 9.21764225e-02 7.07399443e-02 3.53699721e-02
1.46422548e+01 9.34978750e-02 7.17692181e-02 3.58846091e-02
1.46740858e+01 9.47561026e-02 7.28508979e-02 3.64254490e-02
1.47059167e+01 9.59521227e-02 7.39794618e-02 3.69897309e-02
1.47377477e+01 9.70874490e-02 7.51496015e-02 3.75748007e-02
1.47695787e+01 9.81632644e-02 7.63556137e-02 3.81778069e-02
1.48014097e+01 9.91812125e-02 7.75923184e-02 3.87961592e-02
1.48332407e+01 1.00142711e-01 7.88543504e-02 3.94271752e-02
1.48650717e+01 1.01048967e-01 8.01361681e-02 4.00680840e-02
1.48969027e+01 1.01901806e-01 8.14331713e-02 4.07165857e-02
1.49287337e+01 1.02702553e-01 8.27400775e-02 4.13700387e-02
1.49605647e+01 1.03452709e-01 8.40523320e-02 4.20261660e-02
1.49923956e+01 1.04153651e-01 8.53653976e-02 4.26826988e-02
1.50242266e+01 1.04806801e-01 8.66750088e-02 4.33375044e-02
1.50560576e+01 1.05413699e-01 8.79771742e-02 4.39885871e-02
1.50878886e+01 1.05975397e-01 8.92681882e-02 4.46340941e-02
1.51197196e+01 1.06493188e-01 9.05445058e-02 4.52722529e-02
1.51515506e+01 1.06968144e-01 9.18027601e-02 4.59013801e-02
1.51833816e+01 1.07401336e-01 9.30402698e-02 4.65201349e-02
1.52152126e+01 1.07793547e-01 9.42543438e-02 4.71271719e-02
1.52470435e+01 1.08145948e-01 9.54427699e-02 4.77213849e-02
1.52788745e+01 1.08458857e-01 9.66034539e-02 4.83017270e-02
1.53107055e+01 1.08733241e-01 9.77349469e-02 4.88674735e-02
1.53425365e+01 1.08969150e-01 9.88358963e-02 4.94179481e-02
1.53743675e+01 1.09167185e-01 9.99052417e-02 4.99526209e-02
1.54061985e+01 1.09327381e-01 1.00942624e-01 5.04713119e-02
1.54380295e+01 1.09449871e-01 1.01947898e-01 5.09739490e-02
1.54698605e+01 1.09534856e-01 1.02920919e-01 5.14604595e-02
1.55016915e+01 1.09581923e-01 1.03862550e-01 5.19312749e-02
1.55335224e+01 1.09590583e-01 1.04773617e-01 5.23868086e-02
1.55653534e+01 1.09560765e-01 1.05655391e-01 5.28276957e-02
1.55971844e+01 1.09491638e-01 1.06509625e-01 5.32548125e-02
1.56290154e+01 1.09382862e-01 1.07338333e-01 5.36691665e-02
1.56608464e+01 1.09233405e-01 1.08144080e-01 5.40720400e-02
1.56926774e+01 1.09042536e-01 1.08929790e-01 5.44648952e-02
1.57245084e+01 1.08809135e-01 1.09698581e-01 5.48492907e-02
1.57563394e+01 1.08532356e-01 1.10454093e-01 5.52270463e-02
1.57881704e+01 1.08211157e-01 1.11200292e-01 5.56001460e-02
1.58200013e+01 1.07844166e-01 1.11941465e-01 5.59707324e-02
1.58518323e+01 1.07430253e-01 1.12682245e-01 5.63411227e-02
1.58836633e+01 1.06968146e-01 1.13427601e-01 5.67138003e-02
1.59154943e+01 1.06456583e-01 1.14182556e-01 5.70912779e-02
1.59473253e+01 1.05894268e-01 1.14952635e-01 5.74763176e-02
1.59791563e+01 1.05279861e-01 1.15743344e-01 5.78716720e-02
1.60109873e+01 1.04612220e-01 1.16560552e-01 5.82802761e-02
1.60428183e+01 1.03889905e-01 1.17409956e-01 5.87049778e-02
1.60746493e+01 1.03111683e-01 1.18297253e-01 5.91486264e-02
1.61064802e+01 1.02276476e-01 1.19228486e-01 5.96142428e-02
1.61383112e+01 1.01383136e-01 1.20209060e-01 6.01045302e-02
1.61701422e+01 1.00430609e-01 1.21244578e-01 6.06222892e-02
1.62019732e+01 9.94178388e-02 1.22340033e-01 6.11700166e-02
1.62338042e+01 9.83442261e-02 1.23500441e-01 6.17502204e-02
1.62656352e+01 9.72087911e-02 1.24730117e-01 6.23650584e-02
1.62974662e+01 9.60109208e-02 1.26032779e-01 6.30163893e-02
1.63292972e+01 9.47501984e-02 1.27411898e-01 6.37059490e-02
1.63611281e+01 9.34262824e-02 1.28869926e-01 6.44349632e-02
1.63929591e+01 9.20389203e-02 1.30408963e-01 6.52044816e-02
1.64247901e+01 9.05882194e-02 1.32029946e-01 6.60149732e-02
1.64566211e+01 8.90740153e-02 1.33733115e-01 6.68665576e-02
1.64884521e+01 8.74968201e-02 1.35517975e-01 6.77589877e-02
1.65202831e+01 8.58570379e-02 1.37382968e-01 6.86914842e-02
1.65521141e+01 8.41554146e-02 1.39325782e-01 6.96628909e-02
1.65839451e+01 8.23927334e-02 1.41342993e-01 7.06714967e-02
1.66157761e+01 8.05701004e-02 1.43430552e-01 7.17152760e-02
1.66476070e+01 7.86885895e-02 1.45583353e-01 7.27916766e-02
1.66794380e+01 7.67496478e-02 1.47795509e-01 7.38977547e-02
1.67112690e+01 7.47549815e-02 1.50060176e-01 7.50300879e-02
1.67431000e+01 7.27063217e-02 1.52370085e-01 7.61850427e-02
1.67749310e+01 7.06057536e-02 1.54717043e-01 7.73585217e-02
1.68067620e+01 6.84551793e-02 1.57091951e-01 7.85459755e-02
1.68385930e+01 6.62571830e-02 1.59485629e-01 7.97428146e-02
1.68704240e+01 6.40142859e-02 1.61888178e-01 8.09440891e-02
1.69022550e+01 6.17289713e-02 1.64288934e-01 8.21444671e-02
1.69340859e+01 5.94041142e-02 1.66677371e-01 8.33386855e-02
1.69659169e+01 5.70428234e-02 1.69042492e-01 8.45212458e-02
1.69977479e+01 5.46480181e-02 1.71372783e-01 8.56863914e-02
1.70295789e+01 5.22230030e-02 1.73656998e-01 8.68284990e-02
1.70614099e+01 4.97712282e-02 1.75883400e-01 8.79417000e-02
1.70932409e+01 4.72959478e-02 1.78040645e-01 8.90203227e-02
1.71250719e+01 4.48008456e-02 1.80117380e-01 9.00586901e-02
1.71569029e+01 4.22893716e-02 1.82101857e-01 9.10509284e-02
1.71887339e+01 3.97652980e-02 1.83983537e-01 9.19917685e-02
1.72205648e+01 3.72324794e-02 1.85751252e-01 9.28756260e-02
1.72523958e+01 3.46944921e-02 1.87394770e-01 9.36973850e-02
1.72842268e+01 3.21551525e-02 1.88904103e-01 9.44520516e-02
1.73160578e+01 2.96181762e-02 1.90269498e-01 9.51347492e-02
1.73478888e+01 2.70874996e-02 1.91482431e-01 9.57412155e-02
1.73797198e+01 2.45665854e-02 1.92534608e-01 9.62673038e-02
1.74115508e+01 2.20596419e-02 1.93418484e-01 9.67092420e-02
1.74433818e+01 1.95698158e-02 1.94127329e-01 9.70636644e-02
1.74752128e+01 1.71011068e-02 1.94654839e-01 9.73274196e-02
1.75070437e+01 1.46565417e-02 1.94997065e-01 9.74985324e-02
1.75388747e+01 1.22401264e-02 1.95149106e-01 9.75745531e-02
1.75707057e+01 9.85418628e-03 1.95109543e-01 9.75547715e-02
1.76025367e+01 7.50322656e-03 1.94874447e-01 9.74372237e-02
1.76343677e+01 5.18931978e-03 1.94445109e-01 9.72225544e-02
1.76661987e+01 2.91596650e-03 1.93821235e-01 9.69106173e-02
1.76980297e+01 6.85422512e-04 1.93005086e-01 9.65025431e-02
1.77298607e+01 -1.49924761e-03 1.92000454e-01 9.60002269e-02
1.77616916e+01 -3.63585128e-03 1.90811101e-01 9.54055507e-02
1.77935226e+01 -5.72220221e-03 1.89444542e-01 9.47222709e-02
1.78253536e+01 -7.75603831e-03 1.87907498e-01 9.39537489e-02
1.78571846e+01 -9.73510380e-03 1.86209243e-01 9.31046216e-02
1.78890156e+01 -1.16583118e-02 1.84361608e-01 9.21808038e-02
1.79208466e+01 -1.35241586e-02 1.82376913e-01 9.11884567e-02
1.79526776e+01 -1.53309696e-02 1.80268969e-01 9.01344843e-02
1.79845086e+01 -1.70777655e-02 1.78053728e-01 8.90268642e-02
1.80163396e+01 -1.87635037e-02 1.75748978e-01 8.78744892e-02
1.80481705e+01 -2.03876975e-02 1.73373678e-01 8.66868391e-02
1.80800015e+01 -2.19496205e-02 1.70948589e-01 8.54742945e-02
1.81118325e+01 -2.34490134e-02 1.68495989e-01 8.42479944e-02
1.81436635e+01 -2.48857323e-02 1.66039338e-01 8.30196689e-02
1.81754945e+01 -2.62599376e-02 1.63603508e-01 8.18017541e-02
1.82073255e+01 -2.75715826e-02 1.61214224e-01 8.06071118e-02
1.82391565e+01 -2.88210514e-02 1.58897753e-01 7.94488764e-02
1.82709875e+01 -3.00092540e-02 1.56680754e-01 7.83403771e-02
1.83028185e+01 -3.11366263e-02 1.54589906e-01 7.72949530e-02
1.83346494e+01 -3.22042552e-02 1.52651096e-01 7.63255481e-02
1.83664804e+01 -3.32127726e-02 1.50889131e-01 7.54445654e-02
1.83983114e+01 -3.41635116e-02 1.49327157e-01 7.46635786e-02
1.84301424e+01 -3.50577676e-02 1.47985925e-01 7.39929626e-02
1.84619734e+01 -3.58968738e-02 1.46882878e-01 7.34414389e-02
1.84938044e+01 -3.66821889e-02 1.46032039e-01 7.30160193e-02
1.85256354e+01 -3.74154314e-02 1.45443908e-01 7.27219542e-02
1.85574664e+01 -3.80980927e-02 1.45123633e-01 7.25618165e-02
1.85892974e+01 -3.87317902e-02 1.45072235e-01 7.25361173e-02
1.86211283e+01 -3.93183691e-02 1.45285678e-01 7.26428391e-02
1.86529593e+01 -3.98594532e-02 1.45755479e-01 7.28777397e-02
1.86847903e+01 -4.03570203e-02 1.46468710e-01 7.32343548e-02
1.87166213e+01 -4.08126249e-02 1.47408176e-01 7.37040881e-02
1.87484523e+01 -4.12284974e-02 1.48553802e-01 7.42769012e-02
1.87802833e+01 -4.16060532e-02 1.49881977e-01 7.49409883e-02
1.88121143e+01 -4.19470805e-02 1.51367056e-01 7.56835280e-02
1.88439453e+01 -4.22538098e-02 1.52981846e-01 7.64909230e-02
1.88757763e+01 -4.25273533e-02 1.54698080e-01 7.73490401e-02
1.89076072e+01 -4.27698087e-02 1.56487127e-01 7.82435633e-02
1.89394382e+01 -4.29827114e-02 1.58320411e-01 7.91602055e-02
1.89712692e+01 -4.31674580e-02 1.60169318e-01 8.00846592e-02
1.90031002e+01 -4.33257291e-02 1.62006649e-01 8.10033244e-02
1.90349312e+01 -4.34589213e-02 1.63805969e-01 8.19029846e-02
1.90667622e+01 -4.35682287e-02 1.65541947e-01 8.27709736e-02
1.90985932e+01 -4.36551490e-02 1.67191396e-01 8.35956979e-02
1.91304242e+01 -4.37206298e-02 1.68732033e-01 8.43660164e-02
1.91622551e+01 -4.37659476e-02 1.70143589e-01 8.50717947e-02
1.91940861e+01 -4.37918544e-02 1.71407354e-01 8.57036768e-02
1.92259171e+01 -4.37992852e-02 1.72506521e-01 8.62532607e-02
1.92577481e+01 -4.37891499e-02 1.73425793e-01 8.67128966e-02
1.92895791e+01 -4.37619289e-02 1.74151988e-01 8.70759939e-02
1.93214101e+01 -4.37183867e-02 1.74673451e-01 8.73367253e-02
1.93532411e+01 -4.36588833e-02 1.74980010e-01 8.74900051e-02
1.93850721e+01 -4.35839371e-02 1.75063760e-01 8.75318800e-02
1.94169031e+01 -4.34936679e-02 1.74917648e-01 8.74588238e-02
1.94487340e+01 -4.33883666e-02 1.74536629e-01 8.72683143e-02
1.94805650e+01 -4.32683679e-02 1.73917573e-01 8.69587863e-02
1.95123960e+01 -4.31333748e-02 1.73057980e-01 8.65289900e-02
1.95442270e+01 -4.29834507e-02 1.71956941e-01 8.59784704e-02
1.95760580e+01 -4.28186587e-02 1.70615639e-01 8.53078195e-02
1.96078890e+01 -4.26387522e-02 1.69035885e-01 8.45179425e-02
1.96397200e+01 -4.24435482e-02 1.67220860e-01 8.36104301e-02
1.96715510e+01 -4.22328254e-02 1.65175175e-01 8.25875877e-02
1.97033820e+01 -4.20062426e-02 1.62904002e-01 8.14520012e-02
1.97352129e+01 -4.17633986e-02 1.60414160e-01 8.02070798e-02
1.97670439e+01 -4.15040312e-02 1.57713232e-01 7.88566162e-02
1.97988749e+01 -4.12279097e-02 1.54809782e-01 7.74048912e-02
1.98307059e+01 -4.09345066e-02 1.51713345e-01 7.58566723e-02
1.98625369e+01 -4.06234110e-02 1.48433947e-01 7.42169736e-02
1.98943679e+01 -4.02944335e-02 1.44982524e-01 7.24912621e-02
1.99261989e+01 -3.99471253e-02 1.41371231e-01 7.06856157e-02
1.99580299e+01 -3.95811454e-02 1.37612165e-01 6.88060823e-02
1.99898609e+01 -3.91963800e-02 1.33718223e-01 6.68591115e-02
2.00216918e+01 -3.87922666e-02 1.29703187e-01 6.48515933e-02
2.00535228e+01 -3.83690910e-02 1.25580876e-01 6.27904379e-02
2.00853538e+01 -3.79262117e-02 1.21365872e-01 6.06829359e-02
2.01171848e+01 -3.74637570e-02 1.17073204e-01 5.85366022e-02
2.01490158e+01 -3.69817465e-02 1.12718142e-01 5.63590710e-02
2.01808468e+01 -3.64800785e-02 1.08316376e-01 5.41581882e-02
2.02126778e+01 -3.59589678e-02 1.03884128e-01 5.19420638e-02
2.02445088e+01 -3.54186293e-02 9.94378073e-02 4.97189037e-02
2.02763397e+01 -3.48590882e-02 9.49942571e-02 4.74971285e-02
2.03081707e+01 -3.42810080e-02 9.05709492e-02 4.52854746e-02
2.03400017e+01 -3.36847110e-02 8.61853735e-02 4.30926868e-02
2.03718327e+01 -3.30705383e-02 8.18559618e-02 4.09279809e-02
2.04036637e+01 -3.24392609e-02 7.76016479e-02 3.88008239e-02
2.04354947e+01 -3.17916432e-02 7.34418694e-02 3.67209347e-02
2.04673257e+01 -3.11283179e-02 6.93967549e-02 3.46983774e-02
2.04991567e+01 -3.04501556e-02 6.54879230e-02 3.27439615e-02
2.05309877e+01 -2.97579904e-02 6.17368300e-02 3.08684150e-02
2.05628186e+01 -2.90530936e-02 5.81672382e-02 2.90836191e-02
2.05946496e+01 -2.83362797e-02 5.48023491e-02 2.74011745e-02
2.06264806e+01 -2.76089578e-02 5.16669652e-02 2.58334826e-02
2.06583116e+01 -2.68721136e-02 4.87857472e-02 2.43928736e-02
2.06901426e+01 -2.61271751e-02 4.61824910e-02 2.30912455e-02
2.07219736e+01 -2.53753934e-02 4.38792439e-02 2.19396219e-02
2.07538046e+01 -2.46183041e-02 4.18945416e-02 2.09472708e-02
2.07856356e+01 -2.38571587e-02 4.02413973e-02 2.01206986e-02
2.08174666e+01 -2.30936742e-02 3.89252549e-02 1.94626274e-02
2.08492975e+01 -2.23291098e-02 3.79430480e-02 1.89715240e-02
2.08811285e+01 -2.15651141e-02 3.72813088e-02 1.86406544e-02
2.09129595e+01 -2.08031909e-02 3.69174857e-02 1.84587429e-02
2.09447905e+01 -2.00449199e-02 3.68206286e-02 1.84103143e-02
2.09766215e+01 -1.92919946e-02 3.69540734e-02 1.84770367e-02
2.10084525e+01 -1.85457292e-02 3.72785133e-02 1.86392567e-02
2.10402835e+01 -1.78078424e-02 3.77535470e-02 1.88767735e-02
2.10721145e+01 -1.70796738e-02 3.83406739e-02 1.91703370e-02
2.11039455e+01 -1.63629420e-02 3.90045278e-02 1.95022639e-02
2.11357764e+01 -1.56590310e-02 3.97129675e-02 1.98564838e-02
2.11676074e+01 -1.49692043e-02 4.04386867e-02 2.02193433e-02
2.11994384e+01 -1.42950228e-02 4.11579994e-02 2.05789997e-02
2.12312694e+01 -1.36378007e-02 4.18512044e-02 2.09256022e-02
2.12631004e+01 -1.29985174e-02 4.25020368e-02 2.12510184e-02
2.12949314e+01 -1.23786642e-02 4.30973057e-02 2.15486528e-02
2.13267624e+01 -1.17791257e-02 4.36268853e-02 2.18134427e-02
2.13585934e+01 -1.12010771e-02 4.40822354e-02 2.20411177e-02
2.13904244e+01 -1.06454536e-02 4.44576227e-02 2.22288114e-02
2.14222553e+01 -1.01129882e-02 4.47482819e-02 2.23741409e-02
2.14540863e+01 -9.60457180e-03 4.49516052e-02 2.24758026e-02
2.14859173e+01 -9.12075418e-03 4.50655573e-02 2.25327787e-02
2.15177483e+01 -8.66225565e-03 4.50895959e-02 2.25447980e-02
2.15495793e+01 -8.22939846e-03 4.50240612e-02 2.25120306e-02
2.15814103e+01 -7.82276140e-03 4.48700075e-02 2.24350037e-02
2.16132413e+01 -7.44226992e-03 4.46290893e-02 2.23145447e-02
2.16450723e+01 -7.08823932e-03 4.43039466e-02 2.21519733e-02
2.16769032e+01 -6.76100513e-03 4.38968117e-02 2.19484058e-02
2.17087342e+01 -6.46019642e-03 4.34109658e-02 2.17054829e-02
2.17405652e+01 -6.18580626e-03 4.28504745e-02 2.14252372e-02
2.17723962e+01 -5.93757558e-03 4.22187030e-02 2.11093515e-02
2.18042272e+01 -5.71518844e-03 4.15200373e-02 2.07600186e-02
2.18360582e+01 -5.51831626e-03 4.07585544e-02 2.03792772e-02
2.18678892e+01 -5.34625136e-03 3.99389637e-02 1.99694819e-02
2.18997202e+01 -5.19844400e-03 3.90659319e-02 1.95329659e-02
2.19315512e+01 -5.07443292e-03 3.81440911e-02 1.90720456e-02
2.19633821e+01 -4.97313761e-03 3.71782499e-02 1.85891249e-02
2.19952131e+01 -4.89391863e-03 3.61734779e-02 1.80867390e-02
2.20270441e+01 -4.83592724e-03 3.51343926e-02 1.75671963e-02
2.20588751e+01 -4.79805173e-03 3.40664550e-02 1.70332275e-02
2.20907061e+01 -4.77939952e-03 3.29740780e-02 1.64870390e-02
2.21225371e+01 -4.77889402e-03 3.18623383e-02 1.59311691e-02
2.21543681e+01 -4.79520894e-03 3.07364652e-02 1.53682326e-02
2.21861991e+01 -4.82740911e-03 2.96010246e-02 1.48005123e-02
2.22180301e+01 -4.87436347e-03 2.84607987e-02 1.42303994e-02
2.22498610e+01 -4.93465980e-03 2.73206163e-02 1.36603081e-02
2.22816920e+01 -5.00720748e-03 2.61852878e-02 1.30926439e-02
2.23135230e+01 -5.09085589e-03 2.50590250e-02 1.25295125e-02
2.23453540e+01 -5.18415865e-03 2.39465072e-02 1.19732536e-02
2.23771850e+01 -5.28594871e-03 2.28520076e-02 1.14260038e-02
2.24090160e+01 -5.39499139e-03 2.17797902e-02 1.08898951e-02
2.24408470e+01 -5.51010699e-03 2.07338238e-02 1.03669119e-02
2.24726780e+01 -5.62998753e-03 1.97178058e-02 9.85890288e-03
2.25045090e+01 -5.75354935e-03 1.87357877e-02 9.36789385e-03
2.25363399e+01 -5.87956978e-03 1.77910878e-02 8.89554389e-03
2.25681709e+01 -6.00696770e-03 1.68868037e-02 8.44340186e-03
2.26000019e+01 -6.13458677e-03 1.60258807e-02 8.01294037e-03
2.26318329e+01 -6.26132122e-03 1.52109407e-02 7.60547033e-03
2.26636639e+01 -6.38639384e-03 1.44441653e-02 7.22208263e-03
2.26954949e+01 -6.50859777e-03 1.37271881e-02 6.86359404e-03
2.27273259e+01 -6.62718740e-03 1.30609999e-02 6.53049997e-03
2.27591569e+01 -6.74119596e-03 1.24464369e-02 6.22321843e-03
2.27909879e+01 -6.84996630e-03 1.18829711e-02 5.94148553e-03
2.28228188e+01 -6.95274651e-03 1.13699019e-02 5.68495093e-03
2.28546498e+01 -7.04872145e-03 1.09057707e-02 5.45288536e-03
2.28864808e+01 -7.13744884e-03 1.04878349e-02 5.24391746e-03
2.29183118e+01 -7.21825255e-03 1.01133786e-02 5.05668931e-03
2.29501428e+01 -7.29075348e-03 9.77863705e-03 4.88931852e-03
2.29819738e+01 -7.35444612e-03 9.47943470e-03 4.73971735e-03
2.30138048e+01 -7.40907140e-03 9.21131458e-03 4.60565729e-03
2.30456358e+01 -7.45427801e-03 8.96959948e-03 4.48479974e-03
2.30774667e+01 -7.48980435e-03 8.74962175e-03 4.37481088e-03
2.31092977e+01 -7.51549245e-03 8.54679511e-03 4.27339756e-03
2.31411287e+01 -7.53128228e-03 8.35676393e-03 4.17838196e-03
2.31729597e+01 -7.53708393e-03 8.17559123e-03 4.08779561e-03
2.32047907e+01 -7.53287776e-03 7.99975536e-03 3.99987768e-03
2.32366217e+01 -7.51878766e-03 7.82610981e-03 3.91305491e-03
2.32684527e+01 -7.49485679e-03 7.65212500e-03 3.82606250e-03
2.33002837e+01 -7.46119890e-03 7.47568735e-03 3.73784367e-03
2.33321147e+01 -7.41807241e-03 7.29513710e-03 3.64756855e-03
2.33639456e+01 -7.36567220e-03 7.10928940e-03 3.55464470e-03
2.33957766e+01 -7.30432026e-03 6.91739046e-03 3.45869523e-03
2.34276076e+01 -7.23427113e-03 6.71901859e-03 3.35950929e-03
2.34594386e+01 -7.15589316e-03 6.51411951e-03 3.25705975e-03
2.34912696e+01 -7.06952772e-03 6.30293305e-03 3.15146652e-03
2.35231006e+01 -6.97559813e-03 6.08598320e-03 3.04299160e-03
2.35549316e+01 -6.87450629e-03 5.86400420e-03 2.93200210e-03
2.35867626e+01 -6.76666164e-03 5.63790898e-03 2.81895449e-03
2.36185936e+01 -6.65252544e-03 5.40883421e-03 2.70441711e-03
2.36504245e+01 -6.53256718e-03 5.17801432e-03 2.58900716e-03
2.36822555e+01 -6.40721716e-03 4.94681174e-03 2.47340587e-03
2.37140865e+01 -6.27697520e-03 4.71671488e-03 2.35835744e-03
2.37459175e+01 -6.14230065e-03 4.48922902e-03 2.24461451e-03
2.37777485e+01 -6.00365037e-03 4.26597002e-03 2.13298501e-03
2.38095795e+01 -5.86152164e-03 4.04854447e-03 2.02427223e-03
2.38414105e+01 -5.71636372e-03 3.83860565e-03 1.91930283e-03
2.38732415e+01 -5.56862650e-03 3.63773879e-03 1.81886940e-03
2.39050725e+01 -5.41875418e-03 3.44755404e-03 1.72377702e-03
2.39369034e+01 -5.26718718e-03 3.26953529e-03 1.63476764e-03
2.39687344e+01 -5.11432485e-03 3.10503360e-03 1.55251680e-03
2.40005654e+01 -4.96058043e-03 2.95528486e-03 1.47764243e-03
2.40323964e+01 -4.80635705e-03 2.82123072e-03 1.41061536e-03
2.40642274e+01 -4.65198445e-03 2.70351779e-03 1.35175890e-03
