# omega_THz  Jin_native  Jout_native  Jsum_native  G_native_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_smoothed_eV_ps^-1_THz^-1_A^-2_K^-1  G_paper_MW_m^-2_K^-1_THz^-1  G_paper_smoothed_MW_m^-2_K^-1_THz^-1  cumulative_integral_native
1.273239544735162848e-02 -7.988250000000000559e-03 -6.710200000000000366e-03 -1.469845000000000179e-02 -1.011362874066531283e-07 3.850832093152120237e-09 -1.620381965324480866e+00 6.169713201105638672e-02 0.000000000000000000e+00
2.546479089470325696e-02 -7.075640000000000228e-03 -5.933390000000000192e-03 -1.300903000000000129e-02 -8.951181906675688305e-08 3.151060319308169145e-09 -1.434137449755935600e+00 5.048555215920127320e-02 4.457543153762765007e-11
3.819718634205487851e-02 -5.732939999999999738e-03 -4.864620000000000055e-03 -1.059755999999999893e-02 -7.291910874747002187e-08 1.875055122325295807e-09 -1.168292922073014717e+00 3.004169504451600567e-02 7.657267622108645006e-11
5.092958178940651393e-02 -4.173239999999999936e-03 -3.770030000000000169e-03 -7.943270000000000539e-03 -5.465561590974868566e-08 5.005087884692523984e-11 -8.756795072747799447e-01 8.019034859970847759e-04 8.882828166358370170e-11
6.366197723675813547e-02 -2.609109999999999988e-03 -2.900980000000000052e-03 -5.510090000000000474e-03 -3.791352461494411152e-08 -2.192131000121604511e-09 -6.074416325064729838e-01 -3.512181067061885542e-02 7.519137607159363914e-11
7.639437268410975701e-02 -1.209690000000000027e-03 -2.420890000000000195e-03 -3.630580000000000439e-03 -2.498109544427111117e-08 -4.607233755707013913e-09 -4.002412741253502104e-01 -7.381602270769842267e-02 3.190527564059595270e-11
8.912676813146140631e-02 -8.377750000000000214e-05 -2.360969999999999996e-03 -2.444747499999999889e-03 -1.682168431342737834e-08 -6.858142551488961544e-09 -2.695130955149767638e-01 -1.098795574863675600e-01 -4.108557690736179086e-11
1.018591635788130279e-01 7.107409999999999770e-04 -2.616719999999999897e-03 -1.905978999999999920e-03 -1.311455561198937840e-08 -8.565095499265733212e-09 -2.101183456682295114e-01 -1.372279587690212188e-01 -1.392729598777864720e-10
1.145915590261646355e-01 1.143700000000000098e-03 -2.984489999999999799e-03 -1.840789999999999701e-03 -1.266600672147695502e-08 -9.380270935637019277e-09 -2.029318001523732207e-01 -1.502885091366694958e-01 -2.535167108261925401e-10
1.273239544735162709e-01 1.194579999999999991e-03 -3.225120000000000157e-03 -2.030539999999999949e-03 -1.397162809892916660e-08 -9.070421293845074580e-09 -2.238501607904214985e-01 -1.453241705753462731e-01 -3.709774656977645594e-10
1.400563499208679064e-01 8.543389999999999665e-04 -3.135189999999999939e-03 -2.280850999999999972e-03 -1.569395427869960136e-08 -7.585398540860791025e-09 -2.514448684039682358e-01 -1.215314830174485383e-01 -4.770117080154235771e-10
1.527887453682195140e-01 1.492959999999999882e-04 -2.605520000000000058e-03 -2.456223999999999907e-03 -1.690065118424861990e-08 -5.090511123365523348e-09 -2.707782842678756463e-01 -8.155897976973332242e-02 -5.577090552653413002e-10
1.655211408155711494e-01 -8.259409999999999582e-04 -1.651490000000000033e-03 -2.477430999999999991e-03 -1.704657114499501979e-08 -1.948685393871623983e-09 -2.731161797832964422e-01 -3.122138205078202680e-02 -6.025219721098831686e-10
1.782535362629228126e-01 -1.889030000000000093e-03 -4.077220000000000106e-04 -2.296751999999999995e-03 -1.580336500609284349e-08 1.348034629268981506e-09 -2.531978215133522392e-01 2.159789584837614601e-02 -6.063458336402206790e-10
1.909859317102743925e-01 -2.784979999999999834e-03 9.109380000000000255e-04 -1.874041999999999809e-03 -1.289480525661814696e-08 4.283137579699002759e-09 -2.065975568213396785e-01 6.862342950401055519e-02 -5.704966779418622853e-10
2.037183271576260557e-01 -3.243230000000000158e-03 2.071889999999999843e-03 -1.171340000000000315e-03 -8.059691932884697699e-09 6.430008540870082250e-09 -1.291305009210615973e-01 1.030200944060248036e-01 -5.022946714956888026e-10
2.164507226049776911e-01 -3.063800000000000204e-03 2.894219999999999866e-03 -1.695800000000003381e-04 -1.166836749345697523e-09 7.545647701283399243e-09 -1.869478575494191303e-02 1.208946043539207427e-01 -4.133228805400155918e-10
2.291831180523292710e-01 -2.201799999999999851e-03 3.305799999999999798e-03 1.103999999999999947e-03 7.596342559721946216e-09 7.618364578149363577e-09 1.217068255304625118e-01 1.220596571640417682e-01 -3.167857800848990449e-10
2.419155134996809342e-01 -8.128509999999999599e-04 3.370170000000000023e-03 2.557319000000000172e-03 1.759626010732388302e-08 6.857222372975428257e-09 2.819231678974065680e-01 1.098648146012326382e-01 -2.246313313877768202e-10
2.546479089470325419e-01 7.678300000000000533e-04 3.272049999999999872e-03 4.039880000000000033e-03 2.779738440232744220e-08 5.627532440192637974e-09 4.453631977572508061e-01 9.016300982753647220e-02 -1.451509137155357493e-10
2.673803043943841495e-01 2.116380000000000171e-03 3.261800000000000029e-03 5.378179999999999766e-03 3.700588553246863455e-08 4.351859747946987171e-09 5.928996512059989676e-01 6.972448002605792505e-02 -8.162012988373316916e-11
2.801126998417358127e-01 2.855610000000000179e-03 3.572430000000000137e-03 6.428040000000000316e-03 4.422970455398103231e-08 3.404706775495557420e-09 7.086379916511179600e-01 5.454941641320466134e-02 -3.224029373865308521e-11
2.928450952890874204e-01 2.787439999999999970e-03 4.334969999999999622e-03 7.122409999999999158e-03 4.900748750977280633e-08 3.028766123606480752e-09 7.851865137920484017e-01 4.852618313093059327e-02 8.716466786940284361e-12
3.055774907364390280e-01 1.970659999999999946e-03 5.522319999999999833e-03 7.492979999999999779e-03 5.155728521118237805e-08 3.292661110387268451e-09 8.260387767783016200e-01 5.275424694742976428e-02 4.895992245437352711e-11
3.183098861837906912e-01 7.091899999999999506e-04 6.946169999999999775e-03 7.655359999999999943e-03 5.267458059600814763e-08 4.096581198410852766e-09 8.439398223667404775e-01 6.563446675377586359e-02 9.600130002033326802e-11
3.310422816311422989e-01 -5.514079999999999763e-04 8.314300000000000163e-03 7.762892000000000403e-03 5.341448087511323944e-08 5.218741173090773752e-09 8.557943317534630889e-01 8.361345166419786867e-02 1.553044840970932193e-10
3.437746770784939621e-01 -1.385530000000000051e-03 9.332800000000000470e-03 7.947270000000001069e-03 5.468313889003753627e-08 6.385497485557455821e-09 8.761204740339483266e-01 1.023069486782590826e-01 2.291793618307706701e-10
3.565070725258456252e-01 -1.548649999999999940e-03 9.817070000000000657e-03 8.268420000000000283e-03 5.689289016997837968e-08 7.344424700786623954e-09 9.115245927106764290e-01 1.176706564577277014e-01 3.165867611997206652e-10
3.692394679731971774e-01 -1.077100000000000106e-03 9.766290000000000388e-03 8.689189999999999414e-03 5.978810127401297619e-08 7.921907221435909048e-09 9.579109885244921907e-01 1.269229464690047604e-01 4.137752487318525851e-10
3.819718634205487851e-01 -2.871880000000000157e-04 9.365290000000000073e-03 9.078101999999999352e-03 6.246410560153706364e-08 8.054094087225294671e-09 1.000785304584911994e+00 1.290408135458992467e-01 5.154816318964932082e-10
3.947042588679004482e-01 3.283200000000000007e-04 8.903529999999999778e-03 9.231849999999999778e-03 6.352200639489949187e-08 7.788264738872093914e-09 1.017734743907065420e+00 1.247817578402698052e-01 6.163372205928501538e-10
4.074366543152521114e-01 2.692829999999999898e-04 8.635489999999999139e-03 8.904772999999999508e-03 6.127147293891563842e-08 7.259106369248271008e-09 9.816772227349394031e-01 1.163037060853015642e-01 7.121317602886715408e-10
4.201690497626037191e-01 -7.979909999999999564e-04 8.636009999999999520e-03 7.838018999999999889e-03 5.393141061015330140e-08 6.648926741839640240e-09 8.640764591824730001e-01 1.065275506695322200e-01 8.006730490212871652e-10
4.329014452099553822e-01 -2.923240000000000127e-03 8.714760000000000215e-03 5.791519999999999654e-03 3.984997270061670522e-08 6.142178280532694151e-09 6.384669512646595768e-01 9.840854522931780091e-02 8.821037526980124605e-10
4.456338406573069344e-01 -5.848420000000000007e-03 8.438460000000000058e-03 2.590040000000000051e-03 1.782140496683172963e-08 5.884218178656445617e-09 2.855303862290934358e-01 9.427556875201394126e-02 9.586661704605248015e-10
4.583662361046585421e-01 -9.078430000000000180e-03 7.270829999999999828e-03 -1.807600000000000352e-03 -1.243763479253024605e-08 5.952100120710401186e-09 -1.992728784681739862e-01 9.536315736630783524e-02 1.034018513074656283e-09
4.710986315520102052e-01 -1.201299999999999937e-02 4.792300000000000205e-03 -7.220699999999999168e-03 -4.968379594292051223e-08 7.767187369213566310e-09 -7.960221694817124494e-01 1.244440611485390646e-01 1.121358209863464566e-09
4.838310269993618684e-01 -1.408930000000000078e-02 9.226489999999999952e-04 -1.316665100000000144e-02 -9.059636898578399582e-08 9.666082092696273154e-09 -1.451513855142653853e+00 1.548677087124379070e-01 1.232341850228102371e-09
4.965634224467134761e-01 -1.488910000000000060e-02 -3.942479999999999943e-03 -1.883158000000000054e-02 -1.295753012869643075e-07 1.145831848372652811e-08 -2.076025200654843417e+00 1.835825013955695306e-01 1.366823961091740995e-09
5.092958178940650837e-01 -1.418819999999999977e-02 -8.948090000000000557e-03 -2.313629000000000033e-02 -1.591949134067656485e-07 1.299530636791039829e-08 -2.550583705119732425e+00 2.082077621433744696e-01 1.522500571957854124e-09
