# omega_THz  Jin_native  Jout_native  Jsum_native  G_native_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_smoothed_eV_ps^-1_THz^-1_A^-2_K^-1  G_paper_MW_m^-2_K^-1_THz^-1  G_paper_smoothed_MW_m^-2_K^-1_THz^-1  cumulative_integral_native
1.273239544735162848e-02 -4.342440000000000362e-03 1.332730000000000069e-03 -3.009710000000000510e-03 -1.943577590128272800e-08 7.313387411311642051e-09 -3.113954601269547928e-01 1.171733842579325974e-01 0.000000000000000000e+00
2.546479089470325696e-02 -2.876070000000000102e-03 9.515419999999999911e-04 -1.924528000000000003e-03 -1.242800632743481569e-08 4.937425234797125631e-09 -1.991186134502021532e-01 7.910627343313918203e-02 7.799109558083651877e-11
3.819718634205487851e-02 -6.341699999999999811e-04 3.600829999999999743e-04 -2.740870000000000068e-04 -1.769969036702831302e-09 2.458283260665063510e-09 -2.835803033508764795e-02 3.938603999990895888e-02 1.250736381696177603e-10
5.092958178940651393e-02 2.083470000000000027e-03 -3.757969999999999800e-04 1.707673000000000047e-03 1.102762383773558786e-08 5.838351662869763919e-11 1.766820124136136705e-01 9.354070615324981425e-04 1.410952364784758518e-10
6.366197723675813547e-02 4.883679999999999619e-03 -1.166860000000000033e-03 3.716819999999999586e-03 2.400207348395880474e-08 -2.036254827177674726e-09 3.845556130354976787e-01 -3.262439904973778865e-02 1.285037166435352674e-10
7.639437268410975701e-02 7.338520000000000286e-03 -1.908680000000000055e-03 5.429840000000000014e-03 3.506422659320034205e-08 -3.581421922942952382e-09 5.617908453690700910e-01 -5.738070521434546906e-02 9.274047570457080074e-11
8.912676813146140631e-02 9.077319999999999833e-03 -2.495700000000000002e-03 6.581619999999999832e-03 4.250206544397978698e-08 -4.350746610919791433e-09 6.809581615108325492e-01 -6.970664560470378468e-02 4.224272244048080608e-11
1.018591635788130279e-01 9.891969999999999930e-03 -2.839369999999999915e-03 7.052600000000000015e-03 4.554350855111839656e-08 -4.176551771952826852e-09 7.296874523098109133e-01 -6.691573659714115940e-02 -1.204374511366727731e-11
1.145915590261646355e-01 9.819740000000000413e-03 -2.886479999999999862e-03 6.933260000000000117e-03 4.477284775786619339e-08 -2.986291164399194064e-09 7.173401051529250116e-01 -4.784565925921041574e-02 -5.764381951011882163e-11
1.273239544735162709e-01 9.166399999999999895e-03 -2.633079999999999882e-03 6.533320000000000446e-03 4.219015898919446388e-08 -8.239853187028757499e-10 6.759608691723242302e-01 -1.320170024384790738e-02 -8.190079298341872048e-11
