# t(ps)   kx_avg(W/mK)   ky_avg(W/mK)   kz_avg(W/mK)   kiso_avg(W/mK)
# Averaged over 10 runs
0.505000 0.955667 2.724478 1.505231 1.728459
0.515000 1.018492 2.909108 1.822909 1.916836
0.525000 1.113396 2.698006 2.134863 1.982088
0.535000 1.224008 2.367351 2.385338 1.992233
0.545000 1.302926 2.274439 2.504695 2.027354
0.555000 1.309527 2.468651 2.452395 2.076858
0.565000 1.251009 2.667282 2.256422 2.058238
0.575000 1.175164 2.602883 1.997628 1.925225
0.585000 1.122000 2.325199 1.744518 1.730572
0.595000 1.090170 2.118611 1.510559 1.573113
0.605000 1.055841 2.151819 1.280891 1.496184
0.615000 1.015113 2.284368 1.069368 1.456283
0.625000 0.993313 2.255139 0.933001 1.393818
0.635000 1.013307 2.014784 0.924372 1.317488
0.645000 1.064997 1.801708 1.040811 1.302505
0.655000 1.113024 1.871687 1.231955 1.405555
0.665000 1.134710 2.195266 1.451702 1.593893
0.675000 1.142972 2.477381 1.690267 1.770207
0.685000 1.167068 2.482864 1.953561 1.867831
0.695000 1.214875 2.296535 2.221449 1.910953
0.705000 1.261129 2.220071 2.437519 1.972906
0.715000 1.275742 2.426050 2.542471 2.081421
0.725000 1.256403 2.768659 2.513083 2.179382
0.735000 1.224741 2.961423 2.368399 2.184854
0.745000 1.196455 2.902366 2.146263 2.081694
0.755000 1.166336 2.768223 1.881486 1.938681
0.765000 1.124778 2.784360 1.605051 1.838063
0.775000 1.081289 2.953114 1.353548 1.795984
0.785000 1.062171 3.058977 1.166798 1.762648
0.795000 1.085029 2.935773 1.072114 1.697638
0.805000 1.140698 2.673434 1.074963 1.629698
0.815000 1.202073 2.519492 1.167376 1.629647
0.825000 1.249029 2.592474 1.340669 1.727391
0.835000 1.280535 2.744450 1.584688 1.869891
0.845000 1.302591 2.733418 1.875447 1.970485
0.855000 1.311729 2.505000 2.168952 1.995227
0.865000 1.297048 2.258473 2.412237 1.989253
0.875000 1.257345 2.224431 2.564211 2.015329
0.885000 1.210834 2.411361 2.609168 2.077121
0.895000 1.184070 2.607722 2.553192 2.114995
0.905000 1.190270 2.630962 2.411084 2.077439
0.915000 1.220244 2.531441 2.198604 1.983430
0.925000 1.253963 2.516569 1.936788 1.902440
0.935000 1.278243 2.695166 1.660407 1.877939
0.945000 1.292743 2.948328 1.416510 1.885861
0.955000 1.300935 3.072251 1.249486 1.874224
0.965000 1.299420 3.017402 1.183487 1.833437
0.975000 1.280882 2.941855 1.217305 1.813347
0.985000 1.247250 3.018710 1.336064 1.867341
0.995000 1.215061 3.226310 1.525909 1.989093
1.005000 1.204659 3.367226 1.774918 2.115601
1.015000 1.223910 3.293836 2.060278 2.192674
1.025000 1.263113 3.078745 2.339519 2.227126
1.035000 1.305244 2.932021 2.560686 2.265984
1.045000 1.340235 2.963709 2.684387 2.329444
1.055000 1.368171 3.067750 2.697827 2.377916
1.065000 1.389707 3.056244 2.609417 2.351790
1.075000 1.398269 2.882101 2.435005 2.238458
1.085000 1.385124 2.691447 2.194682 2.090418
1.095000 1.351735 2.651493 1.920029 1.974419
1.105000 1.312959 2.759875 1.656128 1.909654
1.115000 1.285165 2.857084 1.449723 1.863991
1.125000 1.272812 2.821967 1.331315 1.808698
1.135000 1.268787 2.715842 1.308824 1.764485
1.145000 1.266540 2.707705 1.377506 1.783917
1.155000 1.269130 2.872286 1.530136 1.890517
1.165000 1.285375 3.098153 1.754399 2.045976
1.175000 1.317257 3.212735 2.022747 2.184246
1.185000 1.354822 3.177303 2.291218 2.274448
1.195000 1.386272 3.124553 2.514527 2.341784
1.205000 1.409631 3.198458 2.663682 2.423923
1.215000 1.430769 3.384731 2.728059 2.514520
1.225000 1.450661 3.527543 2.704449 2.560884
1.235000 1.459252 3.509135 2.591268 2.519885
1.245000 1.444864 3.380376 2.396814 2.407351
1.255000 1.407615 3.294877 2.149920 2.284137
1.265000 1.361317 3.328703 1.896299 2.195440
1.275000 1.322311 3.396926 1.681238 2.133492
1.285000 1.298111 3.361850 1.534009 2.064657
1.295000 1.287719 3.201007 1.466285 1.985004
1.305000 1.290983 3.036841 1.481600 1.936475
1.315000 1.312961 2.996911 1.580282 1.963384
1.325000 1.356465 3.069979 1.753952 2.060132
1.335000 1.412885 3.124416 1.979276 2.172192
1.345000 1.464162 3.065714 2.219400 2.249758
1.355000 1.494965 2.949200 2.435488 2.293218
1.365000 1.501878 2.916313 2.599363 2.339185
1.375000 1.491097 3.029962 2.695379 2.405479
1.385000 1.469908 3.202888 2.715487 2.462761
1.395000 1.442212 3.299435 2.656791 2.466146
1.405000 1.411076 3.288045 2.525280 2.408134
1.415000 1.383321 3.268801 2.341075 2.331066
1.425000 1.368867 3.348470 2.135346 2.284228
1.435000 1.373337 3.511829 1.940896 2.275354
1.445000 1.392508 3.638345 1.784560 2.271804
1.455000 1.416020 3.641097 1.684421 2.247179
1.465000 1.435718 3.564354 1.651099 2.217057
1.475000 1.449795 3.526476 1.688706 2.221659
1.485000 1.460164 3.578783 1.792786 2.277244
1.495000 1.467179 3.647409 1.948479 2.354356
1.505000 1.468612 3.622544 2.132684 2.407947
1.515000 1.464048 3.488935 2.319779 2.424254
1.525000 1.458099 3.346803 2.487000 2.430634
1.535000 1.457315 3.299224 2.615603 2.457381
1.545000 1.463879 3.337832 2.690374 2.497362
1.555000 1.473453 3.360039 2.700497 2.511330
1.565000 1.479895 3.294076 2.642641 2.472204
1.575000 1.481419 3.183988 2.525381 2.396929
1.585000 1.481458 3.138294 2.369285 2.329679
1.595000 1.483460 3.205170 2.200290 2.296307
1.605000 1.486278 3.319252 2.041644 2.282391
1.615000 1.486027 3.379879 1.911252 2.259053
1.625000 1.480910 3.367670 1.824042 2.224208
1.635000 1.473511 3.362601 1.792575 2.209562
1.645000 1.468414 3.444446 1.823804 2.245554
1.655000 1.467848 3.594662 1.914832 2.325781
1.665000 1.469929 3.714186 2.051188 2.411768
1.675000 1.471768 3.735158 2.211333 2.472753
1.685000 1.474288 3.695014 2.373747 2.514350
1.695000 1.482129 3.688254 2.520390 2.563591
1.705000 1.498226 3.754221 2.635775 2.629407
1.715000 1.519649 3.830867 2.705156 2.685224
1.725000 1.539894 3.827767 2.716900 2.694854
1.735000 1.554404 3.732000 2.668187 2.651531
1.745000 1.562301 3.622752 2.567493 2.584182
1.755000 1.563563 3.580324 2.431197 2.525028
1.765000 1.556294 3.597602 2.277941 2.477279
1.775000 1.538419 3.595370 2.126954 2.420248
1.785000 1.512338 3.521065 1.999028 2.344144
1.795000 1.485955 3.413828 1.914190 2.271324
1.805000 1.468456 3.360647 1.886464 2.238523
1.815000 1.464864 3.397427 1.919251 2.260514
1.825000 1.474620 3.469878 2.005511 2.316670
1.835000 1.494879 3.499152 2.132609 2.375547
1.845000 1.523273 3.474582 2.285946 2.427934
1.855000 1.557218 3.463719 2.448827 2.489922
1.865000 1.591283 3.530905 2.600396 2.574194
1.875000 1.616824 3.659843 2.717118 2.664595
1.885000 1.626663 3.769255 2.779706 2.725208
1.895000 1.620055 3.803710 2.779375 2.734380
1.905000 1.602197 3.792564 2.719471 2.704744
1.915000 1.579464 3.809361 2.611800 2.666875
1.925000 1.556138 3.882163 2.471556 2.636619
1.935000 1.535017 3.960083 2.316392 2.603831
1.945000 1.519437 3.972989 2.167233 2.553220
1.955000 1.513463 3.912690 2.046503 2.490886
1.965000 1.519235 3.841037 1.973553 2.444608
1.975000 1.534364 3.817700 1.959289 2.437118
1.985000 1.553107 3.833164 2.004206 2.463492
1.995000 1.570629 3.824017 2.101032 2.498560
2.005000 1.585388 3.750960 2.237020 2.524456
2.015000 1.597816 3.648520 2.394405 2.546913
2.025000 1.607757 3.588635 2.552370 2.582921
2.035000 1.613812 3.600776 2.689736 2.634775
2.045000 1.615255 3.641557 2.787119 2.681310
2.055000 1.613073 3.648008 2.830823 2.697302
2.065000 1.608833 3.612401 2.815798 2.679011
2.075000 1.603537 3.590912 2.744771 2.646407
2.085000 1.597410 3.636139 2.627398 2.620316
2.095000 1.590651 3.734234 2.480786 2.601890
2.105000 1.584482 3.820624 2.327444 2.577517
2.115000 1.581139 3.853749 2.191033 2.541974
2.125000 1.582705 3.858907 2.091769 2.511127
2.135000 1.589382 3.893024 2.042898 2.508435
2.145000 1.598893 3.973867 2.049986 2.540915
2.155000 1.608432 4.056338 2.111894 2.592221
2.165000 1.616663 4.082935 2.221299 2.640299
2.175000 1.623664 4.048539 2.364016 2.678740
2.185000 1.629685 4.003973 2.519511 2.717723
2.195000 1.634070 3.996140 2.664621 2.764943
2.205000 1.636023 4.015495 2.778660 2.810060
2.215000 1.636897 4.009852 2.847410 2.831386
2.225000 1.639819 3.948103 2.864441 2.817454
2.235000 1.646221 3.859477 2.829304 2.778334
2.245000 1.654200 3.801353 2.746002 2.733851
2.255000 1.660327 3.795444 2.624521 2.693431
2.265000 1.662212 3.807355 2.482426 2.650665
2.275000 1.659869 3.790729 2.342526 2.597708
2.285000 1.654852 3.744106 2.227218 2.542059
2.295000 1.648319 3.714157 2.153276 2.505250
2.305000 1.640615 3.741329 2.129524 2.503823
2.315000 1.633038 3.812865 2.157711 2.534538
2.325000 1.629050 3.877300 2.234099 2.580150
2.335000 1.632414 3.902443 2.349192 2.628016
2.345000 1.644163 3.909895 2.487205 2.680421
2.355000 1.661792 3.946088 2.627578 2.745153
2.365000 1.681387 4.024534 2.749673 2.818531
2.375000 1.699820 4.107341 2.837805 2.881655
2.385000 1.714819 4.146928 2.882059 2.914602
2.395000 1.724268 4.138527 2.877327 2.913374
2.405000 1.726321 4.122581 2.824381 2.891094
2.415000 1.720344 4.134647 2.731432 2.862141
2.425000 1.707698 4.162688 2.613831 2.828072
2.435000 1.691778 4.162893 2.490446 2.781706
2.445000 1.676854 4.113368 2.378559 2.722927
2.455000 1.666129 4.041020 2.291823 2.666324
2.465000 1.661277 3.991958 2.241019 2.631418
2.475000 1.662829 3.981417 2.233741 2.625996
2.485000 1.670448 3.980132 2.272540 2.641040
2.495000 1.683192 3.951677 2.353076 2.662648
2.505000 1.699170 3.897317 2.463488 2.686658
2.515000 1.715533 3.856517 2.586562 2.719537
2.525000 1.729652 3.863013 2.704247 2.765637
2.535000 1.740244 3.907422 2.801217 2.816294
2.545000 1.747339 3.949390 2.865965 2.854231
2.555000 1.751189 3.965338 2.890698 2.869075
2.565000 1.751108 3.973886 2.872595 2.865863
2.575000 1.746281 4.009867 2.815483 2.857210
2.585000 1.737509 4.080415 2.729061 2.848995
2.595000 1.727067 4.153914 2.626725 2.835902
2.605000 1.717297 4.194285 2.523039 2.811540
2.615000 1.709865 4.200667 2.431997 2.780843
2.625000 1.705962 4.205713 2.365844 2.759173
2.635000 1.706886 4.234945 2.333229 2.758353
2.645000 1.713459 4.275473 2.338311 2.775748
2.655000 1.724664 4.290545 2.380362 2.798524
2.665000 1.738085 4.261489 2.453404 2.817659
2.675000 1.750826 4.208329 2.547355 2.835504
2.685000 1.760077 4.167415 2.649997 2.859163
2.695000 1.764623 4.152202 2.748414 2.888413
2.705000 1.765311 4.141981 2.829500 2.912264
2.715000 1.763459 4.110239 2.881661 2.918453
2.725000 1.759726 4.058712 2.897961 2.905467
2.735000 1.755053 4.017494 2.877768 2.883439
2.745000 1.751843 4.010814 2.826172 2.862943
2.755000 1.752219 4.030096 2.751576 2.844630
2.765000 1.755586 4.045670 2.663786 2.821681
2.775000 1.759712 4.042923 2.573975 2.792203
2.785000 1.762774 4.040568 2.494487 2.765943
2.795000 1.763847 4.068321 2.436607 2.756258
2.805000 1.763320 4.130473 2.408301 2.767364
2.815000 1.762464 4.198528 2.413334 2.791442
2.825000 1.761979 4.240813 2.450829 2.817874
2.835000 1.761976 4.255351 2.515385 2.844237
2.845000 1.763303 4.268819 2.598402 2.876841
2.855000 1.767721 4.302602 2.689853 2.920059
2.865000 1.775970 4.346880 2.778667 2.967172
2.875000 1.786318 4.372513 2.853328 3.004053
2.885000 1.796124 4.364081 2.902912 3.021039
2.895000 1.803668 4.336143 2.919782 3.019864
2.905000 1.808454 4.314881 2.902754 3.008696
2.915000 1.810919 4.306987 2.855868 2.991258
2.925000 1.811075 4.293840 2.785931 2.963616
2.935000 1.807981 4.257347 2.701794 2.922374
2.945000 1.801425 4.204485 2.614188 2.873366
2.955000 1.793018 4.162244 2.536136 2.830466
2.965000 1.785363 4.149151 2.480782 2.805098
2.975000 1.780642 4.156049 2.456300 2.797664
2.985000 1.779729 4.158395 2.464769 2.800964
2.995000 1.782302 4.145103 2.504536 2.810647
3.005000 1.787645 4.132100 2.570935 2.830226
3.015000 1.795401 4.144365 2.656459 2.865408
3.025000 1.805658 4.186513 2.750416 2.914196
3.035000 1.817538 4.237850 2.838899 2.964762
3.045000 1.828425 4.275854 2.908629 3.004303
3.055000 1.836228 4.299293 2.950684 3.028735
3.065000 1.841060 4.325990 2.960569 3.042540
3.075000 1.843270 4.368084 2.937773 3.049709
3.085000 1.842003 4.414480 2.885475 3.047319
3.095000 1.836551 4.442377 2.810646 3.029858
3.105000 1.827486 4.443121 2.724328 2.998311
3.115000 1.817192 4.431550 2.639448 2.962730
3.125000 1.808952 4.428301 2.568037 2.935096
3.135000 1.804617 4.435277 2.519865 2.919920
3.145000 1.804263 4.433434 2.501407 2.913035
3.155000 1.807779 4.405984 2.516083 2.909949
3.165000 1.815651 4.359062 2.564115 2.912943
3.175000 1.827873 4.316172 2.639773 2.927939
3.185000 1.842378 4.293798 2.730711 2.955629
3.195000 1.855519 4.286345 2.821987 2.987950
3.205000 1.864316 4.276577 2.900824 3.013905
3.215000 1.868084 4.257891 2.957959 3.027978
3.225000 1.867822 4.242347 2.986896 3.032355
3.235000 1.864434 4.246092 2.983995 3.031507
3.245000 1.858607 4.270442 2.949467 3.026172
3.255000 1.851607 4.300383 2.888253 3.013414
3.265000 1.845204 4.322242 2.809582 2.992342
3.275000 1.840950 4.339442 2.725216 2.968536
3.285000 1.839441 4.367445 2.647535 2.951474
3.295000 1.840191 4.413784 2.587871 2.947282
3.305000 1.842307 4.465860 2.554933 2.954367
3.315000 1.845263 4.502245 2.553126 2.966878
3.325000 1.848827 4.514612 2.582144 2.981861
3.335000 1.852744 4.514667 2.637449 3.001620
3.345000 1.856955 4.519589 2.711172 3.029239
3.355000 1.861411 4.532410 2.793704 3.062509
3.365000 1.865744 4.539048 2.874099 3.092963
3.375000 1.869823 4.525486 2.941240 3.112183
3.385000 1.873823 4.495017 2.985814 3.118218
3.395000 1.877058 4.464629 3.001297 3.114328
3.405000 1.878083 4.445317 2.985551 3.102984
3.415000 1.876543 4.430559 2.941834 3.082979
3.425000 1.873715 4.407200 2.877778 3.052898
3.435000 1.871212 4.374811 2.803752 3.016592
3.445000 1.869589 4.348539 2.730529 2.982886
3.455000 1.868433 4.343199 2.667597 2.959743
3.465000 1.867765 4.357877 2.623079 2.949573
3.475000 1.868435 4.377563 2.603392 2.949797
3.485000 1.870866 4.390026 2.611694 2.957529
3.495000 1.874445 4.398995 2.646692 2.973377
3.505000 1.878541 4.418227 2.703409 3.000059
3.515000 1.882727 4.453803 2.774308 3.036946
3.525000 1.886380 4.496257 2.849552 3.077396
3.535000 1.889451 4.530468 2.918067 3.112662
3.545000 1.892906 4.551374 2.969658 3.137980
3.555000 1.897509 4.567918 2.997330 3.154252
3.565000 1.902490 4.589518 2.998924 3.163644
3.575000 1.905972 4.612146 2.975914 3.164678
3.585000 1.906812 4.622239 2.931888 3.153646
3.595000 1.905455 4.612689 2.872784 3.130309
3.605000 1.902551 4.591217 2.806669 3.100145
3.615000 1.897941 4.572093 2.742916 3.070983
3.625000 1.892085 4.560570 2.690669 3.047775
3.635000 1.886851 4.548327 2.657701 3.030960
3.645000 1.884321 4.525440 2.649065 3.019609
3.655000 1.885395 4.493580 2.665064 3.014680
3.665000 1.889136 4.465134 2.702144 3.018805
3.675000 1.894308 4.450521 2.755296 3.033375
3.685000 1.900871 4.448407 2.818286 3.055855
3.695000 1.909075 4.449305 2.883254 3.080545
3.705000 1.918039 4.448198 2.941484 3.102573
3.715000 1.925580 4.450638 2.984631 3.120283
3.725000 1.929542 4.465411 3.006467 3.133807
3.735000 1.929256 4.493974 3.004185 3.142471
3.745000 1.925878 4.527794 2.978348 3.144007
3.755000 1.921664 4.556659 2.933554 3.137292
3.765000 1.918214 4.578860 2.878138 3.125071
3.775000 1.915263 4.601046 2.821088 3.112466
3.785000 1.912446 4.628560 2.769971 3.103659
3.795000 1.910850 4.657057 2.730832 3.099580
3.805000 1.911405 4.675909 2.708243 3.098519
3.815000 1.913582 4.679840 2.705114 3.099512
3.825000 1.916162 4.673764 2.721840 3.103922
3.835000 1.918831 4.666146 2.756139 3.113705
3.845000 1.922487 4.659931 2.804384 3.128934
3.855000 1.927622 4.649842 2.861330 3.146265
3.865000 1.933540 4.629583 2.919076 3.160733
3.875000 1.938892 4.601549 2.968369 3.169603
3.885000 1.942707 4.575536 3.002174 3.173472
3.895000 1.945209 4.558484 3.017712 3.173802
3.905000 1.946920 4.548726 3.014563 3.170070
3.915000 1.947800 4.540029 2.992831 3.160220
3.925000 1.947485 4.530135 2.954393 3.144005
3.935000 1.945497 4.524546 2.904696 3.124913
3.945000 1.942493 4.530919 2.851900 3.108437
3.955000 1.940548 4.549646 2.804257 3.098150
3.965000 1.940827 4.572806 2.768770 3.094134
3.975000 1.942939 4.593607 2.750352 3.095633
3.985000 1.945872 4.613453 2.750271 3.103198
3.995000 1.948537 4.637873 2.767543 3.117984
4.005000 1.950706 4.667690 2.800841 3.139746
4.015000 1.952672 4.696490 2.847274 3.165478
4.025000 1.954643 4.716304 2.901100 3.190682
4.035000 1.956748 4.725281 2.954221 3.212084
4.045000 1.958729 4.728766 2.999008 3.228834
4.055000 1.960429 4.732526 3.030411 3.241122
4.065000 1.961908 4.736382 3.044288 3.247526
4.075000 1.963149 4.734342 3.037331 3.244941
4.085000 1.964171 4.721006 3.010409 3.231862
4.095000 1.964828 4.698324 2.969008 3.210720
4.105000 1.964984 4.674319 2.920723 3.186675
4.115000 1.964638 4.655069 2.872858 3.164188
4.125000 1.963767 4.639914 2.830916 3.144866
4.135000 1.962489 4.624880 2.799068 3.128812
4.145000 1.960906 4.609359 2.781308 3.117191
4.155000 1.959157 4.598072 2.781565 3.112932
4.165000 1.957810 4.596308 2.801703 3.118607
4.175000 1.957906 4.604168 2.839464 3.133846
4.185000 1.960364 4.616260 2.888550 3.155058
4.195000 1.965340 4.627600 2.941236 3.178059
4.205000 1.972288 4.640007 2.991298 3.201198
4.215000 1.979971 4.659801 3.033271 3.224348
4.225000 1.986810 4.688589 3.061280 3.245560
4.235000 1.991578 4.719817 3.070653 3.260682
4.245000 1.993670 4.745043 3.059433 3.266048
4.255000 1.992902 4.761423 3.029379 3.261234
4.265000 1.989498 4.772502 2.986295 3.249432
4.275000 1.984624 4.783044 2.937702 3.235124
4.285000 1.980174 4.793049 2.890961 3.221395
4.295000 1.977561 4.797055 2.852797 3.209138
4.305000 1.976834 4.790915 2.828320 3.198690
4.315000 1.977070 4.777186 2.820337 3.191531
4.325000 1.977737 4.762070 2.829682 3.189830
4.335000 1.979765 4.748803 2.855752 3.194774
4.345000 1.984136 4.735042 2.896017 3.205065
4.355000 1.989751 4.716997 2.945425 3.217391
4.365000 1.994581 4.695580 2.996615 3.228925
4.375000 1.997972 4.677393 3.041799 3.239055
4.385000 2.000391 4.668942 3.075062 3.248132
4.395000 2.002377 4.670515 3.092725 3.255206
4.405000 2.004151 4.676430 3.092913 3.257831
4.415000 2.004954 4.681252 3.075611 3.253939
4.425000 2.003636 4.685916 3.042877 3.244143
4.435000 2.000312 4.696807 2.999387 3.232169
4.445000 1.996260 4.718219 2.951929 3.222136
4.455000 1.992880 4.746272 2.908109 3.215754
4.465000 1.991014 4.772486 2.875181 3.212894
4.475000 1.990759 4.792623 2.857922 3.213768
4.485000 1.992354 4.809338 2.857631 3.219775
4.495000 1.996219 4.826872 2.873107 3.232066
4.505000 2.001899 4.844314 2.901583 3.249265
4.515000 2.008016 4.855467 2.939029 3.267504
4.525000 2.013085 4.856063 2.981262 3.283470
4.535000 2.016153 4.848835 3.024320 3.296436
4.545000 2.017241 4.840443 3.062932 3.306872
4.555000 2.017060 4.834255 3.090704 3.314006
4.565000 2.016297 4.827132 3.102458 3.315296
4.575000 2.015463 4.814059 3.096429 3.308650
4.585000 2.014955 4.794995 3.074833 3.294928
4.595000 2.015037 4.775523 3.042182 3.277580
4.605000 2.015889 4.761747 3.003406 3.260348
4.615000 2.017050 4.755521 2.963501 3.245357
4.625000 2.017269 4.753201 2.927637 3.232702
4.635000 2.016274 4.750662 2.901147 3.222694
4.645000 2.015311 4.749491 2.888482 3.217762
4.655000 2.015574 4.755007 2.891831 3.220804
4.665000 2.017334 4.769657 2.910837 3.232609
4.675000 2.019957 4.789755 2.942387 3.250700
4.685000 2.022736 4.808860 2.981134 3.270910
4.695000 2.025890 4.825213 3.021160 3.290754
4.705000 2.030013 4.842742 3.057546 3.310100
4.715000 2.034586 4.864284 3.086808 3.328559
4.725000 2.037894 4.886753 3.105951 3.343533
4.735000 2.039044 4.903616 3.112348 3.351669
4.745000 2.038934 4.911239 3.105196 3.351789
4.755000 2.038556 4.911629 3.085615 3.345267
4.765000 2.038035 4.909547 3.056246 3.334609
4.775000 2.037363 4.907608 3.021251 3.322074
4.785000 2.036761 4.903282 2.985519 3.308521
4.795000 2.036537 4.892192 2.954642 3.294457
4.805000 2.036902 4.874817 2.933775 3.281831
4.815000 2.037659 4.856577 2.925912 3.273382
4.825000 2.038328 4.841909 2.932229 3.270822
4.835000 2.038976 4.830734 2.952080 3.273930
4.845000 2.039972 4.820663 2.982706 3.281114
4.855000 2.041536 4.811059 3.019433 3.290676
4.865000 2.044098 4.804409 3.056470 3.301659
4.875000 2.047548 4.804169 3.088944 3.313554
4.885000 2.050764 4.811196 3.113733 3.325231
4.895000 2.052884 4.822954 3.128554 3.334797
4.905000 2.054096 4.836484 3.131709 3.340763
4.915000 2.054925 4.851057 3.122791 3.342924
4.925000 2.055122 4.868213 3.103096 3.342143
4.935000 2.053720 4.888976 3.075095 3.339264
4.945000 2.050505 4.910504 3.042607 3.334539
4.955000 2.046662 4.927875 3.010911 3.328482
4.965000 2.043795 4.938859 2.984933 3.322529
4.975000 2.042612 4.945901 2.968270 3.318928
4.985000 2.042779 4.953246 2.963166 3.319731
4.995000 2.044219 4.960839 2.970400 3.325153
5.005000 2.047202 4.963302 2.989156 3.333220
5.015000 2.051401 4.957062 3.016981 3.341815
5.025000 2.056055 4.944309 3.050542 3.350302
5.035000 2.060476 4.929843 3.085392 3.358570
5.045000 2.064158 4.917062 3.115752 3.365657
5.055000 2.066536 4.906001 3.136793 3.369777
5.065000 2.067561 4.894889 3.146442 3.369631
5.075000 2.067906 4.883553 3.144893 3.365451
5.085000 2.067717 4.874803 3.133137 3.358552
5.095000 2.066775 4.872047 3.112275 3.350366
5.105000 2.065411 4.874715 3.084186 3.341437
5.115000 2.064424 4.878699 3.052526 3.331883
5.125000 2.064587 4.882630 3.023040 3.323419
5.135000 2.065692 4.889651 3.001119 3.318821
5.145000 2.066847 4.903008 2.989471 3.319775
5.155000 2.067924 4.922351 2.988742 3.326339
5.165000 2.069798 4.943830 2.998560 3.337396
5.175000 2.072936 4.963400 3.018193 3.351510
5.185000 2.076392 4.979519 3.045976 3.367296
5.195000 2.079081 4.992463 3.078268 3.383271
5.205000 2.081375 5.002830 3.110009 3.398071
5.215000 2.084322 5.010688 3.135933 3.410315
5.225000 2.088003 5.015210 3.152506 3.418573
5.235000 2.091129 5.015845 3.158406 3.421794
5.245000 2.092528 5.013498 3.153414 3.419813
5.255000 2.092544 5.009154 3.138522 3.413407
5.265000 2.092129 5.002393 3.116219 3.403580
5.275000 2.091581 4.991955 3.090149 3.391228
5.285000 2.090647 4.977139 3.063740 3.377175
5.295000 2.089284 4.959996 3.039439 3.362907
5.305000 2.087923 4.945088 3.019975 3.350995
5.315000 2.087166 4.935669 3.008999 3.343944
5.325000 2.087514 4.932044 3.009657 3.343072
5.335000 2.089119 4.932806 3.022674 3.348200
5.345000 2.091200 4.935730 3.045701 3.357544
5.355000 2.092762 4.939394 3.073991 3.368716
5.365000 2.094068 4.944633 3.102619 3.380440
5.375000 2.096022 4.952957 3.128600 3.392526
5.385000 2.098951 4.964727 3.150171 3.404616
5.395000 2.102349 4.979428 3.164521 3.415433
5.405000 2.105496 4.996852 3.168730 3.423693
5.415000 2.108094 5.016502 3.162100 3.428899
5.425000 2.109746 5.035599 3.146064 3.430469
5.435000 2.109976 5.049488 3.123452 3.427639
5.445000 2.108987 5.055347 3.097934 3.420756
5.455000 2.107516 5.055037 3.073692 3.412081
5.465000 2.106103 5.052952 3.054138 3.404398
5.475000 2.104908 5.051708 3.040649 3.399088
5.485000 2.104159 5.050970 3.033882 3.396337
5.495000 2.104243 5.048520 3.035606 3.396123
5.505000 2.105304 5.041431 3.047416 3.398050
5.515000 2.107497 5.029283 3.068335 3.401705
5.525000 2.111142 5.015213 3.094899 3.407084
5.535000 2.115793 5.002460 3.122512 3.413588
