# freq_w_over_2pi_THz  G_native_run01_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_run02_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_run03_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_run04_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_run05_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_run06_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_run07_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_run08_eV_ps^-1_THz^-1_A^-2_K^-1
2.2790987851e+01 -2.5047884867e-08 5.0400259058e-08 2.2024990625e-08 5.2818721246e-08 -9.5955438691e-10 3.8267782086e-08 -2.3725225090e-08 -1.4275712473e-08
2.2803720246e+01 -2.7520330422e-08 4.5008609353e-08 2.3442044495e-08 5.1383130659e-08 1.9707286109e-09 3.6575859100e-08 -2.6564228751e-08 -1.2533469689e-08
2.2816452642e+01 -2.9485181773e-08 3.9777498435e-08 2.5005289120e-08 4.9934770814e-08 4.9501292276e-09 3.4923161951e-08 -2.9135937675e-08 -1.0814818186e-08
2.2829185037e+01 -3.0953664034e-08 3.4720727648e-08 2.6678646978e-08 4.8464042128e-08 7.9661363715e-09 3.3306978548e-08 -3.1427550563e-08 -9.1290577421e-09
2.2841917433e+01 -3.1940287720e-08 2.9851069779e-08 2.8427788175e-08 4.6962341200e-08 1.1006053601e-08 3.1725669307e-08 -3.3428880465e-08 -7.4840552397e-09
2.2854649828e+01 -3.2462118655e-08 2.5179997896e-08 3.0220406483e-08 4.5421698564e-08 1.4057045464e-08 3.0178438211e-08 -3.5133166132e-08 -5.8864413364e-09
2.2867382223e+01 -3.2538686712e-08 2.0718050014e-08 3.2026219336e-08 4.3835322062e-08 1.7105887273e-08 2.8665073047e-08 -3.6536531113e-08 -4.3420412711e-09
2.2880114619e+01 -3.2192350861e-08 1.6474081061e-08 3.3817162419e-08 4.2197687405e-08 2.0139604562e-08 2.7186410339e-08 -3.7638073909e-08 -2.8554440584e-09
2.2892847014e+01 -3.1447724218e-08 1.2455393780e-08 3.5567261146e-08 4.0504357050e-08 2.3145000447e-08 2.5743392274e-08 -3.8440769470e-08 -1.4307891767e-09
2.2905579410e+01 -3.0331701427e-08 8.6678228846e-09 3.7253120290e-08 3.8752433008e-08 2.6109183869e-08 2.4337656673e-08 -3.8950477545e-08 -7.1345128116e-11
2.2918311805e+01 -2.8873221382e-08 5.1155480494e-09 3.8853516717e-08 3.6940466287e-08 2.9019486190e-08 2.2971035080e-08 -3.9175942684e-08 1.2199567372e-09
2.2931044201e+01 -2.7102664900e-08 1.8011313124e-09 4.0349942401e-08 3.5068366324e-08 3.1863711413e-08 2.1645455898e-08 -3.9129335136e-08 2.4405971439e-09
2.2943776596e+01 -2.5052101129e-08 -1.2745016264e-09 4.1725844203e-08 3.3137663619e-08 3.4629867424e-08 2.0363032446e-08 -3.8825259201e-08 3.5882909500e-09
2.2956508992e+01 -2.2754708041e-08 -4.1119772508e-09 4.2967338843e-08 3.1151718026e-08 3.7306684974e-08 1.9125631489e-08 -3.8280753228e-08 4.6610808005e-09
2.2969241387e+01 -2.0244375443e-08 -6.7134929291e-09 4.4062669880e-08 2.9115075763e-08 3.9883321117e-08 1.7934952487e-08 -3.7515109315e-08 5.6567096492e-09
2.2981973782e+01 -1.7555613718e-08 -9.0826112029e-09 4.5002488273e-08 2.7034212022e-08 4.2349766978e-08 1.6792474763e-08 -3.6549602863e-08 6.5734636399e-09
2.2994706178e+01 -1.4723124895e-08 -1.1224334591e-08 4.5779499418e-08 2.4916660663e-08 4.4696847759e-08 1.5699263783e-08 -3.5406410768e-08 7.4093011293e-09
2.3007438573e+01 -1.1781323534e-08 -1.3144890530e-08 4.6388336440e-08 2.2771607403e-08 4.6915944707e-08 1.4655733404e-08 -3.4109422782e-08 8.1621336475e-09
2.3020170969e+01 -8.7640766272e-09 -1.4851516307e-08 4.6825804557e-08 2.0609491335e-08 4.8999365817e-08 1.3662288679e-08 -3.2682889252e-08 8.8298820900e-09
2.3032903364e+01 -5.7046397164e-09 -1.6352580624e-08 4.7090365204e-08 1.8441678910e-08 5.0940345832e-08 1.2718330834e-08 -3.1151330977e-08 9.4104392562e-09
2.3045635760e+01 -2.6349815632e-09 -1.7657246973e-08 4.7182371346e-08 1.6280577138e-08 5.2732860894e-08 1.1823035676e-08 -2.9539449055e-08 9.9013795241e-09
2.3058368155e+01 4.1432536615e-10 -1.8775352085e-08 4.7103524454e-08 1.4139444311e-08 5.4371999241e-08 1.0975070053e-08 -2.7871223387e-08 1.0300605059e-08
2.3071100551e+01 3.4147163492e-09 -1.9717424624e-08 4.6857037411e-08 1.2031991533e-08 5.5853590508e-08 1.0172472099e-08 -2.6170047895e-08 1.0605615315e-08
2.3083832946e+01 6.3389043188e-09 -2.0494096114e-08 4.6447625466e-08 9.9723374381e-09 5.7174205731e-08 9.4129858482e-09 -2.4458000314e-08 1.0814378015e-08
2.3096565341e+01 9.1624313019e-09 -2.1116643261e-08 4.5880999406e-08 7.9746278269e-09 5.8331342690e-08 8.6938763128e-09 -2.2755968397e-08 1.0924546206e-08
2.3109297737e+01 1.1862847069e-08 -2.1596155762e-08 4.5163956065e-08 6.0528998270e-09 5.9323518589e-08 8.0121813246e-09 -2.1082910689e-08 1.0934152231e-08
2.3122030132e+01 1.4420347964e-08 -2.1943929024e-08 4.4304115862e-08 4.2211000035e-09 6.0149806682e-08 7.3646956836e-09 -1.9456289243e-08 1.0841441026e-08
2.3134762528e+01 1.6817859035e-08 -2.2171062096e-08 4.3310230511e-08 2.4921787384e-09 6.0810021619e-08 6.7480997182e-09 -1.7891186155e-08 1.0644980631e-08
2.3147494923e+01 1.9040769381e-08 -2.2288195848e-08 4.2191277988e-08 8.7872416508e-10 6.1304812122e-08 6.1590473405e-09 -1.6400712839e-08 1.0343591950e-08
2.3160227319e+01 2.1077406708e-08 -2.2305980505e-08 4.0957177507e-08 -6.0776232834e-10 6.1635290289e-08 5.5942364898e-09 -1.4995469132e-08 9.9367243014e-09
2.3172959714e+01 2.2918882186e-08 -2.2234308899e-08 3.9618110743e-08 -1.9572283475e-09 6.1803309616e-08 5.0505658709e-09 -1.3683939951e-08 9.4242812225e-09
2.3185692110e+01 2.4559081322e-08 -2.2082699841e-08 3.8184603285e-08 -3.1607988055e-09 6.1811372319e-08 4.5252080396e-09 -1.2472351055e-08 8.8068339986e-09
2.3198424505e+01 2.5994563572e-08 -2.1859896053e-08 3.6667578941e-08 -4.2109570471e-09 6.1662351317e-08 4.0156754434e-09 -1.1364524804e-08 8.0856001234e-09
2.3211156901e+01 2.7224273958e-08 -2.1574378440e-08 3.5077816709e-08 -5.1019070972e-09 6.1359490226e-08 3.5199613101e-09 -1.0362282228e-08 7.2626118747e-09
2.3223889296e+01 2.8250017624e-08 -2.1233374942e-08 3.3426575259e-08 -5.8298453471e-09 6.0906681386e-08 3.0365660640e-09 -9.4651365171e-09 6.3406788533e-09
2.3236621691e+01 2.9075811884e-08 -2.0843804931e-08 3.1724689705e-08 -6.3924171819e-09 6.0308280509e-08 2.5645827392e-09 -8.6708429360e-09 5.3234816362e-09
2.3249354087e+01 2.9707557680e-08 -2.0411774285e-08 2.9983151097e-08 -6.7893509154e-09 5.9568828659e-08 2.1037559762e-09 -7.9756242000e-09 4.2156008090e-09
2.3262086482e+01 3.0153587150e-08 -1.9942556688e-08 2.8212720425e-08 -7.0220955412e-09 5.8693237598e-08 1.6544996333e-09 -7.3738188894e-09 3.0225403797e-09
2.3274818878e+01 3.0423555718e-08 -1.9440724536e-08 2.6423854404e-08 -7.0940924196e-09 5.7686975136e-08 1.2179408138e-09 -6.8587919646e-09 1.7507277782e-09
2.3287551273e+01 3.0528852768e-08 -1.8910270494e-08 2.4626892820e-08 -7.0103224667e-09 5.6555416408e-08 7.9589344978e-10 -6.4225561359e-09 4.0749512595e-10
2.3300283669e+01 3.0482218349e-08 -1.8354289579e-08 2.2831424548e-08 -6.7778495272e-09 5.5304585275e-08 3.9084069061e-10 -6.0566373038e-09 -9.9890671632e-10
2.3313016064e+01 3.0297222986e-08 -1.7775586941e-08 2.1047160645e-08 -6.4051864396e-09 5.3940690943e-08 5.9613199555e-12 -5.7516598687e-09 -2.4593652768e-09
2.3325748460e+01 2.9988468453e-08 -1.7176032681e-08 1.9282843774e-08 -5.9021139118e-09 5.2470035296e-08 -3.5497591044e-10 -5.4982482311e-09 -3.9639158382e-09
2.3338480855e+01 2.9570757300e-08 -1.6557309890e-08 1.7547008442e-08 -5.2801333320e-09 5.0899661616e-08 -6.8767391912e-10 -5.2866661915e-09 -5.5020598592e-09
2.3351213250e+01 2.9059631292e-08 -1.5920353617e-08 1.5847591832e-08 -4.5515611474e-09 4.9236270286e-08 -9.8733371145e-10 -5.1075381502e-09 -7.0622030539e-09
2.3363945646e+01 2.8470285400e-08 -1.5265818399e-08 1.4191698488e-08 -3.7299816744e-09 4.7487293823e-08 -1.2488304895e-09 -4.9515786578e-09 -8.6326293874e-09
2.3376678041e+01 2.7817960227e-08 -1.4594265265e-08 1.2586170498e-08 -2.8296131648e-09 4.5660201811e-08 -1.4667048464e-09 -4.8102234648e-09 -1.0200864232e-08
2.3389410437e+01 2.7117531332e-08 -1.3905787721e-08 1.1036881556e-08 -1.8652172425e-09 4.3762797464e-08 -1.6354093206e-09 -4.6755393713e-09 -1.1754273751e-08
2.3402142832e+01 2.6383144183e-08 -1.3200105251e-08 9.5492166369e-09 -8.5191778016e-10 4.1802846927e-08 -1.7492643679e-09 -4.5404946779e-09 -1.3279746472e-08
2.3414875228e+01 2.5628451441e-08 -1.2477124350e-08 8.1276918797e-09 1.9498022544e-10 3.9788783602e-08 -1.8027753596e-09 -4.3990493349e-09 -1.4764348868e-08
2.3427607623e+01 2.4866056263e-08 -1.1736845018e-08 6.7762622995e-09 1.2603529017e-09 3.7728920414e-08 -1.7905709439e-09 -4.2459746424e-09 -1.6195091218e-08
2.3440340019e+01 2.4107539682e-08 -1.0978893235e-08 5.4982131833e-09 2.3292575003e-09 3.5631737103e-08 -1.7076495997e-09 -4.0774843006e-09 -1.7559114916e-08
2.3453072414e+01 2.3363250704e-08 -1.0203269001e-08 4.2957437730e-09 3.3872946456e-09 3.3506037771e-08 -1.5494853027e-09 -3.8906033597e-09 -1.8843795489e-08
2.3465804809e+01 2.2642452333e-08 -9.4099723170e-09 3.1708813533e-09 4.4208800209e-09 3.1360598717e-08 -1.3120979694e-09 -3.6836189699e-09 -2.0037192134e-08
2.3478537205e+01 2.1953020399e-08 -8.5990966867e-09 2.1243771054e-09 5.4169726821e-09 2.9204400124e-08 -9.9221195555e-10 -3.4560803810e-09 -2.1127963429e-08
2.3491269600e+01 2.1301598711e-08 -7.7713901508e-09 1.1567921530e-09 6.3638901169e-09 2.7046264629e-08 -5.8733002299e-10 -3.2081678931e-09 -2.2105189393e-08
2.3504001996e+01 2.0693398277e-08 -6.9273202344e-09 2.6765587623e-10 7.2509459962e-09 2.4895318840e-08 -9.5841646665e-11 -2.9416845061e-09 -2.2959195634e-08
2.3516734391e+01 2.0132297694e-08 -6.0679248434e-09 -5.4392771223e-10 8.0687218605e-09 2.2760208387e-08 4.8290918277e-10 -2.6587036700e-09 -2.3680907141e-08
2.3529466787e+01 1.9620761011e-08 -5.1946907078e-09 -1.2794881263e-09 8.8091848503e-09 2.0649918086e-08 1.1485706858e-09 -2.3622904845e-09 -2.4262766089e-08
2.3542199182e+01 1.9160230153e-08 -4.3091232585e-09 -1.9411250536e-09 9.4657420442e-09 1.8572808127e-08 1.8997220959e-09 -2.0565016994e-09 -2.4698048166e-08
2.3554931578e+01 1.8750650363e-08 -3.4133076579e-09 -2.5314359526e-09 1.0033077446e-08 1.6537420341e-08 2.7338683760e-09 -1.7453039146e-09 -2.4981330844e-08
2.3567663973e+01 1.8390908257e-08 -2.5095254286e-09 -3.0534617503e-09 1.0507758752e-08 1.4551632083e-08 3.6474085191e-09 -1.4334750799e-09 -2.5108624488e-08
2.3580396368e+01 1.8078996091e-08 -1.6004227630e-09 -3.5106415903e-09 1.0887521909e-08 1.2623292904e-08 4.6356571215e-09 -1.1258832949e-09 -2.5077203786e-08
2.3593128764e+01 1.7811893121e-08 -6.8907597672e-10 -3.9066951779e-09 1.1171551859e-08 1.0759510958e-08 5.6928826865e-09 -8.2739665954e-10 -2.4885720130e-08
2.3605861159e+01 1.7585602113e-08 2.2126095526e-10 -4.2456499313e-09 1.1360482535e-08 8.9671534426e-09 6.8123137888e-09 -5.4279312345e-10 -2.4534417019e-08
2.3618593555e+01 1.7395660398e-08 1.1270441922e-09 -4.5316961754e-09 1.1456451204e-08 7.2524295679e-09 7.9862641119e-09 -2.7694078646e-10 -2.4024549408e-08
2.3631325950e+01 1.7236893473e-08 2.0244680794e-09 -4.7691418902e-09 1.1462546034e-08 5.6210759004e-09 9.2061770043e-09 -3.3986548338e-11 -2.3359217222e-08
2.3644058346e+01 1.7103770916e-08 2.9095212509e-09 -4.9623674585e-09 1.1383150231e-08 4.0778837250e-09 1.0462636046e-08 1.8219314109e-10 -2.2542494383e-08
2.3656790741e+01 1.6990315124e-08 3.7780333825e-09 -5.1156989610e-09 1.1223579791e-08 2.6272921622e-09 1.1745617767e-08 3.6835288199e-10 -2.1579971996e-08
2.3669523137e+01 1.6890393352e-08 4.6256845416e-09 -5.2334262768e-09 1.0990174062e-08 1.2728413876e-09 1.3044534791e-08 5.2187832448e-10 -2.0478383738e-08
2.3682255532e+01 1.6797991495e-08 5.4481276793e-09 -5.3196338415e-09 1.0689858328e-08 1.7357981135e-11 1.4348483275e-08 6.4087631866e-10 -1.9245427915e-08
2.3694987928e+01 1.6706995058e-08 6.2409465530e-09 -5.3782341334e-09 1.0330181847e-08 -1.1371470150e-09 1.5646060983e-08 7.2399461459e-10 -1.7890142075e-08
2.3707720323e+01 1.6611335179e-08 6.9997492315e-09 -5.4128653140e-09 9.9191883463e-09 -2.1893946894e-09 1.6925878009e-08 7.7123321228e-10 -1.6422434745e-08
2.3720452718e+01 1.6505581824e-08 7.7202241977e-09 -5.4268618139e-09 9.4653064404e-09 -3.1389309355e-09 1.8176504819e-08 7.8286256171e-10 -1.4852870022e-08
2.3733185114e+01 1.6384213695e-08 8.3981824262e-09 -5.4231710698e-09 8.9769149365e-09 -3.9860940164e-09 1.9386617548e-08 7.6023491282e-10 -1.3192770599e-08
2.3745917509e+01 1.6242594730e-08 9.0295844997e-09 -5.4043698147e-09 8.4626036507e-09 -4.7319895418e-09 2.0545297382e-08 7.0551386550e-10 -1.1454152200e-08
2.3758649905e+01 1.6076326143e-08 9.6106341139e-09 -5.3726391898e-09 7.9307867089e-09 -5.3784348635e-09 2.1641828034e-08 6.2149406961e-10 -9.6493957991e-09
2.3771382300e+01 1.5881574968e-08 1.0137815480e-08 -5.3296679955e-09 7.3896871506e-09 -5.9279961456e-09 2.2666276906e-08 5.1169137498e-10 -7.7912476192e-09
2.3784114696e+01 1.5655265708e-08 1.0607874622e-08 -5.2767232847e-09 6.8471567110e-09 -6.3838817879e-09 2.3609345395e-08 3.8025268140e-10 -5.8924819780e-09
2.3796847091e+01 1.5394979942e-08 1.1017959637e-08 -5.2146467427e-09 6.3106395955e-09 -6.7499285251e-09 2.4462509783e-08 2.3186578866e-10 -3.9661260575e-09
2.3809579487e+01 1.5098837692e-08 1.1365592642e-08 -5.1437822837e-09 5.7870728620e-09 -7.0305106056e-09 2.5218162122e-08 7.1488946504e-11 -2.0249354451e-09
2.3822311882e+01 1.4765798582e-08 1.1648716526e-08 -5.0640937062e-09 5.2827868019e-09 -7.2304841865e-09 2.5869671874e-08 -9.5288545340e-11 -8.1581440145e-11
2.3835044277e+01 1.4395433685e-08 1.1865760404e-08 -4.9751103906e-09 4.8035230532e-09 -7.3551595309e-09 2.6411729326e-08 -2.6314783713e-10 1.8516299061e-09
2.3847776673e+01 1.3987943775e-08 1.2015602217e-08 -4.8759997021e-09 4.3543078129e-09 -7.4101434616e-09 2.6839764427e-08 -4.2604887916e-10 3.7627577906e-09
2.3860509068e+01 1.3544250589e-08 1.2097652881e-08 -4.7655941420e-09 3.9394971187e-09 -7.4013300926e-09 2.7150818529e-08 -5.7851055171e-10 5.6404654743e-09
2.3873241464e+01 1.3065823430e-08 1.2111865646e-08 -4.6424275491e-09 3.5627315675e-09 -7.3347775726e-09 2.7342901592e-08 -7.1494355504e-10 7.4739687730e-09
2.3885973859e+01 1.2554733926e-08 1.2058661284e-08 -4.5048346538e-09 3.2269906526e-09 -7.2166487727e-09 2.7415344397e-08 -8.2999297941e-10 9.2531859028e-09
2.3898706255e+01 1.2013555640e-08 1.1939077699e-08 -4.3509239271e-09 2.9345474830e-09 -7.0531326054e-09 2.7368684081e-08 -9.1879974007e-10 1.0968793672e-08
2.3911438650e+01 1.1445318439e-08 1.1754648376e-08 -4.1786861851e-09 2.6870231207e-09 -6.8503295717e-09 2.7204849045e-08 -9.7676618723e-10 1.2612250894e-08
2.3924171046e+01 1.0853435488e-08 1.1507449125e-08 -3.9860850929e-09 2.4854861984e-09 -6.6142100571e-09 2.6926709882e-08 -9.9993473610e-10 1.4175887359e-08
2.3936903441e+01 1.0241657620e-08 1.1200088737e-08 -3.7710481138e-09 2.3303931492e-09 -6.3505272177e-09 2.6538413979e-08 -9.8490673183e-10 1.5652913198e-08
2.3949635836e+01 9.6139820682e-09 1.0835680929e-08 -3.5315751144e-09 2.2217548406e-09 -6.0647655453e-09 2.6045279856e-08 -9.2897767457e-10 1.7037428251e-08
2.3962368232e+01 8.9746068446e-09 1.0417806945e-08 -3.2657881412e-09 2.1591211789e-09 -5.7620434664e-09 2.5453295249e-08 -8.3012820440e-10 1.8324309678e-08
2.3975100627e+01 8.3278084436e-09 9.9505342527e-09 -2.9719974887e-09 2.1416852556e-09 -5.4470883201e-09 2.4769795134e-08 -6.8709622140e-10 1.9509642768e-08
2.3987833023e+01 7.6779427573e-09 9.4383323930e-09 -2.6487496661e-09 2.1683394962e-09 -5.1241724127e-09 2.4002607597e-08 -4.9938590058e-10 2.0590018541e-08
2.4000565418e+01 7.0292853678e-09 8.8860636274e-09 -2.2948717446e-09 2.2377625994e-09 -4.7970861414e-09 2.3160441272e-08 -2.6728572193e-10 2.1563170584e-08
2.4013297814e+01 6.3860497999e-09 8.2989361861e-09 -1.9095238490e-09 2.3484566679e-09 -4.4691101924e-09 2.2252374625e-08 8.1856195997e-12 2.2427553617e-08
2.4026030209e+01 5.7522597552e-09 7.6824715414e-09 -1.4922489353e-09 2.4988078850e-09 -4.1429692036e-09 2.1288331447e-08 3.2523413909e-10 2.3182362221e-08
2.4038762605e+01 5.1317116953e-09 7.0424006164e-09 -1.0429809357e-09 2.6872042449e-09 -3.8208595665e-09 2.0278165088e-08 6.8138972668e-10 2.3827680684e-08
2.4051495000e+01 4.5279374244e-09 6.3846993179e-09 -5.6208277032e-10 2.9120065736e-09 -3.5043845544e-09 1.9232107532e-08 1.0735061475e-09 2.4364099022e-08
2.4064227395e+01 3.9441219547e-09 5.7154482779e-09 -5.0356302677e-11 3.1716481464e-09 -3.1946469967e-09 1.8160698956e-08 1.4978602067e-09 2.4793125055e-08
2.4076959791e+01 3.3830761279e-09 5.0408281790e-09 4.9092869921e-10 3.4646980821e-09 -2.8921751396e-09 1.7074250596e-08 1.9501697796e-09 2.5116472639e-08
2.4089692186e+01 2.8471727325e-09 4.3670215738e-09 1.0600662391e-09 3.7897798365e-09 -2.5970060531e-09 1.5982827130e-08 2.4257290364e-09 2.5336745337e-08
2.4102424582e+01 2.3383921342e-09 3.7002184955e-09 1.6549068523e-09 4.1457342146e-09 -2.3086670958e-09 1.4896431603e-08 2.9194354872e-09 2.5456855769e-08
2.4115156977e+01 1.8581853844e-09 3.0464593691e-09 2.2728594155e-09 4.5315288084e-09 -2.0262963925e-09 1.3824617975e-08 3.4258882460e-09 2.5480147359e-08
2.4127889373e+01 1.4075654812e-09 2.4116724135e-09 2.9109445443e-09 4.9463213901e-09 -1.7485779618e-09 1.2776406595e-08 3.9395052248e-09 2.5410422434e-08
2.4140621768e+01 9.8703436070e-10 1.8015240336e-09 3.5658000235e-09 5.3894055754e-09 -1.4738621931e-09 1.1760317659e-08 4.4545736187e-09 2.5251492685e-08
2.4153354164e+01 5.9660114893e-10 1.2214468717e-09 4.2337486843e-09 5.8602742165e-09 -1.2001843817e-09 1.0784322784e-08 4.9653535772e-09 2.5007834744e-08
2.4166086559e+01 2.3580041433e-10 6.7650890053e-10 4.9107803044e-09 6.3585107275e-09 -9.2536667073e-10 9.8553546212e-09 5.4661908927e-09 2.4683840952e-08
2.4178818955e+01 -9.6326084575e-11 1.7144147465e-10 5.5926719775e-09 6.8837438039e-09 -6.4700878426e-10 8.9798021750e-09 5.9515314239e-09 2.4284034767e-08
2.4191551350e+01 -4.0117464252e-10 -2.8949157651e-10 6.2750071191e-09 7.4358104338e-09 -3.6262703888e-10 8.1631383241e-09 6.4160653362e-09 2.3813201875e-08
2.4204283745e+01 -6.8057960750e-10 -7.0246589718e-10 6.9532243387e-09 8.0145928866e-09 -6.9626541519e-11 7.4099620906e-09 6.8547622598e-09 2.3276174789e-08
2.4217016141e+01 -9.3674949798e-10 -1.0642181618e-09 7.6226536414e-09 8.6197198575e-09 2.3457833341e-10 6.7239259935e-09 7.2629253798e-09 2.2677823485e-08
2.4229748536e+01 -1.1722852551e-09 -1.3719806214e-09 8.2786159817e-09 9.2510645596e-09 5.5248053676e-10 6.1077518113e-09 7.6362996165e-09 2.2022783803e-08
2.4242480932e+01 -1.3900707295e-09 -1.6235746088e-09 8.9164775662e-09 9.9082738006e-09 8.8653594945e-10 5.5632129706e-09 7.9710535952e-09 2.1316028737e-08
2.4255213327e+01 -1.5932726811e-09 -1.8174292394e-09 9.5316679541e-09 1.0590858545e-08 1.2389687656e-09 5.0911838572e-09 8.2638607809e-09 2.0562194128e-08
2.4267945723e+01 -1.7852768965e-09 -1.9525627104e-09 1.0119743410e-08 1.1298121465e-08 1.6118447053e-09 4.6915684910e-09 8.5119175087e-09 1.9765972009e-08
2.4280678118e+01 -1.9696425584e-09 -2.0286197028e-09 1.0676459306e-08 1.2029247501e-08 2.0069527621e-09 4.3634097149e-09 8.7129249539e-09 1.8931839011e-08
2.4293410514e+01 -2.1500201104e-09 -2.0458807315e-09 1.1197797275e-08 1.2783158965e-08 2.4257903747e-09 4.1048768664e-09 8.8651882965e-09 1.8064459071e-08
2.4306142909e+01 -2.3301603836e-09 -2.0052060430e-09 1.1680019511e-08 1.3558406862e-08 2.8695254301e-09 3.9133326999e-09 8.9675265714e-09 1.7168093416e-08
2.4318875304e+01 -2.5137685783e-09 -1.9080917176e-09 1.2119659718e-08 1.4353306737e-08 3.3389879236e-09 3.7853888610e-09 9.0193087289e-09 1.6246815031e-08
2.4331607700e+01 -2.7045225167e-09 -1.7565948661e-09 1.2513631719e-08 1.5165721324e-08 3.8346217672e-09 3.7169419891e-09 9.0204536339e-09 1.5304737173e-08
2.4344340095e+01 -2.9059905075e-09 -1.5533411097e-09 1.2859175147e-08 1.5993259784e-08 4.3564640308e-09 3.7032652946e-09 8.9713579463e-09 1.4345888807e-08
2.4357072491e+01 -3.1215674635e-09 -1.3014656722e-09 1.3153909754e-08 1.6833277702e-08 4.9041903528e-09 3.7390772418e-09 8.8729502111e-09 1.3373876526e-08
2.4369804886e+01 -3.3544566489e-09 -1.0046049642e-09 1.3395853507e-08 1.7682632575e-08 5.4770408001e-09 3.8186084705e-09 8.7265646482e-09 1.2392354214e-08
2.4382537282e+01 -3.6075784188e-09 -6.6682626754e-10 1.3583413539e-08 1.8537919266e-08 6.0738569385e-09 3.9356951344e-09 8.5339862276e-09 1.1404665765e-08
2.4395269677e+01 -3.8835793450e-09 -2.9259500849e-10 1.3715340897e-08 1.9395316053e-08 6.6931374368e-09 4.0838563893e-09 8.2973515042e-09 1.0414126976e-08
2.4408002073e+01 -4.1847409548e-09 1.1329069577e-10 1.3790956805e-08 2.0250820093e-08 7.3329453928e-09 4.2563560318e-09 8.0191756628e-09 9.4237605098e-09
2.4420734468e+01 -4.5129706050e-09 5.4573276393e-10 1.3809537231e-08 2.1100154136e-08 7.9910288100e-09 4.4463609978e-09 7.7022208993e-09 8.4363712834e-09
2.4433466863e+01 -4.8697923559e-09 9.9942852568e-10 1.3771263183e-08 2.1938795511e-08 8.6648020627e-09 4.6469061411e-09 7.3495396926e-09 7.4547201983e-09
2.4446199259e+01 -5.2562830884e-09 1.4689172872e-09 1.3676089408e-08 2.2762004196e-08 9.3513616511e-09 4.8510879537e-09 6.9643711319e-09 6.4812619090e-09
2.4458931654e+01 -5.6730725041e-09 1.9486354991e-09 1.3524739939e-08 2.3564934304e-08 1.0047501029e-08 5.0521041909e-09 6.5501215800e-09 5.5182993515e-09
2.4471664050e+01 -6.1203522512e-09 2.4329915606e-09 1.3317993106e-08 2.4342750452e-08 1.0749988627e-08 5.2433128680e-09 6.1103450652e-09 4.5679238053e-09
2.4484396445e+01 -6.5978567600e-09 2.9163938707e-09 1.3056762998e-08 2.5090466561e-08 1.1455028487e-08 5.4183317625e-09 5.6486607943e-09 3.6320177029e-09
2.4497128841e+01 -7.1048376896e-09 3.3934097873e-09 1.2742506726e-08 2.5803241091e-08 1.2158896939e-08 5.5710938885e-09 5.1687527017e-09 2.7122855354e-09
2.4509861236e+01 -7.6401289968e-09 3.8587188739e-09 1.2376500393e-08 2.6476305041e-08 1.2857886992e-08 5.6959200539e-09 4.6743313614e-09 1.8101695646e-09
2.4522593632e+01 -8.2021191021e-09 4.3072157559e-09 1.1960463571e-08 2.7105072346e-08 1.3547856085e-08 5.7875852544e-09 4.1690857111e-09 9.2698093738e-10
2.4535326027e+01 -8.7887819179e-09 4.7341036252e-09 1.1496034378e-08 2.7685065614e-08 1.4224877588e-08 5.8413565365e-09 3.6566821512e-09 6.3749840783e-11
2.4548058422e+01 -9.3977115280e-09 5.1348568383e-09 1.0985086243e-08 2.8212379807e-08 1.4885062868e-08 5.8530361448e-09 3.1407356964e-09 -7.7864338366e-10
2.4560790818e+01 -1.0026162799e-08 5.5053705243e-09 1.0429492594e-08 2.8683166943e-08 1.5524287159e-08 5.8190152352e-09 2.6247531816e-09 -1.5995544008e-09
2.4573523213e+01 -1.0671059318e-08 5.8419231830e-09 9.8312255074e-09 2.9094074410e-08 1.6138839576e-08 5.7362937757e-09 2.1121783367e-09 -2.3985261824e-09
2.4586255609e+01 -1.1329070057e-08 6.1412795403e-09 9.1921692730e-09 2.9442258559e-08 1.6724964385e-08 5.6025400714e-09 1.6063467114e-09 -3.1752796413e-09
2.4598988004e+01 -1.1996635833e-08 6.4006437958e-09 8.5143321693e-09 2.9725337606e-08 1.7279046341e-08 5.4160308867e-09 1.1104315857e-09 -3.9297510933e-09
2.4611720400e+01 -1.2670033192e-08 6.6176315711e-09 7.7996636476e-09 2.9941328241e-08 1.7797610699e-08 5.1757553511e-09 6.2753411931e-10 -4.6619892380e-09
2.4624452795e+01 -1.3345447422e-08 6.7905784768e-09 7.0501158745e-09 3.0088972557e-08 1.8277414768e-08 4.8813524392e-09 1.6058418715e-10 -5.3722563050e-09
2.4637185191e+01 -1.4018863034e-08 6.9183156999e-09 6.2676202006e-09 3.0167516170e-08 1.8715632895e-08 4.5331303432e-09 -2.8764159093e-10 -6.0609456383e-09
2.4649917586e+01 -1.4686501818e-08 6.9999829941e-09 5.4540898759e-09 3.0176637586e-08 1.9109481131e-08 4.1320488622e-09 -7.1449280506e-10 -6.7285629661e-09
2.4662649982e+01 -1.5344311783e-08 7.0355149059e-09 4.6114390551e-09 3.0116881083e-08 1.9456403507e-08 3.6796841796e-09 -1.1174993453e-09 -7.3757357658e-09
