# freq_w_over_2pi_THz  G_native_run01_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_run02_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_run03_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_run04_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_run05_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_run06_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_run07_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_run08_eV_ps^-1_THz^-1_A^-2_K^-1
1.4935099860e+01 1.1858822455e-06 9.3583575398e-07 8.0704120379e-07 1.0601363750e-06 1.2567363691e-06 1.5834577821e-06 9.2662295668e-07 3.1952278065e-07
1.4947832255e+01 1.2261694554e-06 9.4610447650e-07 8.2340609713e-07 1.0682371559e-06 1.2693364284e-06 1.5912171840e-06 9.4455108631e-07 3.2695136501e-07
1.4960564651e+01 1.2657302270e-06 9.5729702873e-07 8.4031491817e-07 1.0754966147e-06 1.2812516214e-06 1.5973836720e-06 9.6322926389e-07 3.3575852680e-07
1.4973297046e+01 1.3044048533e-06 9.6944894259e-07 8.5769435887e-07 1.0818857716e-06 1.2924495117e-06 1.6019405156e-06 9.8254480195e-07 3.4597423508e-07
1.4986029442e+01 1.3420482293e-06 9.8259481492e-07 8.7546387085e-07 1.0873837974e-06 1.3028976633e-06 1.6048859536e-06 1.0023768995e-06 3.5762564935e-07
1.4998761837e+01 1.3784942598e-06 9.9676456734e-07 8.9353657049e-07 1.0919734852e-06 1.3125645667e-06 1.6062094194e-06 1.0225966420e-06 3.7074461174e-07
1.5011494232e+01 1.4136133539e-06 1.0119815761e-06 9.1182104898e-07 1.0956466844e-06 1.3214344673e-06 1.6059338074e-06 1.0430706075e-06 3.8535734519e-07
1.5024226628e+01 1.4472777462e-06 1.0282682824e-06 9.3022046727e-07 1.0983961501e-06 1.3294832695e-06 1.6040908174e-06 1.0636599650e-06 4.0149569184e-07
1.5036959023e+01 1.4793651468e-06 1.0456340368e-06 9.4863798631e-07 1.1002264104e-06 1.3366998525e-06 1.6007139102e-06 1.0842141640e-06 4.1918400156e-07
1.5049691419e+01 1.5097596541e-06 1.0640853846e-06 9.6697224187e-07 1.1011447102e-06 1.3430749487e-06 1.5958409493e-06 1.1045979795e-06 4.3845065132e-07
1.5062423814e+01 1.5383745701e-06 1.0836185856e-06 9.8512367980e-07 1.1011673507e-06 1.3486122652e-06 1.5895441400e-06 1.1246599595e-06 4.5931465276e-07
1.5075156210e+01 1.5651304976e-06 1.1042242894e-06 1.0029918409e-06 1.1003160669e-06 1.3533118019e-06 1.5818815985e-06 1.1442432430e-06 4.8179745250e-07
1.5087888605e+01 1.5899316125e-06 1.1258800546e-06 1.0204789811e-06 1.0986198386e-06 1.3571856065e-06 1.5729369769e-06 1.1632144081e-06 5.0591263026e-07
1.5100621001e+01 1.6127432355e-06 1.1485568947e-06 1.0374909765e-06 1.0961130793e-06 1.3602485071e-06 1.5627877637e-06 1.1814183967e-06 5.3167020696e-07
1.5113353396e+01 1.6335051344e-06 1.1722146027e-06 1.0539391333e-06 1.0928383534e-06 1.3625208920e-06 1.5515352219e-06 1.1987217869e-06 5.5907477161e-07
1.5126085791e+01 1.6521881055e-06 1.1968082960e-06 1.0697383780e-06 1.0888436586e-06 1.3640361242e-06 1.5392665260e-06 1.2149866491e-06 5.8812201617e-07
1.5138818187e+01 1.6687775472e-06 1.2222790665e-06 1.0848117824e-06 1.0841851436e-06 1.3648136654e-06 1.5260996697e-06 1.2300732508e-06 6.1880332451e-07
1.5151550582e+01 1.6832780224e-06 1.2485549153e-06 1.0990896586e-06 1.0789207681e-06 1.3648952192e-06 1.5121473633e-06 1.2438652987e-06 6.5110118347e-07
1.5164282978e+01 1.6956886185e-06 1.2755713239e-06 1.1125122740e-06 1.0731175480e-06 1.3643261962e-06 1.4975267198e-06 1.2562446961e-06 6.8498946375e-07
1.5177015373e+01 1.7060376266e-06 1.3032366575e-06 1.1250280416e-06 1.0668479331e-06 1.3631557141e-06 1.4823654189e-06 1.2670987555e-06 7.2043267074e-07
1.5189747769e+01 1.7143743275e-06 1.3314546058e-06 1.1365926145e-06 1.0601870898e-06 1.3614264032e-06 1.4667700071e-06 1.2763337211e-06 7.5738697465e-07
1.5202480164e+01 1.7207407014e-06 1.3601503648e-06 1.1471806517e-06 1.0532156185e-06 1.3591947952e-06 1.4508910584e-06 1.2838621472e-06 7.9579852482e-07
1.5215212560e+01 1.7251997184e-06 1.3892079883e-06 1.1567686220e-06 1.0460177419e-06 1.3565192751e-06 1.4348492080e-06 1.2896146184e-06 8.3560373060e-07
1.5227944955e+01 1.7278426397e-06 1.4185199455e-06 1.1653375198e-06 1.0386803996e-06 1.3534610082e-06 1.4187827023e-06 1.2935244237e-06 8.7672972970e-07
1.5240677350e+01 1.7287525128e-06 1.4479796406e-06 1.1729081609e-06 1.0312950595e-06 1.3500904275e-06 1.4028086542e-06 1.2955401776e-06 9.1909176581e-07
1.5253409746e+01 1.7280324628e-06 1.4774683223e-06 1.1794832605e-06 1.0239522835e-06 1.3464640644e-06 1.3870705934e-06 1.2956222141e-06 9.6259824596e-07
1.5266142141e+01 1.7258047795e-06 1.5068971608e-06 1.1850854444e-06 1.0167462563e-06 1.3426449379e-06 1.3716891552e-06 1.2937534047e-06 1.0071502722e-06
1.5278874537e+01 1.7221744132e-06 1.5361277685e-06 1.1897554394e-06 1.0097711625e-06 1.3387099679e-06 1.3568034663e-06 1.2899238329e-06 1.0526226300e-06
1.5291606932e+01 1.7172919447e-06 1.5650619654e-06 1.1935258268e-06 1.0031220923e-06 1.3347138326e-06 1.3425227149e-06 1.2841398092e-06 1.0989063068e-06
1.5304339328e+01 1.7112824016e-06 1.5936006360e-06 1.1964681047e-06 9.9689141903e-07 1.3307306717e-06 1.3289781028e-06 1.2764166591e-06 1.1458810518e-06
1.5317071723e+01 1.7042972775e-06 1.6216259639e-06 1.1986248098e-06 9.9117151609e-07 1.3268336984e-06 1.3162761766e-06 1.2667949500e-06 1.1933933670e-06
1.5329804119e+01 1.6964981044e-06 1.6490594050e-06 1.2000764904e-06 9.8605385118e-07 1.3230757371e-06 1.3045261244e-06 1.2553152496e-06 1.2413037090e-06
1.5342536514e+01 1.6880281623e-06 1.6757952986e-06 1.2009036949e-06 9.8162626956e-07 1.3195253674e-06 1.2938380149e-06 1.2420451703e-06 1.2894859267e-06
1.5355268910e+01 1.6790498959e-06 1.7017756715e-06 1.2011697760e-06 9.7797299400e-07 1.3162502416e-06 1.2843087084e-06 1.2270532260e-06 1.3377642327e-06
1.5368001305e+01 1.6697330508e-06 1.7269051486e-06 1.2009833382e-06 9.7517553038e-07 1.3132855763e-06 1.2760156935e-06 1.2104421878e-06 1.3860041409e-06
1.5380733700e+01 1.6602391592e-06 1.7511304321e-06 1.2004249299e-06 9.7330904527e-07 1.3107119984e-06 1.2690514277e-06 1.1923004027e-06 1.4340305194e-06
1.5393466096e+01 1.6507297532e-06 1.7744057044e-06 1.1995841498e-06 9.7244598835e-07 1.3085573104e-06 1.2634907577e-06 1.1727405581e-06 1.4816935229e-06
1.5406198491e+01 1.6413654524e-06 1.7966898235e-06 1.1985505967e-06 9.7265156434e-07 1.3068854579e-06 1.2593953221e-06 1.1518798492e-06 1.5288404964e-06
1.5418930887e+01 1.6323059636e-06 1.8179519325e-06 1.1974301599e-06 9.7398644986e-07 1.3057362910e-06 1.2568258787e-06 1.1298742352e-06 1.5753178483e-06
1.5431663282e+01 1.6237027803e-06 1.8381892264e-06 1.1963115332e-06 9.7650498218e-07 1.3051459528e-06 1.2558141274e-06 1.1068418129e-06 1.6209598124e-06
1.5444395678e+01 1.6157046580e-06 1.8573858093e-06 1.1952788850e-06 9.8025244234e-07 1.3051357586e-06 1.2564173038e-06 1.0829403445e-06 1.6656380833e-06
1.5457128073e+01 1.6084603524e-06 1.8755706678e-06 1.1944190991e-06 9.8526958330e-07 1.3057548259e-06 1.2586538994e-06 1.0583311987e-06 1.7091962601e-06
1.5469860469e+01 1.6020921533e-06 1.8927484770e-06 1.1938226792e-06 9.9158900742e-07 1.3070152025e-06 1.2625336004e-06 1.0331784485e-06 1.7515041646e-06
1.5482592864e+01 1.5967360397e-06 1.9089631845e-06 1.1935529780e-06 9.9923516647e-07 1.3089372769e-06 1.2680713761e-06 1.0076470682e-06 1.7924363012e-06
1.5495325259e+01 1.5925024375e-06 1.9242690230e-06 1.1936995941e-06 1.0082252672e-06 1.3115284630e-06 1.2752645848e-06 9.8190924448e-07 1.8318756033e-06
1.5508057655e+01 1.5894981223e-06 1.9387127452e-06 1.1943204500e-06 1.0185683660e-06 1.3148110027e-06 1.2840903322e-06 9.5614167124e-07 1.8697171792e-06
1.5520790050e+01 1.5878125299e-06 1.9523775705e-06 1.1954644178e-06 1.0302653683e-06 1.3187737751e-06 1.2945424544e-06 9.3051743649e-07 1.9058505178e-06
1.5533522446e+01 1.5875223196e-06 1.9653336276e-06 1.1971848946e-06 1.0433081235e-06 1.3234149267e-06 1.3065769241e-06 9.0521503723e-07 1.9402128713e-06
1.5546254841e+01 1.5887023256e-06 1.9776557206e-06 1.1995262274e-06 1.0576821418e-06 1.3287381645e-06 1.3201400277e-06 8.8040936444e-07 1.9727208884e-06
1.5558987237e+01 1.5914091296e-06 1.9894616658e-06 1.2025282377e-06 1.0733647826e-06 1.3347277338e-06 1.3352018265e-06 8.5627260462e-07 2.0033202501e-06
1.5571719632e+01 1.5956682849e-06 2.0008393580e-06 1.2062008811e-06 1.0903243492e-06 1.3413715868e-06 1.3516804294e-06 8.3297514126e-07 2.0319641296e-06
1.5584452028e+01 1.6015035192e-06 2.0118851074e-06 1.2105722136e-06 1.1085218998e-06 1.3486335804e-06 1.3695177202e-06 8.1068104735e-07 2.0586281772e-06
1.5597184423e+01 1.6089458614e-06 2.0227251456e-06 1.2156476656e-06 1.1279121534e-06 1.3565118611e-06 1.3886353298e-06 7.8955259289e-07 2.0832955351e-06
1.5609916818e+01 1.6179670205e-06 2.0334483026e-06 1.2214299520e-06 1.1484398672e-06 1.3649563845e-06 1.4089284731e-06 7.6973978746e-07 2.1059718227e-06
1.5622649214e+01 1.6285578705e-06 2.0441686544e-06 1.2279118327e-06 1.1700452700e-06 1.3739560297e-06 1.4303187810e-06 7.5138984600e-07 2.1266701514e-06
1.5635381609e+01 1.6406864698e-06 2.0549937319e-06 1.2350824471e-06 1.1926577236e-06 1.3834542651e-06 1.4526882599e-06 7.3464042757e-07 2.1454092518e-06
1.5648114005e+01 1.6542980620e-06 2.0660366761e-06 1.2429209794e-06 1.2162102119e-06 1.3934223615e-06 1.4759470937e-06 7.1962044666e-07 2.1622453159e-06
1.5660846400e+01 1.6693388029e-06 2.0773835116e-06 1.2514029936e-06 1.2406176064e-06 1.4038251025e-06 1.4999676029e-06 7.0644583615e-07 2.1772364089e-06
1.5673578796e+01 1.6857402467e-06 2.0891380291e-06 1.2604950032e-06 1.2658011183e-06 1.4146180041e-06 1.5246388381e-06 6.9522684950e-07 2.1904331036e-06
1.5686311191e+01 1.7034047440e-06 2.1013825129e-06 1.2701599018e-06 1.2916719966e-06 1.4257426814e-06 1.5498340003e-06 6.8605751315e-07 2.2019356090e-06
1.5699043587e+01 1.7222501599e-06 2.1142011176e-06 1.2803804935e-06 1.3181333399e-06 1.4371592842e-06 1.5754306930e-06 6.7902581349e-07 2.2118254036e-06
1.5711775982e+01 1.7421624180e-06 2.1276546215e-06 1.2910889007e-06 1.3450837186e-06 1.4488140610e-06 1.6012897895e-06 6.7420215768e-07 2.2202073792e-06
1.5724508377e+01 1.7630356553e-06 2.1418150234e-06 1.3022742627e-06 1.3724262312e-06 1.4606653084e-06 1.6272915350e-06 6.7164820830e-07 2.2271911101e-06
1.5737240773e+01 1.7847512326e-06 2.1567159852e-06 1.3138687019e-06 1.4000603538e-06 1.4726555679e-06 1.6532950416e-06 6.7141246606e-07 2.2328936631e-06
1.5749973168e+01 1.8071713456e-06 2.1724051944e-06 1.3258504972e-06 1.4278891850e-06 1.4847301613e-06 1.6791787934e-06 6.7353045006e-07 2.2374367875e-06
1.5762705564e+01 1.8301800925e-06 2.1889069623e-06 1.3381771119e-06 1.4557868433e-06 1.4968307038e-06 1.7048133498e-06 6.7802532884e-07 2.2409637729e-06
1.5775437959e+01 1.8536442324e-06 2.2062306394e-06 1.3507915286e-06 1.4836763511e-06 1.5089173450e-06 1.7300587033e-06 6.8490557650e-07 2.2435879400e-06
1.5788170355e+01 1.8774250482e-06 2.2243780958e-06 1.3636892222e-06 1.5114254876e-06 1.5209196522e-06 1.7548135907e-06 6.9417119305e-07 2.2454422765e-06
1.5800902750e+01 1.9013856484e-06 2.2433418512e-06 1.3768113651e-06 1.5389500301e-06 1.5327875810e-06 1.7789397658e-06 7.0580685298e-07 2.2466813104e-06
1.5813635146e+01 1.9254128692e-06 2.2630947890e-06 1.3901371415e-06 1.5661413040e-06 1.5444729405e-06 1.8023280405e-06 7.1978641280e-07 2.2474267911e-06
1.5826367541e+01 1.9493652559e-06 2.2835995073e-06 1.4036394003e-06 1.5929015022e-06 1.5559145655e-06 1.8248701071e-06 7.3607291100e-07 2.2478182622e-06
1.5839099937e+01 1.9731351204e-06 2.3048111237e-06 1.4173072811e-06 1.6191346289e-06 1.5670698254e-06 1.8464691052e-06 7.5461676510e-07 2.2479699806e-06
1.5851832332e+01 1.9965992603e-06 2.3266838205e-06 1.4311154426e-06 1.6447573671e-06 1.5778821888e-06 1.8670281744e-06 7.7535847608e-07 2.2480139977e-06
1.5864564727e+01 2.0196499873e-06 2.3491250280e-06 1.4450575498e-06 1.6696773432e-06 1.5882960507e-06 1.8864715873e-06 7.9823043146e-07 2.2480655070e-06
1.5877297123e+01 2.0421978658e-06 2.3720917338e-06 1.4591290774e-06 1.6938094290e-06 1.5982752681e-06 1.9047077670e-06 8.2315149624e-07 2.2482359562e-06
1.5890029518e+01 2.0641552850e-06 2.3954736019e-06 1.4733191649e-06 1.7170947590e-06 1.6077781372e-06 1.9216935664e-06 8.5003692943e-07 2.2486283637e-06
1.5902761914e+01 2.0854519739e-06 2.4192098540e-06 1.4876459131e-06 1.7394527330e-06 1.6167425660e-06 1.9373594221e-06 8.7879027052e-07 2.2493326370e-06
1.5915494309e+01 2.1060277001e-06 2.4431845440e-06 1.5021020817e-06 1.7608317306e-06 1.6251463125e-06 1.9516753955e-06 9.0930874853e-07 2.2504265082e-06
1.5928226705e+01 2.1258249692e-06 2.4673097771e-06 1.5167102967e-06 1.7811837539e-06 1.6329495267e-06 1.9646159506e-06 9.4148598646e-07 2.2519867731e-06
1.5940959100e+01 2.1448337424e-06 2.4914901782e-06 1.5314777984e-06 1.8004644274e-06 1.6401105048e-06 1.9761573126e-06 9.7520388781e-07 2.2540827353e-06
1.5953691496e+01 2.1630156901e-06 2.5156294370e-06 1.5464235924e-06 1.8186402431e-06 1.6466162724e-06 1.9863056453e-06 1.0103461591e-06 2.2567443637e-06
1.5966423891e+01 2.1803753754e-06 2.5396172177e-06 1.5615775452e-06 1.8356903718e-06 1.6524436609e-06 1.9950706348e-06 1.0467874918e-06 2.2600156755e-06
1.5979156286e+01 2.1969356135e-06 2.5633684307e-06 1.5769541373e-06 1.8515967010e-06 1.6575593072e-06 2.0024760559e-06 1.0844043805e-06 2.2639341320e-06
1.5991888682e+01 2.2127137440e-06 2.5867923761e-06 1.5925796147e-06 1.8663710038e-06 1.6619650649e-06 2.0085650556e-06 1.1230606986e-06 2.2684969236e-06
1.6004621077e+01 2.2277480966e-06 2.6097964838e-06 1.6084738884e-06 1.8800015072e-06 1.6656535201e-06 2.0133851834e-06 1.1626365466e-06 2.2737227810e-06
1.6017353473e+01 2.2421162433e-06 2.6323003397e-06 1.6246677296e-06 1.8925135684e-06 1.6686237459e-06 2.0170130472e-06 1.2029885862e-06 2.2795854812e-06
1.6030085868e+01 2.2558647270e-06 2.6542319447e-06 1.6411765239e-06 1.9039352619e-06 1.6708840831e-06 2.0195217327e-06 1.2439969177e-06 2.2860850243e-06
1.6042818264e+01 2.2690866343e-06 2.6755277156e-06 1.6580355679e-06 1.9142964731e-06 1.6724465794e-06 2.0210028169e-06 1.2855236116e-06 2.2931745835e-06
1.6055550659e+01 2.2818814397e-06 2.6961250039e-06 1.6752466716e-06 1.9236560672e-06 1.6733353303e-06 2.0215619658e-06 1.3274361476e-06 2.3008419839e-06
1.6068283055e+01 2.2943495303e-06 2.7159882776e-06 1.6928397012e-06 1.9320566087e-06 1.6735966731e-06 2.0213321424e-06 1.3696128230e-06 2.3090216682e-06
1.6081015450e+01 2.3066068078e-06 2.7350717194e-06 1.7108110366e-06 1.9395678302e-06 1.6732491428e-06 2.0204163710e-06 1.4119265265e-06 2.3176714923e-06
1.6093747845e+01 2.3187600477e-06 2.7533566283e-06 1.7291950692e-06 1.9462612758e-06 1.6723622454e-06 2.0189687476e-06 1.4542528509e-06 2.3267436931e-06
1.6106480241e+01 2.3309497920e-06 2.7708317836e-06 1.7479727933e-06 1.9522166403e-06 1.6709795381e-06 2.0171319214e-06 1.4964773058e-06 2.3361680305e-06
1.6119212636e+01 2.3433111072e-06 2.7874925100e-06 1.7671442088e-06 1.9575235800e-06 1.6691853549e-06 2.0150555857e-06 1.5384899083e-06 2.3458798837e-06
1.6131945032e+01 2.3559608074e-06 2.8033621839e-06 1.7867219863e-06 1.9622636009e-06 1.6670371541e-06 2.0129017617e-06 1.5801653497e-06 2.3558174416e-06
1.6144677427e+01 2.3690412600e-06 2.8184408052e-06 1.8066880250e-06 1.9665408494e-06 1.6646248303e-06 2.0108386343e-06 1.6214251997e-06 2.3659301311e-06
1.6157409823e+01 2.3826838809e-06 2.8327919574e-06 1.8270115537e-06 1.9704630944e-06 1.6620595932e-06 2.0090387912e-06 1.6621477557e-06 2.3761308549e-06
1.6170142218e+01 2.3970073096e-06 2.8464390167e-06 1.8476961924e-06 1.9741154644e-06 1.6594368977e-06 2.0076721784e-06 1.7022590948e-06 2.3863821515e-06
1.6182874614e+01 2.4121502629e-06 2.8594399563e-06 1.8687012144e-06 1.9776274630e-06 1.6568651733e-06 2.0068981754e-06 1.7416681653e-06 2.3966137808e-06
1.6195607009e+01 2.4282231668e-06 2.8718761254e-06 1.8899958486e-06 1.9810815020e-06 1.6544658240e-06 2.0069034587e-06 1.7802947339e-06 2.4067742336e-06
1.6208339404e+01 2.4453318840e-06 2.8838073674e-06 1.9115565639e-06 1.9846025568e-06 1.6523630338e-06 2.0078535716e-06 1.8180793016e-06 2.4168194928e-06
1.6221071800e+01 2.4635731515e-06 2.8953094213e-06 1.9333344883e-06 1.9882866235e-06 1.6507069360e-06 2.0099061324e-06 1.8549434378e-06 2.4267186528e-06
1.6233804195e+01 2.4830345797e-06 2.9064907529e-06 1.9552970403e-06 1.9922432822e-06 1.6496272751e-06 2.0132293261e-06 1.8908285450e-06 2.4364286329e-06
1.6246536591e+01 2.5037937407e-06 2.9174373869e-06 1.9773862977e-06 1.9965630949e-06 1.6492639901e-06 2.0179746073e-06 1.9257057753e-06 2.4459363218e-06
1.6259268986e+01 2.5259035660e-06 2.9282418932e-06 1.9995778243e-06 2.0013493025e-06 1.6497755547e-06 2.0242784610e-06 1.9595264477e-06 2.4552220523e-06
1.6272001382e+01 2.5494042102e-06 2.9390136728e-06 2.0218019323e-06 2.0066933726e-06 1.6513102486e-06 2.0322756113e-06 1.9922517976e-06 2.4642764589e-06
1.6284733777e+01 2.5743367411e-06 2.9498565162e-06 2.0440251353e-06 2.0126668495e-06 1.6540265456e-06 2.0420946185e-06 2.0238547800e-06 2.4731220186e-06
1.6297466173e+01 2.6007121098e-06 2.9608723440e-06 2.0662030863e-06 2.0193630120e-06 1.6580634579e-06 2.0538270597e-06 2.0543326905e-06 2.4817652870e-06
1.6310198568e+01 2.6285129768e-06 2.9721714919e-06 2.0882715278e-06 2.0268352918e-06 1.6635877998e-06 2.0675830037e-06 2.0836684006e-06 2.4902240583e-06
1.6322930964e+01 2.6577283908e-06 2.9838493353e-06 2.1102024036e-06 2.0351525161e-06 1.6707413640e-06 2.0834267304e-06 2.1118601072e-06 2.4985395399e-06
1.6335663359e+01 2.6883273230e-06 2.9960134048e-06 2.1319495566e-06 2.0443545322e-06 1.6796631624e-06 2.1014339672e-06 2.1389087119e-06 2.5067585586e-06
1.6348395754e+01 2.7202477158e-06 3.0087478550e-06 2.1534813107e-06 2.0545020168e-06 1.6905024015e-06 2.1216320111e-06 2.1648394566e-06 2.5149288776e-06
1.6361128150e+01 2.7534056090e-06 3.0221461909e-06 2.1747569391e-06 2.0656094597e-06 1.7033814118e-06 2.1440596062e-06 2.1896622579e-06 2.5231038792e-06
1.6373860545e+01 2.7877435082e-06 3.0362841516e-06 2.1957429554e-06 2.0777076521e-06 1.7184234509e-06 2.1687167527e-06 2.2133951458e-06 2.5313594227e-06
1.6386592941e+01 2.8231354730e-06 3.0512552421e-06 2.2164230689e-06 2.0908056503e-06 1.7357313876e-06 2.1955902422e-06 2.2360922101e-06 2.5397488905e-06
1.6399325336e+01 2.8594865919e-06 3.0671080851e-06 2.2367791789e-06 2.1049016429e-06 1.7554108713e-06 2.2246536582e-06 2.2577732841e-06 2.5483546976e-06
1.6412057732e+01 2.8966645363e-06 3.0838922382e-06 2.2568004249e-06 2.1199938187e-06 1.7775453092e-06 2.2558488845e-06 2.2784915561e-06 2.5572573858e-06
1.6424790127e+01 2.9345232885e-06 3.1016778302e-06 2.2764759465e-06 2.1360495754e-06 1.8021949399e-06 2.2891063576e-06 2.2982848891e-06 2.5665197029e-06
1.6437522523e+01 2.9729305199e-06 3.1204714064e-06 2.2958093638e-06 2.1530471781e-06 1.8294153682e-06 2.3243362617e-06 2.3172073732e-06 2.5762184446e-06
1.6450254918e+01 3.0117329118e-06 3.1403113039e-06 2.3147961516e-06 2.1709549299e-06 1.8592381035e-06 2.3614346916e-06 2.3353239163e-06 2.5864332164e-06
1.6462987313e+01 3.0507552429e-06 3.1611928475e-06 2.3334652711e-06 2.1897148713e-06 1.8916742669e-06 2.4002713263e-06 2.3526804949e-06 2.5972295755e-06
1.6475719709e+01 3.0898451072e-06 3.1831244526e-06 2.3518257728e-06 2.2092799098e-06 1.9267071768e-06 2.4407043972e-06 2.3693420171e-06 2.6086721428e-06
1.6488452104e+01 3.1288309339e-06 3.2060808728e-06 2.3698957573e-06 2.2295938970e-06 1.9643182983e-06 2.4825648387e-06 2.3853715878e-06 2.6208105545e-06
1.6501184500e+01 3.1675356764e-06 3.2300415370e-06 2.3877096162e-06 2.2505671763e-06 2.0044650011e-06 2.5256906299e-06 2.4008178881e-06 2.6336981931e-06
1.6513916895e+01 3.2058078414e-06 3.2549540825e-06 2.4052999307e-06 2.2721499386e-06 2.0470536836e-06 2.5698774832e-06 2.4157521364e-06 2.6473594084e-06
1.6526649291e+01 3.2434658191e-06 3.2807614711e-06 2.4226802764e-06 2.2942489050e-06 2.0920111327e-06 2.6149466470e-06 2.4302392407e-06 2.6618279157e-06
1.6539381686e+01 3.2803544659e-06 3.3073926390e-06 2.4398995254e-06 2.3167852864e-06 2.1392001899e-06 2.6606603731e-06 2.4443251775e-06 2.6771112072e-06
1.6552114082e+01 3.3163149873e-06 3.3347727822e-06 2.4569974993e-06 2.3396630869e-06 2.1884994512e-06 2.7068170155e-06 2.4580730518e-06 2.6931989810e-06
1.6564846477e+01 3.3511977152e-06 3.3627878246e-06 2.4739913939e-06 2.3627944614e-06 2.2397346881e-06 2.7531832288e-06 2.4715279386e-06 2.7100781258e-06
1.6577578872e+01 3.3848502436e-06 3.3913526766e-06 2.4909291762e-06 2.3861024319e-06 2.2927381593e-06 2.7995265477e-06 2.4847421250e-06 2.7277280376e-06
1.6590311268e+01 3.4171402438e-06 3.4203354960e-06 2.5078262317e-06 2.4094792297e-06 2.3472976396e-06 2.8456030602e-06 2.4977588828e-06 2.7460775400e-06
1.6603043663e+01 3.4479499891e-06 3.4496072460e-06 2.5247196671e-06 2.4328324813e-06 2.4032018305e-06 2.8911820622e-06 2.5106205827e-06 2.7650648218e-06
1.6615776059e+01 3.4771562770e-06 3.4790164485e-06 2.5416149126e-06 2.4560643797e-06 2.4602190452e-06 2.9360258054e-06 2.5233479591e-06 2.7846074680e-06
1.6628508454e+01 3.5046614581e-06 3.5084331313e-06 2.5585373092e-06 2.4791006639e-06 2.5180833071e-06 2.9798956608e-06 2.5359644510e-06 2.8046202541e-06
1.6641240850e+01 3.5303605821e-06 3.5376852452e-06 2.5754732814e-06 2.5018272257e-06 2.5765481015e-06 3.0225485969e-06 2.5484962019e-06 2.8249608269e-06
1.6653973245e+01 3.5541861159e-06 3.5666054163e-06 2.5924291644e-06 2.5241716154e-06 2.6353196492e-06 3.0637741623e-06 2.5609522268e-06 2.8455214851e-06
1.6666705641e+01 3.5760650505e-06 3.5950281406e-06 2.6093823323e-06 2.5460369316e-06 2.6941245599e-06 3.1033486974e-06 2.5733388362e-06 2.8661533199e-06
1.6679438036e+01 3.5959335033e-06 3.6227626679e-06 2.6263002037e-06 2.5673398570e-06 2.7526653475e-06 3.1410661537e-06 2.5856325911e-06 2.8866971205e-06
1.6692170431e+01 3.6137567949e-06 3.6496378840e-06 2.6431520074e-06 2.5880034139e-06 2.8106426727e-06 3.1767151992e-06 2.5978352945e-06 2.9069711995e-06
1.6704902827e+01 3.6294892949e-06 3.6754574282e-06 2.6598771058e-06 2.6079325121e-06 2.8677618296e-06 3.2101355741e-06 2.6099289164e-06 2.9268200921e-06
1.6717635222e+01 3.6431100131e-06 3.7000333556e-06 2.6764175764e-06 2.6270547019e-06 2.9237281126e-06 3.2411309156e-06 2.6218728893e-06 2.9460386977e-06
1.6730367618e+01 3.6546152992e-06 3.7231805260e-06 2.6926765803e-06 2.6452993448e-06 2.9782403287e-06 3.2695603360e-06 2.6336347592e-06 2.9644481383e-06
1.6743100013e+01 3.6639841631e-06 3.7447100595e-06 2.7085771893e-06 2.6625985193e-06 3.0310000653e-06 3.2952732613e-06 2.6451784661e-06 2.9818386304e-06
1.6755832409e+01 3.6712284687e-06 3.7644340108e-06 2.7239981282e-06 2.6788643801e-06 3.0817478330e-06 3.3181693088e-06 2.6564472156e-06 2.9980172480e-06
1.6768564804e+01 3.6763728566e-06 3.7821634997e-06 2.7388253623e-06 2.6940380618e-06 3.1301898529e-06 3.3381234405e-06 2.6673824101e-06 3.0127798268e-06
1.6781297200e+01 3.6794191519e-06 3.7977246070e-06 2.7529285662e-06 2.7080516429e-06 3.1760888775e-06 3.3550537653e-06 2.6779416790e-06 3.0259502985e-06
1.6794029595e+01 3.6803992961e-06 3.8109415432e-06 2.7661701741e-06 2.7208408243e-06 3.2191937584e-06 3.3689074502e-06 2.6880510995e-06 3.0373216892e-06
1.6806761991e+01 3.6793415800e-06 3.8216647001e-06 2.7783836591e-06 2.7323358730e-06 3.2592811493e-06 3.3796263789e-06 2.6976457636e-06 3.0467235498e-06
1.6819494386e+01 3.6762898090e-06 3.8297117431e-06 2.7894142597e-06 2.7424851688e-06 3.2961601403e-06 3.3871999850e-06 2.7066571571e-06 3.0539667006e-06
1.6832226781e+01 3.6712896137e-06 3.8349629857e-06 2.7990981641e-06 2.7512207901e-06 3.3296407481e-06 3.3916027324e-06 2.7150257812e-06 3.0589087883e-06
1.6844959177e+01 3.6643638093e-06 3.8372669496e-06 2.8072462193e-06 2.7584748152e-06 3.3595811804e-06 3.3928531126e-06 2.7226705008e-06 3.0614065233e-06
1.6857691572e+01 3.6555781038e-06 3.8365235846e-06 2.8136964236e-06 2.7641947181e-06 3.3858414982e-06 3.3909898699e-06 2.7295489455e-06 3.0613184892e-06
