# freq_w_over_2pi_THz  kappa_x_avg_Wm-1K-1THz-1  std_Wm-1K-1THz-1  stderr_Wm-1K-1THz-1
1.22867616e+01 1.69464999e-01 1.72300631e-01 8.61503153e-02
1.23185926e+01 1.68900144e-01 1.70470835e-01 8.52354173e-02
1.23504236e+01 1.68275072e-01 1.68470327e-01 8.42351636e-02
1.23822546e+01 1.67587942e-01 1.66300414e-01 8.31502071e-02
1.24140856e+01 1.66840179e-01 1.63967529e-01 8.19837646e-02
1.24459165e+01 1.66030779e-01 1.61474563e-01 8.07372815e-02
1.24777475e+01 1.65160564e-01 1.58827018e-01 7.94135091e-02
1.25095785e+01 1.64228473e-01 1.56027361e-01 7.80136803e-02
1.25414095e+01 1.63235215e-01 1.53080790e-01 7.65403952e-02
1.25732405e+01 1.62180914e-01 1.49991241e-01 7.49956203e-02
1.26050715e+01 1.61067038e-01 1.46764535e-01 7.33822674e-02
1.26369025e+01 1.59892812e-01 1.43403032e-01 7.17015158e-02
1.26687335e+01 1.58659866e-01 1.39912298e-01 6.99561492e-02
1.27005645e+01 1.57369337e-01 1.36297157e-01 6.81485787e-02
1.27323954e+01 1.56022030e-01 1.32561511e-01 6.62807553e-02
1.27642264e+01 1.54619768e-01 1.28711028e-01 6.43555141e-02
1.27960574e+01 1.53164025e-01 1.24750009e-01 6.23750045e-02
1.28278884e+01 1.51656702e-01 1.20683945e-01 6.03419724e-02
1.28597194e+01 1.50099717e-01 1.16517628e-01 5.82588142e-02
1.28915504e+01 1.48496271e-01 1.12258680e-01 5.61293402e-02
1.29233814e+01 1.46847750e-01 1.07910593e-01 5.39552967e-02
1.29552124e+01 1.45157216e-01 1.03480675e-01 5.17403374e-02
1.29870434e+01 1.43428093e-01 9.89759293e-02 4.94879646e-02
1.30188743e+01 1.41663618e-01 9.44042081e-02 4.72021040e-02
1.30507053e+01 1.39867112e-01 8.97728306e-02 4.48864153e-02
1.30825363e+01 1.38042116e-01 8.50913211e-02 4.25456605e-02
1.31143673e+01 1.36192774e-01 8.03694065e-02 4.01847032e-02
1.31461983e+01 1.34323136e-01 7.56186069e-02 3.78093035e-02
1.31780293e+01 1.32437455e-01 7.08519289e-02 3.54259644e-02
1.32098603e+01 1.30540235e-01 6.60847074e-02 3.30423537e-02
1.32416913e+01 1.28636217e-01 6.13351607e-02 3.06675803e-02
1.32735223e+01 1.26730240e-01 5.66261254e-02 2.83130627e-02
1.33053532e+01 1.24827170e-01 5.19852655e-02 2.59926327e-02
1.33371842e+01 1.22932390e-01 4.74487012e-02 2.37243506e-02
1.33690152e+01 1.21051037e-01 4.30639874e-02 2.15319937e-02
1.34008462e+01 1.19188425e-01 3.88946319e-02 1.94473160e-02
1.34326772e+01 1.17350046e-01 3.50272264e-02 1.75136132e-02
1.34645082e+01 1.15541453e-01 3.15781842e-02 1.57890921e-02
1.34963392e+01 1.13768232e-01 2.86990963e-02 1.43495482e-02
1.35281702e+01 1.12036008e-01 2.65706973e-02 1.32853487e-02
1.35600012e+01 1.10350554e-01 2.53704776e-02 1.26852388e-02
1.35918321e+01 1.08717305e-01 2.52134338e-02 1.26067169e-02
1.36236631e+01 1.07141892e-01 2.60943879e-02 1.30471939e-02
1.36554941e+01 1.05630108e-01 2.78878660e-02 1.39439330e-02
1.36873251e+01 1.04187362e-01 3.04032894e-02 1.52016447e-02
1.37191561e+01 1.02819013e-01 3.34470616e-02 1.67235308e-02
1.37509871e+01 1.01530678e-01 3.68568255e-02 1.84284127e-02
1.37828181e+01 1.00327215e-01 4.05081587e-02 2.02540794e-02
1.38146491e+01 9.92139212e-02 4.43101892e-02 2.21550946e-02
1.38464800e+01 9.81958374e-02 4.81961249e-02 2.40980624e-02
1.38783110e+01 9.72774186e-02 5.21170956e-02 2.60585478e-02
1.39101420e+01 9.64634355e-02 5.60363809e-02 2.80181904e-02
1.39419730e+01 9.57580775e-02 5.99262271e-02 2.99631136e-02
1.39738040e+01 9.51658023e-02 6.37650431e-02 3.18825216e-02
1.40056350e+01 9.46898900e-02 6.75353268e-02 3.37676634e-02
1.40374660e+01 9.43343057e-02 7.12236819e-02 3.56118410e-02
1.40692970e+01 9.41021946e-02 7.48186171e-02 3.74093085e-02
1.41011280e+01 9.39966500e-02 7.83114291e-02 3.91557146e-02
1.41329589e+01 9.40201803e-02 8.16944017e-02 4.08472009e-02
1.41647899e+01 9.41754273e-02 8.49617971e-02 4.24808985e-02
1.41966209e+01 9.44641009e-02 8.81085966e-02 4.40542983e-02
1.42284519e+01 9.48880999e-02 9.11313719e-02 4.55656860e-02
1.42602829e+01 9.54484832e-02 9.40272553e-02 4.70136276e-02
1.42921139e+01 9.61465843e-02 9.67942256e-02 4.83971128e-02
1.43239449e+01 9.69824667e-02 9.94312208e-02 4.97156104e-02
1.43557759e+01 9.79568080e-02 1.01937806e-01 5.09689029e-02
1.43876069e+01 9.90690028e-02 1.04314433e-01 5.21572167e-02
1.44194378e+01 1.00318752e-01 1.06561908e-01 5.32809539e-02
1.44512688e+01 1.01704864e-01 1.08681579e-01 5.43407895e-02
1.44830998e+01 1.03226060e-01 1.10675936e-01 5.53379680e-02
1.45149308e+01 1.04880475e-01 1.12547189e-01 5.62735946e-02
1.45467618e+01 1.06665973e-01 1.14298736e-01 5.71493682e-02
1.45785928e+01 1.08579917e-01 1.15933789e-01 5.79668944e-02
1.46104238e+01 1.10619383e-01 1.17456471e-01 5.87282354e-02
1.46422548e+01 1.12781306e-01 1.18871071e-01 5.94355354e-02
1.46740858e+01 1.15061553e-01 1.20182291e-01 6.00911455e-02
1.47059167e+01 1.17456163e-01 1.21394781e-01 6.06973906e-02
1.47377477e+01 1.19960850e-01 1.22513942e-01 6.12569708e-02
1.47695787e+01 1.22570631e-01 1.23544915e-01 6.17724576e-02
1.48014097e+01 1.25280392e-01 1.24493293e-01 6.22466463e-02
1.48332407e+01 1.28084853e-01 1.25364700e-01 6.26823501e-02
1.48650717e+01 1.30978148e-01 1.26164701e-01 6.30823504e-02
1.48969027e+01 1.33954148e-01 1.26899190e-01 6.34495949e-02
1.49287337e+01 1.37006694e-01 1.27573450e-01 6.37867251e-02
1.49605647e+01 1.40129118e-01 1.28193430e-01 6.40967148e-02
1.49923956e+01 1.43314344e-01 1.28764015e-01 6.43820076e-02
1.50242266e+01 1.46555648e-01 1.29290963e-01 6.46454817e-02
1.50560576e+01 1.49845904e-01 1.29779386e-01 6.48896929e-02
1.50878886e+01 1.53177351e-01 1.30233701e-01 6.51168503e-02
1.51197196e+01 1.56542319e-01 1.30658393e-01 6.53291967e-02
1.51515506e+01 1.59932995e-01 1.31057373e-01 6.55286863e-02
1.51833816e+01 1.63342368e-01 1.31435561e-01 6.57177806e-02
1.52152126e+01 1.66761847e-01 1.31795342e-01 6.58976708e-02
1.52470435e+01 1.70183614e-01 1.32140072e-01 6.60700360e-02
1.52788745e+01 1.73599871e-01 1.32472531e-01 6.62362653e-02
1.53107055e+01 1.77001576e-01 1.32793492e-01 6.63967460e-02
1.53425365e+01 1.80382069e-01 1.33106112e-01 6.65530559e-02
1.53743675e+01 1.83732188e-01 1.33410152e-01 6.67050762e-02
1.54061985e+01 1.87045241e-01 1.33707794e-01 6.68538972e-02
1.54380295e+01 1.90312187e-01 1.33997471e-01 6.69987355e-02
1.54698605e+01 1.93525847e-01 1.34279414e-01 6.71397072e-02
1.55016915e+01 1.96678925e-01 1.34553333e-01 6.72766667e-02
1.55335224e+01 1.99763959e-01 1.34817522e-01 6.74087610e-02
1.55653534e+01 2.02773128e-01 1.35069701e-01 6.75348505e-02
1.55971844e+01 2.05700126e-01 1.35308653e-01 6.76543264e-02
1.56290154e+01 2.08537006e-01 1.35530069e-01 6.77650345e-02
1.56608464e+01 2.11279197e-01 1.35733454e-01 6.78667268e-02
1.56926774e+01 2.13918574e-01 1.35913236e-01 6.79566182e-02
1.57245084e+01 2.16448986e-01 1.36065932e-01 6.80329659e-02
1.57563394e+01 2.18866658e-01 1.36189599e-01 6.80947995e-02
1.57881704e+01 2.21164478e-01 1.36278102e-01 6.81390509e-02
1.58200013e+01 2.23337749e-01 1.36327584e-01 6.81637920e-02
1.58518323e+01 2.25382656e-01 1.36334706e-01 6.81673530e-02
1.58836633e+01 2.27295000e-01 1.36295237e-01 6.81476186e-02
1.59154943e+01 2.29068993e-01 1.36202370e-01 6.81011852e-02
1.59473253e+01 2.30703436e-01 1.36054195e-01 6.80270976e-02
1.59791563e+01 2.32193616e-01 1.35844716e-01 6.79223581e-02
1.60109873e+01 2.33537322e-01 1.35570050e-01 6.77850252e-02
1.60428183e+01 2.34732021e-01 1.35225974e-01 6.76129868e-02
1.60746493e+01 2.35776390e-01 1.34809161e-01 6.74045803e-02
1.61064802e+01 2.36668207e-01 1.34314939e-01 6.71574694e-02
1.61383112e+01 2.37407118e-01 1.33741116e-01 6.68705581e-02
1.61701422e+01 2.37991750e-01 1.33083488e-01 6.65417442e-02
1.62019732e+01 2.38422630e-01 1.32340420e-01 6.61702098e-02
1.62338042e+01 2.38699409e-01 1.31509492e-01 6.57547461e-02
1.62656352e+01 2.38822560e-01 1.30588342e-01 6.52941710e-02
1.62974662e+01 2.38793241e-01 1.29576234e-01 6.47881170e-02
1.63292972e+01 2.38612463e-01 1.28471853e-01 6.42359263e-02
1.63611281e+01 2.38282247e-01 1.27276148e-01 6.36380738e-02
1.63929591e+01 2.37804931e-01 1.25989940e-01 6.29949702e-02
1.64247901e+01 2.37181906e-01 1.24612621e-01 6.23063104e-02
1.64566211e+01 2.36416141e-01 1.23146918e-01 6.15734588e-02
1.64884521e+01 2.35510733e-01 1.21594748e-01 6.07973742e-02
1.65202831e+01 2.34469409e-01 1.19960434e-01 5.99802172e-02
1.65521141e+01 2.33295076e-01 1.18247231e-01 5.91236155e-02
1.65839451e+01 2.31991778e-01 1.16459891e-01 5.82299457e-02
1.66157761e+01 2.30563243e-01 1.14603208e-01 5.73016038e-02
1.66476070e+01 2.29013768e-01 1.12684515e-01 5.63422574e-02
1.66794380e+01 2.27347712e-01 1.10708873e-01 5.53544367e-02
1.67112690e+01 2.25569386e-01 1.08685671e-01 5.43428353e-02
1.67431000e+01 2.23683768e-01 1.06622246e-01 5.33111229e-02
1.67749310e+01 2.21695433e-01 1.04527439e-01 5.22637194e-02
1.68067620e+01 2.19607983e-01 1.02410659e-01 5.12053297e-02
1.68385930e+01 2.17428348e-01 1.00282657e-01 5.01413284e-02
1.68704240e+01 2.15159861e-01 9.81541900e-02 4.90770950e-02
1.69022550e+01 2.12807713e-01 9.60350778e-02 4.80175389e-02
1.69340859e+01 2.10377580e-01 9.39387127e-02 4.69693563e-02
1.69659169e+01 2.07872601e-01 9.18755287e-02 4.59377643e-02
1.69977479e+01 2.05299191e-01 8.98580681e-02 4.49290340e-02
1.70295789e+01 2.02660446e-01 8.78971181e-02 4.39485590e-02
1.70614099e+01 1.99961887e-01 8.60049150e-02 4.30024575e-02
1.70932409e+01 1.97206870e-01 8.41918279e-02 4.20959139e-02
1.71250719e+01 1.94400736e-01 8.24690302e-02 4.12345151e-02
1.71569029e+01 1.91547256e-01 8.08462506e-02 4.04231253e-02
1.71887339e+01 1.88649418e-01 7.93308210e-02 3.96654105e-02
1.72205648e+01 1.85711854e-01 7.79307802e-02 3.89653901e-02
1.72523958e+01 1.82737458e-01 7.66514166e-02 3.83257083e-02
1.72842268e+01 1.79729314e-01 7.54961937e-02 3.77480968e-02
1.73160578e+01 1.76690998e-01 7.44680041e-02 3.72340021e-02
1.73478888e+01 1.73624571e-01 7.35661017e-02 3.67830509e-02
1.73797198e+01 1.70533209e-01 7.27898990e-02 3.63949495e-02
1.74115508e+01 1.67418526e-01 7.21348194e-02 3.60674097e-02
1.74433818e+01 1.64282699e-01 7.15957432e-02 3.57978716e-02
1.74752128e+01 1.61127355e-01 7.11661725e-02 3.55830862e-02
1.75070437e+01 1.57954133e-01 7.08379781e-02 3.54189891e-02
1.75388747e+01 1.54763849e-01 7.06022150e-02 3.53011075e-02
1.75707057e+01 1.51557834e-01 7.04495724e-02 3.52247862e-02
1.76025367e+01 1.48336597e-01 7.03697693e-02 3.51848846e-02
1.76343677e+01 1.45100581e-01 7.03533504e-02 3.51766752e-02
1.76661987e+01 1.41850253e-01 7.03908320e-02 3.51954160e-02
1.76980297e+01 1.38585538e-01 7.04732920e-02 3.52366460e-02
1.77298607e+01 1.35306069e-01 7.05924791e-02 3.52962396e-02
1.77616916e+01 1.32011883e-01 7.07416154e-02 3.53708077e-02
1.77935226e+01 1.28702210e-01 7.09148310e-02 3.54574155e-02
1.78253536e+01 1.25376412e-01 7.11076932e-02 3.55538466e-02
1.78571846e+01 1.22033850e-01 7.13168635e-02 3.56584318e-02
1.78890156e+01 1.18673507e-01 7.15407725e-02 3.57703862e-02
1.79208466e+01 1.15294385e-01 7.17790563e-02 3.58895282e-02
1.79526776e+01 1.11895549e-01 7.20328198e-02 3.60164099e-02
1.79845086e+01 1.08475981e-01 7.23041778e-02 3.61520889e-02
1.80163396e+01 1.05034487e-01 7.25968979e-02 3.62984489e-02
1.80481705e+01 1.01569850e-01 7.29152908e-02 3.64576454e-02
1.80800015e+01 9.80812159e-02 7.32649992e-02 3.66324996e-02
1.81118325e+01 9.45672905e-02 7.36519668e-02 3.68259834e-02
1.81436635e+01 9.10272752e-02 7.40827268e-02 3.70413634e-02
1.81754945e+01 8.74602284e-02 7.45640834e-02 3.72820417e-02
1.82073255e+01 8.38654614e-02 7.51024988e-02 3.75512494e-02
1.82391565e+01 8.02423171e-02 7.57044614e-02 3.78522307e-02
1.82709875e+01 7.65903720e-02 7.63757541e-02 3.81878771e-02
1.83028185e+01 7.29092825e-02 7.71210556e-02 3.85605278e-02
1.83346494e+01 6.91988445e-02 7.79445325e-02 3.89722663e-02
1.83664804e+01 6.54594011e-02 7.88484169e-02 3.94242085e-02
1.83983114e+01 6.16912043e-02 7.98342719e-02 3.99171360e-02
1.84301424e+01 5.78948072e-02 8.09016221e-02 4.04508110e-02
1.84619734e+01 5.40709678e-02 8.20484631e-02 4.10242316e-02
1.84938044e+01 5.02210133e-02 8.32716281e-02 4.16358141e-02
1.85256354e+01 4.63462072e-02 8.45658923e-02 4.22829461e-02
1.85574664e+01 4.24482240e-02 8.59252636e-02 4.29626318e-02
1.85892974e+01 3.85291111e-02 8.73417081e-02 4.36708540e-02
1.86211283e+01 3.45910737e-02 8.88065729e-02 4.44032864e-02
1.86529593e+01 3.06366897e-02 9.03098643e-02 4.51549321e-02
1.86847903e+01 2.66687142e-02 9.18407653e-02 4.59203827e-02
1.87166213e+01 2.26904581e-02 9.33881386e-02 4.66940693e-02
1.87484523e+01 1.87053020e-02 9.49399284e-02 4.74699642e-02
1.87802833e+01 1.47169802e-02 9.64841649e-02 4.82420825e-02
1.88121143e+01 1.07295493e-02 9.80086092e-02 4.90043046e-02
1.88439453e+01 6.74724929e-03 9.95011714e-02 4.97505857e-02
1.88757763e+01 2.77454736e-03 1.00949711e-01 5.04748554e-02
1.89076072e+01 -1.18365185e-03 1.02342694e-01 5.11713471e-02
1.89394382e+01 -5.12243682e-03 1.03668894e-01 5.18344470e-02
1.89712692e+01 -9.03654089e-03 1.04917805e-01 5.24589025e-02
1.90031002e+01 -1.29206519e-02 1.06079508e-01 5.30397539e-02
1.90349312e+01 -1.67691279e-02 1.07144648e-01 5.35723239e-02
1.90667622e+01 -2.05763490e-02 1.08105013e-01 5.40525067e-02
1.90985932e+01 -2.43362683e-02 1.08953112e-01 5.44765562e-02
1.91304242e+01 -2.80431735e-02 1.09682647e-01 5.48413236e-02
1.91622551e+01 -3.16910493e-02 1.10288097e-01 5.51440487e-02
1.91940861e+01 -3.52737918e-02 1.10765405e-01 5.53827024e-02
1.92259171e+01 -3.87851814e-02 1.11111187e-01 5.55555935e-02
1.92577481e+01 -4.22194739e-02 1.11323646e-01 5.56618232e-02
1.92895791e+01 -4.55703512e-02 1.11401956e-01 5.57009780e-02
1.93214101e+01 -4.88321473e-02 1.11346632e-01 5.56733161e-02
1.93532411e+01 -5.19987645e-02 1.11159644e-01 5.55798219e-02
1.93850721e+01 -5.50645983e-02 1.10843764e-01 5.54218821e-02
1.94169031e+01 -5.80240565e-02 1.10403546e-01 5.52017732e-02
1.94487340e+01 -6.08716798e-02 1.09844824e-01 5.49224120e-02
1.94805650e+01 -6.36024132e-02 1.09174329e-01 5.45871645e-02
1.95123960e+01 -6.62109363e-02 1.08400611e-01 5.42003053e-02
1.95442270e+01 -6.86931420e-02 1.07533315e-01 5.37666573e-02
1.95760580e+01 -7.10442976e-02 1.06583275e-01 5.32916376e-02
1.96078890e+01 -7.32602138e-02 1.05562649e-01 5.27813246e-02
1.96397200e+01 -7.53373331e-02 1.04484664e-01 5.22423321e-02
1.96715510e+01 -7.72722181e-02 1.03363803e-01 5.16819017e-02
1.97033820e+01 -7.90615769e-02 1.02215188e-01 5.11075942e-02
1.97352129e+01 -8.07029513e-02 1.01055230e-01 5.05276149e-02
1.97670439e+01 -8.21942437e-02 9.99005390e-02 4.99502695e-02
1.97988749e+01 -8.35332740e-02 9.87684569e-02 4.93842284e-02
1.98307059e+01 -8.47187342e-02 9.76763011e-02 4.88381505e-02
1.98625369e+01 -8.57497778e-02 9.66415118e-02 4.83207559e-02
1.98943679e+01 -8.66259433e-02 9.56811074e-02 4.78405537e-02
1.99261989e+01 -8.73469149e-02 9.48110627e-02 4.74055313e-02
1.99580299e+01 -8.79131033e-02 9.40465471e-02 4.70232735e-02
1.99898609e+01 -8.83254310e-02 9.34008992e-02 4.67004496e-02
2.00216918e+01 -8.85850417e-02 9.28858494e-02 4.64429247e-02
2.00535228e+01 -8.86940963e-02 9.25104359e-02 4.62552180e-02
2.00853538e+01 -8.86542505e-02 9.22818827e-02 4.61409413e-02
2.01171848e+01 -8.84683603e-02 9.22039690e-02 4.61019845e-02
2.01490158e+01 -8.81394396e-02 9.22777681e-02 4.61388840e-02
2.01808468e+01 -8.76710144e-02 9.25019307e-02 4.62509653e-02
2.02126778e+01 -8.70666104e-02 9.28717459e-02 4.64358729e-02
2.02445088e+01 -8.63308783e-02 9.33802428e-02 4.66901214e-02
2.02763397e+01 -8.54680200e-02 9.40176854e-02 4.70088427e-02
2.03081707e+01 -8.44832168e-02 9.47727849e-02 4.73863925e-02
2.03400017e+01 -8.33817575e-02 9.56322865e-02 4.78161432e-02
2.03718327e+01 -8.21689562e-02 9.65815190e-02 4.82907595e-02
2.04036637e+01 -8.08508345e-02 9.76051295e-02 4.88025648e-02
2.04354947e+01 -7.94333574e-02 9.86872615e-02 4.93436307e-02
2.04673257e+01 -7.79230394e-02 9.98113806e-02 4.99056903e-02
2.04991567e+01 -7.63261044e-02 1.00961911e-01 5.04809554e-02
2.05309877e+01 -7.46494084e-02 1.02122641e-01 5.10613203e-02
2.05628186e+01 -7.28997027e-02 1.03278550e-01 5.16392750e-02
2.05946496e+01 -7.10839267e-02 1.04415364e-01 5.22076822e-02
2.06264806e+01 -6.92089835e-02 1.05519036e-01 5.27595180e-02
2.06583116e+01 -6.72820708e-02 1.06577646e-01 5.32888231e-02
2.06901426e+01 -6.53101158e-02 1.07579220e-01 5.37896102e-02
2.07219736e+01 -6.33003091e-02 1.08513053e-01 5.42565265e-02
2.07538046e+01 -6.12594403e-02 1.09370470e-01 5.46852351e-02
2.07856356e+01 -5.91947689e-02 1.10142645e-01 5.50713226e-02
2.08174666e+01 -5.71130180e-02 1.10823089e-01 5.54115446e-02
2.08492975e+01 -5.50207401e-02 1.11405402e-01 5.57027008e-02
2.08811285e+01 -5.29249174e-02 1.11884930e-01 5.59424649e-02
2.09129595e+01 -5.08316032e-02 1.12257581e-01 5.61287907e-02
2.09447905e+01 -4.87472996e-02 1.12520826e-01 5.62604132e-02
2.09766215e+01 -4.66777501e-02 1.12672823e-01 5.63364116e-02
2.10084525e+01 -4.46288944e-02 1.12712413e-01 5.63562067e-02
2.10402835e+01 -4.26060782e-02 1.12639596e-01 5.63197978e-02
2.10721145e+01 -4.06146659e-02 1.12455125e-01 5.62275626e-02
2.11039455e+01 -3.86595180e-02 1.12160350e-01 5.60801751e-02
2.11357764e+01 -3.67452939e-02 1.11757530e-01 5.58787650e-02
2.11676074e+01 -3.48760793e-02 1.11249410e-01 5.56247050e-02
2.11994384e+01 -3.30561569e-02 1.10639202e-01 5.53196009e-02
2.12312694e+01 -3.12888063e-02 1.09930671e-01 5.49653356e-02
2.12631004e+01 -2.95775847e-02 1.09128044e-01 5.45640219e-02
2.12949314e+01 -2.79251146e-02 1.08236195e-01 5.41180975e-02
2.13267624e+01 -2.63341256e-02 1.07259457e-01 5.36297286e-02
2.13585934e+01 -2.48067029e-02 1.06203452e-01 5.31017258e-02
2.13904244e+01 -2.33447420e-02 1.05072922e-01 5.25364611e-02
2.14222553e+01 -2.19496963e-02 1.03873378e-01 5.19366888e-02
2.14540863e+01 -2.06225136e-02 1.02610219e-01 5.13051095e-02
2.14859173e+01 -1.93641417e-02 1.01288878e-01 5.06444389e-02
2.15177483e+01 -1.81748333e-02 9.99142197e-02 4.99571099e-02
2.15495793e+01 -1.70549044e-02 9.84917313e-02 4.92458656e-02
2.15814103e+01 -1.60039759e-02 9.70259004e-02 4.85129502e-02
2.16132413e+01 -1.50214790e-02 9.55217717e-02 4.77608859e-02
2.16450723e+01 -1.41064660e-02 9.39835203e-02 4.69917601e-02
2.16769032e+01 -1.32580523e-02 9.24152573e-02 4.62076286e-02
2.17087342e+01 -1.24747339e-02 9.08206588e-02 4.54103294e-02
2.17405652e+01 -1.17548618e-02 8.92031722e-02 4.46015861e-02
2.17723962e+01 -1.10965529e-02 8.75657425e-02 4.37828712e-02
2.18042272e+01 -1.04979053e-02 8.59110717e-02 4.29555359e-02
2.18360582e+01 -9.95624615e-03 8.42413254e-02 4.21206627e-02
2.18678892e+01 -9.46952192e-03 8.25584716e-02 4.12792358e-02
2.18997202e+01 -9.03490181e-03 8.08637319e-02 4.04318659e-02
2.19315512e+01 -8.64984759e-03 7.91587466e-02 3.95793733e-02
2.19633821e+01 -8.31130163e-03 7.74439383e-02 3.87219691e-02
2.19952131e+01 -8.01648307e-03 7.57199849e-02 3.78599924e-02
2.20270441e+01 -7.76235070e-03 7.39874389e-02 3.69937194e-02
2.20588751e+01 -7.54566936e-03 7.22460172e-02 3.61230086e-02
2.20907061e+01 -7.36378518e-03 7.04959590e-02 3.52479795e-02
2.21225371e+01 -7.21305857e-03 6.87369480e-02 3.43684740e-02
2.21543681e+01 -7.09062085e-03 6.69688388e-02 3.34844194e-02
2.21861991e+01 -6.99363490e-03 6.51911218e-02 3.25955609e-02
2.22180301e+01 -6.91867600e-03 6.34036473e-02 3.17018236e-02
2.22498610e+01 -6.86309659e-03 6.16060078e-02 3.08030039e-02
2.22816920e+01 -6.82385106e-03 5.97983017e-02 2.98991508e-02
2.23135230e+01 -6.79820782e-03 5.79800671e-02 2.89900335e-02
2.23453540e+01 -6.78336137e-03 5.61517410e-02 2.80758705e-02
2.23771850e+01 -6.77683856e-03 5.43135670e-02 2.71567835e-02
2.24090160e+01 -6.77612960e-03 5.24656860e-02 2.62328430e-02
2.24408470e+01 -6.77896354e-03 5.06092056e-02 2.53046028e-02
2.24726780e+01 -6.78317749e-03 4.87445816e-02 2.43722908e-02
2.25045090e+01 -6.78670334e-03 4.68733819e-02 2.34366909e-02
2.25363399e+01 -6.78772697e-03 4.49969510e-02 2.24984755e-02
2.25681709e+01 -6.78458025e-03 4.31167968e-02 2.15583984e-02
2.26000019e+01 -6.77579724e-03 4.12349213e-02 2.06174606e-02
2.26318329e+01 -6.75986776e-03 3.93537872e-02 1.96768936e-02
2.26636639e+01 -6.73578082e-03 3.74750962e-02 1.87375481e-02
2.26954949e+01 -6.70250015e-03 3.56019813e-02 1.78009906e-02
2.27273259e+01 -6.65918537e-03 3.37372719e-02 1.68686360e-02
2.27591569e+01 -6.60526778e-03 3.18838870e-02 1.59419435e-02
2.27909879e+01 -6.54019766e-03 3.00450766e-02 1.50225383e-02
2.28228188e+01 -6.46357062e-03 2.82242164e-02 1.41121082e-02
2.28546498e+01 -6.37532346e-03 2.64249521e-02 1.32124761e-02
2.28864808e+01 -6.27553643e-03 2.46509759e-02 1.23254880e-02
2.29183118e+01 -6.16421459e-03 2.29063524e-02 1.14531762e-02
2.29501428e+01 -6.04173769e-03 2.11949799e-02 1.05974900e-02
2.29819738e+01 -5.90840340e-03 1.95212748e-02 9.76063740e-03
2.30138048e+01 -5.76461013e-03 1.78895291e-02 8.94476457e-03
2.30456358e+01 -5.61128603e-03 1.63048774e-02 8.15243870e-03
2.30774667e+01 -5.44898733e-03 1.47724971e-02 7.38624854e-03
2.31092977e+01 -5.27847746e-03 1.32984519e-02 6.64922595e-03
2.31411287e+01 -5.10078448e-03 1.18893777e-02 5.94468887e-03
2.31729597e+01 -4.91684924e-03 1.05538755e-02 5.27693776e-03
2.32047907e+01 -4.72771244e-03 9.30201954e-03 4.65100977e-03
2.32366217e+01 -4.53420182e-03 8.14731562e-03 4.07365781e-03
2.32684527e+01 -4.33767717e-03 7.10749295e-03 3.55374648e-03
2.33002837e+01 -4.13902944e-03 6.20602645e-03 3.10301322e-03
2.33321147e+01 -3.93958555e-03 5.47228942e-03 2.73614471e-03
2.33639456e+01 -3.74033122e-03 4.93861650e-03 2.46930825e-03
2.33957766e+01 -3.54247964e-03 4.62971549e-03 2.31485774e-03
2.34276076e+01 -3.34696599e-03 4.54763206e-03 2.27381603e-03
2.34594386e+01 -3.15499082e-03 4.66365895e-03 2.33182947e-03
2.34912696e+01 -2.96756512e-03 4.92755587e-03 2.46377794e-03
2.35231006e+01 -2.78563038e-03 5.28573361e-03 2.64286681e-03
2.35549316e+01 -2.61014706e-03 5.69346514e-03 2.84673257e-03
2.35867626e+01 -2.44194921e-03 6.11800528e-03 3.05900264e-03
2.36185936e+01 -2.28187722e-03 6.53693669e-03 3.26846835e-03
2.36504245e+01 -2.13064512e-03 6.93541678e-03 3.46770839e-03
2.36822555e+01 -1.98887845e-03 7.30383343e-03 3.65191672e-03
2.37140865e+01 -1.85719455e-03 7.63612430e-03 3.81806215e-03
2.37459175e+01 -1.73605406e-03 7.92870870e-03 3.96435435e-03
2.37777485e+01 -1.62585809e-03 8.17964518e-03 4.08982259e-03
2.38095795e+01 -1.52693667e-03 8.38827644e-03 4.19413822e-03
2.38414105e+01 -1.43950063e-03 8.55487423e-03 4.27743712e-03
2.38732415e+01 -1.36370993e-03 8.68032620e-03 4.34016310e-03
2.39050725e+01 -1.29957625e-03 8.76611074e-03 4.38305537e-03
2.39369034e+01 -1.24709111e-03 8.81406599e-03 4.40703299e-03
2.39687344e+01 -1.20611109e-03 8.82642148e-03 4.41321074e-03
2.40005654e+01 -1.17643588e-03 8.80555810e-03 4.40277905e-03
2.40323964e+01 -1.15777103e-03 8.75417032e-03 4.37708516e-03
2.40642274e+01 -1.14976775e-03 8.67501953e-03 4.33750976e-03
2.40960584e+01 -1.15198120e-03 8.57100349e-03 4.28550174e-03
2.41278894e+01 -1.16390777e-03 8.44510679e-03 4.22255339e-03
2.41597204e+01 -1.18498826e-03 8.30033627e-03 4.15016813e-03
2.41915513e+01 -1.21459333e-03 8.13965977e-03 4.06982989e-03
2.42233823e+01 -1.25207032e-03 7.96606602e-03 3.98303301e-03
2.42552133e+01 -1.29668682e-03 7.78243640e-03 3.89121820e-03
2.42870443e+01 -1.34768409e-03 7.59155201e-03 3.79577600e-03
2.43188753e+01 -1.40429231e-03 7.39605286e-03 3.69802643e-03
2.43507063e+01 -1.46569966e-03 7.19838535e-03 3.59919267e-03
2.43825373e+01 -1.53106360e-03 7.00083847e-03 3.50041924e-03
2.44143683e+01 -1.59955720e-03 6.80537807e-03 3.40268903e-03
