# omega_THz  G_like_smoothed_interp  G_like_used_for_integration  region_flag
# region_flag: 0=elastic_like (omega<=cutoff), 1=inelastic_sensitive (omega>cutoff)
3.819718634205487851e-01 8.331554690343633496e+00 8.331554690343633496e+00 0.000000000000000000e+00
3.947042588679004482e-01 9.078061636418988556e+00 9.078061636418988556e+00 0.000000000000000000e+00
4.074366543152521114e-01 9.622559812043078864e+00 9.622559812043078864e+00 0.000000000000000000e+00
4.201690497626037191e-01 9.863254252894892105e+00 9.863254252894892105e+00 0.000000000000000000e+00
4.329014452099553822e-01 9.739417943394713006e+00 9.739417943394713006e+00 0.000000000000000000e+00
4.456338406573069344e-01 9.252168235330671564e+00 9.252168235330671564e+00 0.000000000000000000e+00
4.583662361046585421e-01 8.473605942201348995e+00 8.473605942201348995e+00 0.000000000000000000e+00
4.710986315520102052e-01 7.539542011538258315e+00 7.539542011538258315e+00 0.000000000000000000e+00
4.838310269993618684e-01 6.624852539239258320e+00 6.624852539239258320e+00 0.000000000000000000e+00
4.965634224467134761e-01 5.905920992010726955e+00 5.905920992010726955e+00 0.000000000000000000e+00
5.092958178940650837e-01 5.519338355424957321e+00 5.519338355424957321e+00 0.000000000000000000e+00
5.220282133414166914e-01 5.528382580276094416e+00 5.528382580276094416e+00 0.000000000000000000e+00
5.347606087887682991e-01 5.907112131181097681e+00 5.907112131181097681e+00 0.000000000000000000e+00
5.474930042361200178e-01 6.547618232148024298e+00 6.547618232148024298e+00 0.000000000000000000e+00
5.602253996834716254e-01 7.288991684630718559e+00 7.288991684630718559e+00 0.000000000000000000e+00
5.729577951308232331e-01 7.959740071259546745e+00 7.959740071259546745e+00 0.000000000000000000e+00
5.856901905781748408e-01 8.421343393469484795e+00 8.421343393469484795e+00 0.000000000000000000e+00
5.984225860255264484e-01 8.600024810079764492e+00 8.600024810079764492e+00 0.000000000000000000e+00
6.111549814728780561e-01 8.497997942557443452e+00 8.497997942557443452e+00 0.000000000000000000e+00
6.238873769202297748e-01 8.181492236986077415e+00 8.181492236986077415e+00 0.000000000000000000e+00
6.366197723675813824e-01 7.751259093280778778e+00 7.751259093280778778e+00 0.000000000000000000e+00
6.493521678149329901e-01 7.305541140360652719e+00 7.305541140360652719e+00 0.000000000000000000e+00
6.620845632622845978e-01 6.908491236552065651e+00 6.908491236552065651e+00 0.000000000000000000e+00
6.748169587096363164e-01 6.573633554913300259e+00 6.573633554913300259e+00 0.000000000000000000e+00
6.875493541569879241e-01 6.266730750087136315e+00 6.266730750087136315e+00 0.000000000000000000e+00
7.002817496043395318e-01 5.925611682012968728e+00 5.925611682012968728e+00 0.000000000000000000e+00
7.130141450516912505e-01 5.488474147541357873e+00 5.488474147541357873e+00 0.000000000000000000e+00
7.257465404990427471e-01 4.920153188509844178e+00 4.920153188509844178e+00 0.000000000000000000e+00
7.384789359463943548e-01 4.226957626099552279e+00 4.226957626099552279e+00 0.000000000000000000e+00
7.512113313937459624e-01 3.455632821062057936e+00 3.455632821062057936e+00 0.000000000000000000e+00
7.639437268410975701e-01 2.677923615481919040e+00 2.677923615481919040e+00 0.000000000000000000e+00
7.766761222884492888e-01 1.967465705818752353e+00 1.967465705818752353e+00 0.000000000000000000e+00
7.894085177358008965e-01 1.378008878198643927e+00 1.378008878198643927e+00 0.000000000000000000e+00
8.021409131831525041e-01 9.312705511927501512e-01 9.312705511927501512e-01 0.000000000000000000e+00
8.148733086305042228e-01 6.183277220778921057e-01 6.183277220778921057e-01 0.000000000000000000e+00
8.276057040778558305e-01 4.128931088799848714e-01 4.128931088799848714e-01 0.000000000000000000e+00
8.403380995252074381e-01 2.904482185876717804e-01 2.904482185876717804e-01 0.000000000000000000e+00
8.530704949725590458e-01 2.443922428072677622e-01 2.443922428072677622e-01 0.000000000000000000e+00
8.658028904199107645e-01 2.919165874941558880e-01 2.919165874941558880e-01 0.000000000000000000e+00
8.785352858672622611e-01 4.661886809631404782e-01 4.661886809631404782e-01 0.000000000000000000e+00
8.912676813146138688e-01 7.969466302343629627e-01 7.969466302343629627e-01 0.000000000000000000e+00
9.040000767619654765e-01 1.286745481533542623e+00 1.286745481533542623e+00 0.000000000000000000e+00
9.167324722093170841e-01 1.892385990288791398e+00 1.892385990288791398e+00 0.000000000000000000e+00
9.294648676566688028e-01 2.520176417085640441e+00 2.520176417085640441e+00 0.000000000000000000e+00
9.421972631040204105e-01 3.039302274275364812e+00 3.039302274275364812e+00 0.000000000000000000e+00
9.549296585513720181e-01 3.311377434686426646e+00 3.311377434686426646e+00 0.000000000000000000e+00
9.676620539987237368e-01 3.228313924398597656e+00 3.228313924398597656e+00 0.000000000000000000e+00
9.803944494460753445e-01 2.747075779775820070e+00 2.747075779775820070e+00 0.000000000000000000e+00
9.931268448934269522e-01 1.909784000914433788e+00 1.909784000914433788e+00 0.000000000000000000e+00
1.005859240340778671e+00 8.418539472944541746e-01 8.418539472944541746e-01 0.000000000000000000e+00
1.018591635788130167e+00 -2.727974334726001038e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.031324031235481886e+00 -1.233107325175722746e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.044056426682833383e+00 -1.867306713172445232e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.056788822130185101e+00 -2.071246604827356119e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.069521217577536598e+00 -1.828062366877827305e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.082253613024888317e+00 -1.204540013090564576e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.094986008472240036e+00 -3.268728327754376051e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.107718403919591532e+00 6.554490999750520741e-01 6.554490999750520741e-01 0.000000000000000000e+00
1.120450799366943251e+00 1.605978157931236661e+00 1.605978157931236661e+00 0.000000000000000000e+00
1.133183194814294747e+00 2.427364539499056839e+00 2.427364539499056839e+00 0.000000000000000000e+00
1.145915590261646466e+00 3.071436679238872980e+00 3.071436679238872980e+00 0.000000000000000000e+00
1.158647985708998185e+00 3.533463751843938017e+00 3.533463751843938017e+00 0.000000000000000000e+00
1.171380381156349682e+00 3.836551749008530798e+00 3.836551749008530798e+00 0.000000000000000000e+00
1.184112776603701400e+00 4.014217007954882455e+00 4.014217007954882455e+00 0.000000000000000000e+00
1.196845172051052897e+00 4.098512767526043099e+00 4.098512767526043099e+00 0.000000000000000000e+00
1.209577567498404616e+00 4.116941693292059945e+00 4.116941693292059945e+00 0.000000000000000000e+00
1.222309962945756112e+00 4.096507858940161562e+00 4.096507858940161562e+00 0.000000000000000000e+00
1.235042358393107831e+00 4.069985300627291025e+00 4.069985300627291025e+00 0.000000000000000000e+00
1.247774753840459550e+00 4.078079987279605412e+00 4.078079987279605412e+00 0.000000000000000000e+00
1.260507149287811046e+00 4.163948472197839479e+00 4.163948472197839479e+00 0.000000000000000000e+00
1.273239544735162765e+00 4.360707797455787293e+00 4.360707797455787293e+00 0.000000000000000000e+00
1.285971940182514484e+00 4.676412382877169094e+00 4.676412382877169094e+00 0.000000000000000000e+00
1.298704335629865980e+00 5.083697650707264870e+00 5.083697650707264870e+00 0.000000000000000000e+00
1.311436731077217699e+00 5.519528094407848862e+00 5.519528094407848862e+00 0.000000000000000000e+00
1.324169126524569196e+00 5.897140293524715027e+00 5.897140293524715027e+00 0.000000000000000000e+00
1.336901521971920914e+00 6.127156646061610701e+00 6.127156646061610701e+00 0.000000000000000000e+00
1.349633917419272633e+00 6.140733524392921083e+00 6.140733524392921083e+00 0.000000000000000000e+00
1.362366312866624130e+00 5.907259705945568484e+00 5.907259705945568484e+00 0.000000000000000000e+00
1.375098708313975848e+00 5.440428020651520313e+00 5.440428020651520313e+00 0.000000000000000000e+00
1.387831103761327567e+00 4.792026669785407478e+00 4.792026669785407478e+00 0.000000000000000000e+00
1.400563499208679064e+00 4.036802271551671595e+00 4.036802271551671595e+00 0.000000000000000000e+00
1.413295894656030782e+00 3.254852083472282054e+00 3.254852083472282054e+00 0.000000000000000000e+00
1.426028290103382501e+00 2.517894911226922883e+00 2.517894911226922883e+00 0.000000000000000000e+00
1.438760685550733776e+00 1.882804698705526913e+00 1.882804698705526913e+00 0.000000000000000000e+00
1.451493080998085494e+00 1.391858137380948879e+00 1.391858137380948879e+00 0.000000000000000000e+00
1.464225476445436991e+00 1.075713568340351589e+00 1.075713568340351589e+00 0.000000000000000000e+00
1.476957871892788710e+00 9.547954443970345650e-01 9.547954443970345650e-01 0.000000000000000000e+00
1.489690267340140206e+00 1.036472384362115084e+00 1.036472384362115084e+00 0.000000000000000000e+00
1.502422662787491925e+00 1.308882750309617649e+00 1.308882750309617649e+00 0.000000000000000000e+00
1.515155058234843644e+00 1.735557233980250524e+00 1.735557233980250524e+00 0.000000000000000000e+00
1.527887453682195140e+00 2.255627569662587817e+00 2.255627569662587817e+00 0.000000000000000000e+00
1.540619849129546859e+00 2.792851363503729534e+00 2.792851363503729534e+00 0.000000000000000000e+00
1.553352244576898578e+00 3.272305961687331344e+00 3.272305961687331344e+00 0.000000000000000000e+00
1.566084640024250074e+00 3.639826155125319485e+00 3.639826155125319485e+00 0.000000000000000000e+00
1.578817035471601793e+00 3.876972476997072814e+00 3.876972476997072814e+00 0.000000000000000000e+00
1.591549430918953512e+00 4.005205460373021609e+00 4.005205460373021609e+00 0.000000000000000000e+00
1.604281826366305008e+00 4.077191376376399390e+00 4.077191376376399390e+00 0.000000000000000000e+00
1.617014221813656727e+00 4.157966423709471115e+00 4.157966423709471115e+00 0.000000000000000000e+00
1.629746617261008446e+00 4.303134665413900883e+00 4.303134665413900883e+00 0.000000000000000000e+00
1.642479012708359942e+00 4.541988638131672751e+00 4.541988638131672751e+00 0.000000000000000000e+00
1.655211408155711661e+00 4.871552602147779965e+00 4.871552602147779965e+00 0.000000000000000000e+00
1.667943803603063158e+00 5.262297901197086070e+00 5.262297901197086070e+00 0.000000000000000000e+00
1.680676199050414876e+00 5.671843171134504757e+00 5.671843171134504757e+00 0.000000000000000000e+00
1.693408594497766595e+00 6.059689680167419823e+00 6.059689680167419823e+00 0.000000000000000000e+00
1.706140989945118092e+00 6.396501673329963111e+00 6.396501673329963111e+00 0.000000000000000000e+00
1.718873385392469810e+00 6.664999199808069541e+00 6.664999199808069541e+00 0.000000000000000000e+00
1.731605780839821529e+00 6.853883303170580810e+00 6.853883303170580810e+00 0.000000000000000000e+00
1.744338176287173026e+00 6.949978719266639793e+00 6.949978719266639793e+00 0.000000000000000000e+00
1.757070571734524522e+00 6.934716326303980161e+00 6.934716326303980161e+00 0.000000000000000000e+00
1.769802967181876019e+00 6.788639445692595586e+00 6.788639445692595586e+00 0.000000000000000000e+00
1.782535362629227738e+00 6.503440672298241410e+00 6.503440672298241410e+00 0.000000000000000000e+00
1.795267758076579456e+00 6.096861655126683210e+00 6.096861655126683210e+00 0.000000000000000000e+00
1.808000153523930953e+00 5.623030709574878827e+00 5.623030709574878827e+00 0.000000000000000000e+00
1.820732548971282672e+00 5.172600905246294900e+00 5.172600905246294900e+00 0.000000000000000000e+00
1.833464944418634168e+00 4.859647535076831559e+00 4.859647535076831559e+00 0.000000000000000000e+00
1.846197339865985887e+00 4.798223755787718758e+00 4.798223755787718758e+00 0.000000000000000000e+00
1.858929735313337606e+00 5.074793621882375483e+00 5.074793621882375483e+00 0.000000000000000000e+00
1.871662130760689102e+00 5.725080767417332517e+00 5.725080767417332517e+00 0.000000000000000000e+00
1.884394526208040821e+00 6.721993627952139505e+00 6.721993627952139505e+00 0.000000000000000000e+00
1.897126921655392540e+00 7.978165834709182391e+00 7.978165834709182391e+00 0.000000000000000000e+00
1.909859317102744036e+00 9.361960697780538965e+00 9.361960697780538965e+00 0.000000000000000000e+00
1.922591712550095755e+00 1.072202142771370426e+01 1.072202142771370426e+01 0.000000000000000000e+00
1.935324107997447474e+00 1.191390996165673322e+01 1.191390996165673322e+01 0.000000000000000000e+00
1.948056503444798970e+00 1.282365673345142376e+01 1.282365673345142376e+01 0.000000000000000000e+00
1.960788898892150689e+00 1.338237479173773536e+01 1.338237479173773536e+01 0.000000000000000000e+00
1.973521294339502408e+00 1.357235621888463228e+01 1.357235621888463228e+01 0.000000000000000000e+00
1.986253689786853904e+00 1.342426494273822080e+01 1.342426494273822080e+01 0.000000000000000000e+00
1.998986085234205623e+00 1.300761921841883684e+01 1.300761921841883684e+01 0.000000000000000000e+00
2.011718480681557342e+00 1.241709879838907682e+01 1.241709879838907682e+01 0.000000000000000000e+00
2.024450876128908838e+00 1.175677551476464977e+01 1.175677551476464977e+01 0.000000000000000000e+00
2.037183271576260335e+00 1.112437548478900950e+01 1.112437548478900950e+01 0.000000000000000000e+00
2.049915667023612276e+00 1.059711193344418412e+01 1.059711193344418412e+01 0.000000000000000000e+00
2.062648062470963772e+00 1.022095439986281207e+01 1.022095439986281207e+01 0.000000000000000000e+00
2.075380457918315269e+00 1.000452546671183285e+01 1.000452546671183285e+01 0.000000000000000000e+00
2.088112853365666766e+00 9.919216711793126251e+00 9.919216711793126251e+00 0.000000000000000000e+00
2.100845248813018262e+00 9.905956065099967844e+00 9.905956065099967844e+00 0.000000000000000000e+00
2.113577644260370203e+00 9.888194388090450815e+00 9.888194388090450815e+00 0.000000000000000000e+00
2.126310039707721700e+00 9.789551199096353074e+00 9.789551199096353074e+00 0.000000000000000000e+00
2.139042435155073196e+00 9.552946687431298045e+00 9.552946687431298045e+00 0.000000000000000000e+00
2.151774830602425137e+00 9.157267120721368059e+00 9.157267120721368059e+00 0.000000000000000000e+00
2.164507226049776634e+00 8.627041533032521414e+00 8.627041533032521414e+00 0.000000000000000000e+00
2.177239621497128130e+00 8.031607927451346995e+00 8.031607927451346995e+00 0.000000000000000000e+00
2.189972016944480071e+00 7.472214187564853560e+00 7.472214187564853560e+00 0.000000000000000000e+00
2.202704412391831568e+00 7.058785593110933121e+00 7.058785593110933121e+00 0.000000000000000000e+00
2.215436807839183064e+00 6.881495595708520874e+00 6.881495595708520874e+00 0.000000000000000000e+00
2.228169203286535005e+00 6.984713602401215304e+00 6.984713602401215304e+00 0.000000000000000000e+00
2.240901598733886502e+00 7.351963944841314103e+00 7.351963944841314103e+00 0.000000000000000000e+00
2.253633994181237998e+00 7.907403735145448920e+00 7.907403735145448920e+00 0.000000000000000000e+00
2.266366389628589495e+00 8.535545179060648024e+00 8.535545179060648024e+00 0.000000000000000000e+00
2.279098785075941436e+00 9.113953927349198736e+00 9.113953927349198736e+00 0.000000000000000000e+00
2.291831180523292932e+00 9.549394352029395350e+00 9.549394352029395350e+00 0.000000000000000000e+00
2.304563575970644429e+00 9.805046549365782127e+00 9.805046549365782127e+00 0.000000000000000000e+00
2.317295971417996370e+00 9.909287038355166999e+00 9.909287038355166999e+00 0.000000000000000000e+00
2.330028366865347866e+00 9.941711322320314181e+00 9.941711322320314181e+00 0.000000000000000000e+00
2.342760762312699363e+00 1.000084663865466972e+01 1.000084663865466972e+01 0.000000000000000000e+00
2.355493157760051304e+00 1.016411703343236006e+01 1.016411703343236006e+01 0.000000000000000000e+00
2.368225553207402800e+00 1.045479610111588187e+01 1.045479610111588187e+01 0.000000000000000000e+00
2.380957948654754297e+00 1.082764690586764544e+01 1.082764690586764544e+01 0.000000000000000000e+00
2.393690344102105794e+00 1.117921637547726554e+01 1.117921637547726554e+01 0.000000000000000000e+00
2.406422739549457290e+00 1.137939521884909055e+01 1.137939521884909055e+01 0.000000000000000000e+00
2.419155134996809231e+00 1.131280737690896387e+01 1.131280737690896387e+01 0.000000000000000000e+00
2.431887530444160728e+00 1.091644264164970224e+01 1.091644264164970224e+01 0.000000000000000000e+00
2.444619925891512224e+00 1.019988283170730980e+01 1.019988283170730980e+01 0.000000000000000000e+00
2.457352321338864165e+00 9.242628580913098801e+00 9.242628580913098801e+00 0.000000000000000000e+00
2.470084716786215662e+00 8.170951182381022804e+00 8.170951182381022804e+00 0.000000000000000000e+00
2.482817112233567158e+00 7.123718489478068960e+00 7.123718489478068960e+00 0.000000000000000000e+00
2.495549507680919099e+00 6.219879978789512265e+00 6.219879978789512265e+00 0.000000000000000000e+00
2.508281903128270596e+00 5.538143596840374272e+00 5.538143596840374272e+00 0.000000000000000000e+00
2.521014298575622092e+00 5.113411829533452746e+00 5.113411829533452746e+00 0.000000000000000000e+00
2.533746694022974033e+00 4.947718046302061801e+00 4.947718046302061801e+00 0.000000000000000000e+00
2.546479089470325530e+00 5.027449529229233605e+00 5.027449529229233605e+00 0.000000000000000000e+00
2.559211484917677026e+00 5.337626385615726221e+00 5.337626385615726221e+00 0.000000000000000000e+00
2.571943880365028967e+00 5.866212839313486249e+00 5.866212839313486249e+00 0.000000000000000000e+00
2.584676275812380020e+00 6.597003072972705162e+00 6.597003072972705162e+00 0.000000000000000000e+00
2.597408671259731960e+00 7.495364451688475427e+00 7.495364451688475427e+00 0.000000000000000000e+00
2.610141066707083457e+00 8.495183480977894774e+00 8.495183480977894774e+00 0.000000000000000000e+00
2.622873462154435398e+00 9.495223872414021216e+00 9.495223872414021216e+00 0.000000000000000000e+00
2.635605857601786450e+00 1.037009978146972777e+01 1.037009978146972777e+01 0.000000000000000000e+00
2.648338253049138391e+00 1.099537405853235228e+01 1.099537405853235228e+01 0.000000000000000000e+00
2.661070648496489888e+00 1.128064661930894275e+01 1.128064661930894275e+01 0.000000000000000000e+00
2.673803043943841828e+00 1.120056622747434361e+01 1.120056622747434361e+01 0.000000000000000000e+00
2.686535439391193325e+00 1.081339329183069076e+01 1.081339329183069076e+01 0.000000000000000000e+00
2.699267834838545266e+00 1.025939762600744665e+01 1.025939762600744665e+01 0.000000000000000000e+00
2.712000230285896318e+00 9.736961877671735266e+00 9.736961877671735266e+00 0.000000000000000000e+00
2.724732625733248259e+00 9.460543802763391241e+00 9.460543802763391241e+00 0.000000000000000000e+00
2.737465021180599756e+00 9.610290024482797122e+00 9.610290024482797122e+00 0.000000000000000000e+00
2.750197416627951696e+00 1.028569755724705637e+01 1.028569755724705637e+01 0.000000000000000000e+00
2.762929812075303193e+00 1.147557180106561070e+01 1.147557180106561070e+01 0.000000000000000000e+00
2.775662207522655134e+00 1.305275601423767995e+01 1.305275601423767995e+01 0.000000000000000000e+00
2.788394602970006186e+00 1.479542424365449982e+01 1.479542424365449982e+01 0.000000000000000000e+00
2.801126998417358127e+00 1.643045776449910989e+01 1.643045776449910989e+01 0.000000000000000000e+00
2.813859393864709624e+00 1.768833235157486783e+01 1.768833235157486783e+01 0.000000000000000000e+00
2.826591789312061564e+00 1.835527541749127067e+01 1.835527541749127067e+01 0.000000000000000000e+00
2.839324184759413061e+00 1.831178302619081677e+01 1.831178302619081677e+01 0.000000000000000000e+00
2.852056580206765002e+00 1.754770414208883622e+01 1.754770414208883622e+01 0.000000000000000000e+00
2.864788975654116054e+00 1.615396590220852957e+01 1.615396590220852957e+01 0.000000000000000000e+00
2.877521371101467551e+00 1.429626314388674757e+01 1.429626314388674757e+01 0.000000000000000000e+00
2.890253766548819492e+00 1.217990398766614213e+01 1.217990398766614213e+01 0.000000000000000000e+00
2.902986161996170988e+00 1.001789890268926619e+01 1.001789890268926619e+01 0.000000000000000000e+00
2.915718557443522929e+00 8.008827654344363722e+00 8.008827654344363722e+00 0.000000000000000000e+00
2.928450952890873982e+00 6.327433521241264458e+00 6.327433521241264458e+00 0.000000000000000000e+00
2.941183348338225922e+00 5.123778956737524481e+00 5.123778956737524481e+00 0.000000000000000000e+00
2.953915743785577419e+00 4.523601876584075754e+00 4.523601876584075754e+00 0.000000000000000000e+00
2.966648139232929360e+00 4.622624332722865326e+00 4.622624332722865326e+00 0.000000000000000000e+00
2.979380534680280412e+00 5.471395530870249324e+00 5.471395530870249324e+00 0.000000000000000000e+00
2.992112930127632353e+00 7.053430737371564341e+00 7.053430737371564341e+00 0.000000000000000000e+00
3.004845325574983850e+00 9.265059945112655626e+00 9.265059945112655626e+00 0.000000000000000000e+00
3.017577721022335790e+00 1.190841912631296218e+01 1.190841912631296218e+01 0.000000000000000000e+00
3.030310116469687287e+00 1.470646828384244564e+01 1.470646828384244564e+01 0.000000000000000000e+00
3.043042511917039228e+00 1.734341850384288009e+01 1.734341850384288009e+01 0.000000000000000000e+00
3.055774907364390280e+00 1.952381456678919491e+01 1.952381456678919491e+01 0.000000000000000000e+00
3.068507302811742221e+00 2.103749946702041385e+01 2.103749946702041385e+01 0.000000000000000000e+00
3.081239698259093718e+00 2.181054878859129786e+01 2.181054878859129786e+01 0.000000000000000000e+00
3.093972093706445659e+00 2.192671121033900050e+01 2.192671121033900050e+01 0.000000000000000000e+00
3.106704489153797155e+00 2.160972061625579599e+01 2.160972061625579599e+01 0.000000000000000000e+00
3.119436884601149096e+00 2.116870397368952439e+01 2.116870397368952439e+01 0.000000000000000000e+00
3.132169280048500148e+00 2.091980859235497903e+01 2.091980859235497903e+01 0.000000000000000000e+00
3.144901675495852089e+00 2.110567900820590737e+01 2.110567900820590737e+01 0.000000000000000000e+00
3.157634070943203586e+00 2.183416075090661934e+01 2.183416075090661934e+01 0.000000000000000000e+00
3.170366466390555527e+00 2.305449864253377967e+01 2.305449864253377967e+01 0.000000000000000000e+00
3.183098861837907023e+00 2.457570985575301137e+01 2.457570985575301137e+01 0.000000000000000000e+00
3.195831257285258076e+00 2.612083872187110600e+01 2.612083872187110600e+01 0.000000000000000000e+00
3.208563652732610016e+00 2.739960567917408696e+01 2.739960567917408696e+01 0.000000000000000000e+00
3.221296048179961513e+00 2.817798877437512672e+01 2.817798877437512672e+01 0.000000000000000000e+00
3.234028443627313454e+00 2.832555299779128433e+01 2.832555299779128433e+01 0.000000000000000000e+00
3.246760839074664950e+00 2.782890066901953219e+01 2.782890066901953219e+01 0.000000000000000000e+00
3.259493234522016891e+00 2.677306647555885633e+01 2.677306647555885633e+01 0.000000000000000000e+00
3.272225629969367944e+00 2.530172499167613509e+01 2.530172499167613509e+01 0.000000000000000000e+00
3.284958025416719885e+00 2.357188522571367173e+01 2.357188522571367173e+01 0.000000000000000000e+00
3.297690420864071381e+00 2.172027519695361164e+01 2.172027519695361164e+01 0.000000000000000000e+00
3.310422816311423322e+00 1.984920638139261939e+01 1.984920638139261939e+01 0.000000000000000000e+00
3.323155211758774374e+00 1.803187586220819938e+01 1.803187586220819938e+01 0.000000000000000000e+00
3.335887607206126315e+00 1.632895794970703918e+01 1.632895794970703918e+01 0.000000000000000000e+00
3.348620002653477812e+00 1.480236025758462581e+01 1.480236025758462581e+01 0.000000000000000000e+00
3.361352398100829753e+00 1.351625672627653074e+01 1.351625672627653074e+01 0.000000000000000000e+00
3.374084793548181249e+00 1.252149740319753768e+01 1.252149740319753768e+01 0.000000000000000000e+00
3.386817188995533190e+00 1.182890795142703588e+01 1.182890795142703588e+01 0.000000000000000000e+00
3.399549584442884242e+00 1.138463517709326389e+01 1.138463517709326389e+01 0.000000000000000000e+00
3.412281979890236183e+00 1.106243308561332661e+01 1.106243308561332661e+01 0.000000000000000000e+00
3.425014375337587680e+00 1.068356123047115602e+01 1.068356123047115602e+01 0.000000000000000000e+00
3.437746770784939621e+00 1.006407188417578524e+01 1.006407188417578524e+01 0.000000000000000000e+00
3.450479166232291117e+00 9.079937944138688266e+00 9.079937944138688266e+00 0.000000000000000000e+00
3.463211561679643058e+00 7.728300676350968956e+00 7.728300676350968956e+00 0.000000000000000000e+00
3.475943957126994110e+00 6.163302976407803335e+00 6.163302976407803335e+00 0.000000000000000000e+00
3.488676352574346051e+00 4.688829745201922528e+00 4.688829745201922528e+00 0.000000000000000000e+00
3.501408748021697548e+00 3.703536289158268602e+00 3.703536289158268602e+00 0.000000000000000000e+00
3.514141143469049045e+00 3.608160827091735801e+00 3.608160827091735801e+00 0.000000000000000000e+00
3.526873538916400985e+00 4.698727795476069780e+00 4.698727795476069780e+00 0.000000000000000000e+00
3.539605934363752038e+00 7.075630198369809776e+00 7.075630198369809776e+00 0.000000000000000000e+00
3.552338329811103979e+00 1.059638460067643351e+01 1.059638460067643351e+01 0.000000000000000000e+00
3.565070725258455475e+00 1.488805903152371712e+01 1.488805903152371712e+01 0.000000000000000000e+00
3.577803120705807416e+00 1.941930001038007703e+01 1.941930001038007703e+01 0.000000000000000000e+00
3.590535516153158913e+00 2.361379645882336931e+01 2.361379645882336931e+01 0.000000000000000000e+00
3.603267911600510853e+00 2.697557067557655941e+01 2.697557067557655941e+01 0.000000000000000000e+00
3.616000307047861906e+00 2.919121918743855204e+01 2.919121918743855204e+01 0.000000000000000000e+00
3.628732702495213847e+00 3.018312926345780056e+01 3.018312926345780056e+01 0.000000000000000000e+00
3.641465097942565343e+00 3.009805241174040802e+01 3.009805241174040802e+01 0.000000000000000000e+00
3.654197493389917284e+00 2.923967325314160703e+01 2.923967325314160703e+01 0.000000000000000000e+00
3.666929888837268336e+00 2.796392103745568036e+01 2.796392103745568036e+01 0.000000000000000000e+00
