# omega_THz  G_like_smoothed_interp  G_like_used_for_integration  region_flag
# region_flag: 0=elastic_like (omega<=cutoff), 1=inelastic_sensitive (omega>cutoff)
8.276057040778558305e-01 7.920824079136560281e-01 7.920824079136560281e-01 0.000000000000000000e+00
8.403380995252074381e-01 -2.936875679019682051e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.530704949725590458e-01 -8.225230354215306017e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.658028904199107645e-01 -8.393398855832234773e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.785352858672622611e-01 -4.998849406589270239e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.912676813146138688e-01 -2.059845012359264038e-02 0.000000000000000000e+00 0.000000000000000000e+00
9.040000767619654765e-01 3.951020648934424062e-01 3.951020648934424062e-01 0.000000000000000000e+00
9.167324722093170841e-01 6.305880545738560272e-01 6.305880545738560272e-01 0.000000000000000000e+00
9.294648676566688028e-01 7.026888909335186062e-01 7.026888909335186062e-01 0.000000000000000000e+00
9.421972631040204105e-01 7.616543022599604473e-01 7.616543022599604473e-01 0.000000000000000000e+00
9.549296585513720181e-01 1.041267306065321918e+00 1.041267306065321918e+00 0.000000000000000000e+00
9.676620539987237368e-01 1.774659783444462846e+00 1.774659783444462846e+00 0.000000000000000000e+00
9.803944494460753445e-01 3.104994093219895390e+00 3.104994093219895390e+00 0.000000000000000000e+00
9.931268448934269522e-01 5.023643930048066863e+00 5.023643930048066863e+00 0.000000000000000000e+00
1.005859240340778671e+00 7.358179605335116058e+00 7.358179605335116058e+00 0.000000000000000000e+00
1.018591635788130167e+00 9.814479042839080236e+00 9.814479042839080236e+00 0.000000000000000000e+00
1.031324031235481886e+00 1.205659216462021632e+01 1.205659216462021632e+01 0.000000000000000000e+00
1.044056426682833383e+00 1.379465056830099634e+01 1.379465056830099634e+01 0.000000000000000000e+00
1.056788822130185101e+00 1.484904077754536011e+01 1.484904077754536011e+01 0.000000000000000000e+00
1.069521217577536598e+00 1.517035155576504302e+01 1.517035155576504302e+01 0.000000000000000000e+00
1.082253613024888317e+00 1.481295279380299412e+01 1.481295279380299412e+01 0.000000000000000000e+00
1.094986008472240036e+00 1.387874734096363660e+01 1.387874734096363660e+01 0.000000000000000000e+00
1.107718403919591532e+00 1.245896942679135400e+01 1.245896942679135400e+01 0.000000000000000000e+00
1.120450799366943251e+00 1.060010017399664228e+01 1.060010017399664228e+01 0.000000000000000000e+00
1.133183194814294747e+00 8.308142559472663891e+00 8.308142559472663891e+00 0.000000000000000000e+00
1.145915590261646466e+00 5.587377805163042055e+00 5.587377805163042055e+00 0.000000000000000000e+00
1.158647985708998185e+00 2.494248168777251973e+00 2.494248168777251973e+00 0.000000000000000000e+00
1.171380381156349682e+00 -8.197569578335052176e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.184112776603701400e+00 -4.097776779906158851e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.196845172051052897e+00 -7.007505079066905118e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.209577567498404616e+00 -9.202648725824580822e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.222309962945756112e+00 -1.039516750851170812e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.235042358393107831e+00 -1.041372489640420973e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.247774753840459550e+00 -9.232187779831603436e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.260507149287811046e+00 -6.962877190774817038e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.273239544735162765e+00 -3.823998960147966919e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.285971940182514484e+00 -9.792089967567939313e-02 0.000000000000000000e+00 0.000000000000000000e+00
1.298704335629865980e+00 3.904564569932279738e+00 3.904564569932279738e+00 0.000000000000000000e+00
1.311436731077217699e+00 7.866040967105731418e+00 7.866040967105731418e+00 0.000000000000000000e+00
1.324169126524569196e+00 1.147294854136146647e+01 1.147294854136146647e+01 0.000000000000000000e+00
1.336901521971920914e+00 1.442507583877053179e+01 1.442507583877053179e+01 0.000000000000000000e+00
1.349633917419272633e+00 1.645513136003918575e+01 1.645513136003918575e+01 0.000000000000000000e+00
1.362366312866624130e+00 1.736356683697923842e+01 1.736356683697923842e+01 0.000000000000000000e+00
1.375098708313975848e+00 1.706328025192521025e+01 1.706328025192521025e+01 0.000000000000000000e+00
1.387831103761327567e+00 1.562048716977288798e+01 1.562048716977288798e+01 0.000000000000000000e+00
1.400563499208679064e+00 1.327412961195594043e+01 1.327412961195594043e+01 0.000000000000000000e+00
1.413295894656030782e+00 1.042047918454808020e+01 1.042047918454808020e+01 0.000000000000000000e+00
1.426028290103382501e+00 7.560081982108857623e+00 7.560081982108857623e+00 0.000000000000000000e+00
1.438760685550733776e+00 5.216178707710890095e+00 5.216178707710890095e+00 0.000000000000000000e+00
1.451493080998085494e+00 3.843044700353428489e+00 3.843044700353428489e+00 0.000000000000000000e+00
1.464225476445436991e+00 3.745599631136530494e+00 3.745599631136530494e+00 0.000000000000000000e+00
1.476957871892788710e+00 5.027637149345584255e+00 5.027637149345584255e+00 0.000000000000000000e+00
1.489690267340140206e+00 7.576836222999657977e+00 7.576836222999657977e+00 0.000000000000000000e+00
1.502422662787491925e+00 1.108566011347539337e+01 1.108566011347539337e+01 0.000000000000000000e+00
1.515155058234843644e+00 1.510005386640708203e+01 1.510005386640708203e+01 0.000000000000000000e+00
1.527887453682195140e+00 1.908515900241532037e+01 1.908515900241532037e+01 0.000000000000000000e+00
1.540619849129546859e+00 2.249879175742628235e+01 2.249879175742628235e+01 0.000000000000000000e+00
1.553352244576898578e+00 2.486513419451207341e+01 2.486513419451207341e+01 0.000000000000000000e+00
1.566084640024250074e+00 2.584185134228735592e+01 2.584185134228735592e+01 0.000000000000000000e+00
1.578817035471601793e+00 2.527380994933498570e+01 2.527380994933498570e+01 0.000000000000000000e+00
1.591549430918953512e+00 2.322134030908686242e+01 2.322134030908686242e+01 0.000000000000000000e+00
1.604281826366305008e+00 1.995440107577674382e+01 1.995440107577674382e+01 0.000000000000000000e+00
1.617014221813656727e+00 1.590406960135282688e+01 1.590406960135282688e+01 0.000000000000000000e+00
1.629746617261008446e+00 1.157632896945896306e+01 1.157632896945896306e+01 0.000000000000000000e+00
1.642479012708359942e+00 7.442134881045541661e+00 7.442134881045541661e+00 0.000000000000000000e+00
1.655211408155711661e+00 3.832300949468296025e+00 3.832300949468296025e+00 0.000000000000000000e+00
1.667943803603063158e+00 8.681526720478955905e-01 8.681526720478955905e-01 0.000000000000000000e+00
1.680676199050414876e+00 -1.546586731437706641e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.693408594497766595e+00 -3.664771062414470482e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.706140989945118092e+00 -5.780814156326715469e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.718873385392469810e+00 -8.097206917094570855e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.731605780839821529e+00 -1.061907078307703323e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.744338176287173026e+00 -1.311672990493250168e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.757070571734524522e+00 -1.517533525372807901e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.769802967181876019e+00 -1.631995794418253709e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.782535362629227738e+00 -1.617625714563035189e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.795267758076579456e+00 -1.461062467398718390e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.808000153523930953e+00 -1.179842909702258424e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.820732548971282672e+00 -8.192285355871735675e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.833464944418634168e+00 -4.397692718076500640e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.846197339865985887e+00 -9.973406416072293501e-01 0.000000000000000000e+00 0.000000000000000000e+00
1.858929735313337606e+00 1.614655530751900603e+00 1.614655530751900603e+00 0.000000000000000000e+00
1.871662130760689102e+00 3.330061900223816984e+00 3.330061900223816984e+00 0.000000000000000000e+00
1.884394526208040821e+00 4.321867882284158746e+00 4.321867882284158746e+00 0.000000000000000000e+00
1.897126921655392540e+00 4.941561923722741057e+00 4.941561923722741057e+00 0.000000000000000000e+00
1.909859317102744036e+00 5.559703255243191755e+00 5.559703255243191755e+00 0.000000000000000000e+00
1.922591712550095755e+00 6.411815432088459943e+00 6.411815432088459943e+00 0.000000000000000000e+00
1.935324107997447474e+00 7.508830032956357314e+00 7.508830032956357314e+00 0.000000000000000000e+00
1.948056503444798970e+00 8.645075602965414774e+00 8.645075602965414774e+00 0.000000000000000000e+00
1.960788898892150689e+00 9.497400651331719956e+00 9.497400651331719956e+00 0.000000000000000000e+00
1.973521294339502408e+00 9.771203514798267875e+00 9.771203514798267875e+00 0.000000000000000000e+00
1.986253689786853904e+00 9.332901052989083013e+00 9.332901052989083013e+00 0.000000000000000000e+00
1.998986085234205623e+00 8.268781363048043787e+00 8.268781363048043787e+00 0.000000000000000000e+00
2.011718480681557342e+00 6.848314746895944438e+00 6.848314746895944438e+00 0.000000000000000000e+00
2.024450876128908838e+00 5.402503897886609785e+00 5.402503897886609785e+00 0.000000000000000000e+00
2.037183271576260335e+00 4.171392760621417395e+00 4.171392760621417395e+00 0.000000000000000000e+00
2.049915667023612276e+00 3.185472050024958257e+00 3.185472050024958257e+00 0.000000000000000000e+00
2.062648062470963772e+00 2.235952369525327388e+00 2.235952369525327388e+00 0.000000000000000000e+00
2.075380457918315269e+00 9.528254500027482088e-01 9.528254500027482088e-01 0.000000000000000000e+00
2.088112853365666766e+00 -1.034931247851014202e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.100845248813018262e+00 -3.918839483695744530e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.113577644260370203e+00 -7.582984453401287794e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.126310039707721700e+00 -1.158386712567440391e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.139042435155073196e+00 -1.525497424630318477e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.151774830602425137e+00 -1.790016585408945460e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.164507226049776634e+00 -1.900984004953178896e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.177239621497128130e+00 -1.841834522370313110e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.189972016944480071e+00 -1.634794428827142809e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.202704412391831568e+00 -1.332246396908485586e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.215436807839183064e+00 -9.986178707334339322e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.228169203286535005e+00 -6.895259178211048834e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.240901598733886502e+00 -4.358481783902023565e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.253633994181237998e+00 -2.381318574683251477e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.266366389628589495e+00 -7.255162311008805931e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.279098785075941436e+00 9.462765202674064957e-01 9.462765202674064957e-01 0.000000000000000000e+00
2.291831180523292932e+00 2.903667721738363294e+00 2.903667721738363294e+00 0.000000000000000000e+00
2.304563575970644429e+00 5.224605915573004467e+00 5.224605915573004467e+00 0.000000000000000000e+00
2.317295971417996370e+00 7.757777015878631666e+00 7.757777015878631666e+00 0.000000000000000000e+00
2.330028366865347866e+00 1.017878360738056109e+01 1.017878360738056109e+01 0.000000000000000000e+00
2.342760762312699363e+00 1.211054883427526896e+01 1.211054883427526896e+01 0.000000000000000000e+00
2.355493157760051304e+00 1.325723763066917726e+01 1.325723763066917726e+01 0.000000000000000000e+00
2.368225553207402800e+00 1.350031186398174654e+01 1.350031186398174654e+01 0.000000000000000000e+00
2.380957948654754297e+00 1.292711146710784575e+01 1.292711146710784575e+01 0.000000000000000000e+00
2.393690344102105794e+00 1.179211808251663385e+01 1.179211808251663385e+01 0.000000000000000000e+00
2.406422739549457290e+00 1.043558805379982779e+01 1.043558805379982779e+01 0.000000000000000000e+00
2.419155134996809231e+00 9.196552586336331103e+00 9.196552586336331103e+00 0.000000000000000000e+00
2.431887530444160728e+00 8.350048196666350009e+00 8.350048196666350009e+00 0.000000000000000000e+00
2.444619925891512224e+00 8.080365023224521437e+00 8.080365023224521437e+00 0.000000000000000000e+00
2.457352321338864165e+00 8.482366629770304201e+00 8.482366629770304201e+00 0.000000000000000000e+00
2.470084716786215662e+00 9.570703585692514892e+00 9.570703585692514892e+00 0.000000000000000000e+00
2.482817112233567158e+00 1.128056277376336602e+01 1.128056277376336602e+01 0.000000000000000000e+00
2.495549507680919099e+00 1.345473231477209453e+01 1.345473231477209453e+01 0.000000000000000000e+00
2.508281903128270596e+00 1.583175589347212942e+01 1.583175589347212942e+01 0.000000000000000000e+00
2.521014298575622092e+00 1.805476066577691086e+01 1.805476066577691086e+01 0.000000000000000000e+00
2.533746694022974033e+00 1.972016727151417470e+01 1.972016727151417470e+01 0.000000000000000000e+00
2.546479089470325530e+00 2.046521759513347760e+01 2.046521759513347760e+01 0.000000000000000000e+00
2.559211484917677026e+00 2.007290790372183409e+01 2.007290790372183409e+01 0.000000000000000000e+00
2.571943880365028967e+00 1.855150262103704861e+01 1.855150262103704861e+01 0.000000000000000000e+00
2.584676275812380020e+00 1.615374285181745506e+01 1.615374285181745506e+01 0.000000000000000000e+00
2.597408671259731960e+00 1.331111916919915750e+01 1.331111916919915750e+01 0.000000000000000000e+00
2.610141066707083457e+00 1.049725818562882296e+01 1.049725818562882296e+01 0.000000000000000000e+00
2.622873462154435398e+00 8.063655861008761860e+00 8.063655861008761860e+00 0.000000000000000000e+00
2.635605857601786450e+00 6.110401880158374155e+00 6.110401880158374155e+00 0.000000000000000000e+00
2.648338253049138391e+00 4.448789396237190275e+00 4.448789396237190275e+00 0.000000000000000000e+00
2.661070648496489888e+00 2.680928979611638230e+00 2.680928979611638230e+00 0.000000000000000000e+00
2.673803043943841828e+00 3.774086849392549459e-01 3.774086849392549459e-01 0.000000000000000000e+00
2.686535439391193325e+00 -2.708977932971422309e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.699267834838545266e+00 -6.476428199649394202e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.712000230285896318e+00 -1.042762415454231828e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.724732625733248259e+00 -1.377757075920155394e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.737465021180599756e+00 -1.569113547104784523e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.750197416627951696e+00 -1.557613476227272464e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.762929812075303193e+00 -1.332496833992055407e+01 0.000000000000000000e+00 0.000000000000000000e+00
2.775662207522655134e+00 -9.411300382000517217e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.788394602970006186e+00 -4.791424892122817525e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.801126998417358127e+00 -6.288850824055830513e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.813859393864709624e+00 2.074733496977453573e+00 2.074733496977453573e+00 0.000000000000000000e+00
2.826591789312061564e+00 2.818406416637122991e+00 2.818406416637122991e+00 0.000000000000000000e+00
2.839324184759413061e+00 1.789862566602549832e+00 1.789862566602549832e+00 0.000000000000000000e+00
2.852056580206765002e+00 -1.714141662199889782e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.864788975654116054e+00 -1.835238009589092334e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.877521371101467551e+00 -1.986842602498732457e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.890253766548819492e+00 1.550831640004210477e-01 1.550831640004210477e-01 0.000000000000000000e+00
2.902986161996170988e+00 4.649911661495611526e+00 4.649911661495611526e+00 0.000000000000000000e+00
2.915718557443522929e+00 1.077707153910103877e+01 1.077707153910103877e+01 0.000000000000000000e+00
2.928450952890873982e+00 1.723192458400091809e+01 1.723192458400091809e+01 0.000000000000000000e+00
2.941183348338225922e+00 2.251264092814767537e+01 2.251264092814767537e+01 0.000000000000000000e+00
2.953915743785577419e+00 2.536991518015478420e+01 2.536991518015478420e+01 0.000000000000000000e+00
2.966648139232929360e+00 2.517076886348572984e+01 2.517076886348572984e+01 0.000000000000000000e+00
2.979380534680280412e+00 2.206085242938827307e+01 2.206085242938827307e+01 0.000000000000000000e+00
2.992112930127632353e+00 1.688116240475346075e+01 1.688116240475346075e+01 0.000000000000000000e+00
3.004845325574983850e+00 1.088263076982558886e+01 1.088263076982558886e+01 0.000000000000000000e+00
3.017577721022335790e+00 5.346581297125537091e+00 5.346581297125537091e+00 0.000000000000000000e+00
3.030310116469687287e+00 1.249180172844729819e+00 1.249180172844729819e+00 0.000000000000000000e+00
3.043042511917039228e+00 -9.244884939968597282e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.055774907364390280e+00 -1.171669895479968027e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.068507302811742221e+00 1.990974814377604873e-01 1.990974814377604873e-01 0.000000000000000000e+00
3.081239698259093718e+00 2.809403203482800482e+00 2.809403203482800482e+00 0.000000000000000000e+00
3.093972093706445659e+00 6.414695458549510398e+00 6.414695458549510398e+00 0.000000000000000000e+00
3.106704489153797155e+00 1.099043141244808375e+01 1.099043141244808375e+01 0.000000000000000000e+00
3.119436884601149096e+00 1.667460189822532612e+01 1.667460189822532612e+01 0.000000000000000000e+00
3.132169280048500148e+00 2.361113310780863017e+01 2.361113310780863017e+01 0.000000000000000000e+00
3.144901675495852089e+00 3.177063624944112163e+01 3.177063624944112163e+01 0.000000000000000000e+00
3.157634070943203586e+00 4.083551953559410919e+01 4.083551953559410919e+01 0.000000000000000000e+00
3.170366466390555527e+00 5.019861077900750246e+01 5.019861077900750246e+01 0.000000000000000000e+00
3.183098861837907023e+00 5.907535320612888796e+01 5.907535320612888796e+01 0.000000000000000000e+00
3.195831257285258076e+00 6.667737087788145800e+01 6.667737087788145800e+01 0.000000000000000000e+00
3.208563652732610016e+00 7.238019892638462238e+01 7.238019892638462238e+01 0.000000000000000000e+00
3.221296048179961513e+00 7.582408448109079302e+01 7.582408448109079302e+01 0.000000000000000000e+00
3.234028443627313454e+00 7.692237631108488927e+01 7.692237631108488927e+01 0.000000000000000000e+00
3.246760839074664950e+00 7.580011765219319386e+01 7.580011765219319386e+01 0.000000000000000000e+00
3.259493234522016891e+00 7.270321267677260835e+01 7.270321267677260835e+01 0.000000000000000000e+00
3.272225629969367944e+00 6.792887510686172448e+01 6.792887510686172448e+01 0.000000000000000000e+00
3.284958025416719885e+00 6.180068468065739040e+01 6.180068468065739040e+01 0.000000000000000000e+00
3.297690420864071381e+00 5.468174762125624255e+01 5.468174762125624255e+01 0.000000000000000000e+00
3.310422816311423322e+00 4.699589613577877856e+01 4.699589613577877856e+01 0.000000000000000000e+00
3.323155211758774374e+00 3.922410716507443595e+01 3.922410716507443595e+01 0.000000000000000000e+00
3.335887607206126315e+00 3.185835183796133308e+01 3.185835183796133308e+01 0.000000000000000000e+00
3.348620002653477812e+00 2.532745357263557295e+01 2.532745357263557295e+01 0.000000000000000000e+00
3.361352398100829753e+00 1.992633960056277687e+01 1.992633960056277687e+01 0.000000000000000000e+00
3.374084793548181249e+00 1.578667596624420000e+01 1.578667596624420000e+01 0.000000000000000000e+00
3.386817188995533190e+00 1.290401240270480976e+01 1.290401240270480976e+01 0.000000000000000000e+00
3.399549584442884242e+00 1.120969934703362014e+01 1.120969934703362014e+01 0.000000000000000000e+00
3.412281979890236183e+00 1.064626574598184838e+01 1.064626574598184838e+01 0.000000000000000000e+00
3.425014375337587680e+00 1.120633322219336314e+01 1.120633322219336314e+01 0.000000000000000000e+00
3.437746770784939621e+00 1.290940556529948324e+01 1.290940556529948324e+01 0.000000000000000000e+00
3.450479166232291117e+00 1.572858833689566715e+01 1.572858833689566715e+01 0.000000000000000000e+00
3.463211561679643058e+00 1.951239214513072895e+01 1.951239214513072895e+01 0.000000000000000000e+00
3.475943957126994110e+00 2.395236615602627239e+01 2.395236615602627239e+01 0.000000000000000000e+00
3.488676352574346051e+00 2.863488723017346871e+01 2.863488723017346871e+01 0.000000000000000000e+00
3.501408748021697548e+00 3.316619940200307326e+01 3.316619940200307326e+01 0.000000000000000000e+00
3.514141143469049045e+00 3.732380309680314667e+01 3.732380309680314667e+01 0.000000000000000000e+00
3.526873538916400985e+00 4.115562320707098820e+01 4.115562320707098820e+01 0.000000000000000000e+00
3.539605934363752038e+00 4.496894478216096758e+01 4.496894478216096758e+01 0.000000000000000000e+00
3.552338329811103979e+00 4.918876080507596527e+01 4.918876080507596527e+01 0.000000000000000000e+00
3.565070725258455475e+00 5.413154987050820210e+01 5.413154987050820210e+01 0.000000000000000000e+00
3.577803120705807416e+00 5.978246231158740898e+01 5.978246231158740898e+01 0.000000000000000000e+00
3.590535516153158913e+00 6.567815195814748108e+01 6.567815195814748108e+01 0.000000000000000000e+00
3.603267911600510853e+00 7.095750342018877177e+01 7.095750342018877177e+01 0.000000000000000000e+00
3.616000307047861906e+00 7.458232475903223246e+01 7.458232475903223246e+01 0.000000000000000000e+00
3.628732702495213847e+00 7.565174620203241318e+01 7.565174620203241318e+01 0.000000000000000000e+00
3.641465097942565343e+00 7.369880025879483298e+01 7.369880025879483298e+01 0.000000000000000000e+00
