# freq_THz abs_cross_spectrum auto_left auto_right
6.542968749999999112e+00 9.366022906974581384e-23 2.599796656490872706e-22 7.541913050375528492e-22
6.567382812499999112e+00 4.001014398306016092e-23 2.013201582656037686e-22 8.861314233198488122e-22
6.591796874999999112e+00 1.625095181693682124e-23 1.978907670267508516e-22 5.583400291100249124e-22
6.616210937499999112e+00 6.729453442405070990e-23 2.061909445769779217e-22 5.709775300008272273e-22
6.640624999999999112e+00 6.424024543801444908e-23 3.011787913298587641e-22 8.276348578061246281e-22
6.665039062499999112e+00 1.094678762652860778e-22 3.261926429950925890e-22 7.152328996939139430e-22
6.689453124999999112e+00 6.277575878743330814e-23 2.977316799122241091e-22 7.914579845507639494e-22
6.713867187499999112e+00 7.950408549964295729e-23 2.955130536993482360e-22 6.083684847685867989e-22
6.738281249999999112e+00 9.192878647403091301e-23 2.690367295086386219e-22 7.621393250837603645e-22
6.762695312499999112e+00 7.740736985016496491e-23 2.173985701274281103e-22 7.182150237033502689e-22
6.787109374999999112e+00 3.632352555163392802e-23 2.826242370431045298e-22 8.046125595283204824e-22
6.811523437499999112e+00 2.850223505310906250e-23 1.955488495236501999e-22 9.185014308021677257e-22
6.835937499999999112e+00 1.175085371594087140e-22 1.553772005888260446e-22 1.241326549461771483e-21
6.860351562499999112e+00 1.294445916426771779e-22 2.604518516114751123e-22 9.171063515611739862e-22
6.884765624999999112e+00 8.775756757762656604e-23 2.759756564728822738e-22 5.823162732047432458e-22
6.909179687499999112e+00 1.926447532171389127e-22 2.213059772948736971e-22 8.656880123998795166e-22
6.933593749999999112e+00 1.439069358199227275e-22 2.179391652284860863e-22 5.627875400847409753e-22
6.958007812499999112e+00 7.676214570260094960e-23 2.404296315944617374e-22 4.863896722654419612e-22
6.982421874999999112e+00 5.934649425698223447e-23 2.733095811922332474e-22 7.634255127938500853e-22
7.006835937499999112e+00 3.718153328527337167e-23 2.347040042513316454e-22 1.134794886214450916e-21
7.031249999999999112e+00 9.956553296014182252e-23 1.983231770602458255e-22 1.242155018070608203e-21
