# omega_THz  Jin_native  Jout_native  Jsum_native  G_native_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_smoothed_eV_ps^-1_THz^-1_A^-2_K^-1  G_paper_MW_m^-2_K^-1_THz^-1  G_paper_smoothed_MW_m^-2_K^-1_THz^-1  cumulative_integral_native
1.273239544735162848e-02 9.215199999999999780e-03 -2.950280000000000220e-04 8.920172000000000517e-03 6.062318202795960276e-08 2.381626194360996320e-08 9.712904572392561109e-01 3.815785839527530698e-01 0.000000000000000000e+00
2.546479089470325696e-02 7.736990000000000013e-03 3.886919999999999709e-05 7.775859199999999617e-03 5.284621503995486961e-08 2.442163877258105637e-08 8.466897093235506988e-01 3.912777900541780651e-01 3.070920137343151793e-10
3.819718634205487851e-02 5.417349999999999596e-03 6.207310000000000171e-04 6.038080999999999830e-03 4.103594454933877731e-08 2.480968780965430109e-08 6.574683151107024726e-01 3.974950210546275842e-01 6.205083729556823212e-10
5.092958178940651393e-02 2.481779999999999837e-03 1.451059999999999893e-03 3.932839999999999947e-03 2.672832712271026313e-08 2.490700829048853166e-08 4.282350118191483590e-01 3.990542670586501028e-01 9.370146904970940439e-10
6.366197723675813547e-02 -7.481729999999999804e-04 2.476589999999999868e-03 1.728416999999999887e-03 1.174664999858969693e-08 2.466285373583768465e-08 1.882020815551654624e-01 3.951424798331874544e-01 1.252586233292015957e-09
7.639437268410975701e-02 -3.873500000000000207e-03 3.575769999999999817e-03 -2.977300000000003902e-04 -2.023429591400752969e-09 2.406592428363442275e-08 -3.241891611886453528e-02 3.855786156285225807e-01 1.562803268997083118e-09
8.912676813146140631e-02 -6.462560000000000006e-03 4.575159999999999991e-03 -1.887400000000000015e-03 -1.282712864276282489e-08 2.315068637974329237e-08 -2.055132579274673021e-01 3.709148877868675420e-01 1.863393548321966115e-09
1.018591635788130279e-01 -8.120080000000000006e-03 5.295990000000000419e-03 -2.824089999999999587e-03 -1.919305167359333773e-08 2.199224806796190257e-08 -3.075065892658583877e-01 3.523546598362020665e-01 2.150782394842993168e-09
1.145915590261646355e-01 -8.567270000000000094e-03 5.615430000000000248e-03 -2.951839999999999846e-03 -2.006126492150737439e-08 2.069306545131538982e-08 -3.214168990572295881e-01 3.315394595193018046e-01 2.422525540603804514e-09
1.273239544735162709e-01 -7.712260000000000296e-03 5.517919999999999943e-03 -2.194340000000000353e-03 -1.491315114229108066e-08 1.936721305432833164e-08 -2.389350229948917770e-01 3.102969622134462702e-01 2.677557194436252859e-09
1.400563499208679064e-01 -5.688119999999999635e-03 5.112750000000000107e-03 -5.753699999999995277e-04 -3.910323729567892497e-09 1.812776128841149437e-08 -6.265029310889412562e-02 2.904387556302263085e-01 2.916257614746286173e-09
1.527887453682195140e-01 -2.842330000000000117e-03 4.605589999999999684e-03 1.763259999999999567e-03 1.198344964005402902e-08 1.708038037576406490e-08 1.919960300801027697e-01 2.736578633788132597e-01 3.140399606063615953e-09
1.655211408155711494e-01 3.262960000000000079e-04 4.229809999999999647e-03 4.556105999999999871e-03 3.096416115930039474e-08 1.632282058443486867e-08 4.961005550084144344e-01 2.615204174135576931e-01 3.353050987979920080e-09
1.782535362629228126e-01 3.271829999999999877e-03 4.160679999999999934e-03 7.432509999999999811e-03 5.051274870648570618e-08 1.594706298309398076e-08 8.093034569664512290e-01 2.555001169243951153e-01 3.558487447290806267e-09
1.909859317102743925e-01 5.522029999999999821e-03 4.445140000000000202e-03 9.967170000000000890e-03 6.773877916408093694e-08 1.603989032097657553e-08 1.085294891923765270e+00 2.569873748419143067e-01 3.762122716602503648e-09
2.037183271576260557e-01 6.784560000000000243e-03 4.976249999999999771e-03 1.176081000000000001e-02 7.992869705048821932e-08 1.667879970361167305e-08 1.280598908003569347e+00 2.672238316829274596e-01 3.970416366558692271e-09
2.164507226049776911e-01 7.009760000000000296e-03 5.525730000000000398e-03 1.253548999999999983e-02 8.519356937059815642e-08 1.792283459020435973e-08 1.364951462126304582e+00 2.871554679547239086e-01 4.190697212035446843e-09
2.291831180523292710e-01 6.392290000000000125e-03 5.825409999999999616e-03 1.221769999999999974e-02 8.303380821165802811e-08 1.980089655325119274e-08 1.330348273487558242e+00 3.172453378987019623e-01 4.430853943369471454e-09
2.419155134996809342e-01 5.310660000000000033e-03 5.668420000000000403e-03 1.097908000000000044e-02 7.461591159223507976e-08 2.230205712809966633e-08 1.195478700776887893e+00 3.573183482077442741e-01 4.698889671255716079e-09
2.546479089470325419e-01 4.221360000000000390e-03 4.991299999999999730e-03 9.212660000000000987e-03 6.261098599238920329e-08 2.537230766439609599e-08 1.003138587887072886e+00 4.065091849055453843e-01 5.002394103875392242e-09
2.673803043943841495e-01 3.537170000000000071e-03 3.904260000000000109e-03 7.441430000000000614e-03 5.057337071956902501e-08 2.892051221403111868e-08 8.102747286951326178e-01 4.633576891263226361e-01 5.348032930197376266e-09
2.801126998417358127e-01 3.523759999999999913e-03 2.656100000000000214e-03 6.179860000000000561e-03 4.199950154406288268e-08 3.283297339315397702e-08 6.729062001354446654e-01 5.260422279525499567e-01 5.741167829698886392e-09
2.928450952890874204e-01 4.243140000000000280e-03 1.545680000000000014e-03 5.788820000000000077e-03 3.934191948171998509e-08 3.699300732323793511e-08 6.303270413032114883e-01 5.926933195468270243e-01 6.185693829189010899e-09
3.055774907364390280e-01 5.557999999999999573e-03 8.134000000000000388e-04 6.371399999999999286e-03 4.330124373980028323e-08 4.129987724155816920e-08 6.937624094304678524e-01 6.616969830349287429e-01 6.684121812685428076e-09
