# freq_THz abs_cross_spectrum auto_left auto_right
4.003906249999999112e+00 2.296927040570190750e-20 4.534205282001576188e-20 2.906403322527500257e-19
4.028320312499999112e+00 2.099428774196202685e-20 4.382490407539491610e-20 2.848516246500025772e-19
4.052734374999999112e+00 2.063657191308810731e-20 4.322196422015716741e-20 2.774226340701953776e-19
4.077148437499999112e+00 2.194453808342589695e-20 4.518208941710317563e-20 2.773665062716801677e-19
4.101562499999999112e+00 2.283308182260240137e-20 4.871438018843212654e-20 2.771208489248019058e-19
4.125976562499999112e+00 2.329920441040609337e-20 4.949344579216145142e-20 2.758032230328073947e-19
4.150390624999999112e+00 2.328867984465397716e-20 4.846499290990895643e-20 2.760984322859635754e-19
4.174804687499999112e+00 2.186069239353498235e-20 4.886499031540348913e-20 2.726796247697915528e-19
4.199218749999999112e+00 2.341405831556155720e-20 5.204755547938193971e-20 2.802058657948994162e-19
4.223632812499999112e+00 2.274235099829844294e-20 5.057572323575335475e-20 2.778224210895708466e-19
4.248046874999999112e+00 2.113793705638842619e-20 4.530803008020404507e-20 2.697081426578910819e-19
4.272460937499999112e+00 2.127977938486771894e-20 4.435263313939514962e-20 2.679264635974022876e-19
4.296874999999999112e+00 2.135988878519044150e-20 4.465436842428760721e-20 2.788576867179630650e-19
4.321289062499999112e+00 2.245849345089034783e-20 4.537328809772079617e-20 2.880161230531845527e-19
4.345703124999999112e+00 2.567713369502991411e-20 5.154467450276354345e-20 3.014297373933865413e-19
4.370117187499999112e+00 2.714785940241687901e-20 5.613892900242213717e-20 3.145981843115661761e-19
4.394531249999999112e+00 2.659589681188994702e-20 5.942375111106009660e-20 3.135353111257411860e-19
4.418945312499999112e+00 2.769449543281883628e-20 6.272722175968043163e-20 3.120851849019067046e-19
4.443359374999999112e+00 2.762260072647297971e-20 6.202147821447488344e-20 3.125233837718499838e-19
4.467773437499999112e+00 2.680329061864892467e-20 6.236402009743572601e-20 3.154563726060559761e-19
4.492187499999999112e+00 2.566929735984971115e-20 5.655706636258675916e-20 3.077858810496051586e-19
4.516601562499999112e+00 2.393803889176933360e-20 4.913562935514968039e-20 3.046806396434598128e-19
4.541015624999999112e+00 2.124238849247206541e-20 4.608427468754796524e-20 2.846459964816009094e-19
4.565429687499999112e+00 2.317359877238220708e-20 5.104133513447783040e-20 2.865036284789279557e-19
4.589843749999999112e+00 2.468669016254570010e-20 5.390867066748028032e-20 2.985424885887380110e-19
4.614257812499999112e+00 2.337812172491087895e-20 5.084963877654907155e-20 2.918170225852498713e-19
4.638671874999999112e+00 2.249701791055160371e-20 5.036815554293968299e-20 2.928051798648587977e-19
4.663085937499999112e+00 2.419594443556006444e-20 5.483909461717396659e-20 2.946759351692962118e-19
4.687499999999999112e+00 2.475543913146063019e-20 5.668675170333908353e-20 3.032211933914209144e-19
4.711914062499999112e+00 2.627512850183160533e-20 5.915100309576577551e-20 3.102743210716515374e-19
4.736328124999999112e+00 2.546826979060662560e-20 6.083521637180365362e-20 2.948302815523009085e-19
4.760742187499999112e+00 2.506380380316758718e-20 6.608746323757410564e-20 2.940893414963931450e-19
4.785156249999999112e+00 2.779198109735748147e-20 6.760790073499197824e-20 2.971311486182426884e-19
4.809570312499999112e+00 2.359481188581451569e-20 5.487533404207160659e-20 2.765988527896701378e-19
4.833984374999999112e+00 2.393423897029163001e-20 5.331812832866171673e-20 2.763166380792501536e-19
4.858398437499999112e+00 2.188747183270476329e-20 5.064004315663690661e-20 2.764478742367854594e-19
4.882812499999999112e+00 2.176229543014475924e-20 5.155038226416287802e-20 2.707127706049939471e-19
4.907226562499999112e+00 2.189733346265604298e-20 5.336934099755144348e-20 2.763742330945881031e-19
4.931640624999999112e+00 2.350045110510905761e-20 5.943880260147775504e-20 2.775664422519489154e-19
4.956054687499999112e+00 2.299088038548225209e-20 6.031341791606237794e-20 2.615298816750414684e-19
4.980468749999999112e+00 2.181891192056202044e-20 5.617550781664809598e-20 2.579937241596730039e-19
5.004882812499999112e+00 2.533251013945123740e-20 6.540106205576862552e-20 2.784021312185143168e-19
5.029296874999999112e+00 2.681678747540770073e-20 7.290949476487364252e-20 2.848788643984003914e-19
5.053710937499999112e+00 2.622657180694187192e-20 7.548912876380394366e-20 2.894756208978128770e-19
5.078124999999999112e+00 2.715006493981925733e-20 7.253101122065221175e-20 2.825793809132687478e-19
5.102539062499999112e+00 2.475870203311574233e-20 6.712900139887015641e-20 2.824805997899341064e-19
5.126953124999999112e+00 2.539806170552512793e-20 6.705837632462674096e-20 2.918447750933653091e-19
5.151367187499999112e+00 2.529648157232414751e-20 6.612135516909246167e-20 2.994787068238883258e-19
5.175781249999999112e+00 2.691818221872791921e-20 7.023625356194870822e-20 3.088721007039711359e-19
5.200195312499999112e+00 2.872623959291680625e-20 7.657906354438072867e-20 3.106220372254295716e-19
5.224609374999999112e+00 2.661933153789543242e-20 6.766053304428393539e-20 3.078905312412476739e-19
5.249023437499999112e+00 2.744173365678901133e-20 7.018080057046947139e-20 3.104683611368133842e-19
5.273437499999999112e+00 2.898451937957016521e-20 7.722706865336834859e-20 3.124723725221608163e-19
5.297851562499999112e+00 3.131298505315094346e-20 8.522227288998612257e-20 3.105558506830332409e-19
5.322265624999999112e+00 3.198224714842733850e-20 9.532149482206485554e-20 3.205809254962909738e-19
5.346679687499999112e+00 3.217321470435848073e-20 9.744129652527698657e-20 3.245675401593915978e-19
5.371093749999999112e+00 3.077818664005772822e-20 8.459781411805189138e-20 3.243363863771586169e-19
5.395507812499999112e+00 3.110361844322439220e-20 8.085826729678229997e-20 3.408341030970325647e-19
