# coord_A   rho_avg_e_per_A3
1.542857142857142883e+01 2.557419523982166432e+00
1.547142857142857153e+01 2.547884985702185912e+00
1.551428571428571423e+01 2.403500862585872255e+00
1.555714285714285694e+01 2.118753197325378146e+00
1.559999999999999964e+01 1.698192792725524480e+00
1.564285714285714235e+01 1.155144647731003893e+00
1.568571428571428505e+01 5.101235827309039683e-01
1.572857142857142954e+01 -2.106058727813459597e-01
1.577142857142857224e+01 -9.760757296503941305e-01
1.581428571428571495e+01 -1.751417561751555940e+00
1.585714285714285765e+01 -2.498760056814043562e+00
1.590000000000000036e+01 -3.178677005225826413e+00
1.594285714285714306e+01 -3.753296286333640097e+00
1.598571428571428577e+01 -4.190742427502835099e+00
1.602857142857142847e+01 -4.468108047813188044e+00
1.607142857142857295e+01 -4.573329915412602809e+00
1.611428571428571388e+01 -4.506075371561921727e+00
1.615714285714285836e+01 -4.277509127638696285e+00
1.619999999999999929e+01 -3.908945145725644998e+00
1.624285714285714377e+01 -3.429536861995642560e+00
1.628571428571428470e+01 -2.873301793549530636e+00
1.632857142857142918e+01 -2.275892740664572145e+00
1.637142857142857011e+01 -1.671575746818727781e+00
1.641428571428571459e+01 -1.090825233717734211e+00
1.645714285714285552e+01 -5.588102079691712465e-01
1.650000000000000000e+01 -9.485932018050759196e-02
1.654285714285714448e+01 2.872324727288179114e-01
1.658571428571428541e+01 5.783390555037634106e-01
1.662857142857142989e+01 7.729169329663937438e-01
1.667142857142857082e+01 8.680503484762953637e-01
1.671428571428571530e+01 8.628178434371873706e-01
1.675714285714285623e+01 7.580644458648755357e-01
1.680000000000000071e+01 5.564859277943653426e-01
1.684285714285714164e+01 2.630272504499193698e-01
1.688571428571428612e+01 -1.141578519108190359e-01
1.692857142857142705e+01 -5.634360855646074473e-01
1.697142857142857153e+01 -1.070558564371961285e+00
1.701428571428571601e+01 -1.619485516852365858e+00
1.705714285714285694e+01 -2.190663632167306751e+00
1.710000000000000142e+01 -2.757470707471139093e+00
1.714285714285714235e+01 -3.287400692226752685e+00
1.718571428571428683e+01 -3.749870482829715801e+00
1.722857142857142776e+01 -4.122484271606034589e+00
1.727142857142857224e+01 -4.392063313615436115e+00
1.731428571428571317e+01 -4.549735167612023901e+00
1.735714285714285765e+01 -4.581708084960658844e+00
1.739999999999999858e+01 -4.457999806242650465e+00
1.744285714285714306e+01 -4.123322987213454027e+00
1.748571428571428754e+01 -3.495032228728395474e+00
1.752857142857142847e+01 -2.469940795540036760e+00
1.757142857142857295e+01 -9.405274688053001375e-01
1.761428571428571388e+01 1.181244537987007570e+00
1.765714285714285836e+01 3.937455215273590881e+00
1.769999999999999929e+01 7.301015281674064106e+00
1.774285714285714377e+01 1.116154462384650614e+01
1.778571428571428470e+01 1.532409351284373500e+01
1.782857142857142918e+01 1.952182279737072079e+01
1.787142857142857011e+01 2.344099888397386522e+01
1.791428571428571459e+01 2.675368600360312854e+01
1.795714285714285907e+01 2.915217232937841274e+01
1.800000000000000000e+01 3.037906680740580256e+01
1.804285714285714448e+01 3.024834569632408332e+01
1.808571428571428541e+01 2.865523253120310443e+01
1.812857142857142989e+01 2.557572497795947797e+01
1.817142857142857082e+01 2.105906653152950270e+01
1.821428571428571530e+01 1.521759026806860504e+01
1.825714285714285623e+01 8.217614884099795347e+00
1.830000000000000071e+01 2.733354870110838997e-01
1.834285714285714164e+01 -8.357017520152883350e+00
1.838571428571428612e+01 -1.737536759076918713e+01
1.842857142857142705e+01 -2.645272804165050573e+01
1.847142857142857153e+01 -3.524662811764027026e+01
1.851428571428571601e+01 -4.342527026624934905e+01
1.855714285714285694e+01 -5.068806374822612071e+01
1.860000000000000142e+01 -5.678017586547870366e+01
1.864285714285714235e+01 -6.150212898929687810e+01
1.868571428571428683e+01 -6.471452116325734494e+01
1.872857142857142776e+01 -6.633883931638044373e+01
1.877142857142857224e+01 -6.635571300569617392e+01
1.881428571428571317e+01 -6.480154256024731296e+01
1.885714285714285765e+01 -6.176380420350515266e+01
1.889999999999999858e+01 -5.737482714341015111e+01
1.894285714285714306e+01 -5.180398686786789852e+01
1.898571428571428754e+01 -4.524959213083696596e+01
1.902857142857142847e+01 -3.793204367937710941e+01
1.907142857142857295e+01 -3.008996484029440310e+01
1.911428571428571388e+01 -2.198132873954677535e+01
1.915714285714285836e+01 -1.388866495529899225e+01
1.919999999999999929e+01 -6.125696396577568592e+00
1.924285714285714377e+01 9.595295462243305096e-01
1.928571428571428470e+01 6.984086398862054068e+00
1.932857142857142918e+01 1.150849349468805727e+01
1.937142857142857011e+01 1.407421485574140618e+01
1.941428571428571459e+01 1.435089850888538265e+01
1.945714285714285907e+01 1.230879285495825748e+01
1.950000000000000000e+01 8.353980588306917809e+00
1.954285714285714448e+01 3.378026813278351970e+00
1.958571428571428541e+01 -1.316509317356358011e+00
1.962857142857142989e+01 -4.214945332663724287e+00
1.967142857142857082e+01 -3.885728676757924660e+00
1.971428571428571530e+01 6.926226055576967244e-01
1.975714285714285623e+01 9.852533047065284322e+00
1.980000000000000071e+01 2.308275521872166536e+01
1.984285714285714164e+01 3.904972337458704601e+01
1.988571428571428612e+01 5.580252481970868672e+01
1.992857142857142705e+01 7.112213523377097601e+01
1.997142857142857153e+01 8.293724496933194246e+01
2.001428571428571601e+01 8.971071555533481501e+01
2.005714285714285694e+01 9.070747851111917726e+01
2.010000000000000142e+01 8.608549254842176879e+01
2.014285714285714235e+01 7.679690742047034746e+01
2.018571428571428683e+01 6.433460727869342577e+01
2.022857142857142776e+01 5.039536878816093690e+01
2.027142857142857224e+01 3.654695381209893412e+01
2.031428571428571317e+01 2.397666615254925659e+01
2.035714285714285765e+01 1.336701549398190636e+01
2.039999999999999858e+01 4.908190667850579558e+00
2.044285714285714306e+01 -1.584344059375694336e+00
2.048571428571428754e+01 -6.500057628427964751e+00
2.052857142857142847e+01 -1.026740024680046659e+01
2.057142857142857295e+01 -1.323764297253793742e+01
2.061428571428571388e+01 -1.563714344014800339e+01
2.065714285714285836e+01 -1.758338843440517252e+01
2.069999999999999929e+01 -1.913877179918749150e+01
2.074285714285714377e+01 -2.035941913972020956e+01
2.078571428571428470e+01 -2.129218439069893165e+01
2.082857142857142918e+01 -2.196099413525426769e+01
2.087142857142857011e+01 -2.237083506006283073e+01
2.091428571428571459e+01 -2.251522402916939569e+01
2.095714285714285907e+01 -2.238313574598274869e+01
2.100000000000000000e+01 -2.196474108093438460e+01
2.104285714285714448e+01 -2.125580354021390406e+01
2.108571428571428541e+01 -2.026083686456725985e+01
2.112857142857142989e+01 -1.899508445614690899e+01
2.117142857142857082e+01 -1.748536911443857633e+01
2.121428571428571530e+01 -1.576992521953521020e+01
2.125714285714285623e+01 -1.389694336285841203e+01
2.130000000000000071e+01 -1.192203572548892687e+01
2.134285714285714164e+01 -9.904709216142792982e+00
2.138571428571428612e+01 -7.904161027980686427e+00
2.142857142857142705e+01 -5.974878585175868118e+00
2.147142857142857153e+01 -4.162814162538537310e+00
2.151428571428571601e+01 -2.502767880866948236e+00
2.155714285714285694e+01 -1.017453939459613377e+00
2.160000000000000142e+01 2.815363881242807786e-01
2.164285714285714235e+01 1.391087017417232952e+00
2.168571428571428683e+01 2.312827853893673513e+00
2.172857142857142776e+01 3.049183342302989264e+00
2.177142857142857224e+01 3.600057304459068241e+00
2.181428571428571317e+01 3.961765231472448079e+00
2.185714285714285765e+01 4.129419812894122188e+00
2.189999999999999858e+01 4.097253567147881803e+00
2.194285714285714306e+01 3.859218294675520244e+00
2.198571428571428754e+01 3.417153801899281085e+00
2.202857142857142847e+01 2.790616753673405448e+00
2.207142857142857295e+01 2.024503180905049327e+00
2.211428571428571388e+01 1.191588292553471762e+00
2.215714285714285836e+01 3.880938495007306699e-01
2.219999999999999929e+01 -2.778595201184358987e-01
2.224285714285714377e+01 -7.034124583951906207e-01
2.228571428571428470e+01 -8.103524910318947727e-01
2.232857142857142918e+01 -5.624877252273902117e-01
2.237142857142857011e+01 2.327004122909267017e-02
2.241428571428571459e+01 8.752870551672338184e-01
2.245714285714285907e+01 1.876188754283975912e+00
2.250000000000000000e+01 2.881139225156543304e+00
2.254285714285714448e+01 3.741841956404583946e+00
2.258571428571428541e+01 4.331210150256871394e+00
2.262857142857142989e+01 4.563666024054912285e+00
2.267142857142857082e+01 4.407038760404747180e+00
2.271428571428571530e+01 3.883967233459369339e+00
2.275714285714285623e+01 3.063187108662638103e+00
2.280000000000000071e+01 2.043469530022643088e+00
2.284285714285714164e+01 9.343892594256487660e-01
2.288571428571428612e+01 -1.620562225348183560e-01
2.292857142857142705e+01 -1.164842071863989581e+00
2.297142857142857153e+01 -2.020089247651663644e+00
2.301428571428571601e+01 -2.700602339743269020e+00
2.305714285714285694e+01 -3.200394420460268119e+00
2.310000000000000142e+01 -3.526908857018702381e+00
2.314285714285714235e+01 -3.694077874315392584e+00
2.318571428571428683e+01 -3.718565966679300061e+00
2.322857142857142776e+01 -3.617587448506937697e+00
2.327142857142857224e+01 -3.408130554053593553e+00
2.331428571428571317e+01 -3.107524304913076296e+00
2.335714285714285765e+01 -2.733016565579615254e+00
2.339999999999999858e+01 -2.300223870549817029e+00
2.344285714285714306e+01 -1.822942738538827046e+00
2.348571428571428754e+01 -1.313328754308597857e+00
2.352857142857142847e+01 -7.822086402902793667e-01
2.357142857142857295e+01 -2.394499066070493176e-01
2.361428571428571388e+01 3.056423835391292032e-01
2.365714285714285836e+01 8.438978014954896523e-01
2.369999999999999929e+01 1.365808256274333665e+00
2.374285714285714377e+01 1.861016856889181836e+00
2.378571428571428470e+01 2.317815015104407461e+00
2.382857142857142918e+01 2.722741381264782046e+00
2.387142857142857011e+01 3.060589278238060373e+00
2.391428571428571459e+01 3.315670382335512478e+00
2.395714285714285907e+01 3.471982817479131178e+00
2.400000000000000000e+01 3.512893493482152962e+00
2.404285714285714448e+01 3.422008317647283970e+00
2.408571428571428541e+01 3.185643493623935729e+00
