# coord_A   integrated_rho
2.391428571428571459e+01 -5.906287745453299820e+00
2.395714285714285907e+01 -5.757488481847051531e+00
2.400000000000000000e+01 -5.606935903554959744e+00
2.404285714285714448e+01 -5.460278404227218552e+00
2.408571428571428541e+01 -5.323750825929050023e+00
2.412857142857142989e+01 -5.203885700276598136e+00
2.417142857142857082e+01 -5.107018681577361718e+00
2.421428571428571530e+01 -5.038601378984924217e+00
2.425714285714285623e+01 -5.002403967447466293e+00
2.430000000000000071e+01 -4.999744902920244094e+00
2.434285714285714164e+01 -5.028918943830471555e+00
2.438571428571428612e+01 -5.084995095986282188e+00
2.442857142857142705e+01 -5.160104399874321679e+00
2.447142857142857153e+01 -5.244246363868389160e+00
2.451428571428571601e+01 -5.326528467188416549e+00
2.455714285714285694e+01 -5.396649417692045425e+00
2.460000000000000142e+01 -5.446368499204180758e+00
2.464285714285714235e+01 -5.470690166125630860e+00
2.468571428571428683e+01 -5.468544038246326622e+00
2.472857142857142776e+01 -5.442842098117994354e+00
2.477142857142857224e+01 -5.399918266695752145e+00
2.481428571428571317e+01 -5.348476493730450976e+00
2.485714285714285765e+01 -5.298263766428771504e+00
2.489999999999999858e+01 -5.258722680906313229e+00
2.494285714285714306e+01 -5.237857581343102531e+00
2.498571428571428754e+01 -5.241480502832660981e+00
2.502857142857142847e+01 -5.272905752664841295e+00
2.507142857142857295e+01 -5.333060942254730818e+00
2.511428571428571388e+01 -5.420904563580065449e+00
2.515714285714285836e+01 -5.533990146866571536e+00
2.519999999999999929e+01 -5.669019621211406346e+00
2.524285714285714377e+01 -5.822261951026305837e+00
2.528571428571428470e+01 -5.989772987927649339e+00
2.532857142857142918e+01 -6.167465304975920937e+00
2.537142857142857011e+01 -6.351210448468262548e+00
2.541428571428571459e+01 -6.536940398797817409e+00
2.545714285714285907e+01 -6.720687543852713830e+00
2.550000000000000000e+01 -6.898565249041186398e+00
2.554285714285714448e+01 -7.066749631029860979e+00
2.558571428571428541e+01 -7.221528923219036500e+00
2.562857142857142989e+01 -7.359389673985621272e+00
2.567142857142857082e+01 -7.477125759719435827e+00
2.571428571428571530e+01 -7.571958232988382775e+00
2.575714285714285623e+01 -7.641651130643203338e+00
2.580000000000000071e+01 -7.684610186661320341e+00
2.584285714285714164e+01 -7.699952215245917664e+00
2.588571428571428612e+01 -7.687537658299817167e+00
2.592857142857142705e+01 -7.647961713735693223e+00
2.597142857142857153e+01 -7.582504359295702656e+00
2.601428571428571601e+01 -7.493044069500077953e+00
2.605714285714285694e+01 -7.381943919069513527e+00
2.610000000000000142e+01 -7.251922587634326511e+00
2.614285714285714235e+01 -7.105925501604070327e+00
2.618571428571428683e+01 -6.947011828913889353e+00
2.622857142857142776e+01 -6.778271022065457174e+00
2.627142857142857224e+01 -6.602776901858487868e+00
2.631428571428571317e+01 -6.423564333809890670e+00
2.635714285714285765e+01 -6.243612018045546996e+00
2.639999999999999858e+01 -6.065848684003647406e+00
2.644285714285714306e+01 -5.893279181923071874e+00
2.648571428571428754e+01 -5.729146078867162650e+00
2.652857142857142847e+01 -5.576883076711456333e+00
2.657142857142857295e+01 -5.439805796324764131e+00
2.661428571428571388e+01 -5.320578905631077937e+00
2.665714285714285836e+01 -5.220608887718329427e+00
2.669999999999999929e+01 -5.139550955363874962e+00
2.674285714285714377e+01 -5.075087759429868228e+00
2.678571428571428470e+01 -5.023084229108935261e+00
2.682857142857142918e+01 -4.978121591728668527e+00
2.687142857142857011e+01 -4.934320033682215723e+00
2.691428571428571459e+01 -4.886277434507468875e+00
2.695714285714285907e+01 -4.829923099511418627e+00
2.700000000000000000e+01 -4.763108022041785183e+00
2.704285714285714448e+01 -4.685815849236553809e+00
2.708571428571428541e+01 -4.599971755237413085e+00
2.712857142857142989e+01 -4.508924675050828057e+00
2.717142857142857082e+01 -4.416749586867716459e+00
2.721428571428571530e+01 -4.327545369310465517e+00
2.725714285714285623e+01 -4.244883956295524285e+00
2.730000000000000071e+01 -4.171508310696972366e+00
2.734285714285714164e+01 -4.109295858486214037e+00
2.738571428571428612e+01 -4.059427978919207369e+00
2.742857142857143060e+01 -4.022656676721029889e+00
2.747142857142857153e+01 -3.999535734115620134e+00
2.751428571428571601e+01 -3.990516742689365959e+00
2.755714285714285694e+01 -3.995880575975085058e+00
2.760000000000000142e+01 -4.015541216793869772e+00
2.764285714285714235e+01 -4.048802450235092998e+00
2.768571428571428683e+01 -4.094181395932813494e+00
2.772857142857142776e+01 -4.149386439642970714e+00
2.777142857142857224e+01 -4.211490674191304961e+00
2.781428571428571317e+01 -4.277273828544801759e+00
2.785714285714285765e+01 -4.343628154743787384e+00
2.789999999999999858e+01 -4.407823571521802819e+00
2.794285714285714306e+01 -4.467598321804890027e+00
2.798571428571428754e+01 -4.521122263599057334e+00
2.802857142857142847e+01 -4.566900531948327568e+00
2.807142857142857295e+01 -4.603718121284942733e+00
2.811428571428571388e+01 -4.630590358637184600e+00
2.815714285714285836e+01 -4.646709699924532089e+00
2.819999999999999929e+01 -4.651399615846040447e+00
2.824285714285714377e+01 -4.644083903498481547e+00
2.828571428571428470e+01 -4.624276196135511441e+00
2.832857142857142918e+01 -4.591590383985286294e+00
2.837142857142857011e+01 -4.545768713297309027e+00
2.841428571428571459e+01 -4.486721005930517592e+00
2.845714285714285907e+01 -4.414566403426578134e+00
2.850000000000000000e+01 -4.329668390260476230e+00
2.854285714285714448e+01 -4.232654810872686468e+00
2.858571428571428541e+01 -4.124416948758612200e+00
2.862857142857142989e+01 -4.006085626178034431e+00
2.867142857142857082e+01 -3.878986024271102728e+00
2.871428571428571530e+01 -3.744575769293691181e+00
2.875714285714285623e+01 -3.604375100230001738e+00
2.880000000000000071e+01 -3.459897379180289612e+00
2.884285714285714164e+01 -3.312589839460527763e+00
2.888571428571428612e+01 -3.163791289266713047e+00
2.892857142857143060e+01 -3.014712378107546886e+00
2.897142857142857153e+01 -2.866439542593466339e+00
2.901428571428571601e+01 -2.719958146738559179e+00
2.905714285714285694e+01 -2.576159785387293510e+00
2.910000000000000142e+01 -2.435820504535606723e+00
2.914285714285714235e+01 -2.299582641412305950e+00
2.918571428571428683e+01 -2.167946438566111134e+00
2.922857142857142776e+01 -2.041272148612507831e+00
2.927142857142857224e+01 -1.919791163319087612e+00
2.931428571428571317e+01 -1.803624438319127332e+00
2.935714285714285765e+01 -1.692805465150476474e+00
2.939999999999999858e+01 -1.587305053745346584e+00
2.944285714285714306e+01 -1.487053880196688160e+00
2.948571428571428754e+01 -1.391954630135875615e+00
2.952857142857142847e+01 -1.301887755544566261e+00
2.957142857142857295e+01 -1.216715560478452085e+00
2.961428571428571388e+01 -1.136285340647701148e+00
2.965714285714285836e+01 -1.060432144410094368e+00
2.969999999999999929e+01 -9.889815531165050411e-01
2.974285714285714377e+01 -9.217526286578733297e-01
2.978571428571428470e+01 -8.585609367741589004e-01
2.982857142857142918e+01 -7.992213987348469884e-01
2.987142857142857011e+01 -7.435506870580853578e-01
2.991428571428571459e+01 -6.913689566566082467e-01
2.995714285714285907e+01 -6.425008498760939046e-01
3.000000000000000000e+01 -5.967758737491880572e-01
3.004285714285714448e+01 -5.540283662578265877e-01
3.008571428571428541e+01 -5.140973122734322498e-01
3.012857142857142989e+01 -4.768262347992133776e-01
3.017142857142857082e+01 -4.420632940486717843e-01
3.021428571428571530e+01 -4.096616119545751222e-01
3.025714285714285623e+01 -3.794797412402511894e-01
3.030000000000000071e+01 -3.513821446436098395e-01
3.034285714285714164e+01 -3.252395517681466730e-01
3.038571428571428612e+01 -3.009291091781997052e-01
3.042857142857143060e+01 -2.783343102097869948e-01
3.047142857142857153e+01 -2.573447567238286715e-01
3.051428571428571601e+01 -2.378558439936326319e-01
3.055714285714285694e+01 -2.197684629349896113e-01
3.060000000000000142e+01 -2.029887851497712004e-01
3.064285714285714235e+01 -1.874281497678802200e-01
3.068571428571428683e+01 -1.730030248490117828e-01
3.072857142857142776e+01 -1.596349860966700673e-01
3.077142857142857224e+01 -1.472506505939933097e-01
3.081428571428571317e+01 -1.357815221844414777e-01
3.085714285714285765e+01 -1.251637383561857997e-01
3.089999999999999858e+01 -1.153377423007207053e-01
3.094285714285714306e+01 -1.062479261008182491e-01
3.098571428571428754e+01 -9.784229546595647753e-02
3.102857142857142847e+01 -9.007219376717889858e-02
3.107142857142857295e+01 -8.289209958589142946e-02
3.111428571428571388e+01 -7.625948667726477337e-02
3.115714285714285836e+01 -7.013471700589142543e-02
3.119999999999999929e+01 -6.448093204689131497e-02
3.124285714285714377e+01 -5.926391549379131374e-02
3.128571428571428470e+01 -5.445191741831535703e-02
3.132857142857142918e+01 -5.001544842638257909e-02
3.137142857142857011e+01 -4.592706547941322048e-02
3.141428571428571459e+01 -4.216117483606361682e-02
3.145714285714285907e+01 -3.869387191965615452e-02
3.150000000000000000e+01 -3.550282587349994773e-02
3.154285714285714448e+01 -3.256720290366362652e-02
3.158571428571428541e+01 -2.986761214713147886e-02
3.162857142857142989e+01 -2.738605421493414335e-02
3.167142857142857082e+01 -2.510585648589165261e-02
3.171428571428571530e+01 -2.301158840623179422e-02
3.175714285714285623e+01 -2.108896036182841133e-02
3.180000000000000071e+01 -1.932471713722881679e-02
3.184285714285714164e+01 -1.770653930290228342e-02
3.188571428571428612e+01 -1.622296303022835798e-02
3.192857142857143060e+01 -1.486332247564680492e-02
3.197142857142857153e+01 -1.361771155393834941e-02
3.201428571428571246e+01 -1.247695631445053417e-02
3.205714285714285694e+01 -1.143258722875366805e-02
3.210000000000000142e+01 -1.047680299721923461e-02
3.214285714285714590e+01 -9.602422735169558257e-03
3.218571428571428328e+01 -8.802829229206714234e-03
3.222857142857142776e+01 -8.071910057095520868e-03
3.227142857142857224e+01 -7.404004473374117302e-03
3.231428571428571672e+01 -6.793862075008857970e-03
3.235714285714285410e+01 -6.236615325881865804e-03
3.239999999999999858e+01 -5.727763542611402289e-03
3.244285714285714306e+01 -5.263162597079483127e-03
3.248571428571428754e+01 -4.839013637486529358e-03
3.252857142857143202e+01 -4.451845800436462185e-03
3.257142857142856940e+01 -4.098491220848445547e-03
3.261428571428571388e+01 -3.776054089367705119e-03
3.265714285714285836e+01 -3.481877818896201258e-03
3.270000000000000284e+01 -3.213515081856328261e-03
3.274285714285714022e+01 -2.968704627751520431e-03
3.278571428571428470e+01 -2.745356665343315176e-03
3.282857142857142918e+01 -2.541545768757558568e-03
3.287142857142857366e+01 -2.355507794054179354e-03
3.291428571428571104e+01 -2.185636360064934381e-03
3.295714285714285552e+01 -2.030475521184699466e-03
3.300000000000000000e+01 -1.888707602574952061e-03
3.304285714285714448e+01 -1.759137393656635745e-03
3.308571428571428896e+01 -1.640675085343551529e-03
3.312857142857142634e+01 -1.532320525530984174e-03
3.317142857142857082e+01 -1.433150995130397145e-03
3.321428571428571530e+01 -1.342313871181963518e-03
3.325714285714285978e+01 -1.259024086983014405e-03
3.329999999999999716e+01 -1.182564530909060519e-03
3.334285714285714164e+01 -1.112286439873763156e-03
3.338571428571428612e+01 -1.047607284141624170e-03
3.342857142857143060e+01 -9.880053360068511651e-04
3.347142857142857508e+01 -9.330118218346324403e-04
3.351428571428571246e+01 -8.822022702481960082e-04
3.355714285714285694e+01 -8.351884856250965054e-04
3.360000000000000142e+01 -7.916122367836262580e-04
3.364285714285714590e+01 -7.511415390894275951e-04
3.368571428571428328e+01 -7.134698857892956408e-04
3.372857142857142776e+01 -6.783176667077271162e-04
3.377142857142857224e+01 -6.454339236834940024e-04
3.381428571428571672e+01 -6.145965430641170272e-04
3.385714285714285410e+01 -5.856101470858263462e-04
3.389999999999999858e+01 -5.583023132465155273e-04
3.394285714285714306e+01 -5.325192372888311234e-04
3.398571428571428754e+01 -5.081215769037071475e-04
3.402857142857143202e+01 -4.849808782596637608e-04
3.407142857142856940e+01 -4.629771846260812376e-04
3.411428571428571388e+01 -4.419985674719251688e-04
3.415714285714285836e+01 -4.219426246808392488e-04
3.420000000000000284e+01 -4.027187425346512675e-04
3.424285714285714022e+01 -3.842493477570748457e-04
3.428571428571428470e+01 -3.664691967298812098e-04
3.432857142857142918e+01 -3.493231987014453963e-04
3.437142857142857366e+01 -3.327639454275687779e-04
3.441428571428571814e+01 -3.167496130154424570e-04
3.445714285714285552e+01 -3.012421765568663629e-04
3.450000000000000000e+01 -2.862059325548153127e-04
3.454285714285714448e+01 -2.716068932681038823e-04
3.458571428571428896e+01 -2.574136028491161776e-04
3.462857142857142634e+01 -2.435989676043543958e-04
3.467142857142857082e+01 -2.301417760068743504e-04
3.471428571428571530e+01 -2.170268296291939217e-04
3.475714285714285978e+01 -2.042438065688335349e-04
3.479999999999999716e+01 -1.917858112999768329e-04
3.484285714285714164e+01 -1.796482366270754356e-04
3.488571428571428612e+01 -1.678277617351469687e-04
3.492857142857143060e+01 -1.563212192442585272e-04
3.497142857142857508e+01 -1.451247627260425640e-04
3.501428571428571246e+01 -1.342341343538413145e-04
3.505714285714285694e+01 -1.236461042592362422e-04
3.510000000000000142e+01 -1.133600431659511590e-04
3.514285714285714590e+01 -1.033784457273337977e-04
3.518571428571428328e+01 -9.370627229627123819e-05
3.522857142857142776e+01 -8.434998241416888354e-05
3.527142857142857224e+01 -7.531695296441917706e-05
3.531428571428571672e+01 -6.661502379084240913e-05
3.535714285714285410e+01 -5.825159021424414544e-05
3.539999999999999858e+01 -5.023246672666114687e-05
3.544285714285714306e+01 -4.256157121084416957e-05
3.548571428571428754e+01 -3.524205191615782060e-05
3.552857142857143202e+01 -2.827809732002469859e-05
3.557142857142856940e+01 -2.167593890649969921e-05
3.561428571428571388e+01 -1.544339232263235596e-05
3.565714285714285836e+01 -9.588720714095959257e-06
3.570000000000000284e+01 -4.119980329026058598e-06
3.574285714285714022e+01 9.549830923920750724e-07
3.578571428571428470e+01 5.628697133623076244e-06
3.582857142857142918e+01 9.894890743151386705e-06
3.587142857142857366e+01 1.374935445336402583e-05
3.591428571428571814e+01 1.718976846328246663e-05
3.595714285714285552e+01 2.021435122287467019e-05
