# freq_THz abs_cross_spectrum auto_left auto_right
0.000000000000000000e+00 1.368962614272633879e-21 2.084806970084071557e-21 1.885584137353253744e-21
2.441406249999999653e-02 5.784378321459645936e-21 1.211917636682591996e-20 5.312015843743128843e-21
4.882812499999999306e-02 3.903619479668747203e-21 9.802225585317976656e-21 4.272210382607530214e-21
7.324218749999998612e-02 1.748505895863170538e-21 5.897797362266359907e-21 4.026043148617715374e-21
9.765624999999998612e-02 1.182887608088589603e-21 6.916783947435385222e-21 3.301298694625618198e-21
1.220703124999999861e-01 1.258713280953785672e-21 5.990694622440048519e-21 2.732163204188453941e-21
1.464843749999999722e-01 1.180666838370990379e-21 4.608536217773105036e-21 3.275057217211307760e-21
1.708984374999999722e-01 7.100328779645143186e-22 3.442066752223962279e-21 4.549206069650238556e-21
1.953124999999999722e-01 5.474685351670550934e-22 3.138471608390087223e-21 4.398301512746315826e-21
2.197265624999999722e-01 7.019201970083776492e-22 2.973166198497239864e-21 2.985650479133634669e-21
2.441406249999999722e-01 1.247463876247620750e-21 3.580135360767813898e-21 2.654949468411798324e-21
2.685546874999999445e-01 7.774664462617545500e-22 2.735010348740816631e-21 1.970571025381206723e-21
2.929687499999999445e-01 7.465314815476150429e-22 2.267930133342568624e-21 1.733265729115855491e-21
3.173828124999999445e-01 7.883922376337669172e-22 2.318110583399635822e-21 1.351864830616898297e-21
3.417968749999999445e-01 1.685898080367653763e-22 1.370538737737291743e-21 1.507449908974959664e-21
3.662109374999999445e-01 2.663593216060167150e-22 1.260716561059398851e-21 2.890160049359868848e-21
3.906249999999999445e-01 3.641709205717320538e-22 2.092311550676167825e-21 2.168817607392379390e-21
4.150390624999999445e-01 2.925774497882204009e-22 2.168774834336214238e-21 1.267884443479805265e-21
4.394531249999999445e-01 2.900030732186315860e-22 1.611959194627200424e-21 1.273461023077764571e-21
4.638671874999999445e-01 3.310231042758709717e-22 1.492100190753048070e-21 1.208469663710774448e-21
4.882812499999999445e-01 8.594015051698577244e-23 1.798121429542411156e-21 1.265301726905627345e-21
