# freq_THz coherence
0.000000000000000000e+00 6.504125533021561101e-02
2.441406249999999653e-02 6.168061594013514448e-02
4.882812499999999306e-02 7.180541302037841966e-02
7.324218749999998612e-02 6.110032767636272566e-02
9.765624999999998612e-02 7.037067754231182692e-02
1.220703124999999861e-01 6.843065284503066503e-02
1.464843749999999722e-01 5.753126495513517097e-02
1.708984374999999722e-01 4.962622405030189116e-02
1.953124999999999722e-01 5.773093286759382881e-02
2.197265624999999722e-01 1.831684387411256221e-01
2.441406249999999722e-01 2.921439659963970814e-01
2.685546874999999445e-01 1.240436355943249497e-01
2.929687499999999445e-01 5.194088016004700520e-02
3.173828124999999445e-01 5.136885280152321542e-02
3.417968749999999445e-01 5.306387534743019913e-02
3.662109374999999445e-01 5.365351866998076258e-02
3.906249999999999445e-01 4.877143872422873283e-02
4.150390624999999445e-01 5.425259827997650636e-02
4.394531249999999445e-01 6.555575624538814705e-02
4.638671874999999445e-01 6.634335003125471641e-02
4.882812499999999445e-01 4.991304722124349780e-02
5.126953124999998890e-01 4.967967587197954366e-02
5.371093749999998890e-01 4.793206677986972669e-02
5.615234374999998890e-01 5.029945071767667059e-02
5.859374999999998890e-01 5.287572659939589192e-02
6.103515624999998890e-01 5.368414287462562606e-02
6.347656249999998890e-01 5.760451508454348529e-02
6.591796874999998890e-01 5.291545938585605346e-02
6.835937499999998890e-01 5.437140205305793922e-02
7.080078124999998890e-01 6.527766688402576734e-02
7.324218749999998890e-01 8.256562177084672549e-02
7.568359374999998890e-01 7.054964810696411071e-02
7.812499999999998890e-01 8.551711352416309364e-02
8.056640624999998890e-01 1.609091379381653586e-01
8.300781249999998890e-01 1.758995596034451936e-01
8.544921874999998890e-01 1.091945202873465248e-01
8.789062499999998890e-01 8.967856044571448360e-02
9.033203124999998890e-01 1.201953454952621458e-01
9.277343749999998890e-01 1.194775125644162300e-01
9.521484374999998890e-01 1.470710860830997391e-01
9.765624999999998890e-01 1.758632967199291464e-01
1.000976562499999778e+00 1.189139818406287907e-01
1.025390624999999778e+00 8.822710661503670171e-02
1.049804687499999778e+00 1.164283652703993754e-01
1.074218749999999778e+00 1.253235759847087516e-01
1.098632812499999778e+00 1.192527730505777567e-01
1.123046874999999778e+00 1.041955406684666602e-01
1.147460937499999778e+00 1.086960389041596586e-01
1.171874999999999778e+00 1.235628943248204270e-01
1.196289062499999778e+00 1.658910550792551952e-01
1.220703124999999778e+00 1.972115309179949538e-01
1.245117187499999778e+00 1.510343717327917723e-01
1.269531249999999778e+00 1.708195565536526628e-01
1.293945312499999778e+00 2.469795120388084131e-01
1.318359374999999778e+00 2.234881001075136042e-01
1.342773437499999778e+00 1.662134533863508234e-01
1.367187499999999778e+00 1.652638803178345661e-01
1.391601562499999778e+00 2.060345580794039899e-01
1.416015624999999778e+00 1.706981639142580720e-01
1.440429687499999778e+00 1.201541946025113800e-01
1.464843749999999778e+00 1.114090510642869736e-01
1.489257812499999778e+00 1.238361011657471561e-01
1.513671874999999778e+00 1.405554485321402203e-01
1.538085937499999778e+00 1.814145030681021675e-01
1.562499999999999778e+00 1.949202007134267778e-01
1.586914062499999778e+00 1.618053594733938338e-01
1.611328124999999778e+00 1.089182984913348445e-01
1.635742187499999778e+00 9.006854914366849152e-02
1.660156249999999778e+00 9.495686409774736769e-02
1.684570312499999778e+00 9.719605284414768731e-02
1.708984374999999778e+00 8.751629212157925608e-02
