# freq_THz  kappa_Wm-1K-1THz-1  kappa_err  G_Wm-2K-1THz-1  G_err  lambda_m  lambda_err_m
3.6287327000e+00 2.0546107700e+01 1.1223047200e+00 5.4563694812e+07 4.1228727184e+06 3.7655272010e-07 3.5108719114e-08
3.6605636900e+00 2.0703266700e+01 1.1784654500e+00 5.5562174072e+07 4.0629002669e+06 3.7261440982e-07 3.4528967130e-08
3.6923946800e+00 2.0856811500e+01 1.2381393900e+00 5.6620724488e+07 3.9779760192e+06 3.6836002521e-07 3.3881194863e-08
3.7242256700e+00 2.1006375400e+01 1.3010358700e+00 5.7731966277e+07 3.8724506104e+06 3.6386038368e-07 3.3219514064e-08
3.7560566600e+00 2.1151655300e+01 1.3667505000e+00 5.8881386084e+07 3.7543791935e+06 3.5922481970e-07 3.2610172133e-08
3.7878876500e+00 2.1292246700e+01 1.4349547000e+00 6.0063291515e+07 3.6288213902e+06 3.5449683430e-07 3.2085439897e-08
3.8197186300e+00 2.1427934800e+01 1.5052567100e+00 6.1269721058e+07 3.5001017001e+06 3.4973122825e-07 3.1665823627e-08
3.8515496200e+00 2.1558315100e+01 1.5773279600e+00 6.2500816041e+07 3.3689226616e+06 3.4492853799e-07 3.1346097223e-08
3.8833806100e+00 2.1683097100e+01 1.6507261500e+00 6.3756720355e+07 3.2338585601e+06 3.4009116183e-07 3.1111234213e-08
3.9152116000e+00 2.1801990000e+01 1.7251100500e+00 6.5045962377e+07 3.0908911259e+06 3.3517822173e-07 3.0936387732e-08
3.9470425900e+00 2.1914690600e+01 1.8000500000e+00 6.6375677309e+07 2.9370606210e+06 3.3016146107e-07 3.0803883681e-08
3.9788735800e+00 2.2020857600e+01 1.8751795100e+00 6.7763332322e+07 2.7694174737e+06 3.2496715916e-07 3.0694512181e-08
4.0107045700e+00 2.2120263600e+01 1.9501194600e+00 6.9219858043e+07 2.5900482760e+06 3.1956528409e-07 3.0605357287e-08
4.0425355500e+00 2.2212618000e+01 2.0244275300e+00 7.0769552692e+07 2.4036461474e+06 3.1387252222e-07 3.0527762873e-08
