# freq_w_over_2pi_THz  G_paper_avg_MW_m^-2_K^-1_THz^-1  G_paper_stderr_MW_m^-2_K^-1_THz^-1
# Averaged over 4 jobs
2.6992678348e+00 9.6648040032e+01 5.5195233528e+00
2.7120002303e+00 9.7164629708e+01 5.4283044246e+00
2.7247326257e+00 9.7674886813e+01 5.3223503210e+00
2.7374650212e+00 9.8178559408e+01 5.2032489951e+00
2.7501974166e+00 9.8675479593e+01 5.0729881035e+00
2.7629298121e+00 9.9165559999e+01 4.9334429925e+00
2.7756622075e+00 9.9649041387e+01 4.7868780060e+00
2.7883946030e+00 1.0012625110e+02 4.6354701492e+00
2.8011269984e+00 1.0059755219e+02 4.4816224629e+00
2.8138593939e+00 1.0106378521e+02 4.3277695939e+00
2.8265917893e+00 1.0152572495e+02 4.1764535562e+00
2.8393241848e+00 1.0198452205e+02 4.0301918967e+00
2.8520565802e+00 1.0244139328e+02 3.8915150780e+00
2.8647889757e+00 1.0289773032e+02 3.7628269564e+00
2.8775213711e+00 1.0335515925e+02 3.6463725810e+00
2.8902537665e+00 1.0381534257e+02 3.5441733247e+00
2.9029861620e+00 1.0428024910e+02 3.4578436097e+00
2.9157185574e+00 1.0475177866e+02 3.3884947691e+00
2.9284509529e+00 1.0523203478e+02 3.3368061684e+00
2.9411833483e+00 1.0572322192e+02 3.3027238583e+00
2.9539157438e+00 1.0622740686e+02 3.2858273589e+00
2.9666481392e+00 1.0674692775e+02 3.2849821728e+00
2.9793805347e+00 1.0728395165e+02 3.2987360141e+00
2.9921129301e+00 1.0784074411e+02 3.3253036348e+00
3.0048453256e+00 1.0841933016e+02 3.3627423996e+00
3.0175777210e+00 1.0902187129e+02 3.4091212385e+00
3.0303101165e+00 1.0965031936e+02 3.4623641274e+00
3.0430425119e+00 1.1030631794e+02 3.5207801856e+00
3.0557749074e+00 1.1099174588e+02 3.5827098168e+00
3.0685073028e+00 1.1170796902e+02 3.6467678205e+00
3.0812396983e+00 1.1245624865e+02 3.7117146752e+00
3.0939720937e+00 1.1323790857e+02 3.7766155330e+00
3.1067044892e+00 1.1405359125e+02 3.8406346845e+00
3.1194368846e+00 1.1490393393e+02 3.9032384046e+00
3.1321692800e+00 1.1578953887e+02 3.9639503791e+00
3.1449016755e+00 1.1671028704e+02 4.0224599421e+00
3.1576340709e+00 1.1766633212e+02 4.0785658940e+00
3.1703664664e+00 1.1865714309e+02 4.1321478301e+00
3.1830988618e+00 1.1968225280e+02 4.1830816161e+00
3.1958312573e+00 1.2074085376e+02 4.2314566282e+00
3.2085636527e+00 1.2183189428e+02 4.2770766412e+00
3.2212960482e+00 1.2295408498e+02 4.3199813628e+00
3.2340284436e+00 1.2410599784e+02 4.3601259190e+00
3.2467608391e+00 1.2528610031e+02 4.3973803806e+00
3.2594932345e+00 1.2649244973e+02 4.4315633636e+00
3.2722256300e+00 1.2772337594e+02 4.4624088244e+00
3.2849580254e+00 1.2897662820e+02 4.4897182712e+00
3.2976904209e+00 1.3025012509e+02 4.5130537335e+00
