# freq_w_over_2pi_THz  G_native_avg_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_stderr_eV_ps^-1_THz^-1_A^-2_K^-1
# Averaged over 4 jobs
1.2923381379e+01 3.3302961618e-06 1.7858975001e-07
1.2936113775e+01 3.3186761773e-06 1.7716940587e-07
1.2948846170e+01 3.3051710622e-06 1.7535837826e-07
1.2961578565e+01 3.2897692459e-06 1.7314217712e-07
1.2974310961e+01 3.2724742130e-06 1.7051223740e-07
1.2987043356e+01 3.2532870946e-06 1.6746617721e-07
1.2999775752e+01 3.2322104121e-06 1.6401106043e-07
1.3012508147e+01 3.2092552533e-06 1.6016133208e-07
1.3025240543e+01 3.1844235305e-06 1.5594240051e-07
1.3037972938e+01 3.1577345560e-06 1.5139250651e-07
1.3050705334e+01 3.1292025116e-06 1.4656043718e-07
1.3063437729e+01 3.0988476141e-06 1.4150383852e-07
1.3076170124e+01 3.0666915150e-06 1.3629630276e-07
1.3088902520e+01 3.0327592930e-06 1.3102697752e-07
1.3101634915e+01 2.9970911613e-06 1.2579443254e-07
1.3114367311e+01 2.9597207145e-06 1.2071795200e-07
1.3127099706e+01 2.9206932369e-06 1.1591947098e-07
1.3139832102e+01 2.8800511692e-06 1.1153705159e-07
1.3152564497e+01 2.8378599147e-06 1.0771179526e-07
1.3165296893e+01 2.7941714442e-06 1.0457355336e-07
1.3178029288e+01 2.7490621733e-06 1.0224093780e-07
1.3190761683e+01 2.7026018014e-06 1.0079434864e-07
1.3203494079e+01 2.6548700280e-06 1.0027946006e-07
1.3216226474e+01 2.6059580824e-06 1.0068669828e-07
1.3228958870e+01 2.5559584781e-06 1.0196080905e-07
1.3241691265e+01 2.5049688907e-06 1.0399912220e-07
1.3254423661e+01 2.4531001829e-06 1.0667155279e-07
1.3267156056e+01 2.4004610841e-06 1.0982779355e-07
1.3279888452e+01 2.3471691789e-06 1.1331051082e-07
1.3292620847e+01 2.2933449089e-06 1.1697307619e-07
1.3305353242e+01 2.2391175197e-06 1.2067398980e-07
1.3318085638e+01 2.1846135959e-06 1.2428626666e-07
1.3330818033e+01 2.1299637085e-06 1.2769807156e-07
1.3343550429e+01 2.0753029312e-06 1.3080984350e-07
1.3356282824e+01 2.0207733422e-06 1.3354400031e-07
1.3369015220e+01 1.9665012630e-06 1.3582869332e-07
1.3381747615e+01 1.9126245825e-06 1.3761266509e-07
1.3394480011e+01 1.8592788787e-06 1.3885209897e-07
1.3407212406e+01 1.8065959861e-06 1.3952105072e-07
1.3419944802e+01 1.7547001036e-06 1.3959800482e-07
1.3432677197e+01 1.7037210974e-06 1.3908121173e-07
1.3445409592e+01 1.6537795416e-06 1.3797425998e-07
1.3458141988e+01 1.6049823588e-06 1.3629051193e-07
1.3470874383e+01 1.5574416599e-06 1.3406074766e-07
1.3483606779e+01 1.5112579971e-06 1.3132343641e-07
1.3496339174e+01 1.4665207539e-06 1.2813243270e-07
1.3509071570e+01 1.4233134343e-06 1.2454844544e-07
1.3521803965e+01 1.3817178086e-06 1.2065316498e-07
1.3534536361e+01 1.3417889245e-06 1.1653549647e-07
1.3547268756e+01 1.3035833035e-06 1.1230186780e-07
1.3560001151e+01 1.2671532337e-06 1.0807865641e-07
1.3572733547e+01 1.2325317572e-06 1.0399965893e-07
1.3585465942e+01 1.1997401472e-06 1.0021925527e-07
1.3598198338e+01 1.1687972846e-06 9.6895370374e-08
1.3610930733e+01 1.1397062011e-06 9.4185304690e-08
1.3623663129e+01 1.1124607016e-06 9.2240058538e-08
1.3636395524e+01 1.0870517722e-06 9.1173430695e-08
1.3649127920e+01 1.0634497598e-06 9.1066025577e-08
1.3661860315e+01 1.0416254113e-06 9.1937449693e-08
1.3674592710e+01 1.0215370700e-06 9.3752988392e-08
1.3687325106e+01 1.0031414606e-06 9.6428526761e-08
1.3700057501e+01 9.8638378973e-07 9.9838647981e-08
1.3712789897e+01 9.7120791076e-07 1.0383961099e-07
1.3725522292e+01 9.5754836179e-07 1.0827600348e-07
1.3738254688e+01 9.4533100293e-07 1.1299707869e-07
1.3750987083e+01 9.3449658552e-07 1.1786157594e-07
1.3763719479e+01 9.2496248772e-07 1.2274183012e-07
1.3776451874e+01 9.1666117915e-07 1.2752138232e-07
1.3789184269e+01 9.0951594919e-07 1.3210014087e-07
1.3801916665e+01 9.0344984156e-07 1.3638812382e-07
1.3814649060e+01 8.9839270500e-07 1.4030851172e-07
1.3827381456e+01 8.9427285786e-07 1.4379654210e-07
1.3840113851e+01 8.9101949605e-07 1.4679473181e-07
1.3852846247e+01 8.8857497823e-07 1.4925830982e-07
1.3865578642e+01 8.8687156274e-07 1.5114615062e-07
1.3878311038e+01 8.8585520442e-07 1.5242597030e-07
1.3891043433e+01 8.8547125494e-07 1.5307407205e-07
1.3903775829e+01 8.8567805356e-07 1.5307271649e-07
1.3916508224e+01 8.8643183188e-07 1.5241026171e-07
1.3929240619e+01 8.8769622443e-07 1.5108064457e-07
1.3941973015e+01 8.8944315857e-07 1.4908410199e-07
1.3954705410e+01 8.9164842134e-07 1.4642766658e-07
1.3967437806e+01 8.9429240254e-07 1.4312176175e-07
1.3980170201e+01 8.9736092064e-07 1.3918314028e-07
1.3992902597e+01 9.0085032302e-07 1.3463826266e-07
1.4005634992e+01 9.0474768705e-07 1.2951039756e-07
1.4018367388e+01 9.0906156321e-07 1.2383885329e-07
1.4031099783e+01 9.1379323230e-07 1.1766134519e-07
1.4043832178e+01 9.1894392594e-07 1.1102769319e-07
1.4056564574e+01 9.2453388670e-07 1.0399695818e-07
1.4069296969e+01 9.3056428837e-07 9.6635115762e-08
1.4082029365e+01 9.3705415994e-07 8.9024430279e-08
1.4094761760e+01 9.4400968253e-07 8.1265660479e-08
1.4107494156e+01 9.5144568570e-07 7.3486412043e-08
1.4120226551e+01 9.5937522064e-07 6.5856864923e-08
1.4132958947e+01 9.6780331213e-07 5.8609016292e-08
1.4145691342e+01 9.7674105882e-07 5.2057246032e-08
1.4158423737e+01 9.8619348278e-07 4.6635553141e-08
1.4171156133e+01 9.9615529887e-07 4.2876049432e-08
1.4183888528e+01 1.0066253179e-06 4.1287002291e-08
1.4196620924e+01 1.0175992515e-06 4.2111578747e-08
1.4209353319e+01 1.0290567050e-06 4.5165475501e-08
1.4222085715e+01 1.0409886403e-06 4.9958396036e-08
1.4234818110e+01 1.0533610161e-06 5.5931655661e-08
1.4247550506e+01 1.0661600660e-06 6.2619846727e-08
1.4260282901e+01 1.0793338113e-06 6.9675121586e-08
1.4273015296e+01 1.0928521504e-06 7.6857258643e-08
1.4285747692e+01 1.1066651833e-06 8.3984391774e-08
1.4298480087e+01 1.1207245116e-06 9.0931360918e-08
1.4311212483e+01 1.1349710899e-06 9.7598222878e-08
1.4323944878e+01 1.1493476251e-06 1.0390943265e-07
1.4336677274e+01 1.1637886458e-06 1.0980680337e-07
1.4349409669e+01 1.1782264234e-06 1.1524465219e-07
1.4362142065e+01 1.1925876758e-06 1.2018725930e-07
1.4374874460e+01 1.2067997901e-06 1.2460631977e-07
1.4387606856e+01 1.2207930213e-06 1.2848552291e-07
1.4400339251e+01 1.2344860544e-06 1.3181407724e-07
1.4413071646e+01 1.2478037959e-06 1.3458970537e-07
1.4425804042e+01 1.2606769264e-06 1.3681625958e-07
1.4438536437e+01 1.2730256266e-06 1.3850227257e-07
1.4451268833e+01 1.2847811974e-06 1.3967136401e-07
1.4464001228e+01 1.2958798579e-06 1.4034359116e-07
1.4476733624e+01 1.3062521539e-06 1.4055530872e-07
1.4489466019e+01 1.3158456882e-06 1.4034425635e-07
1.4502198415e+01 1.3246020648e-06 1.3975396152e-07
1.4514930810e+01 1.3324765301e-06 1.3883997046e-07
1.4527663205e+01 1.3394280584e-06 1.3765817331e-07
1.4540395601e+01 1.3454202367e-06 1.3627387312e-07
1.4553127996e+01 1.3504362338e-06 1.3475298199e-07
1.4565860392e+01 1.3544468392e-06 1.3316746477e-07
1.4578592787e+01 1.3574519302e-06 1.3159035182e-07
1.4591325183e+01 1.3594407743e-06 1.3009519268e-07
1.4604057578e+01 1.3604320709e-06 1.2875295435e-07
1.4616789974e+01 1.3604322562e-06 1.2762667301e-07
1.4629522369e+01 1.3594675643e-06 1.2677556752e-07
1.4642254764e+01 1.3575721570e-06 1.2624059076e-07
1.4654987160e+01 1.3547850753e-06 1.2605935022e-07
1.4667719555e+01 1.3511568236e-06 1.2624304305e-07
1.4680451951e+01 1.3467374087e-06 1.2679500236e-07
1.4693184346e+01 1.3415914010e-06 1.2769733489e-07
1.4705916742e+01 1.3357822297e-06 1.2891679883e-07
1.4718649137e+01 1.3293872084e-06 1.3040975937e-07
1.4731381533e+01 1.3224783688e-06 1.3211922282e-07
1.4744113928e+01 1.3151411850e-06 1.3398222306e-07
1.4756846323e+01 1.3074522420e-06 1.3592810882e-07
1.4769578719e+01 1.2995013268e-06 1.3788705155e-07
1.4782311114e+01 1.2913722957e-06 1.3978527073e-07
1.4795043510e+01 1.2831531947e-06 1.4155414296e-07
1.4807775905e+01 1.2749296016e-06 1.4312537369e-07
1.4820508301e+01 1.2667892506e-06 1.4443789639e-07
1.4833240696e+01 1.2588044666e-06 1.4542819951e-07
1.4845973092e+01 1.2510658002e-06 1.4604673863e-07
1.4858705487e+01 1.2436418453e-06 1.4624189976e-07
1.4871437883e+01 1.2366078403e-06 1.4597418141e-07
1.4884170278e+01 1.2300213796e-06 1.4520324459e-07
1.4896902673e+01 1.2239538465e-06 1.4390032687e-07
1.4909635069e+01 1.2184482686e-06 1.4203768781e-07
1.4922367464e+01 1.2135595496e-06 1.3959861748e-07
1.4935099860e+01 1.2093198016e-06 1.3656688031e-07
1.4947832255e+01 1.2057671998e-06 1.3293563395e-07
1.4960564651e+01 1.2029243091e-06 1.2870377344e-07
1.4973297046e+01 1.2008138002e-06 1.2387833401e-07
1.4986029442e+01 1.1994385349e-06 1.1846848857e-07
1.4998761837e+01 1.1988051960e-06 1.1249260781e-07
1.5011494232e+01 1.1989114541e-06 1.0598069765e-07
1.5024226628e+01 1.1997418833e-06 9.8965612312e-08
1.5036959023e+01 1.2012781203e-06 9.1492696116e-08
1.5049691419e+01 1.2034951704e-06 8.3622722266e-08
1.5062423814e+01 1.2063659179e-06 7.5431340466e-08
1.5075156210e+01 1.2098490603e-06 6.7024431192e-08
1.5087888605e+01 1.2139067796e-06 5.8546465418e-08
1.5100621001e+01 1.2184969074e-06 5.0219975259e-08
1.5113353396e+01 1.2235647063e-06 4.2400116905e-08
1.5126085791e+01 1.2290591220e-06 3.5689707869e-08
1.5138818187e+01 1.2349303631e-06 3.1046386771e-08
1.5151550582e+01 1.2411189289e-06 2.9614360037e-08
1.5164282978e+01 1.2475673689e-06 3.1887143953e-08
1.5177015373e+01 1.2542150446e-06 3.7156676039e-08
1.5189747769e+01 1.2610143442e-06 4.4276391193e-08
1.5202480164e+01 1.2678987148e-06 5.2359960392e-08
1.5215212560e+01 1.2748158002e-06 6.0861310910e-08
1.5227944955e+01 1.2817145446e-06 6.9448350714e-08
1.5240677350e+01 1.2885393010e-06 7.7901695207e-08
1.5253409746e+01 1.2952431417e-06 8.6065883704e-08
1.5266142141e+01 1.3017823477e-06 9.3817499508e-08
1.5278874537e+01 1.3081100631e-06 1.0106456331e-07
1.5291606932e+01 1.3141873683e-06 1.0772244805e-07
1.5304339328e+01 1.3199839470e-06 1.1372292178e-07
1.5317071723e+01 1.3254655567e-06 1.1900856708e-07
1.5329804119e+01 1.3306019830e-06 1.2352954220e-07
1.5342536514e+01 1.3353707311e-06 1.2724426404e-07
1.5355268910e+01 1.3397545018e-06 1.3011927761e-07
1.5368001305e+01 1.3437321290e-06 1.3213093805e-07
1.5380733700e+01 1.3472970200e-06 1.3326300919e-07
1.5393466096e+01 1.3504318361e-06 1.3351010405e-07
1.5406198491e+01 1.3531350559e-06 1.3286762873e-07
1.5418930887e+01 1.3553990929e-06 1.3135129118e-07
1.5431663282e+01 1.3572263726e-06 1.2897535675e-07
1.5444395678e+01 1.3586172494e-06 1.2576583881e-07
1.5457128073e+01 1.3595724572e-06 1.2176108535e-07
1.5469860469e+01 1.3600985839e-06 1.1700002091e-07
1.5482592864e+01 1.3601963755e-06 1.1153754884e-07
1.5495325259e+01 1.3598777120e-06 1.0543121980e-07
1.5508057655e+01 1.3591439522e-06 9.8752238877e-08
1.5520790050e+01 1.3580086042e-06 9.1578119062e-08
1.5533522446e+01 1.3564738564e-06 8.4002600692e-08
1.5546254841e+01 1.3545495440e-06 7.6127623418e-08
1.5558987237e+01 1.3522381149e-06 6.8087184981e-08
1.5571719632e+01 1.3495524316e-06 6.0038026535e-08
1.5584452028e+01 1.3464907830e-06 5.2195256694e-08
1.5597184423e+01 1.3430586405e-06 4.4869889075e-08
1.5609916818e+01 1.3392656188e-06 3.8509964846e-08
1.5622649214e+01 1.3351128430e-06 3.3766046111e-08
1.5635381609e+01 1.3305980485e-06 3.1390430572e-08
1.5648114005e+01 1.3257310826e-06 3.1842353459e-08
1.5660846400e+01 1.3205061794e-06 3.4877606305e-08
1.5673578796e+01 1.3149282797e-06 3.9742087774e-08
1.5686311191e+01 1.3089999022e-06 4.5664721807e-08
1.5699043587e+01 1.3027205359e-06 5.2098985909e-08
1.5711775982e+01 1.2960928334e-06 5.8684974073e-08
1.5724508377e+01 1.2891237437e-06 6.5204678094e-08
1.5737240773e+01 1.2818109147e-06 7.1510848567e-08
1.5749973168e+01 1.2741621589e-06 7.7511372297e-08
1.5762705564e+01 1.2661833725e-06 8.3142353076e-08
1.5775437959e+01 1.2578865839e-06 8.8359893795e-08
1.5788170355e+01 1.2492735475e-06 9.3145539965e-08
1.5800902750e+01 1.2403672858e-06 9.7486144764e-08
1.5813635146e+01 1.2311775720e-06 1.0138286780e-07
1.5826367541e+01 1.2217226349e-06 1.0484227704e-07
1.5839099937e+01 1.2120267355e-06 1.0788414025e-07
1.5851832332e+01 1.2021116973e-06 1.1052968681e-07
1.5864564727e+01 1.1920008429e-06 1.1280767439e-07
1.5877297123e+01 1.1817292840e-06 1.1475374051e-07
1.5890029518e+01 1.1713299714e-06 1.1640591409e-07
1.5902761914e+01 1.1608315866e-06 1.1780229528e-07
1.5915494309e+01 1.1502771349e-06 1.1898982848e-07
1.5928226705e+01 1.1397061087e-06 1.2000820824e-07
1.5940959100e+01 1.1291624359e-06 1.2090642436e-07
1.5953691496e+01 1.1186880767e-06 1.2172599665e-07
1.5966423891e+01 1.1083308909e-06 1.2251329623e-07
1.5979156286e+01 1.0981346198e-06 1.2330549811e-07
1.5991888682e+01 1.0881501936e-06 1.2414308621e-07
1.6004621077e+01 1.0784230435e-06 1.2505839828e-07
1.6017353473e+01 1.0690008206e-06 1.2608180082e-07
1.6030085868e+01 1.0599290921e-06 1.2723716237e-07
1.6042818264e+01 1.0512520769e-06 1.2854324495e-07
1.6055550659e+01 1.0430180712e-06 1.3001620457e-07
1.6068283055e+01 1.0352611506e-06 1.3165928329e-07
1.6081015450e+01 1.0280187454e-06 1.3347468452e-07
1.6093747845e+01 1.0213272377e-06 1.3545854903e-07
1.6106480241e+01 1.0152182125e-06 1.3760333216e-07
1.6119212636e+01 1.0097145048e-06 1.3989431610e-07
1.6131945032e+01 1.0048343052e-06 1.4230938508e-07
1.6144677427e+01 1.0005976390e-06 1.4483102415e-07
1.6157409823e+01 9.9700994088e-07 1.4742964154e-07
1.6170142218e+01 9.9407752951e-07 1.5007937480e-07
1.6182874614e+01 9.9179612683e-07 1.5274808223e-07
1.6195607009e+01 9.9016057782e-07 1.5540709311e-07
1.6208339404e+01 9.8915371024e-07 1.5802172125e-07
1.6221071800e+01 9.8875428196e-07 1.6056032635e-07
1.6233804195e+01 9.8894000249e-07 1.6299221392e-07
1.6246536591e+01 9.8967260378e-07 1.6528410879e-07
1.6259268986e+01 9.9091876392e-07 1.6740868810e-07
1.6272001382e+01 9.9262920974e-07 1.6933564458e-07
1.6284733777e+01 9.9476105914e-07 1.7104267448e-07
1.6297466173e+01 9.9725896668e-07 1.7250447548e-07
1.6310198568e+01 1.0000615545e-06 1.7370183399e-07
1.6322930964e+01 1.0031158503e-06 1.7461962012e-07
1.6335663359e+01 1.0063546142e-06 1.7524435713e-07
1.6348395754e+01 1.0097101590e-06 1.7556709301e-07
1.6361128150e+01 1.0131191127e-06 1.7558342672e-07
1.6373860545e+01 1.0165098367e-06 1.7529045442e-07
1.6386592941e+01 1.0198120258e-06 1.7469227766e-07
1.6399325336e+01 1.0229642680e-06 1.7379614789e-07
1.6412057732e+01 1.0258972508e-06 1.7261320016e-07
1.6424790127e+01 1.0285506133e-06 1.7115706763e-07
1.6437522523e+01 1.0308548944e-06 1.6944456877e-07
1.6450254918e+01 1.0327602551e-06 1.6749822799e-07
1.6462987313e+01 1.0342094348e-06 1.6534038666e-07
1.6475719709e+01 1.0351533216e-06 1.6299661851e-07
1.6488452104e+01 1.0355553417e-06 1.6049725495e-07
1.6501184500e+01 1.0353767389e-06 1.5786928500e-07
1.6513916895e+01 1.0345811327e-06 1.5514164916e-07
1.6526649291e+01 1.0331524317e-06 1.5234618547e-07
1.6539381686e+01 1.0310729678e-06 1.4951222215e-07
1.6552114082e+01 1.0283337586e-06 1.4666747228e-07
1.6564846477e+01 1.0249361051e-06 1.4383732124e-07
1.6577578872e+01 1.0208914247e-06 1.4104934058e-07
1.6590311268e+01 1.0162107537e-06 1.3832148799e-07
1.6603043663e+01 1.0109216636e-06 1.3567287865e-07
1.6615776059e+01 1.0050575553e-06 1.3311873665e-07
1.6628508454e+01 9.9865572334e-07 1.3066738158e-07
1.6641240850e+01 9.9176490108e-07 1.2832393196e-07
1.6653973245e+01 9.8444194774e-07 1.2609031567e-07
1.6666705641e+01 9.7674964993e-07 1.2396453029e-07
1.6679438036e+01 9.6875664064e-07 1.2193893019e-07
1.6692170431e+01 9.6053367552e-07 1.2000114814e-07
1.6704902827e+01 9.5216272763e-07 1.1813945243e-07
1.6717635222e+01 9.4373373570e-07 1.1634090604e-07
1.6730367618e+01 9.3532508292e-07 1.1458332193e-07
1.6743100013e+01 9.2703827765e-07 1.1285371184e-07
1.6755832409e+01 9.1896058228e-07 1.1113121261e-07
1.6768564804e+01 9.1119401419e-07 1.0940311334e-07
1.6781297200e+01 9.0383133570e-07 1.0765168767e-07
1.6794029595e+01 8.9697110400e-07 1.0586631667e-07
1.6806761991e+01 8.9070727683e-07 1.0403729923e-07
1.6819494386e+01 8.8513757059e-07 1.0216151482e-07
1.6832226781e+01 8.8035323686e-07 1.0023908695e-07
1.6844959177e+01 8.7644350256e-07 9.8275534080e-08
1.6857691572e+01 8.7348796319e-07 9.6280003248e-08
1.6870423968e+01 8.7157146124e-07 9.4273688031e-08
1.6883156363e+01 8.7076413846e-07 9.2279280270e-08
1.6895888759e+01 8.7114069613e-07 9.0331911261e-08
1.6908621154e+01 8.7275200543e-07 8.8465805095e-08
1.6921353550e+01 8.7566039853e-07 8.6730386160e-08
1.6934085945e+01 8.7990350541e-07 8.5172520373e-08
1.6946818340e+01 8.8552206943e-07 8.3848119086e-08
1.6959550736e+01 8.9254169722e-07 8.2810738828e-08
1.6972283131e+01 9.0097864268e-07 8.2111746155e-08
1.6985015527e+01 9.1084000760e-07 8.1796281205e-08
1.6997747922e+01 9.2212825099e-07 8.1902103640e-08
1.7010480318e+01 9.3483011300e-07 8.2450784996e-08
1.7023212713e+01 9.4891996167e-07 8.3448732491e-08
1.7035945109e+01 9.6436604127e-07 8.4883229327e-08
1.7048677504e+01 9.8112916696e-07 8.6730714944e-08
1.7061409899e+01 9.9915868859e-07 8.8949881811e-08
1.7074142295e+01 1.0183891067e-06 9.1487870668e-08
1.7086874690e+01 1.0387496733e-06 9.4286571133e-08
1.7099607086e+01 1.0601679067e-06 9.7282761828e-08
1.7112339481e+01 1.0825496874e-06 1.0040894323e-07
1.7125071877e+01 1.1058066717e-06 1.0360202615e-07
1.7137804272e+01 1.1298347730e-06 1.0679833688e-07
1.7150536668e+01 1.1545243670e-06 1.0994074671e-07
1.7163269063e+01 1.1797707666e-06 1.1297520437e-07
1.7176001458e+01 1.2054545832e-06 1.1585231376e-07
1.7188733854e+01 1.2314526477e-06 1.1852628662e-07
1.7201466249e+01 1.2576465711e-06 1.2096366050e-07
1.7214198645e+01 1.2839122511e-06 1.2313027068e-07
1.7226931040e+01 1.3101319217e-06 1.2499821289e-07
1.7239663436e+01 1.3361721175e-06 1.2655197895e-07
1.7252395831e+01 1.3619200559e-06 1.2777426841e-07
1.7265128227e+01 1.3872585710e-06 1.2865657426e-07
1.7277860622e+01 1.4120690802e-06 1.2919632720e-07
1.7290593018e+01 1.4362513838e-06 1.2939684181e-07
1.7303325413e+01 1.4596933388e-06 1.2926437555e-07
1.7316057808e+01 1.4823023931e-06 1.2881371995e-07
1.7328790204e+01 1.5039979441e-06 1.2806027321e-07
1.7341522599e+01 1.5246941421e-06 1.2702877089e-07
1.7354254995e+01 1.5443239511e-06 1.2574141352e-07
1.7366987390e+01 1.5628313796e-06 1.2423148294e-07
1.7379719786e+01 1.5801697656e-06 1.2252870810e-07
1.7392452181e+01 1.5962972778e-06 1.2066690586e-07
1.7405184577e+01 1.6111948001e-06 1.1868400659e-07
1.7417916972e+01 1.6248460510e-06 1.1661862221e-07
1.7430649367e+01 1.6372582526e-06 1.1450796928e-07
1.7443381763e+01 1.6484382199e-06 1.1238859936e-07
1.7456114158e+01 1.6584145334e-06 1.1029955353e-07
1.7468846554e+01 1.6672216190e-06 1.0827205413e-07
1.7481578949e+01 1.6749096130e-06 1.0633762162e-07
1.7494311345e+01 1.6815400531e-06 1.0452634680e-07
1.7507043740e+01 1.6871829011e-06 1.0285677849e-07
1.7519776136e+01 1.6919176777e-06 1.0134963128e-07
1.7532508531e+01 1.6958343068e-06 1.0001619281e-07
1.7545240926e+01 1.6990346615e-06 9.8863315628e-08
1.7557973322e+01 1.7016166075e-06 9.7892971342e-08
1.7570705717e+01 1.7037025435e-06 9.7102165360e-08
1.7583438113e+01 1.7054011709e-06 9.6485651493e-08
1.7596170508e+01 1.7068307420e-06 9.6032040887e-08
1.7608902904e+01 1.7081188102e-06 9.5731479680e-08
1.7621635299e+01 1.7093838971e-06 9.5571573245e-08
1.7634367695e+01 1.7107485789e-06 9.5539260622e-08
1.7647100090e+01 1.7123317759e-06 9.5623562959e-08
1.7659832485e+01 1.7142483751e-06 9.5817481837e-08
1.7672564881e+01 1.7166172779e-06 9.6114625108e-08
1.7685297276e+01 1.7195305648e-06 9.6512201833e-08
1.7698029672e+01 1.7230977062e-06 9.7011888748e-08
1.7710762067e+01 1.7274028644e-06 9.7613309930e-08
1.7723494463e+01 1.7325228356e-06 9.8325438096e-08
1.7736226858e+01 1.7385257936e-06 9.9154546208e-08
1.7748959254e+01 1.7454665295e-06 1.0011475513e-07
1.7761691649e+01 1.7533922943e-06 1.0121420435e-07
1.7774424045e+01 1.7623283255e-06 1.0246432746e-07
1.7787156440e+01 1.7722924933e-06 1.0387675727e-07
1.7799888835e+01 1.7832822722e-06 1.0545677142e-07
1.7812621231e+01 1.7952891261e-06 1.0721313160e-07
1.7825353626e+01 1.8082803320e-06 1.0914489720e-07
1.7838086022e+01 1.8222179987e-06 1.1125088249e-07
1.7850818417e+01 1.8370463918e-06 1.1352548295e-07
1.7863550813e+01 1.8526933046e-06 1.1595321191e-07
1.7876283208e+01 1.8690737430e-06 1.1852304452e-07
1.7889015604e+01 1.8860963874e-06 1.2121276663e-07
1.7901747999e+01 1.9036537429e-06 1.2399851663e-07
1.7914480394e+01 1.9216279593e-06 1.2685250817e-07
1.7927212790e+01 1.9399029646e-06 1.2974422141e-07
1.7939945185e+01 1.9583299744e-06 1.3264389779e-07
1.7952677581e+01 1.9767772540e-06 1.3551763491e-07
1.7965409976e+01 1.9951031393e-06 1.3833232840e-07
1.7978142372e+01 2.0131592751e-06 1.4105463473e-07
1.7990874767e+01 2.0307960657e-06 1.4365019131e-07
1.8003607163e+01 2.0478586610e-06 1.4608834502e-07
1.8016339558e+01 2.0642084068e-06 1.4833693203e-07
1.8029071953e+01 2.0796942296e-06 1.5037199998e-07
1.8041804349e+01 2.0941809262e-06 1.5216500960e-07
1.8054536744e+01 2.1075340426e-06 1.5369478681e-07
1.8067269140e+01 2.1196274286e-06 1.5493888795e-07
1.8080001535e+01 2.1303434311e-06 1.5588813137e-07
1.8092733931e+01 2.1395770126e-06 1.5652402212e-07
1.8105466326e+01 2.1472312936e-06 1.5684019519e-07
1.8118198722e+01 2.1532288403e-06 1.5682991918e-07
1.8130931117e+01 2.1574942116e-06 1.5649369698e-07
1.8143663512e+01 2.1599777328e-06 1.5583427463e-07
1.8156395908e+01 2.1606328601e-06 1.5485344236e-07
1.8169128303e+01 2.1594421412e-06 1.5356346014e-07
1.8181860699e+01 2.1563846418e-06 1.5197392924e-07
1.8194593094e+01 2.1514776198e-06 1.5010549622e-07
1.8207325490e+01 2.1447310134e-06 1.4797119348e-07
1.8220057885e+01 2.1361813983e-06 1.4559285585e-07
1.8232790281e+01 2.1258801009e-06 1.4299220086e-07
1.8245522676e+01 2.1138870382e-06 1.4019418576e-07
1.8258255072e+01 2.1002784207e-06 1.3722385903e-07
1.8270987467e+01 2.0851379231e-06 1.3410891932e-07
1.8283719862e+01 2.0685706813e-06 1.3087539720e-07
1.8296452258e+01 2.0506770081e-06 1.2754787083e-07
1.8309184653e+01 2.0315791231e-06 1.2415347606e-07
1.8321917049e+01 2.0114014039e-06 1.2071719686e-07
1.8334649444e+01 1.9902660243e-06 1.1726810456e-07
1.8347381840e+01 1.9683201485e-06 1.1382425990e-07
1.8360114235e+01 1.9456891231e-06 1.1040938597e-07
1.8372846631e+01 1.9225212046e-06 1.0704125734e-07
1.8385579026e+01 1.8989544083e-06 1.0373629130e-07
1.8398311421e+01 1.8751264588e-06 1.0050995279e-07
1.8411043817e+01 1.8511745361e-06 9.7374689293e-08
1.8423776212e+01 1.8272334818e-06 9.4340663424e-08
1.8436508608e+01 1.8034386166e-06 9.1413152859e-08
1.8449241003e+01 1.7799071618e-06 8.8597974724e-08
1.8461973399e+01 1.7567542624e-06 8.5897253643e-08
1.8474705794e+01 1.7340949235e-06 8.3309301355e-08
1.8487438190e+01 1.7120295350e-06 8.0840187370e-08
1.8500170585e+01 1.6906506332e-06 7.8479602734e-08
1.8512902980e+01 1.6700391244e-06 7.6226033491e-08
1.8525635376e+01 1.6502744399e-06 7.4078460708e-08
1.8538367771e+01 1.6314155736e-06 7.2026368891e-08
1.8551100167e+01 1.6135209806e-06 7.0068833074e-08
1.8563832562e+01 1.5966350753e-06 6.8198167546e-08
1.8576564958e+01 1.5807885939e-06 6.6410408608e-08
1.8589297353e+01 1.5660122695e-06 6.4701009891e-08
1.8602029749e+01 1.5523188818e-06 6.3067693388e-08
1.8614762144e+01 1.5397181699e-06 6.1510443774e-08
1.8627494539e+01 1.5282095988e-06 6.0027512644e-08
1.8640226935e+01 1.5177865038e-06 5.8623040877e-08
1.8652959330e+01 1.5084392069e-06 5.7302763708e-08
1.8665691726e+01 1.5001373979e-06 5.6074452331e-08
1.8678424121e+01 1.4928638371e-06 5.4955167453e-08
1.8691156517e+01 1.4865887035e-06 5.3953747890e-08
1.8703888912e+01 1.4812812636e-06 5.3096457390e-08
1.8716621308e+01 1.4768954655e-06 5.2402397524e-08
1.8729353703e+01 1.4734024777e-06 5.1897056770e-08
1.8742086099e+01 1.4707630851e-06 5.1607284856e-08
1.8754818494e+01 1.4689334419e-06 5.1559924049e-08
1.8767550889e+01 1.4678766308e-06 5.1776301745e-08
1.8780283285e+01 1.4675529365e-06 5.2274904272e-08
1.8793015680e+01 1.4679259158e-06 5.3074950616e-08
1.8805748076e+01 1.4689480216e-06 5.4179787670e-08
