# freq_w_over_2pi_THz  cumulative_G_native_eV_ps^-1_A^-2_K^-1
7.3593245686e+00 4.2565058545e-05
7.3720569640e+00 4.2639913099e-05
7.3847893595e+00 4.2714783411e-05
7.3975217549e+00 4.2789698668e-05
7.4102541504e+00 4.2864687230e-05
7.4229865458e+00 4.2939776573e-05
7.4357189413e+00 4.3014993246e-05
7.4484513367e+00 4.3090362828e-05
7.4611837321e+00 4.3165909909e-05
7.4739161276e+00 4.3241658055e-05
7.4866485230e+00 4.3317629795e-05
7.4993809185e+00 4.3393846602e-05
7.5121133139e+00 4.3470328882e-05
7.5248457094e+00 4.3547095958e-05
7.5375781048e+00 4.3624166063e-05
7.5503105003e+00 4.3701556321e-05
7.5630428957e+00 4.3779282737e-05
7.5757752912e+00 4.3857360178e-05
7.5885076866e+00 4.3935802351e-05
7.6012400821e+00 4.4014621787e-05
7.6139724775e+00 4.4093829804e-05
7.6267048730e+00 4.4173436480e-05
7.6394372684e+00 4.4253450620e-05
7.6521696639e+00 4.4333879716e-05
7.6649020593e+00 4.4414729908e-05
7.6776344548e+00 4.4496005939e-05
7.6903668502e+00 4.4577711110e-05
7.7030992456e+00 4.4659847237e-05
7.7158316411e+00 4.4742414606e-05
7.7285640365e+00 4.4825411929e-05
7.7412964320e+00 4.4908836305e-05
7.7540288274e+00 4.4992683188e-05
7.7667612229e+00 4.5076946351e-05
7.7794936183e+00 4.5161617873e-05
7.7922260138e+00 4.5246688116e-05
7.8049584092e+00 4.5332145726e-05
7.8176908047e+00 4.5417977641e-05
7.8304232001e+00 4.5504169107e-05
7.8431555956e+00 4.5590703717e-05
7.8558879910e+00 4.5677563454e-05
7.8686203865e+00 4.5764728749e-05
7.8813527819e+00 4.5852178566e-05
7.8940851774e+00 4.5939890488e-05
7.9068175728e+00 4.6027840825e-05
7.9195499683e+00 4.6116004742e-05
7.9322823637e+00 4.6204356388e-05
7.9450147591e+00 4.6292869048e-05
7.9577471546e+00 4.6381515310e-05
7.9704795500e+00 4.6470267235e-05
7.9832119455e+00 4.6559096542e-05
7.9959443409e+00 4.6647974799e-05
8.0086767364e+00 4.6736873622e-05
8.0214091318e+00 4.6825764872e-05
8.0341415273e+00 4.6914620860e-05
8.0468739227e+00 4.7003414547e-05
8.0596063182e+00 4.7092119740e-05
8.0723387136e+00 4.7180711289e-05
8.0850711091e+00 4.7269165257e-05
8.0978035045e+00 4.7357459105e-05
8.1105359000e+00 4.7445571838e-05
8.1232682954e+00 4.7533484146e-05
8.1360006909e+00 4.7621178534e-05
8.1487330863e+00 4.7708639415e-05
8.1614654818e+00 4.7795853191e-05
8.1741978772e+00 4.7882808311e-05
8.1869302726e+00 4.7969495297e-05
8.1996626681e+00 4.8055906748e-05
8.2123950635e+00 4.8142037318e-05
8.2251274590e+00 4.8227883664e-05
8.2378598544e+00 4.8313444376e-05
8.2505922499e+00 4.8398719866e-05
8.2633246453e+00 4.8483712242e-05
8.2760570408e+00 4.8568425155e-05
8.2887894362e+00 4.8652863623e-05
8.3015218317e+00 4.8737033836e-05
8.3142542271e+00 4.8820942941e-05
8.3269866226e+00 4.8904598813e-05
8.3397190180e+00 4.8988009815e-05
8.3524514135e+00 4.9071184541e-05
8.3651838089e+00 4.9154131559e-05
8.3779162044e+00 4.9236859152e-05
8.3906485998e+00 4.9319375054e-05
8.4033809953e+00 4.9401686198e-05
8.4161133907e+00 4.9483798458e-05
8.4288457861e+00 4.9565716422e-05
8.4415781816e+00 4.9647443163e-05
8.4543105770e+00 4.9728980037e-05
8.4670429725e+00 4.9810326498e-05
8.4797753679e+00 4.9891479940e-05
8.4925077634e+00 4.9972435564e-05
8.5052401588e+00 5.0053186273e-05
