# freq_w_over_2pi_THz  cumulative_G_paper_MW_m^-2_K^-1
5.9842258603e+00 5.4042891188e+02
5.9969582557e+00 5.4153239934e+02
6.0096906511e+00 5.4263967210e+02
6.0224230466e+00 5.4375088768e+02
6.0351554420e+00 5.4486618376e+02
6.0478878375e+00 5.4598568088e+02
6.0606202329e+00 5.4710948518e+02
6.0733526284e+00 5.4823769130e+02
6.0860850238e+00 5.4937038523e+02
6.0988174193e+00 5.5050764714e+02
6.1115498147e+00 5.5164955414e+02
6.1242822102e+00 5.5279618300e+02
6.1370146056e+00 5.5394761266e+02
6.1497470011e+00 5.5510392655e+02
6.1624793965e+00 5.5626521475e+02
6.1752117920e+00 5.5743157583e+02
6.1879441874e+00 5.5860311851e+02
6.2006765829e+00 5.5977996296e+02
6.2134089783e+00 5.6096224180e+02
6.2261413738e+00 5.6215010071e+02
6.2388737692e+00 5.6334369881e+02
6.2516061646e+00 5.6454320852e+02
6.2643385601e+00 5.6574881528e+02
6.2770709555e+00 5.6696071670e+02
6.2898033510e+00 5.6817912160e+02
6.3025357464e+00 5.6940424844e+02
6.3152681419e+00 5.7063632367e+02
6.3280005373e+00 5.7187557970e+02
6.3407329328e+00 5.7312225253e+02
6.3534653282e+00 5.7437657922e+02
6.3661977237e+00 5.7563879514e+02
6.3789301191e+00 5.7690913102e+02
6.3916625146e+00 5.7818780983e+02
6.4043949100e+00 5.7947504357e+02
6.4171273055e+00 5.8077103005e+02
6.4298597009e+00 5.8207594953e+02
6.4425920964e+00 5.8338996150e+02
6.4553244918e+00 5.8471320144e+02
6.4680568873e+00 5.8604577765e+02
6.4807892827e+00 5.8738776824e+02
6.4935216781e+00 5.8873921839e+02
6.5062540736e+00 5.9010013775e+02
6.5189864690e+00 5.9147049806e+02
6.5317188645e+00 5.9285023110e+02
6.5444512599e+00 5.9423922686e+02
6.5571836554e+00 5.9563733225e+02
6.5699160508e+00 5.9704434996e+02
6.5826484463e+00 5.9846003788e+02
6.5953808417e+00 5.9988410869e+02
6.6081132372e+00 6.0131623004e+02
6.6208456326e+00 6.0275602510e+02
6.6335780281e+00 6.0420307349e+02
6.6463104235e+00 6.0565691261e+02
6.6590428190e+00 6.0711703941e+02
6.6717752144e+00 6.0858291253e+02
