# freq_w_over_2pi_THz  G_native_run01_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_run02_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_run03_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_run04_eV_ps^-1_THz^-1_A^-2_K^-1
2.4662649982e+01 1.5385782172e-08 6.0485520292e-09 2.7930465905e-08 1.9964481668e-08
2.4675382377e+01 1.4933279022e-08 5.5186251215e-09 2.8613682428e-08 2.0564991813e-08
2.4688114772e+01 1.4475295949e-08 4.9721588863e-09 2.9235857110e-08 2.1137470033e-08
2.4700847168e+01 1.4013205521e-08 4.4131810355e-09 2.9798099191e-08 2.1681294549e-08
2.4713579563e+01 1.3548328575e-08 3.8461906090e-09 3.0302013708e-08 2.2195973117e-08
2.4726311959e+01 1.3082730858e-08 3.2753267233e-09 3.0749743513e-08 2.2680728513e-08
2.4739044354e+01 1.2618293616e-08 2.7049684441e-09 3.1143944060e-08 2.3134973499e-08
2.4751776750e+01 1.2157349868e-08 2.1393405839e-09 3.1487724584e-08 2.3557697683e-08
2.4764509145e+01 1.1702350750e-08 1.5825565506e-09 3.1784446420e-08 2.3948210198e-08
2.4777241541e+01 1.1255921554e-08 1.0386269170e-09 3.2037891070e-08 2.4305388385e-08
2.4789973936e+01 1.0820743616e-08 5.1139086353e-10 3.2251840034e-08 2.4628368661e-08
2.4802706331e+01 1.0399731054e-08 4.4819006557e-12 3.2430242882e-08 2.4916114724e-08
2.4815438727e+01 9.9957376352e-09 -4.7864642299e-10 3.2577301283e-08 2.5167244842e-08
2.4828171122e+01 9.6116257481e-09 -9.3484906430e-10 3.2696964805e-08 2.5380809072e-08
2.4840903518e+01 9.2503181335e-09 -1.3612037898e-09 3.2793183015e-08 2.5555425681e-08
2.4853635913e+01 8.9144185304e-09 -1.7551225803e-09 3.2869821450e-08 2.5689799293e-08
2.4866368309e+01 8.6065651646e-09 -2.1143002135e-09 3.2930493545e-08 2.5782720891e-08
2.4879100704e+01 8.3291720992e-09 -2.4367742511e-09 3.2978392567e-08 2.5832981458e-08
2.4891833100e+01 8.0843343956e-09 -2.7209336084e-09 3.3016879851e-08 2.5839026543e-08
2.4904565495e+01 7.8737936280e-09 -2.9654928453e-09 3.3048560432e-08 2.5799707581e-08
2.4917297890e+01 7.6991361803e-09 -3.1695607235e-09 3.3075787245e-08 2.5713876005e-08
2.4930030286e+01 7.5614483810e-09 -3.3325973583e-09 3.3100577089e-08 2.5580357340e-08
2.4942762681e+01 7.4613165024e-09 -3.4543199528e-09 3.3124610634e-08 2.5397933936e-08
2.4955495077e+01 7.3990078157e-09 -3.5349684558e-09 3.3148980312e-08 2.5165750842e-08
2.4968227472e+01 7.3742550498e-09 -3.5750570433e-09 3.3174358390e-08 2.4883004928e-08
2.4980959868e+01 7.3862994991e-09 -3.5754855233e-09 3.3201249069e-08 2.4548953511e-08
2.4993692263e+01 7.4339082673e-09 -3.5373765133e-09 3.3229400248e-08 2.4163138891e-08
2.5006424659e+01 7.5153121912e-09 -3.4621525669e-09 3.3258307728e-08 2.3725206999e-08
2.5019157054e+01 7.6282627435e-09 -3.3518018313e-09 3.3287131175e-08 2.3235019662e-08
2.5031889449e+01 7.7700492767e-09 -3.2083467319e-09 3.3314442021e-08 2.2692861863e-08
2.5044621845e+01 7.9374550520e-09 -3.0339210991e-09 3.3338727665e-08 2.2099009948e-08
2.5057354240e+01 8.1268503534e-09 -2.8313700400e-09 3.3357971307e-08 2.1454189328e-08
2.5070086636e+01 8.3342873259e-09 -2.6031787386e-09 3.3369988079e-08 2.0759375851e-08
2.5082819031e+01 8.5553594428e-09 -2.3524065419e-09 3.3372088914e-08 2.0015804443e-08
2.5095551427e+01 8.7854696386e-09 -2.0821385058e-09 3.3361668776e-08 1.9225046826e-08
2.5108283822e+01 9.0196690844e-09 -1.7955368126e-09 3.3335954564e-08 1.8389132421e-08
2.5121016218e+01 9.2529942946e-09 -1.4958322014e-09 3.3291668977e-08 1.7510099286e-08
2.5133748613e+01 9.4801967516e-09 -1.1862554114e-09 3.3225786813e-08 1.6590529535e-08
2.5146481009e+01 9.6960860480e-09 -8.7022571278e-10 3.3135114805e-08 1.5633402533e-08
2.5159213404e+01 9.8955247130e-09 -5.5097384466e-10 3.3016459684e-08 1.4641827180e-08
2.5171945799e+01 1.0073429075e-08 -2.3172197654e-10 3.2866712216e-08 1.3619266447e-08
2.5184678195e+01 1.0224943420e-08 8.4239165288e-11 3.2682763165e-08 1.2569528736e-08
2.5197410590e+01 1.0345449989e-08 3.9394449932e-10 3.2461587330e-08 1.1496603806e-08
2.5210142986e+01 1.0430569845e-08 6.9456605764e-10 3.2200495644e-08 1.0404852752e-08
2.5222875381e+01 1.0476351685e-08 9.8336156834e-10 3.1896883072e-08 9.2987921182e-09
2.5235607777e+01 1.0479455480e-08 1.2577601515e-09 3.1548480712e-08 8.1831370700e-09
2.5248340172e+01 1.0436735189e-08 1.5154480152e-09 3.1153103698e-08 7.0628100344e-09
2.5261072568e+01 1.0345776749e-08 1.7543684555e-09 3.0708987328e-08 5.9428370680e-09
2.5273804963e+01 1.0204743749e-08 1.9728075525e-09 3.0214871101e-08 4.8283737652e-09
2.5286537358e+01 1.0012394669e-08 2.1691370822e-09 2.9669578552e-08 3.7246353074e-09
2.5299269754e+01 9.7681346161e-09 2.3422429966e-09 2.9072437412e-08 2.6368550114e-09
2.5312002149e+01 9.4720239418e-09 2.4910969438e-09 2.8423363648e-08 1.5702627396e-09
2.5324734545e+01 9.1247868650e-09 2.6150133558e-09 2.7722525327e-08 5.3004172100e-10
2.5337466940e+01 8.7278200932e-09 2.7138208406e-09 2.6970426649e-08 -4.7873621789e-10
2.5350199336e+01 8.2831669584e-09 2.7875193982e-09 2.6168328115e-08 -1.4511227429e-09
2.5362931731e+01 7.7935087947e-09 2.8363661167e-09 2.5317742326e-08 -2.3823336006e-09
2.5375664127e+01 7.2621045868e-09 2.8609608679e-09 2.4420526418e-08 -3.2678349772e-09
2.5388396522e+01 6.6927909705e-09 2.8622463078e-09 2.3479394671e-08 -4.1033003185e-09
2.5401128917e+01 6.0899218805e-09 2.8414221805e-09 2.2497229428e-08 -4.8847398684e-09
2.5413861313e+01 5.4582823342e-09 2.7999453178e-09 2.1477181941e-08 -5.6084488529e-09
2.5426593708e+01 4.8030798101e-09 2.7394439438e-09 2.0423327828e-08 -6.2710333885e-09
2.5439326104e+01 4.1298528581e-09 2.6619747623e-09 1.9339591449e-08 -6.8696781926e-09
2.5452058499e+01 3.4443831587e-09 2.5695944773e-09 1.8230577831e-08 -7.4016802485e-09
2.5464790895e+01 2.7526524150e-09 2.4646854374e-09 1.7101169314e-08 -7.8650878570e-09
2.5477523290e+01 2.0607647571e-09 2.3496128523e-09 1.5956500336e-08 -8.2580615852e-09
2.5490255686e+01 1.3748346615e-09 2.2271275635e-09 1.4802024664e-08 -8.5794355951e-09
2.5502988081e+01 7.0094039357e-10 2.0997661724e-09 1.3643338920e-08 -8.8284412973e-09
2.5515720476e+01 4.5048137225e-11 1.9704680518e-09 1.2486258214e-08 -9.0048714317e-09
2.5528452872e+01 -5.8708284330e-10 1.8418726383e-09 1.1336782528e-08 -9.1089073509e-09
2.5541185267e+01 -1.1899260684e-09 1.7169535831e-09 1.0200802601e-08 -9.1411190201e-09
2.5553917663e+01 -1.7583430328e-09 1.5983760317e-09 9.0843016095e-09 -9.1027672713e-09
2.5566650058e+01 -2.2875487191e-09 1.4889251041e-09 7.9933215533e-09 -8.9952796084e-09
2.5579382454e+01 -2.7731978142e-09 1.3912488064e-09 6.9337052725e-09 -8.8207588574e-09
2.5592114849e+01 -3.2114795474e-09 1.3079180187e-09 5.9111678766e-09 -8.5815254675e-09
2.5604847245e+01 -3.5990832039e-09 1.2413150896e-09 4.9312152322e-09 -8.2805441213e-09
2.5617579640e+01 -3.9332757197e-09 1.1937109632e-09 3.9991145511e-09 -7.9208594692e-09
2.5630312036e+01 -4.2120568713e-09 1.1671709128e-09 3.1197977518e-09 -7.5060132404e-09
2.5643044431e+01 -4.4337109498e-09 1.1635459721e-09 2.2978505355e-09 -7.0398145296e-09
2.5655776826e+01 -4.5975568445e-09 1.1844986435e-09 1.5374493606e-09 -6.5263458419e-09
2.5668509222e+01 -4.7031548511e-09 1.2314172020e-09 8.4234211569e-10 -5.9699216412e-09
2.5681241617e+01 -4.7509446740e-09 1.3054414044e-09 2.1574727879e-10 -5.3750653785e-09
2.5693974013e+01 -4.7418057218e-09 1.4074710587e-09 -3.3958725882e-10 -4.7464455868e-09
2.5706706408e+01 -4.6772985136e-09 1.5381060369e-09 -8.2149343615e-10 -4.0888612003e-09
2.5719438804e+01 -4.5595353545e-09 1.6976805533e-09 -1.2283494091e-09 -3.4071914666e-09
2.5732171199e+01 -4.3909734156e-09 1.8862460257e-09 -1.5591299706e-09 -2.7063760839e-09
2.5744903595e+01 -4.1745871671e-09 2.1035625051e-09 -1.8133981470e-09 -1.9913409333e-09
2.5757635990e+01 -3.9138942436e-09 2.3491209573e-09 -1.9913220051e-09 -1.2670165590e-09
2.5770368385e+01 -3.6126536858e-09 2.6221365785e-09 -2.0936578453e-09 -5.3823108451e-10
2.5783100781e+01 -3.2748745623e-09 2.9215547936e-09 -2.1217417982e-09 1.9023020073e-10
2.5795833176e+01 -2.9049021863e-09 3.2460495428e-09 -2.0774814212e-09 9.1376646856e-10
2.5808565572e+01 -2.5072198174e-09 3.5940901243e-09 -1.9633388923e-09 1.6278810391e-09
2.5821297967e+01 -2.0864314183e-09 3.9638597828e-09 -1.7823057994e-09 2.3282991733e-09
2.5834030363e+01 -1.6472271682e-09 4.3533823686e-09 -1.5378275108e-09 3.0109387114e-09
2.5846762758e+01 -1.1942627599e-09 4.7604469251e-09 -1.2338367883e-09 3.6719256173e-09
2.5859495154e+01 -7.3214215599e-10 5.1826882427e-09 -8.7463614048e-10 4.3076812005e-09
2.5872227549e+01 -2.6534861615e-10 5.6175697199e-09 -4.6491462954e-10 4.9148599380e-09
2.5884959944e+01 2.0175530320e-10 6.0624176416e-09 -9.6302244095e-12 5.4903973169e-09
2.5897692340e+01 6.6506569520e-10 6.5144811662e-09 4.8594818251e-10 6.0315374692e-09
2.5910424735e+01 1.1206941943e-09 6.9708980475e-09 1.0164004387e-09 6.5358003555e-09
2.5923157131e+01 1.5650541929e-09 7.4287203432e-09 1.5761383250e-09 7.0010465336e-09
2.5935889526e+01 1.9948694628e-09 7.8850172501e-09 2.1595063955e-09 7.4254028906e-09
2.5948621922e+01 2.4072086419e-09 8.3368065476e-09 2.7607987841e-09 7.8073313843e-09
2.5961354317e+01 2.7995024777e-09 8.7811145845e-09 3.3743600451e-09 8.1456143615e-09
2.5974086713e+01 3.1695438269e-09 9.2150362665e-09 3.9945851524e-09 8.4393018804e-09
2.5986819108e+01 3.5155221425e-09 9.6357007777e-09 4.6160405083e-09 8.6877807966e-09
2.5999551503e+01 3.8360062299e-09 1.0040305859e-08 5.2334548674e-09 8.8907143124e-09
2.6012283899e+01 4.1299356259e-09 1.0426194935e-08 5.8417798408e-09 9.0480592488e-09
2.6025016294e+01 4.3966292200e-09 1.0790788555e-08 6.4362588037e-09 9.1600228656e-09
2.6037748690e+01 4.6357507675e-09 1.1131670093e-08 7.0124252142e-09 9.2271146774e-09
2.6050481085e+01 4.8473175119e-09 1.1446611452e-08 7.5661631177e-09 9.2500687301e-09
2.6063213481e+01 5.0316484543e-09 1.1733521651e-08 8.0937246260e-09 9.2298608733e-09
2.6075945876e+01 5.1893557320e-09 1.1990515377e-08 8.5917736140e-09 9.1677087599e-09
2.6088678272e+01 5.3213101320e-09 1.2215921559e-08 9.0573605105e-09 9.0650200311e-09
2.6101410667e+01 5.4286238476e-09 1.2408283364e-08 9.4879727177e-09 8.9234095884e-09
2.6114143063e+01 5.5126073701e-09 1.2566349631e-08 9.8815262079e-09 8.7446736858e-09
2.6126875458e+01 5.5747263804e-09 1.2689126286e-08 1.0236365524e-08 8.5307726579e-09
2.6139607853e+01 5.6165931276e-09 1.2775833496e-08 1.0551255375e-08 8.2838309206e-09
2.6152340249e+01 5.6399146991e-09 1.2825948515e-08 1.0825431057e-08 8.0060765195e-09
2.6165072644e+01 5.6464671554e-09 1.2839179977e-08 1.1058472403e-08 7.6999102172e-09
2.6177805040e+01 5.6380869087e-09 1.2815467895e-08 1.1250396221e-08 7.3677932271e-09
2.6190537435e+01 5.6165845059e-09 1.2755009369e-08 1.1401580661e-08 7.0122990282e-09
2.6203269831e+01 5.5837963594e-09 1.2658190031e-08 1.1512765215e-08 6.6360701865e-09
2.6216002226e+01 5.5414812862e-09 1.2525652601e-08 1.1584991898e-08 6.2418097187e-09
2.6228734622e+01 5.4913463736e-09 1.2358236901e-08 1.1619630454e-08 5.8322810925e-09
2.6241467017e+01 5.4350297359e-09 1.2156979852e-08 1.1618302726e-08 5.4102477753e-09
2.6254199412e+01 5.3740660271e-09 1.1923106906e-08 1.1582882660e-08 4.9785259135e-09
2.6266931808e+01 5.3098864417e-09 1.1658006338e-08 1.1515437476e-08 4.5399083365e-09
2.6279664203e+01 5.2437756061e-09 1.1363220677e-08 1.1418219268e-08 4.0971783742e-09
2.6292396599e+01 5.1769319299e-09 1.1040455273e-08 1.1293631391e-08 3.6530934492e-09
2.6305128994e+01 5.1104072549e-09 1.0691509742e-08 1.1144186443e-08 3.2103678049e-09
2.6317861390e+01 5.0451154763e-09 1.0318286535e-08 1.0972481054e-08 2.7716630059e-09
2.6330593785e+01 4.9818584079e-09 9.9227652293e-09 1.0781187486e-08 2.3395516679e-09
2.6343326181e+01 4.9212912951e-09 9.5070025291e-09 1.0572994808e-08 1.9165425013e-09
2.6356058576e+01 4.8639745456e-09 9.0730808471e-09 1.0350592086e-08 1.5050103610e-09
2.6368790971e+01 4.8103651069e-09 8.6231083047e-09 1.0116676792e-08 1.1072264720e-09
2.6381523367e+01 4.7607819802e-09 8.1591947376e-09 9.8738959777e-09 7.2534979344e-10
2.6394255762e+01 4.7154924366e-09 7.6834114179e-09 9.6248462737e-09 3.6136656753e-10
2.6406988158e+01 4.6746611499e-09 7.1978150495e-09 9.3720570846e-09 1.7098955758e-11
2.6419720553e+01 4.6384036502e-09 6.7043920657e-09 9.1179737816e-09 -3.0576041797e-10
2.6432452949e+01 4.6067647699e-09 6.2050671986e-09 8.8649408957e-09 -6.0575209733e-10
2.6445185344e+01 4.5797505444e-09 5.7016803412e-09 8.6152021181e-09 -8.8157207105e-10
2.6457917740e+01 4.5573228659e-09 5.1959539831e-09 8.3709002995e-09 -1.1321754029e-09
2.6470650135e+01 4.5394443164e-09 4.6894992090e-09 8.1340270311e-09 -1.3566726019e-09
2.6483382530e+01 4.5260454054e-09 4.1838328381e-09 7.9064730635e-09 -1.5544505235e-09
2.6496114926e+01 4.5170392266e-09 3.6803002975e-09 7.6899946944e-09 -1.7250877390e-09
2.6508847321e+01 4.5123697393e-09 3.1801613184e-09 7.4862221711e-09 -1.8684149859e-09
2.6521579717e+01 4.5119524513e-09 2.6844871008e-09 7.2966428843e-09 -1.9845143047e-09
2.6534312112e+01 4.5157287353e-09 2.1942545789e-09 7.1226097713e-09 -2.0736888134e-09
2.6547044508e+01 4.5236520345e-09 1.7102350169e-09 6.9653329126e-09 -2.1364937960e-09
2.6559776903e+01 4.5356792405e-09 1.2331482611e-09 6.8259215488e-09 -2.1737189999e-09
2.6572509299e+01 4.5517672451e-09 7.6349991782e-10 6.7053000469e-09 -2.1863860445e-09
2.6585241694e+01 4.5718901833e-09 3.0174417588e-10 6.6042751273e-09 -2.1757514440e-09
2.6597974090e+01 4.5960308119e-09 -1.5187044631e-10 6.5235190570e-09 -2.1432876084e-09
2.6610706485e+01 4.6241546442e-09 -5.9710399997e-10 6.4635696495e-09 -2.0906539136e-09
2.6623438880e+01 4.6562358152e-09 -1.0338879283e-09 6.4248134585e-09 -2.0197433351e-09
2.6636171276e+01 4.6922139734e-09 -1.4621965225e-09 6.4074857772e-09 -1.9325887486e-09
2.6648903671e+01 4.7319942806e-09 -1.8821069090e-09 6.4117042525e-09 -1.8313983374e-09
2.6661636067e+01 4.7754991419e-09 -2.2936962141e-09 6.4374268676e-09 -1.7185245034e-09
2.6674368462e+01 4.8225819893e-09 -2.6971358300e-09 6.4844519424e-09 -1.5964396865e-09
2.6687100858e+01 4.8730359030e-09 -3.0925885788e-09 6.5524517469e-09 -1.4677095935e-09
2.6699833253e+01 4.9266280984e-09 -3.4802258527e-09 6.6409388874e-09 -1.3349621096e-09
2.6712565649e+01 4.9830740609e-09 -3.8602276133e-09 6.7492747104e-09 -1.2008942063e-09
2.6725298044e+01 5.0419771946e-09 -4.2327481133e-09 6.8766608987e-09 -1.0682127001e-09
2.6738030439e+01 5.1029150384e-09 -4.5978730488e-09 7.0221562786e-09 -9.3961870793e-10
2.6750762835e+01 5.1653961581e-09 -4.9556966852e-09 7.1846684164e-09 -8.1777051290e-10
2.6763495230e+01 5.2288170380e-09 -5.3062018835e-09 7.3629620214e-09 -7.0528615510e-10
2.6776227626e+01 5.2925138108e-09 -5.6493029477e-09 7.5556228119e-09 -6.0467175422e-10
2.6788960021e+01 5.3557708793e-09 -5.9848799033e-09 7.7611365067e-09 -5.1834879873e-10
2.6801692417e+01 5.4177691864e-09 -6.3126756623e-09 7.9778350432e-09 -4.4858851357e-10
2.6814424812e+01 5.4776293236e-09 -6.6323731496e-09 8.2039091831e-09 -3.9747299886e-10
2.6827157208e+01 5.5344287740e-09 -6.9435353156e-09 8.4374236377e-09 -3.6694531774e-10
2.6839889603e+01 5.5871760474e-09 -7.2456668374e-09 8.6764548831e-09 -3.5868945829e-10
2.6852621998e+01 5.6348279238e-09 -7.5381447051e-09 8.9186793967e-09 -3.7420805602e-10
2.6865354394e+01 5.6762980750e-09 -7.8202910634e-09 9.1621081085e-09 -4.1473603550e-10
2.6878086789e+01 5.7104915510e-09 -8.0913140812e-09 9.4043838824e-09 -4.8124924624e-10
2.6890819185e+01 5.7363047803e-09 -8.3503722239e-09 9.6431235321e-09 -5.7448173430e-10
2.6903551580e+01 5.7526255695e-09 -8.5965511152e-09 9.8760808454e-09 -6.9485665567e-10
2.6916283976e+01 5.7583589688e-09 -8.8288986725e-09 1.0100811292e-08 -8.4253809124e-10
2.6929016371e+01 5.7524358932e-09 -9.0464036831e-09 1.0315029163e-08 -1.0173965035e-09
2.6941748767e+01 5.7338303659e-09 -9.2480463646e-09 1.0516406735e-08 -1.2190260080e-09
2.6954481162e+01 5.7016026267e-09 -9.4327897955e-09 1.0702616284e-08 -1.4467357380e-09
2.6967213557e+01 5.6548474022e-09 -9.5996227629e-09 1.0871556975e-08 -1.6995412082e-09
2.6979945953e+01 5.5927715002e-09 -9.7475511933e-09 1.1021186796e-08 -1.9762334014e-09
2.6992678348e+01 5.5146765668e-09 -9.8756324308e-09 1.1149455335e-08 -2.2753183179e-09
2.7005410744e+01 5.4199849513e-09 -9.9829752370e-09 1.1254665117e-08 -2.5950946981e-09
2.7018143139e+01 5.3082483277e-09 -1.0068782639e-08 1.1335085053e-08 -2.9336108429e-09
2.7030875535e+01 5.1791304515e-09 -1.0132360499e-08 1.1389236158e-08 -3.2887423367e-09
2.7043607930e+01 5.0324588896e-09 -1.0173108946e-08 1.1415983980e-08 -3.6581661394e-09
2.7056340326e+01 4.8682336422e-09 -1.0190582360e-08 1.1414286506e-08 -4.0394322644e-09
2.7069072721e+01 4.6865581690e-09 -1.0184463666e-08 1.1383412646e-08 -4.4299465064e-09
2.7081805117e+01 4.4877299170e-09 -1.0154590041e-08 1.1322673324e-08 -4.8270239840e-09
2.7094537512e+01 4.2722101447e-09 -1.0100970056e-08 1.1231942493e-08 -5.2279014886e-09
2.7107269907e+01 4.0406006435e-09 -1.0023792240e-08 1.1111211748e-08 -5.6297560517e-09
2.7120002303e+01 3.7936670161e-09 -9.9234165189e-09 1.0960632349e-08 -6.0297861216e-09
2.7132734698e+01 3.5323189332e-09 -9.8003913452e-09 1.0780952193e-08 -6.4251493857e-09
2.7145467094e+01 3.2576209102e-09 -9.6554451355e-09 1.0572759514e-08 -6.8131048294e-09
2.7158199489e+01 2.9707733400e-09 -9.4895034065e-09 1.0337230780e-08 -7.1909053933e-09
2.7170931885e+01 2.6730805924e-09 -9.3036544972e-09 1.0075819767e-08 -7.5559508271e-09
2.7183664280e+01 2.3659600672e-09 -9.0991752782e-09 9.7898626059e-09 -7.9057367382e-09
2.7196396676e+01 2.0509619376e-09 -8.8775140118e-09 9.4813256780e-09 -8.2378969076e-09
2.7209129071e+01 1.7296501714e-09 -8.6402560738e-09 9.1522173806e-09 -8.5502205611e-09
2.7221861466e+01 1.4037171992e-09 -8.3891410931e-09 8.8047309848e-09 -8.8406869131e-09
2.7234593862e+01 1.0748701083e-09 -8.1260286728e-09 8.4412026184e-09 -9.1074651663e-09
2.7247326257e+01 7.4482460764e-10 -7.8529155295e-09 8.0641532824e-09 -9.3489145117e-09
2.7260058653e+01 4.1535675770e-10 -7.5718669370e-09 7.6762972548e-09 -9.5636618516e-09
2.7272791048e+01 8.8190889125e-11 -7.2850167254e-09 7.2803656202e-09 -9.7505327120e-09
2.7285523444e+01 -2.3498315408e-10 -6.9945929908e-09 6.8791314798e-09 -9.9086030586e-09
2.7298255839e+01 -5.5248414958e-10 -6.7027895506e-09 6.4754015483e-09 -1.0037182024e-08
2.7310988235e+01 -8.6272571320e-10 -6.4118773487e-09 6.0720245569e-09 -1.0135829182e-08
2.7323720630e+01 -1.1642162990e-09 -6.1240587724e-09 5.6717988170e-09 -1.0204371814e-08
2.7336453025e+01 -1.4555333341e-09 -5.8415533479e-09 5.2774638164e-09 -1.0242861736e-08
2.7349185421e+01 -1.7353921924e-09 -5.5664777664e-09 4.8916582031e-09 -1.0251566659e-08
2.7361917816e+01 -2.0026289505e-09 -5.3009144405e-09 4.5169029782e-09 -1.0231039276e-08
2.7374650212e+01 -2.2562176319e-09 -5.0468086695e-09 4.1556014961e-09 -1.0182013634e-08
2.7387382607e+01 -2.4952788279e-09 -4.8059943477e-09 3.8099394648e-09 -1.0105431038e-08
2.7400115003e+01 -2.7191228062e-09 -4.5801939645e-09 3.4819395676e-09 -1.0002474599e-08
2.7412847398e+01 -2.9271805378e-09 -4.3709671873e-09 3.1733866734e-09 -9.8744569621e-09
2.7425579794e+01 -3.1190812916e-09 -4.1796765822e-09 2.8858353994e-09 -9.7228980360e-09
2.7438312189e+01 -3.2946267695e-09 -4.0075390326e-09 2.6205874226e-09 -9.5494299934e-09
2.7451044584e+01 -3.4537566199e-09 -3.8555743207e-09 2.3786828241e-09 -9.3558749958e-09
2.7463776980e+01 -3.5966346544e-09 -3.7245879889e-09 2.1608710974e-09 -9.1441156553e-09
2.7476509375e+01 -3.7235453874e-09 -3.6151970484e-09 1.9676355186e-09 -8.9161382143e-09
2.7489241771e+01 -3.8349457666e-09 -3.5277871312e-09 1.7991628938e-09 -8.6740411811e-09
2.7501974166e+01 -3.9314393076e-09 -3.4625381989e-09 1.6553540636e-09 -8.4199316997e-09
2.7514706562e+01 -4.0137588510e-09 -3.4194074035e-09 1.5358317182e-09 -8.1559773650e-09
2.7527438957e+01 -4.0828010487e-09 -3.3981599379e-09 1.4399328343e-09 -7.8843544077e-09
2.7540171353e+01 -4.1395315258e-09 -3.3983416135e-09 1.3667523725e-09 -7.6072476944e-09
2.7552903748e+01 -4.1850452323e-09 -3.4192874291e-09 1.3151012605e-09 -7.3267902766e-09
2.7565636144e+01 -4.2205060913e-09 -3.4601472806e-09 1.2835736201e-09 -7.0451152059e-09
2.7578368539e+01 -4.2471469993e-09 -3.5198859603e-09 1.2705425651e-09 -6.7642519038e-09
2.7591100934e+01 -4.2662439608e-09 -3.5973037242e-09 1.2741812101e-09 -6.4861866127e-09
2.7603833330e+01 -4.2791160888e-09 -3.6910294364e-09 1.2925004851e-09 -6.2127933089e-09
2.7616565725e+01 -4.2870997395e-09 -3.7995634169e-09 1.3233575393e-09 -5.9458596107e-09
2.7629298121e+01 -4.2915054042e-09 -3.9212431633e-09 1.3644750681e-09 -5.6870349627e-09
2.7642030516e+01 -4.2936263309e-09 -4.0543290471e-09 1.4135169439e-09 -5.4378565438e-09
2.7654762912e+01 -4.2947212808e-09 -4.1969614649e-09 1.4680714089e-09 -5.1996888161e-09
2.7667495307e+01 -4.2960059071e-09 -4.3472208264e-09 1.5257014953e-09 -4.9737667042e-09
2.7680227703e+01 -4.2985924031e-09 -4.5031189846e-09 1.5839366219e-09 -4.7611610517e-09
2.7692960098e+01 -4.3035326103e-09 -4.6625992355e-09 1.6403902411e-09 -4.5627440782e-09
2.7705692493e+01 -4.3117749106e-09 -4.8236305839e-09 1.6926926117e-09 -4.3792411940e-09
2.7718424889e+01 -4.3241297394e-09 -4.9841306171e-09 1.7386000427e-09 -4.2111878207e-09
2.7731157284e+01 -4.3413385589e-09 -5.1420683400e-09 1.7759444732e-09 -4.0589552994e-09
2.7743889680e+01 -4.3639617765e-09 -5.2953956183e-09 1.8027343121e-09 -3.9226990752e-09
2.7756622075e+01 -4.3924649615e-09 -5.4421414440e-09 1.8171376320e-09 -3.8024018764e-09
2.7769354471e+01 -4.4271412501e-09 -5.5803776571e-09 1.8174905722e-09 -3.6978823503e-09
2.7782086866e+01 -4.4681630754e-09 -5.7082789330e-09 1.8023813719e-09 -3.6087605203e-09
2.7794819262e+01 -4.5155563022e-09 -5.8240799341e-09 1.7705747407e-09 -3.5344923286e-09
2.7807551657e+01 -4.5691916059e-09 -5.9261181580e-09 1.7210958914e-09 -3.4743523650e-09
2.7820284052e+01 -4.6288275801e-09 -6.0128682160e-09 1.6532473470e-09 -3.4274770459e-09
2.7833016448e+01 -4.6940762504e-09 -6.0829246937e-09 1.5665585206e-09 -3.3928214351e-09
2.7845748843e+01 -4.7644116961e-09 -6.1349935817e-09 1.4608193289e-09 -3.3692456022e-09
2.7858481239e+01 -4.8392131580e-09 -6.1679608318e-09 1.3360969984e-09 -3.3554369000e-09
2.7871213634e+01 -4.9177477957e-09 -6.1808323706e-09 1.1927192595e-09 -3.3499963232e-09
2.7883946030e+01 -4.9991620655e-09 -6.1727855164e-09 1.0312575389e-09 -3.3514126003e-09
2.7896678425e+01 -5.0825679372e-09 -6.1431518406e-09 8.5254376703e-10 -3.3580881017e-09
2.7909410821e+01 -5.1669480557e-09 -6.0914428759e-09 6.5763676445e-10 -3.3683733827e-09
2.7922143216e+01 -5.2512764442e-09 -6.0173244079e-09 4.4780543504e-10 -3.3805412760e-09
2.7934875611e+01 -5.3344581529e-09 -5.9206250446e-09 2.2452036280e-10 -3.3928646143e-09
2.7947608007e+01 -5.4153896102e-09 -5.8013533556e-09 -1.0554591499e-11 -3.4035989587e-09
2.7960340402e+01 -5.4929500011e-09 -5.6596893026e-09 -2.5562111371e-10 -3.4109566912e-09
2.7973072798e+01 -5.5660271324e-09 -5.4959756694e-09 -5.0874643628e-10 -3.4132624595e-09
2.7985805193e+01 -5.6335174326e-09 -5.3107094930e-09 -7.6788014493e-10 -3.4087977321e-09
2.7998537589e+01 -5.6943776815e-09 -5.1045334932e-09 -1.0309214054e-09 -3.3959735153e-09
2.8011269984e+01 -5.7475732808e-09 -4.8782703517e-09 -1.2957105599e-09 -3.3732612660e-09
2.8024002380e+01 -5.7921730921e-09 -4.6328798636e-09 -1.5600711443e-09 -3.3392274354e-09
2.8036734775e+01 -5.8272977067e-09 -4.3694503681e-09 -1.8218603075e-09 -3.2925939197e-09
2.8049467171e+01 -5.8521625541e-09 -4.0892073179e-09 -2.0789688119e-09 -3.2321862452e-09
2.8062199566e+01 -5.8660865238e-09 -3.7935047099e-09 -2.3293546466e-09 -3.1570026548e-09
