# freq_w_over_2pi_THz  G_native_run01_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_run02_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_run03_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_run04_eV_ps^-1_THz^-1_A^-2_K^-1
8.3524514135e+00 5.7696136747e-06 7.2221141495e-06 5.7990345856e-06 7.2307580504e-06
8.3651838089e+00 5.7536480976e-06 7.1925250356e-06 5.7464162495e-06 7.2612770957e-06
8.3779162044e+00 5.7409018457e-06 7.1623463332e-06 5.6950701787e-06 7.2922650669e-06
8.3906485998e+00 5.7312852539e-06 7.1316191765e-06 5.6450938518e-06 7.3233868935e-06
8.4033809953e+00 5.7246896893e-06 7.1003906981e-06 5.5965612182e-06 7.3543049144e-06
8.4161133907e+00 5.7209539270e-06 7.0686814652e-06 5.5495025300e-06 7.3846486522e-06
8.4288457861e+00 5.7199176043e-06 7.0365086170e-06 5.5039429971e-06 7.4140269035e-06
8.4415781816e+00 5.7213384528e-06 7.0038481585e-06 5.4598725356e-06 7.4420303297e-06
8.4543105770e+00 5.7250009310e-06 6.9706880924e-06 5.4172659355e-06 7.4682176395e-06
8.4670429725e+00 5.7306291461e-06 6.9369932832e-06 5.3760576506e-06 7.4921561776e-06
8.4797753679e+00 5.7379351349e-06 6.9027020299e-06 5.3361728913e-06 7.5133925625e-06
8.4925077634e+00 5.7466231747e-06 6.8677526313e-06 5.2975326663e-06 7.5314803215e-06
8.5052401588e+00 5.7563630561e-06 6.8320765307e-06 5.2600092448e-06 7.5459721183e-06
8.5179725543e+00 5.7668306051e-06 6.7955914599e-06 5.2234774171e-06 7.5564257981e-06
8.5307049497e+00 5.7776930258e-06 6.7582005824e-06 5.1878086121e-06 7.5623992060e-06
8.5434373452e+00 5.7886080386e-06 6.7198190592e-06 5.1528540907e-06 7.5634812763e-06
8.5561697406e+00 5.7992325016e-06 6.6803363423e-06 5.1184533493e-06 7.5592877142e-06
8.5689021361e+00 5.8092474138e-06 6.6396701638e-06 5.0844526067e-06 7.5494549511e-06
8.5816345315e+00 5.8183182550e-06 6.5977048340e-06 5.0506905189e-06 7.5336375534e-06
8.5943669270e+00 5.8261398187e-06 6.5543615125e-06 5.0170124645e-06 7.5115367213e-06
8.6070993224e+00 5.8324267281e-06 6.5095407920e-06 4.9832688641e-06 7.4829037427e-06
8.6198317179e+00 5.8368996417e-06 6.4631672601e-06 4.9493101382e-06 7.4475132222e-06
8.6325641133e+00 5.8393197397e-06 6.4151749307e-06 4.9150077158e-06 7.4052036697e-06
8.6452965088e+00 5.8394654456e-06 6.3654952472e-06 4.8802397486e-06 7.3558533199e-06
8.6580289042e+00 5.8371488075e-06 6.3140819337e-06 4.8449053964e-06 7.2994043127e-06
8.6707612996e+00 5.8322051516e-06 6.2609127091e-06 4.8089021386e-06 7.2358367857e-06
8.6834936951e+00 5.8245198101e-06 6.2059627218e-06 4.7721619081e-06 7.1651939181e-06
8.6962260905e+00 5.8139936338e-06 6.1492508247e-06 4.7346418479e-06 7.0875724312e-06
8.7089584860e+00 5.8005783417e-06 6.0907787319e-06 4.6962974203e-06 7.0031398603e-06
8.7216908814e+00 5.7842653119e-06 6.0305987178e-06 4.6571134994e-06 6.9121060561e-06
8.7344232769e+00 5.7650700636e-06 5.9687664849e-06 4.6171169758e-06 6.8147352753e-06
8.7471556723e+00 5.7430434643e-06 5.9053788697e-06 4.5763120511e-06 6.7113401352e-06
8.7598880678e+00 5.7182984579e-06 5.8405198542e-06 4.5347642714e-06 6.6023101119e-06
8.7726204632e+00 5.6909505744e-06 5.7743239811e-06 4.4925417037e-06 6.4880433175e-06
8.7853528587e+00 5.6611619009e-06 5.7069283641e-06 4.4497199781e-06 6.3690190409e-06
8.7980852541e+00 5.6291367706e-06 5.6385043951e-06 4.4063982539e-06 6.2457407514e-06
8.8108176496e+00 5.5950769302e-06 5.5692243231e-06 4.3627059426e-06 6.1187412800e-06
8.8235500450e+00 5.5592530996e-06 5.4992861058e-06 4.3187674135e-06 5.9885940463e-06
8.8362824405e+00 5.5219153067e-06 5.4289056972e-06 4.2747145990e-06 5.8559087404e-06
8.8490148359e+00 5.4833704824e-06 5.3583213321e-06 4.2306962382e-06 5.7212829621e-06
8.8617472314e+00 5.4439109007e-06 5.2877626758e-06 4.1868753558e-06 5.5853756256e-06
8.8744796268e+00 5.4038590114e-06 5.2174885302e-06 4.1433956488e-06 5.4488249194e-06
8.8872120223e+00 5.3635355400e-06 5.1477474138e-06 4.1004226632e-06 5.3122681681e-06
8.8999444177e+00 5.3232793176e-06 5.0788238371e-06 4.0581076588e-06 5.1763729218e-06
8.9126768131e+00 5.2834093452e-06 5.0109714604e-06 4.0165976941e-06 5.0417549157e-06
8.9254092086e+00 5.2442584187e-06 4.9444807931e-06 3.9760373065e-06 4.9090601104e-06
8.9381416040e+00 5.2061507121e-06 4.8796063523e-06 3.9365651511e-06 4.7788817877e-06
8.9508739995e+00 5.1693793619e-06 4.8166206513e-06 3.8983081183e-06 4.6518158204e-06
8.9636063949e+00 5.1342375040e-06 4.7557842059e-06 3.8613746110e-06 4.5283984939e-06
8.9763387904e+00 5.1010010315e-06 4.6973566750e-06 3.8258663098e-06 4.4091686844e-06
8.9890711858e+00 5.0699372155e-06 4.6415660099e-06 3.7918554832e-06 4.2945970450e-06
9.0018035813e+00 5.0412529758e-06 4.5886538734e-06 3.7594261647e-06 4.1851222762e-06
9.0145359767e+00 5.0151552320e-06 4.5388216510e-06 3.7286254129e-06 4.0811338541e-06
9.0272683722e+00 4.9918250388e-06 4.4922732992e-06 3.6994792783e-06 3.9829884388e-06
9.0400007676e+00 4.9714089643e-06 4.4491604999e-06 3.6720171723e-06 3.8909839666e-06
9.0527331631e+00 4.9540104685e-06 4.4096572161e-06 3.6462432969e-06 3.8053553324e-06
9.0654655585e+00 4.9396985244e-06 4.3738739955e-06 3.6221341225e-06 3.7263037510e-06
9.0781979540e+00 4.9285334837e-06 4.3419230999e-06 3.5996610779e-06 3.6539656687e-06
9.0909303494e+00 4.9205325897e-06 4.3138662304e-06 3.5788039950e-06 3.5884136265e-06
9.1036627449e+00 4.9156613557e-06 4.2897548046e-06 3.5594864035e-06 3.5296985759e-06
9.1163951403e+00 4.9138852952e-06 4.2696085326e-06 3.5416612447e-06 3.4777989273e-06
9.1291275358e+00 4.9151009482e-06 4.2534094182e-06 3.5252562498e-06 3.4326455939e-06
9.1418599312e+00 4.9192048551e-06 4.2411188983e-06 3.5102008309e-06 3.3941168105e-06
9.1545923266e+00 4.9260763126e-06 4.2326624173e-06 3.4963983496e-06 3.3620623136e-06
9.1673247221e+00 4.9355256443e-06 4.2279499944e-06 3.4837849405e-06 3.3362791609e-06
9.1800571175e+00 4.9473804173e-06 4.2268368034e-06 3.4722757299e-06 3.3165264126e-06
9.1927895130e+00 4.9614423334e-06 4.2291788750e-06 3.4617875247e-06 3.3025294493e-06
9.2055219084e+00 4.9774699864e-06 4.2347953907e-06 3.4522556194e-06 3.2939886072e-06
9.2182543039e+00 4.9952392134e-06 4.2434661117e-06 3.4436043838e-06 3.2905765883e-06
9.2309866993e+00 5.0144913647e-06 4.2549699424e-06 3.4357825575e-06 3.2919332782e-06
9.2437190948e+00 5.0349677907e-06 4.2690600782e-06 3.4287405610e-06 3.2976890631e-06
9.2564514902e+00 5.0564184635e-06 4.2854614351e-06 3.4224414194e-06 3.3074708748e-06
9.2691838857e+00 5.0785761119e-06 4.3038929302e-06 3.4168649648e-06 3.3208857828e-06
9.2819162811e+00 5.1011820862e-06 4.3240580553e-06 3.4120069956e-06 3.3375382658e-06
9.2946486766e+00 5.1239691152e-06 4.3456465910e-06 3.4078540664e-06 3.3570319390e-06
9.3073810720e+00 5.1466957927e-06 4.3683448897e-06 3.4044490342e-06 3.3789764624e-06
9.3201134675e+00 5.1691207123e-06 4.3918341626e-06 3.4018078653e-06 3.4029901323e-06
9.3328458629e+00 5.1910197110e-06 4.4158033330e-06 3.3999877025e-06 3.4286964260e-06
9.3455782584e+00 5.2121772476e-06 4.4399139018e-06 3.3990423270e-06 3.4557481830e-06
9.3583106538e+00 5.2324036457e-06 4.4638856432e-06 3.3990574530e-06 3.4838025606e-06
9.3710430493e+00 5.2515092289e-06 4.4873869134e-06 3.4001179542e-06 3.5125357150e-06
9.3837754447e+00 5.2693474291e-06 4.5101546260e-06 3.4023078638e-06 3.5416566184e-06
9.3965078401e+00 5.2857802998e-06 4.5318999853e-06 3.4057456691e-06 3.5708871969e-06
9.4092402356e+00 5.3007043812e-06 4.5523796147e-06 3.4105271679e-06 3.5999865107e-06
9.4219726310e+00 5.3140162135e-06 4.5713475667e-06 3.4167733685e-06 3.6287196650e-06
9.4347050265e+00 5.3256382019e-06 4.5886041697e-06 3.4245993964e-06 3.6569087617e-06
9.4474374219e+00 5.3355444812e-06 4.6039651772e-06 3.4341228984e-06 3.6843715845e-06
9.4601698174e+00 5.3436919434e-06 4.6172720517e-06 3.4454463953e-06 3.7109665058e-06
9.4729022128e+00 5.3500805883e-06 4.6284082465e-06 3.4586900547e-06 3.7365898955e-06
9.4856346083e+00 5.3547362809e-06 4.6372734974e-06 3.4739353890e-06 3.7611363965e-06
9.4983670037e+00 5.3576762646e-06 4.6438163868e-06 3.4912798769e-06 3.7845481485e-06
9.5110993992e+00 5.3589781342e-06 4.6479889249e-06 3.5107899049e-06 3.8067811089e-06
9.5238317946e+00 5.3586849980e-06 4.6498193914e-06 3.5325377415e-06 3.8278067794e-06
9.5365641901e+00 5.3568916942e-06 4.6493352090e-06 3.5565561598e-06 3.8476165242e-06
9.5492965855e+00 5.3536844393e-06 4.6466117902e-06 3.5828728909e-06 3.8662172518e-06
9.5620289810e+00 5.3491925580e-06 4.6417571120e-06 3.6114887750e-06 3.8836478237e-06
9.5747613764e+00 5.3435065778e-06 4.6348877208e-06 3.6423844844e-06 3.8999427831e-06
9.5874937719e+00 5.3367584100e-06 4.6261878632e-06 3.6755356496e-06 3.9151392642e-06
9.6002261673e+00 5.3290635846e-06 4.6158280741e-06 3.7108607581e-06 3.9293020356e-06
9.6129585628e+00 5.3205617725e-06 4.6040354479e-06 3.7482799783e-06 3.9424863668e-06
9.6256909582e+00 5.3113771255e-06 4.5910396499e-06 3.7876891086e-06 3.9547483907e-06
9.6384233536e+00 5.3016372441e-06 4.5770883416e-06 3.8289478135e-06 3.9661546032e-06
9.6511557491e+00 5.2914628313e-06 4.5624574640e-06 3.8719149169e-06 3.9767585465e-06
9.6638881445e+00 5.2809832120e-06 4.5474195304e-06 3.9164030242e-06 3.9866379432e-06
9.6766205400e+00 5.2703009839e-06 4.5322641933e-06 3.9622213799e-06 3.9958273365e-06
9.6893529354e+00 5.2595290906e-06 4.5172896747e-06 4.0091649424e-06 4.0043768144e-06
9.7020853309e+00 5.2487563351e-06 4.5027881981e-06 4.0569975780e-06 4.0123295560e-06
9.7148177263e+00 5.2380810042e-06 4.4890331335e-06 4.1054772705e-06 4.0197235590e-06
9.7275501218e+00 5.2275703470e-06 4.4763201323e-06 4.1543544409e-06 4.0265657320e-06
9.7402825172e+00 5.2172924744e-06 4.4649062825e-06 4.2033627033e-06 4.0328819826e-06
9.7530149127e+00 5.2073129110e-06 4.4550555276e-06 4.2522356720e-06 4.0386740380e-06
9.7657473081e+00 5.1976644190e-06 4.4470001039e-06 4.3006985579e-06 4.0439375802e-06
9.7784797036e+00 5.1883840717e-06 4.4409619639e-06 4.3484782524e-06 4.0486527468e-06
9.7912120990e+00 5.1794882501e-06 4.4371176415e-06 4.3952991262e-06 4.0527979482e-06
9.8039444945e+00 5.1709778163e-06 4.4356428133e-06 4.4409023564e-06 4.0563386410e-06
9.8166768899e+00 5.1628700138e-06 4.4366583109e-06 4.4850148346e-06 4.0592532358e-06
9.8294092854e+00 5.1551415640e-06 4.4402609706e-06 4.5274113513e-06 4.0614804179e-06
9.8421416808e+00 5.1477648776e-06 4.4465322037e-06 4.5678288822e-06 4.0629899621e-06
9.8548740763e+00 5.1407270222e-06 4.4555020037e-06 4.6060716294e-06 4.0637162359e-06
9.8676064717e+00 5.1339659219e-06 4.4671635150e-06 4.6419211061e-06 4.0636108787e-06
9.8803388671e+00 5.1274591604e-06 4.4814867440e-06 4.6752050440e-06 4.0626281206e-06
9.8930712626e+00 5.1211429373e-06 4.4983817099e-06 4.7057545360e-06 4.0607152828e-06
9.9058036580e+00 5.1149655229e-06 4.5177635736e-06 4.7334233640e-06 4.0578136419e-06
9.9185360535e+00 5.1088708764e-06 4.5394746545e-06 4.7581132090e-06 4.0538964266e-06
9.9312684489e+00 5.1027926110e-06 4.5633572719e-06 4.7797257519e-06 4.0489144126e-06
9.9440008444e+00 5.0966695130e-06 4.5892057556e-06 4.7981862030e-06 4.0428425562e-06
9.9567332398e+00 5.0904282983e-06 4.6167947249e-06 4.8134718733e-06 4.0356480410e-06
9.9694656353e+00 5.0840232723e-06 4.6458619503e-06 4.8255642755e-06 4.0273222313e-06
9.9821980307e+00 5.0773716669e-06 4.6761469157e-06 4.8344617289e-06 4.0178728993e-06
9.9949304262e+00 5.0704329605e-06 4.7073505422e-06 4.8402196956e-06 4.0072905455e-06
1.0007662822e+01 5.0631364556e-06 4.7391720368e-06 4.8428818728e-06 3.9956062591e-06
1.0020395217e+01 5.0554338707e-06 4.7712917536e-06 4.8425390166e-06 3.9828476746e-06
1.0033127613e+01 5.0472726139e-06 4.8033883324e-06 4.8392986898e-06 3.9690553806e-06
1.0045860008e+01 5.0386181986e-06 4.8351412702e-06 4.8332676147e-06 3.9542872370e-06
1.0058592403e+01 5.0294154461e-06 4.8662206376e-06 4.8246012531e-06 3.9386028312e-06
1.0071324799e+01 5.0196428024e-06 4.8963085022e-06 4.8134500246e-06 3.9220850672e-06
1.0084057194e+01 5.0092631943e-06 4.9250929307e-06 4.7999803155e-06 3.9048244486e-06
1.0096789590e+01 4.9982567920e-06 4.9522748441e-06 4.7843769990e-06 3.8869072474e-06
1.0109521985e+01 4.9866123874e-06 4.9775877277e-06 4.7668341923e-06 3.8684392525e-06
1.0122254381e+01 4.9743015290e-06 5.0007513558e-06 4.7475384495e-06 3.8495463745e-06
1.0134986776e+01 4.9613362871e-06 5.0215360630e-06 4.7266964926e-06 3.8303318979e-06
1.0147719172e+01 4.9477028671e-06 5.0397207536e-06 4.7045058001e-06 3.8109370187e-06
1.0160451567e+01 4.9334133393e-06 5.0551340356e-06 4.6811646907e-06 3.7914718439e-06
1.0173183962e+01 4.9184590821e-06 5.0675976615e-06 4.6568790463e-06 3.7720681561e-06
1.0185916358e+01 4.9028599252e-06 5.0769839440e-06 4.6318379418e-06 3.7528531614e-06
1.0198648753e+01 4.8866339742e-06 5.0832140430e-06 4.6062212088e-06 3.7339585562e-06
1.0211381149e+01 4.8697898506e-06 5.0862031194e-06 4.5802137205e-06 3.7155055013e-06
1.0224113544e+01 4.8523473843e-06 5.0859288922e-06 4.5539709388e-06 3.6976016856e-06
1.0236845940e+01 4.8343272672e-06 5.0823810780e-06 4.5276449641e-06 3.6803706016e-06
1.0249578335e+01 4.8157458806e-06 5.0755896702e-06 4.5013820144e-06 3.6639150156e-06
1.0262310731e+01 4.7966299514e-06 5.0656215118e-06 4.4752879718e-06 3.6483135139e-06
1.0275043126e+01 4.7769863771e-06 5.0525614418e-06 4.4494846847e-06 3.6336740443e-06
1.0287775521e+01 4.7568530929e-06 5.0365131524e-06 4.4240444217e-06 3.6200475583e-06
1.0300507917e+01 4.7362240636e-06 5.0176154711e-06 4.3990352499e-06 3.6075065969e-06
1.0313240312e+01 4.7151355002e-06 4.9960365334e-06 4.3745243960e-06 3.5960943393e-06
1.0325972708e+01 4.6935822297e-06 4.9719348770e-06 4.3505194230e-06 3.5858410109e-06
1.0338705103e+01 4.6715694251e-06 4.9455157848e-06 4.3270522636e-06 3.5767664742e-06
1.0351437499e+01 4.6491246757e-06 4.9169794051e-06 4.3041035901e-06 3.5688871372e-06
1.0364169894e+01 4.6262264274e-06 4.8865369304e-06 4.2816607975e-06 3.5621831375e-06
1.0376902290e+01 4.6028807152e-06 4.8544098438e-06 4.2596717851e-06 3.5566415214e-06
1.0389634685e+01 4.5790789176e-06 4.8208202694e-06 4.2380894942e-06 3.5522130646e-06
1.0402367080e+01 4.5548072400e-06 4.7859903310e-06 4.2168315721e-06 3.5488658145e-06
1.0415099476e+01 4.5300518875e-06 4.7501351258e-06 4.1958223888e-06 3.5465220485e-06
1.0427831871e+01 4.5047913062e-06 4.7134735212e-06 4.1749468186e-06 3.5451316789e-06
1.0440564267e+01 4.4790091149e-06 4.6762026181e-06 4.1541057021e-06 3.5445979842e-06
1.0453296662e+01 4.4526630675e-06 4.6385229450e-06 4.1331687875e-06 3.5448294246e-06
1.0466029058e+01 4.4257350585e-06 4.6006024663e-06 4.1120201088e-06 3.5457361874e-06
1.0478761453e+01 4.3981828418e-06 4.5626125737e-06 4.0905226916e-06 3.5472180969e-06
1.0491493849e+01 4.3699693444e-06 4.5246929519e-06 4.0685378809e-06 3.5491516607e-06
1.0504226244e+01 4.3410721498e-06 4.4869798574e-06 4.0459211392e-06 3.5514358393e-06
1.0516958640e+01 4.3114360796e-06 4.4495761255e-06 4.0225455762e-06 3.5539488677e-06
1.0529691035e+01 4.2810188876e-06 4.4125734509e-06 3.9982557301e-06 3.5565793434e-06
1.0542423430e+01 4.2497912602e-06 4.3760403903e-06 3.9729389961e-06 3.5592150006e-06
1.0555155826e+01 4.2177178487e-06 4.3400343601e-06 3.9464584000e-06 3.5617453006e-06
1.0567888221e+01 4.1847477853e-06 4.3045913526e-06 3.9187021773e-06 3.5640536597e-06
1.0580620617e+01 4.1508655509e-06 4.2697199374e-06 3.8895552023e-06 3.5660381748e-06
1.0593353012e+01 4.1160314861e-06 4.2354235423e-06 3.8589208366e-06 3.5676081699e-06
1.0606085408e+01 4.0802283474e-06 4.2016841713e-06 3.8267209292e-06 3.5686660598e-06
1.0618817803e+01 4.0434294078e-06 4.1684838280e-06 3.7928966567e-06 3.5691263499e-06
1.0631550199e+01 4.0056389781e-06 4.1357762368e-06 3.7573917168e-06 3.5689139083e-06
1.0644282594e+01 3.9668286069e-06 4.1035185495e-06 3.7201699751e-06 3.5679743293e-06
1.0657014989e+01 3.9270267456e-06 4.0716576347e-06 3.6812289106e-06 3.5662350719e-06
1.0669747385e+01 3.8862264968e-06 4.0401343621e-06 3.6405651619e-06 3.5636607291e-06
1.0682479780e+01 3.8444718310e-06 4.0088981711e-06 3.5982232669e-06 3.5602158940e-06
1.0695212176e+01 3.8017791294e-06 3.9778865036e-06 3.5542528051e-06 3.5558746592e-06
1.0707944571e+01 3.7582035705e-06 3.9470539408e-06 3.5087151209e-06 3.5506197528e-06
1.0720676967e+01 3.7137986086e-06 3.9163447801e-06 3.4617228191e-06 3.5444477207e-06
1.0733409362e+01 3.6686332169e-06 3.8857358838e-06 3.4133910253e-06 3.5373671985e-06
1.0746141758e+01 3.6227815416e-06 3.8551804619e-06 3.3638634366e-06 3.5293825043e-06
1.0758874153e+01 3.5763504913e-06 3.8246816849e-06 3.3133055988e-06 3.5205316358e-06
1.0771606548e+01 3.5294211093e-06 3.7942178719e-06 3.2618948222e-06 3.5108413639e-06
1.0784338944e+01 3.4821330667e-06 3.7638028200e-06 3.2098403501e-06 3.5003635038e-06
1.0797071339e+01 3.4345989620e-06 3.7334765491e-06 3.1573665514e-06 3.4891274173e-06
1.0809803735e+01 3.3869626907e-06 3.7032806304e-06 3.1047263666e-06 3.4772047818e-06
1.0822536130e+01 3.3393740972e-06 3.6732666271e-06 3.0521634925e-06 3.4646629568e-06
1.0835268526e+01 3.2919886298e-06 3.6435219750e-06 2.9999501973e-06 3.4515589389e-06
1.0848000921e+01 3.2449756179e-06 3.6141274767e-06 2.9483906817e-06 3.4379600875e-06
1.0860733317e+01 3.1985014592e-06 3.5852087625e-06 2.8977580542e-06 3.4239691692e-06
1.0873465712e+01 3.1527556579e-06 3.5568847786e-06 2.8483724819e-06 3.4096466348e-06
1.0886198107e+01 3.1079079741e-06 3.5293030934e-06 2.8005297623e-06 3.3950866149e-06
1.0898930503e+01 3.0641697332e-06 3.5026036485e-06 2.7545441803e-06 3.3803771951e-06
1.0911662898e+01 3.0217162721e-06 3.4769565504e-06 2.7107308609e-06 3.3656142330e-06
1.0924395294e+01 2.9807400140e-06 3.4525417608e-06 2.6693931646e-06 3.3508789056e-06
1.0937127689e+01 2.9414338546e-06 3.4295340995e-06 2.6308411746e-06 3.3362765701e-06
1.0949860085e+01 2.9039836095e-06 3.4081195267e-06 2.5953631254e-06 3.3218909941e-06
1.0962592480e+01 2.8685604530e-06 3.3884865738e-06 2.5632489320e-06 3.3078206261e-06
1.0975324876e+01 2.8353563979e-06 3.3708194870e-06 2.5347742240e-06 3.2941803228e-06
1.0988057271e+01 2.8045339020e-06 3.3553222228e-06 2.5101759754e-06 3.2810452159e-06
1.1000789667e+01 2.7762443615e-06 3.3421678873e-06 2.4897004040e-06 3.2685154811e-06
1.1013522062e+01 2.7506375002e-06 3.3315244444e-06 2.4735609546e-06 3.2566999299e-06
1.1026254457e+01 2.7278457982e-06 3.3235709989e-06 2.4619500636e-06 3.2456866480e-06
1.1038986853e+01 2.7079767504e-06 3.3184600896e-06 2.4550332768e-06 3.2355818560e-06
1.1051719248e+01 2.6911571640e-06 3.3163339719e-06 2.4529517702e-06 3.2264641401e-06
1.1064451644e+01 2.6774480011e-06 3.3173169050e-06 2.4558021821e-06 3.2184474933e-06
1.1077184039e+01 2.6669315518e-06 3.3215280063e-06 2.4636761091e-06 3.2116217283e-06
1.1089916435e+01 2.6596520057e-06 3.3290546858e-06 2.4766113660e-06 3.2060757943e-06
1.1102648830e+01 2.6556421266e-06 3.3399637862e-06 2.4946306419e-06 3.2019029582e-06
1.1115381226e+01 2.6548980779e-06 3.3543178658e-06 2.5177095671e-06 3.1992033958e-06
1.1128113621e+01 2.6574317662e-06 3.3721400623e-06 2.5458061250e-06 3.1980479209e-06
1.1140846016e+01 2.6631937118e-06 3.3934312328e-06 2.5788236771e-06 3.1985367092e-06
1.1153578412e+01 2.6721509196e-06 3.4181888064e-06 2.6166555011e-06 3.2007543920e-06
1.1166310807e+01 2.6842097670e-06 3.4463699351e-06 2.6591461352e-06 3.2047640108e-06
1.1179043203e+01 2.6993106786e-06 3.4779180595e-06 2.7061233111e-06 3.2106510603e-06
1.1191775598e+01 2.7173160526e-06 3.5127474837e-06 2.7573677015e-06 3.2184777187e-06
1.1204507994e+01 2.7381225155e-06 3.5507553724e-06 2.8126440132e-06 3.2283130726e-06
1.1217240389e+01 2.7615825508e-06 3.5918174664e-06 2.8716942636e-06 3.2402115278e-06
1.1229972785e+01 2.7875393305e-06 3.6357957953e-06 2.9342234955e-06 3.2542179906e-06
1.1242705180e+01 2.8158341043e-06 3.6825266795e-06 2.9999157436e-06 3.2703730494e-06
1.1255437575e+01 2.8462718848e-06 3.7318233019e-06 3.0684441180e-06 3.2887052026e-06
1.1268169971e+01 2.8786634612e-06 3.7835005591e-06 3.1394640818e-06 3.3092394940e-06
1.1280902366e+01 2.9128248733e-06 3.8373476390e-06 3.2126000060e-06 3.3319724693e-06
1.1293634762e+01 2.9485421714e-06 3.8931374471e-06 3.2874930679e-06 3.3569162187e-06
1.1306367157e+01 2.9856050922e-06 3.9506420322e-06 3.3637474705e-06 3.3840422440e-06
1.1319099553e+01 3.0238062143e-06 4.0096154466e-06 3.4409749796e-06 3.4133211832e-06
1.1331831948e+01 3.0629314914e-06 4.0698125998e-06 3.5187915625e-06 3.4447003577e-06
1.1344564344e+01 3.1027680032e-06 4.1309678343e-06 3.5967921786e-06 3.4781417700e-06
1.1357296739e+01 3.1431117354e-06 4.1928309178e-06 3.6745885935e-06 3.5135417899e-06
1.1370029134e+01 3.1837580014e-06 4.2551327648e-06 3.7518001362e-06 3.5508278765e-06
1.1382761530e+01 3.2245007438e-06 4.3176000050e-06 3.8280579001e-06 3.5898782644e-06
1.1395493925e+01 3.2651664085e-06 4.3799669809e-06 3.9029770124e-06 3.6305737791e-06
1.1408226321e+01 3.3055694577e-06 4.4419706058e-06 3.9762247010e-06 3.6727814287e-06
1.1420958716e+01 3.3455296988e-06 4.5033357955e-06 4.0474505466e-06 3.7163358370e-06
1.1433691112e+01 3.3848883210e-06 4.5638028911e-06 4.1163444661e-06 3.7610717140e-06
1.1446423507e+01 3.4235164305e-06 4.6231053782e-06 4.1826081411e-06 3.8067998487e-06
1.1459155903e+01 3.4612535784e-06 4.6809990230e-06 4.2459491355e-06 3.8533222212e-06
1.1471888298e+01 3.4979856139e-06 4.7372173111e-06 4.3061220717e-06 3.9004235695e-06
1.1484620694e+01 3.5336095946e-06 4.7915340051e-06 4.3628992194e-06 3.9478874778e-06
1.1497353089e+01 3.5680246471e-06 4.8436825903e-06 4.4160494867e-06 3.9954700720e-06
1.1510085484e+01 3.6011409338e-06 4.8934522546e-06 4.4654090086e-06 4.0429429909e-06
1.1522817880e+01 3.6328791958e-06 4.9406039062e-06 4.5108130797e-06 4.0900490596e-06
1.1535550275e+01 3.6631881085e-06 4.9849190203e-06 4.5521213643e-06 4.1365368024e-06
1.1548282671e+01 3.6920099239e-06 5.0261927834e-06 4.5892262996e-06 4.1821506849e-06
1.1561015066e+01 3.7193064224e-06 5.0642272379e-06 4.6220497347e-06 4.2266321502e-06
1.1573747462e+01 3.7450505491e-06 5.0988201411e-06 4.6505227620e-06 4.2697258367e-06
1.1586479857e+01 3.7692008339e-06 5.1297949593e-06 4.6746134491e-06 4.3111709419e-06
1.1599212253e+01 3.7917534402e-06 5.1569785866e-06 4.6943091908e-06 4.3507204812e-06
1.1611944648e+01 3.8126910384e-06 5.1802099145e-06 4.7096125081e-06 4.3881300602e-06
1.1624677043e+01 3.8320001788e-06 5.1993398319e-06 4.7205578548e-06 4.4231734201e-06
1.1637409439e+01 3.8496806027e-06 5.2142226558e-06 4.7271897685e-06 4.4556303470e-06
1.1650141834e+01 3.8657373970e-06 5.2247461243e-06 4.7295779969e-06 4.4852806272e-06
1.1662874230e+01 3.8801464208e-06 5.2307834073e-06 4.7278048928e-06 4.5119351357e-06
1.1675606625e+01 3.8929247453e-06 5.2322496658e-06 4.7219595314e-06 4.5354142473e-06
1.1688339021e+01 3.9040701286e-06 5.2290652025e-06 4.7121662823e-06 4.5555590625e-06
1.1701071416e+01 3.9135620513e-06 5.2211528911e-06 4.6985421198e-06 4.5722305444e-06
1.1713803812e+01 3.9214053416e-06 5.2084810240e-06 4.6812222536e-06 4.5853017461e-06
1.1726536207e+01 3.9275966368e-06 5.1910041823e-06 4.6603565993e-06 4.5946845822e-06
1.1739268602e+01 3.9321152452e-06 5.1687352205e-06 4.6361004506e-06 4.6002849220e-06
1.1752000998e+01 3.9349509069e-06 5.1416629980e-06 4.6086052439e-06 4.6020639042e-06
1.1764733393e+01 3.9360863786e-06 5.1098260780e-06 4.5780503654e-06 4.5999895764e-06
1.1777465789e+01 3.9354992440e-06 5.0732861618e-06 4.5445917221e-06 4.5940412124e-06
1.1790198184e+01 3.9331774329e-06 5.0321169477e-06 4.5084280446e-06 4.5842395382e-06
1.1802930580e+01 3.9290942180e-06 4.9864084167e-06 4.4697157189e-06 4.5706182337e-06
1.1815662975e+01 3.9232211479e-06 4.9362968254e-06 4.4286511311e-06 4.5532455220e-06
1.1828395371e+01 3.9155478767e-06 4.8819175734e-06 4.3854142807e-06 4.5321853081e-06
1.1841127766e+01 3.9060450907e-06 4.8234609058e-06 4.3401799569e-06 4.5075464037e-06
1.1853860161e+01 3.8946964088e-06 4.7611067843e-06 4.2931380754e-06 4.4794428019e-06
1.1866592557e+01 3.8814802768e-06 4.6950823032e-06 4.2444676271e-06 4.4480152666e-06
