# freq_w_over_2pi_THz  kappa_z_avg_Wm-1K-1THz-1  std_Wm-1K-1THz-1  stderr_Wm-1K-1THz-1
1.20321137e+01 6.49471177e+00 8.17732595e-01 5.78224263e-01
1.20639447e+01 6.36610319e+00 7.57914936e-01 5.35926791e-01
1.20957757e+01 6.23848665e+00 6.97191166e-01 4.92988601e-01
1.21276067e+01 6.11205802e+00 6.35670303e-01 4.49486782e-01
1.21594377e+01 5.98702963e+00 5.73452432e-01 4.05492103e-01
1.21912686e+01 5.86357965e+00 5.10657294e-01 3.61089236e-01
1.22230996e+01 5.74192039e+00 4.47417143e-01 3.16371696e-01
1.22549306e+01 5.62221235e+00 3.83794531e-01 2.71383715e-01
1.22867616e+01 5.50462361e+00 3.19966390e-01 2.26250404e-01
1.23185926e+01 5.38933488e+00 2.56027443e-01 1.81038741e-01
1.23504236e+01 5.27647001e+00 1.92099219e-01 1.35834661e-01
1.23822546e+01 5.16620086e+00 1.28303248e-01 9.07240970e-02
1.24140856e+01 5.05864750e+00 6.47556985e-02 4.57891936e-02
1.24459165e+01 4.95393630e+00 1.63171564e-03 1.15379719e-03
1.24777475e+01 4.85216457e+00 6.09739786e-02 4.31151138e-02
1.25095785e+01 4.75345109e+00 1.22929131e-01 8.69240223e-02
1.25414095e+01 4.65787295e+00 1.84088979e-01 1.30170565e-01
1.25732405e+01 4.56551357e+00 2.44357013e-01 1.72786501e-01
1.26050715e+01 4.47641844e+00 3.03554512e-01 2.14645454e-01
1.26369025e+01 4.39067223e+00 3.61576033e-01 2.55672865e-01
1.26687335e+01 4.30830021e+00 4.18292896e-01 2.95777743e-01
1.27005645e+01 4.22930238e+00 4.73565699e-01 3.34861517e-01
1.27323954e+01 4.15375583e+00 5.27253254e-01 3.72824352e-01
1.27642264e+01 4.08162897e+00 5.79250116e-01 4.09591685e-01
1.27960574e+01 4.01291422e+00 6.29413308e-01 4.45062419e-01
1.28278884e+01 3.94762169e+00 6.77642748e-01 4.79165782e-01
1.28597194e+01 3.88569702e+00 7.23775799e-01 5.11786776e-01
1.28915504e+01 3.82711749e+00 7.67708804e-01 5.42852102e-01
1.29233814e+01 3.77184264e+00 8.09320234e-01 5.72275826e-01
1.29552124e+01 3.71981309e+00 8.48511792e-01 5.99988442e-01
1.29870434e+01 3.67095932e+00 8.85160161e-01 6.25902752e-01
1.30188743e+01 3.62521309e+00 9.19165258e-01 6.49947987e-01
1.30507053e+01 3.58247457e+00 9.50393042e-01 6.72029365e-01
1.30825363e+01 3.54268689e+00 9.78795260e-01 6.92112766e-01
1.31143673e+01 3.50573884e+00 1.00425038e+00 7.10112255e-01
1.31461983e+01 3.47153185e+00 1.02667620e+00 7.25969700e-01
1.31780293e+01 3.43995218e+00 1.04598334e+00 7.39621914e-01
1.32098603e+01 3.41089242e+00 1.06210212e+00 7.51019610e-01
1.32416913e+01 3.38424008e+00 1.07496283e+00 7.60113503e-01
1.32735223e+01 3.35987512e+00 1.08450649e+00 7.66861890e-01
1.33053532e+01 3.33767242e+00 1.09067412e+00 7.71223066e-01
1.33371842e+01 3.31751825e+00 1.09342999e+00 7.73171758e-01
1.33690152e+01 3.29926602e+00 1.09270617e+00 7.72659942e-01
1.34008462e+01 3.28280450e+00 1.08849195e+00 7.69680036e-01
1.34326772e+01 3.26799217e+00 1.08074442e+00 7.64201711e-01
1.34645082e+01 3.25471276e+00 1.06945646e+00 7.56219912e-01
1.34963392e+01 3.24284495e+00 1.05463519e+00 7.45739693e-01
1.35281702e+01 3.23225100e+00 1.03625739e+00 7.32744625e-01
1.35600012e+01 3.22281589e+00 1.01435344e+00 7.17256193e-01
1.35918321e+01 3.21441832e+00 9.88926910e-01 6.99276924e-01
1.36236631e+01 3.20693444e+00 9.60009978e-01 6.78829565e-01
1.36554941e+01 3.20026567e+00 9.27652681e-01 6.55949501e-01
1.36873251e+01 3.19428943e+00 8.91888977e-01 6.30660744e-01
1.37191561e+01 3.18890462e+00 8.52772482e-01 6.03001205e-01
1.37509871e+01 3.18400382e+00 8.10362173e-01 5.73012588e-01
1.37828181e+01 3.17951754e+00 7.64774218e-01 5.40777036e-01
1.38146491e+01 3.17532823e+00 7.16049724e-01 5.06323615e-01
1.38464800e+01 3.17136008e+00 6.64288773e-01 4.69723096e-01
1.38783110e+01 3.16753346e+00 6.09596810e-01 4.31050038e-01
1.39101420e+01 3.16379658e+00 5.52107876e-01 3.90399223e-01
1.39419730e+01 3.16005211e+00 4.91895245e-01 3.47822464e-01
1.39738040e+01 3.15627478e+00 4.29141213e-01 3.03448662e-01
1.40056350e+01 3.15238245e+00 3.63933353e-01 2.57339741e-01
1.40374660e+01 3.14834479e+00 2.96432511e-01 2.09609439e-01
1.40692970e+01 3.14411884e+00 2.26792389e-01 1.60366436e-01
1.41011280e+01 3.13965909e+00 1.55173834e-01 1.09724470e-01
1.41329589e+01 3.13497313e+00 8.17376942e-02 5.77972778e-02
1.41647899e+01 3.12999146e+00 6.64303070e-03 4.69733206e-03
1.41966209e+01 3.12474313e+00 6.99260746e-02 4.94452015e-02
1.42284519e+01 3.11918898e+00 1.47771242e-01 1.04490048e-01
1.42602829e+01 3.11333912e+00 2.26735199e-01 1.60325996e-01
1.42921139e+01 3.10719859e+00 3.06632075e-01 2.16821619e-01
1.43239449e+01 3.10075350e+00 3.87238470e-01 2.73818948e-01
1.43557759e+01 3.09402660e+00 4.68379238e-01 3.31194136e-01
1.43876069e+01 3.08703431e+00 5.49856001e-01 3.88806907e-01
1.44194378e+01 3.07979433e+00 6.31475740e-01 4.46520778e-01
1.44512688e+01 3.07231676e+00 7.13016842e-01 5.04179044e-01
1.44830998e+01 3.06463447e+00 7.94289863e-01 5.61647749e-01
1.45149308e+01 3.05678283e+00 8.75112510e-01 6.18797990e-01
1.45467618e+01 3.04877450e+00 9.55259594e-01 6.75470537e-01
1.45785928e+01 3.04064610e+00 1.03453989e+00 7.31530168e-01
1.46104238e+01 3.03241914e+00 1.11275500e+00 7.86836609e-01
1.46422548e+01 3.02414415e+00 1.18972623e+00 8.41263485e-01
1.46740858e+01 3.01584186e+00 1.26525268e+00 8.94668751e-01
1.47059167e+01 3.00755500e+00 1.33917029e+00 9.46936396e-01
1.47377477e+01 2.99930175e+00 1.41127461e+00 9.97921847e-01
1.47695787e+01 2.99111067e+00 1.48138941e+00 1.04750050e+00
1.48014097e+01 2.98301576e+00 1.54935225e+00 1.09555748e+00
1.48332407e+01 2.97504850e+00 1.61501495e+00 1.14198802e+00
1.48650717e+01 2.96723907e+00 1.67822400e+00 1.18668357e+00
1.48969027e+01 2.95959709e+00 1.73881570e+00 1.22952837e+00
1.49287337e+01 2.95214215e+00 1.79665153e+00 1.27042448e+00
1.49605647e+01 2.94488574e+00 1.85159728e+00 1.30927699e+00
1.49923956e+01 2.93785149e+00 1.90354445e+00 1.34600919e+00
1.50242266e+01 2.93105218e+00 1.95238565e+00 1.38054513e+00
1.50560576e+01 2.92448334e+00 1.99800921e+00 1.41280586e+00
1.50878886e+01 2.91813464e+00 2.04030465e+00 1.44271326e+00
1.51197196e+01 2.91203132e+00 2.07922913e+00 1.47023702e+00
1.51515506e+01 2.90613308e+00 2.11466806e+00 1.49529613e+00
1.51833816e+01 2.90046417e+00 2.14660860e+00 1.51788150e+00
1.52152126e+01 2.89497421e+00 2.17495756e+00 1.53792724e+00
1.52470435e+01 2.88965815e+00 2.19969709e+00 1.55542073e+00
1.52788745e+01 2.88448212e+00 2.22078572e+00 1.57033264e+00
1.53107055e+01 2.87942538e+00 2.23822059e+00 1.58266096e+00
1.53425365e+01 2.87445091e+00 2.25199331e+00 1.59239974e+00
1.53743675e+01 2.86951738e+00 2.26210512e+00 1.59954987e+00
1.54061985e+01 2.86458689e+00 2.26857390e+00 1.60412399e+00
1.54380295e+01 2.85960496e+00 2.27141948e+00 1.60613612e+00
1.54698605e+01 2.85453419e+00 2.27069477e+00 1.60562367e+00
1.55016915e+01 2.84930912e+00 2.26643158e+00 1.60260914e+00
1.55335224e+01 2.84388425e+00 2.25869782e+00 1.59714054e+00
1.55653534e+01 2.83819564e+00 2.24755890e+00 1.58926414e+00
1.55971844e+01 2.83217567e+00 2.23307470e+00 1.57902226e+00
1.56290154e+01 2.82577494e+00 2.21535798e+00 1.56649465e+00
1.56608464e+01 2.81892028e+00 2.19448722e+00 1.55173679e+00
1.56926774e+01 2.81155784e+00 2.17058142e+00 1.53483284e+00
1.57245084e+01 2.80360510e+00 2.14372513e+00 1.51584258e+00
1.57563394e+01 2.79500205e+00 2.11405328e+00 1.49486141e+00
1.57881704e+01 2.78568839e+00 2.08169402e+00 1.47197996e+00
1.58200013e+01 2.77558894e+00 2.04676798e+00 1.44728352e+00
1.58518323e+01 2.76464252e+00 2.00941170e+00 1.42086864e+00
1.58836633e+01 2.75278040e+00 1.96976887e+00 1.39283693e+00
1.59154943e+01 2.73994317e+00 1.92798069e+00 1.36328822e+00
1.59473253e+01 2.72607562e+00 1.88421104e+00 1.33233840e+00
1.59791563e+01 2.71111531e+00 1.83860539e+00 1.30009034e+00
1.60109873e+01 2.69500296e+00 1.79130476e+00 1.26664374e+00
1.60428183e+01 2.67770144e+00 1.74249751e+00 1.23213181e+00
1.60746493e+01 2.65914060e+00 1.69230787e+00 1.19664237e+00
1.61064802e+01 2.63930261e+00 1.64092902e+00 1.16031204e+00
1.61383112e+01 2.61812405e+00 1.58849001e+00 1.12323206e+00
1.61701422e+01 2.59559202e+00 1.53518063e+00 1.08553663e+00
1.62019732e+01 2.57166192e+00 1.48113903e+00 1.04732345e+00
1.62338042e+01 2.54631705e+00 1.42653178e+00 1.00871029e+00
1.62656352e+01 2.51953202e+00 1.37151276e+00 9.69805970e-01
1.62974662e+01 2.49130076e+00 1.31623709e+00 9.30720174e-01
1.63292972e+01 2.46160736e+00 1.26084884e+00 8.91554762e-01
1.63611281e+01 2.43046671e+00 1.20551991e+00 8.52431306e-01
1.63929591e+01 2.39786287e+00 1.15035511e+00 8.13423900e-01
1.64247901e+01 2.36381958e+00 1.09552099e+00 7.74650324e-01
1.64566211e+01 2.32834488e+00 1.04113489e+00 7.36193544e-01
1.64884521e+01 2.29147549e+00 9.87345039e-01 6.98158373e-01
1.65202831e+01 2.25322241e+00 9.34253820e-01 6.60617211e-01
1.65521141e+01 2.21363048e+00 8.81987269e-01 6.23659179e-01
1.65839451e+01 2.17273799e+00 8.30652101e-01 5.87359734e-01
1.66157761e+01 2.13058926e+00 7.80357192e-01 5.51795862e-01
1.66476070e+01 2.08723985e+00 7.31199122e-01 5.17035858e-01
1.66794380e+01 2.04274258e+00 6.83267609e-01 4.83143160e-01
1.67112690e+01 1.99716443e+00 6.36650226e-01 4.50179692e-01
1.67431000e+01 1.95056922e+00 5.91417568e-01 4.18195373e-01
1.67749310e+01 1.90302747e+00 5.47641479e-01 3.87241003e-01
1.68067620e+01 1.85461955e+00 5.05387014e-01 3.57362585e-01
1.68385930e+01 1.80541964e+00 4.64702963e-01 3.28594617e-01
1.68704240e+01 1.75551545e+00 4.25644016e-01 3.00975770e-01
1.69022550e+01 1.70498861e+00 3.88244843e-01 2.74530561e-01
1.69340859e+01 1.65393188e+00 3.52538687e-01 2.49282496e-01
1.69659169e+01 1.60243512e+00 3.18551105e-01 2.25249646e-01
1.69977479e+01 1.55059285e+00 2.86303900e-01 2.02447429e-01
1.70295789e+01 1.49849783e+00 2.55802792e-01 1.80879889e-01
1.70614099e+01 1.44624952e+00 2.27056538e-01 1.60553217e-01
1.70932409e+01 1.39394182e+00 2.00066388e-01 1.41468300e-01
1.71250719e+01 1.34167165e+00 1.74817510e-01 1.23614647e-01
1.71569029e+01 1.28953682e+00 1.51300609e-01 1.06985687e-01
1.71887339e+01 1.23763162e+00 1.29492095e-01 9.15647387e-02
1.72205648e+01 1.18605309e+00 1.09369807e-01 7.73361319e-02
1.72523958e+01 1.13489324e+00 9.08994290e-02 6.42756026e-02
1.72842268e+01 1.08424357e+00 7.40502225e-02 5.23614145e-02
1.73160578e+01 1.03419379e+00 5.87771496e-02 4.15617211e-02
1.73478888e+01 9.84829598e-01 4.50391048e-02 3.18474564e-02
1.73797198e+01 9.36234389e-01 3.27856888e-02 2.31829829e-02
1.74115508e+01 8.88488543e-01 2.19654303e-02 1.55319047e-02
1.74433818e+01 8.41667882e-01 1.25200665e-02 8.85302395e-03
1.74752128e+01 7.95845832e-01 4.39651750e-03 3.10880734e-03
1.75070437e+01 7.51089621e-01 2.46991349e-03 1.74649258e-03
1.75388747e+01 7.07462439e-01 8.14356570e-03 5.75837053e-03
1.75707057e+01 6.65023680e-01 1.26862763e-02 8.97055203e-03
1.76025367e+01 6.23826170e-01 1.61634570e-02 1.14292901e-02
1.76343677e+01 5.83919952e-01 1.86458809e-02 1.31846288e-02
1.76661987e+01 5.45347109e-01 2.02023553e-02 1.42852225e-02
1.76980297e+01 5.08147323e-01 2.08968621e-02 1.47763129e-02
1.77298607e+01 4.72350164e-01 2.08037489e-02 1.47104719e-02
1.77616916e+01 4.37985535e-01 1.99883200e-02 1.41338766e-02
1.77935226e+01 4.05074790e-01 1.85204551e-02 1.30959394e-02
1.78253536e+01 3.73632793e-01 1.64667095e-02 1.16437219e-02
1.78571846e+01 3.43670993e-01 1.38942821e-02 9.82474107e-03
1.78890156e+01 3.15191992e-01 1.08670832e-02 7.68418821e-03
1.79208466e+01 2.88201087e-01 7.45089973e-03 5.26858173e-03
1.79526776e+01 2.62687249e-01 3.70464862e-03 2.61958216e-03
1.79845086e+01 2.38644489e-01 3.11191227e-04 2.20045427e-04
1.80163396e+01 2.16055399e-01 4.53786732e-03 3.20875675e-03
1.80481705e+01 1.94900179e-01 8.92075025e-03 6.30792300e-03
1.80800015e+01 1.75155114e-01 1.34072981e-02 9.48039138e-03
1.81118325e+01 1.56791144e-01 1.79477461e-02 1.26909730e-02
1.81436635e+01 1.39775857e-01 2.24946030e-02 1.59060864e-02
1.81754945e+01 1.24072893e-01 2.70040002e-02 1.90947117e-02
1.82073255e+01 1.09642213e-01 3.14346890e-02 2.22276818e-02
1.82391565e+01 9.64414970e-02 3.57483697e-02 2.52779146e-02
1.82709875e+01 8.44244401e-02 3.99103705e-02 2.82208936e-02
1.83028185e+01 7.35428436e-02 4.38887721e-02 3.10340483e-02
1.83346494e+01 6.37460691e-02 4.76547825e-02 3.36970199e-02
1.83664804e+01 5.49818989e-02 5.11832022e-02 3.61919894e-02
1.83983114e+01 4.71962575e-02 5.44518164e-02 3.85032486e-02
1.84301424e+01 4.03337169e-02 5.74415377e-02 4.06173008e-02
1.84619734e+01 3.43381039e-02 6.01363706e-02 4.25228354e-02
1.84938044e+01 2.91526904e-02 6.25232882e-02 4.42106410e-02
1.85256354e+01 2.47204566e-02 6.45926044e-02 4.56738686e-02
1.85574664e+01 2.09839781e-02 6.63372778e-02 4.69075390e-02
1.85892974e+01 1.78868541e-02 6.77530655e-02 4.79086520e-02
1.86211283e+01 1.53726858e-02 6.88386157e-02 4.86762519e-02
1.86529593e+01 1.33862464e-02 6.95950848e-02 4.92111564e-02
1.86847903e+01 1.18734451e-02 7.00257290e-02 4.95156678e-02
1.87166213e+01 1.07814955e-02 7.01368930e-02 4.95942726e-02
1.87484523e+01 1.00595445e-02 6.99365834e-02 4.94526323e-02
1.87802833e+01 9.65792702e-03 6.94349872e-02 4.90979503e-02
1.88121143e+01 9.52994779e-03 6.86443825e-02 4.85389084e-02
1.88439453e+01 9.63065545e-03 6.75785130e-02 4.77852248e-02
1.88757763e+01 9.91753771e-03 6.62529630e-02 4.68479194e-02
1.89076072e+01 1.03505845e-02 6.46845322e-02 4.57388713e-02
1.89394382e+01 1.08927933e-02 6.28917002e-02 4.44711477e-02
1.89712692e+01 1.15095883e-02 6.08933401e-02 4.30580937e-02
1.90031002e+01 1.21697675e-02 5.87101653e-02 4.15143560e-02
1.90349312e+01 1.28446694e-02 5.63630147e-02 3.98546699e-02
1.90667622e+01 1.35088926e-02 5.38736922e-02 3.80944531e-02
1.90985932e+01 1.41398541e-02 5.12641625e-02 3.62492369e-02
1.91304242e+01 1.47184550e-02 4.85572177e-02 3.43351379e-02
1.91622551e+01 1.52280960e-02 4.57751174e-02 3.23678959e-02
1.91940861e+01 1.56557654e-02 4.29408382e-02 3.03637579e-02
1.92259171e+01 1.59910263e-02 4.00767537e-02 2.83385443e-02
1.92577481e+01 1.62266094e-02 3.72051897e-02 2.63080420e-02
1.92895791e+01 1.63579882e-02 3.43479538e-02 2.42876710e-02
1.93214101e+01 1.63834526e-02 3.15263725e-02 2.22925118e-02
1.93532411e+01 1.63039505e-02 2.87611239e-02 2.03371857e-02
1.93850721e+01 1.61229446e-02 2.60721172e-02 1.84357709e-02
1.94169031e+01 1.58463745e-02 2.34784400e-02 1.66017641e-02
1.94487340e+01 1.54824292e-02 2.09981429e-02 1.48479292e-02
1.94805650e+01 1.50414209e-02 1.86482758e-02 1.31863222e-02
1.95123960e+01 1.45356963e-02 1.64446911e-02 1.16281526e-02
1.95442270e+01 1.39793588e-02 1.44021513e-02 1.01838589e-02
1.95760580e+01 1.33881736e-02 1.25339978e-02 8.86287482e-03
1.96078890e+01 1.27794059e-02 1.08523084e-02 7.67374085e-03
1.96397200e+01 1.21716101e-02 9.36780280e-03 6.62403689e-03
1.96715510e+01 1.15843973e-02 8.08967011e-03 5.72026060e-03
1.97033820e+01 1.10384485e-02 7.02580117e-03 4.96799165e-03
1.97352129e+01 1.05550833e-02 6.18246869e-03 4.37166553e-03
1.97670439e+01 1.01562474e-02 5.56448811e-03 3.93468728e-03
1.97988749e+01 9.86429117e-03 5.17518721e-03 3.65940997e-03
1.98307059e+01 9.70178597e-03 5.01636498e-03 3.54710570e-03
1.98625369e+01 9.69138209e-03 5.08833097e-03 3.59799333e-03
1.98943679e+01 9.85556376e-03 5.38989811e-03 3.81123351e-03
1.99261989e+01 1.02166404e-02 5.91840956e-03 4.18494753e-03
1.99580299e+01 1.07964329e-02 6.66980299e-03 4.71626293e-03
1.99898609e+01 1.16162103e-02 7.63855596e-03 5.40127472e-03
2.00216918e+01 1.26965461e-02 8.81784136e-03 6.23515542e-03
2.00535228e+01 1.40572812e-02 1.01995810e-02 7.21219291e-03
2.00853538e+01 1.57170557e-02 1.17742492e-02 8.32565143e-03
2.01171848e+01 1.76936758e-02 1.35312119e-02 9.56801172e-03
2.01490158e+01 2.00037345e-02 1.54588347e-02 1.09310468e-02
2.01808468e+01 2.26624156e-02 1.75441512e-02 1.24055883e-02
2.02126778e+01 2.56837202e-02 1.97734375e-02 1.39819318e-02
2.02445088e+01 2.90801326e-02 2.21318260e-02 1.56495643e-02
2.02763397e+01 3.28628017e-02 2.46039789e-02 1.73976403e-02
2.03081707e+01 3.70410342e-02 2.71732672e-02 1.92144015e-02
2.03400017e+01 4.16229482e-02 2.98229561e-02 2.10880145e-02
2.03718327e+01 4.66146805e-02 3.25352875e-02 2.30059224e-02
2.04036637e+01 5.20209457e-02 3.52922632e-02 2.49553986e-02
2.04354947e+01 5.78445165e-02 3.80753070e-02 2.69233078e-02
2.04673257e+01 6.40868500e-02 4.08655586e-02 2.88963136e-02
2.04991567e+01 7.07474697e-02 4.36440326e-02 3.08609914e-02
2.05309877e+01 7.78244548e-02 4.63916416e-02 3.28038443e-02
2.05628186e+01 8.53137991e-02 4.90893876e-02 3.47114388e-02
2.05946496e+01 9.32104352e-02 5.17179868e-02 3.65701391e-02
2.06264806e+01 1.01507084e-01 5.42580658e-02 3.83662463e-02
2.06583116e+01 1.10195391e-01 5.66914131e-02 4.00868827e-02
2.06901426e+01 1.19265425e-01 5.89999065e-02 4.17192340e-02
2.07219736e+01 1.28705180e-01 6.11647803e-02 4.32500309e-02
2.07538046e+01 1.38501954e-01 6.31693242e-02 4.46674575e-02
2.07856356e+01 1.48641304e-01 6.49964347e-02 4.59594197e-02
2.08174666e+01 1.59107483e-01 6.66297767e-02 4.71143669e-02
2.08492975e+01 1.69883759e-01 6.80540518e-02 4.81214815e-02
2.08811285e+01 1.80951581e-01 6.92547478e-02 4.89705018e-02
2.09129595e+01 1.92292396e-01 7.02191400e-02 4.96524301e-02
2.09447905e+01 2.03883799e-01 7.09310184e-02 5.01558041e-02
2.09766215e+01 2.15707832e-01 7.13839670e-02 5.04760871e-02
2.10084525e+01 2.27738967e-01 7.15622583e-02 5.06021581e-02
2.10402835e+01 2.39955948e-01 7.14594941e-02 5.05294929e-02
2.10721145e+01 2.52333803e-01 7.10655948e-02 5.02509640e-02
2.11039455e+01 2.64849533e-01 7.03751985e-02 4.97627801e-02
2.11357764e+01 2.77477888e-01 6.93815498e-02 4.90601644e-02
2.11676074e+01 2.90191153e-01 6.80808419e-02 4.81404250e-02
2.11994384e+01 3.02965053e-01 6.64673379e-02 4.69995053e-02
2.12312694e+01 3.15771911e-01 6.45430036e-02 4.56387955e-02
2.12631004e+01 3.28586415e-01 6.23056409e-02 4.40567412e-02
2.12949314e+01 3.41379991e-01 5.97534446e-02 4.22520659e-02
2.13267624e+01 3.54126771e-01 5.68941534e-02 4.02302417e-02
2.13585934e+01 3.66798725e-01 5.37270880e-02 3.79907883e-02
2.13904244e+01 3.79367647e-01 5.02581124e-02 3.55378521e-02
2.14222553e+01 3.91808785e-01 4.64944003e-02 3.28765058e-02
2.14540863e+01 4.04094176e-01 4.24432293e-02 3.00118952e-02
2.14859173e+01 4.16197041e-01 3.81128383e-02 2.69498464e-02
2.15177483e+01 4.28089771e-01 3.35152963e-02 2.36988933e-02
2.15495793e+01 4.39748203e-01 2.86603971e-02 2.02659612e-02
2.15814103e+01 4.51145179e-01 2.35612053e-02 1.66602881e-02
2.16132413e+01 4.62255374e-01 1.82308747e-02 1.28911751e-02
2.16450723e+01 4.73054575e-01 1.26869912e-02 8.97105752e-03
2.16769032e+01 4.83520640e-01 6.94399556e-03 4.91014635e-03
2.17087342e+01 4.93628940e-01 1.01745423e-03 7.19448787e-04
2.17405652e+01 5.03355210e-01 5.07297354e-03 3.58713399e-03
2.17723962e+01 5.12680621e-01 1.13106668e-02 7.99784918e-03
2.18042272e+01 5.21584700e-01 1.76731067e-02 1.24967736e-02
2.18360582e+01 5.30045206e-01 2.41431363e-02 1.70717754e-02
2.18678892e+01 5.38045961e-01 3.06985941e-02 2.17071840e-02
2.18997202e+01 5.45570160e-01 3.73178550e-02 2.63877083e-02
2.19315512e+01 5.52597075e-01 4.39805449e-02 3.10989415e-02
2.19633821e+01 5.59116851e-01 5.06648600e-02 3.58254661e-02
2.19952131e+01 5.65113058e-01 5.73468517e-02 4.05503477e-02
2.20270441e+01 5.70572932e-01 6.40045375e-02 4.52580425e-02
2.20588751e+01 5.75488386e-01 7.06164708e-02 4.99333854e-02
2.20907061e+01 5.79846151e-01 7.71606693e-02 5.45608325e-02
2.21225371e+01 5.83640665e-01 8.36146140e-02 5.91244605e-02
2.21543681e+01 5.86864599e-01 8.99547139e-02 6.36075882e-02
2.21861991e+01 5.89513404e-01 9.61641693e-02 6.79983362e-02
2.22180301e+01 5.91584047e-01 1.02216530e-01 7.22780013e-02
2.22498610e+01 5.93075769e-01 1.08093208e-01 7.64334404e-02
2.22816920e+01 5.93986801e-01 1.13776332e-01 8.04520162e-02
2.23135230e+01 5.94320808e-01 1.19241418e-01 8.43164154e-02
2.23453540e+01 5.94081708e-01 1.24477206e-01 8.80186764e-02
2.23771850e+01 5.93274682e-01 1.29460283e-01 9.15422441e-02
2.24090160e+01 5.91907186e-01 1.34179391e-01 9.48791570e-02
2.24408470e+01 5.89989077e-01 1.38615227e-01 9.80157667e-02
2.24726780e+01 5.87529960e-01 1.42754208e-01 1.00942469e-01
2.25045090e+01 5.84544620e-01 1.46581859e-01 1.03649027e-01
2.25363399e+01 5.81046580e-01 1.50090495e-01 1.06130007e-01
2.25681709e+01 5.77052774e-01 1.53266889e-01 1.08376057e-01
2.26000019e+01 5.72582031e-01 1.56104788e-01 1.10382754e-01
2.26318329e+01 5.67654571e-01 1.58590965e-01 1.12140747e-01
2.26636639e+01 5.62291373e-01 1.60723991e-01 1.13649024e-01
2.26954949e+01 5.56514552e-01 1.62497253e-01 1.14902909e-01
2.27273259e+01 5.50352036e-01 1.63907713e-01 1.15900255e-01
2.27591569e+01 5.43829986e-01 1.64955549e-01 1.16641187e-01
2.27909879e+01 5.36975698e-01 1.65636116e-01 1.17122421e-01
2.28228188e+01 5.29818616e-01 1.65954238e-01 1.17347367e-01
2.28546498e+01 5.22390336e-01 1.65911702e-01 1.17317290e-01
2.28864808e+01 5.14720681e-01 1.65513514e-01 1.17035728e-01
2.29183118e+01 5.06844404e-01 1.64766285e-01 1.16507357e-01
2.29501428e+01 4.98797395e-01 1.63675734e-01 1.15736221e-01
2.29819738e+01 4.90612259e-01 1.62249010e-01 1.14727375e-01
2.30138048e+01 4.82325139e-01 1.60499697e-01 1.13490424e-01
2.30456358e+01 4.73973063e-01 1.58437623e-01 1.12032317e-01
2.30774667e+01 4.65593943e-01 1.56075656e-01 1.10362155e-01
2.31092977e+01 4.57222405e-01 1.53427737e-01 1.08489794e-01
2.31411287e+01 4.48898004e-01 1.50509772e-01 1.06426481e-01
2.31729597e+01 4.40656758e-01 1.47334093e-01 1.04180936e-01
2.32047907e+01 4.32539485e-01 1.43922681e-01 1.01768704e-01
2.32366217e+01 4.24579801e-01 1.40289478e-01 9.91996409e-02
2.32684527e+01 4.16816629e-01 1.36454856e-01 9.64881544e-02
2.33002837e+01 4.09284090e-01 1.32436690e-01 9.36468814e-02
2.33321147e+01 4.02020349e-01 1.28256424e-01 9.06909869e-02
2.33639456e+01 3.95059527e-01 1.23931573e-01 8.76328557e-02
2.33957766e+01 3.88433976e-01 1.19488231e-01 8.44909383e-02
2.34276076e+01 3.82176301e-01 1.14938550e-01 8.12738282e-02
2.34594386e+01 3.76317589e-01 1.10309339e-01 7.80004815e-02
2.34912696e+01 3.70886528e-01 1.05620435e-01 7.46849259e-02
2.35231006e+01 3.65913865e-01 1.00891623e-01 7.13411508e-02
2.35549316e+01 3.61422320e-01 9.61418829e-02 6.79825774e-02
2.35867626e+01 3.57437209e-01 9.13904628e-02 6.46228160e-02
2.36185936e+01 3.53978799e-01 8.66572364e-02 6.12759195e-02
2.36504245e+01 3.51068592e-01 8.19643436e-02 5.79575432e-02
2.36822555e+01 3.48723310e-01 7.73243055e-02 5.46765408e-02
2.37140865e+01 3.46957659e-01 7.27547868e-02 5.14454031e-02
2.37459175e+01 3.45782947e-01 6.82732521e-02 4.82764795e-02
2.37777485e+01 3.45209498e-01 6.38931948e-02 4.51793113e-02
2.38095795e+01 3.45244036e-01 5.96280187e-02 4.21633764e-02
2.38414105e+01 3.45891048e-01 5.54888226e-02 3.92365228e-02
2.38732415e+01 3.47152528e-01 5.14883670e-02 3.64077735e-02
2.39050725e+01 3.49022657e-01 4.76341457e-02 3.36824274e-02
2.39369034e+01 3.51501227e-01 4.39344458e-02 3.10663446e-02
2.39687344e+01 3.54580076e-01 4.03923790e-02 2.85617251e-02
2.40005654e+01 3.58248253e-01 3.70164076e-02 2.61745528e-02
2.40323964e+01 3.62490019e-01 3.38053592e-02 2.39039987e-02
2.40642274e+01 3.67293151e-01 3.07616108e-02 2.17517436e-02
2.40960584e+01 3.72635169e-01 2.78819633e-02 1.97155253e-02
2.41278894e+01 3.78497508e-01 2.51662559e-02 1.77952302e-02
2.41597204e+01 3.84853667e-01 2.26056062e-02 1.59845774e-02
2.41915513e+01 3.91677246e-01 2.01959214e-02 1.42806730e-02
2.42233823e+01 3.98937954e-01 1.79258171e-02 1.26754668e-02
2.42552133e+01 4.06604071e-01 1.57872509e-02 1.11632722e-02
2.42870443e+01 4.14642107e-01 1.37668188e-02 9.73461094e-03
