# freq_w_over_2pi_THz  kappa_z_avg_Wm-1K-1THz-1  std_Wm-1K-1THz-1  stderr_Wm-1K-1THz-1
2.43188753e+01 4.23015288e-01 1.18486147e-02 8.37823577e-03
2.43507063e+01 4.31685195e-01 1.00190557e-02 7.08454224e-03
2.43825373e+01 4.40612148e-01 8.25991257e-03 5.84064019e-03
2.44143683e+01 4.49753306e-01 6.54991747e-03 4.63149106e-03
2.44461993e+01 4.59065953e-01 4.87262817e-03 3.44546842e-03
2.44780302e+01 4.68506870e-01 3.20087920e-03 2.26336339e-03
2.45098612e+01 4.78029930e-01 1.51447517e-03 1.07089566e-03
2.45416922e+01 4.87587112e-01 2.12319625e-04 1.50132647e-04
2.45735232e+01 4.97134057e-01 2.00684939e-03 1.41905681e-03
2.46053542e+01 5.06622491e-01 3.89163286e-03 2.75179999e-03
2.46371852e+01 5.16005023e-01 5.89758865e-03 4.17022493e-03
2.46690162e+01 5.25232241e-01 8.05241839e-03 5.69391965e-03
2.47008472e+01 5.34259788e-01 1.03838237e-02 7.34247215e-03
2.47326782e+01 5.43038756e-01 1.29227232e-02 9.13774520e-03
2.47645091e+01 5.51524537e-01 1.56946739e-02 1.10978103e-02
2.47963401e+01 5.59672139e-01 1.87339900e-02 1.32469314e-02
2.48281711e+01 5.67435817e-01 2.20660498e-02 1.56030535e-02
2.48600021e+01 5.74775003e-01 2.57206997e-02 1.81872812e-02
2.48918331e+01 5.81649638e-01 2.97285007e-02 2.10212244e-02
2.49236641e+01 5.88017891e-01 3.41132226e-02 2.41216911e-02
2.49554951e+01 5.93843872e-01 3.89059629e-02 2.75106702e-02
2.49873261e+01 5.99092069e-01 4.41319209e-02 3.12059806e-02
2.50191571e+01 6.03731143e-01 4.98154028e-02 3.52248091e-02
2.50509880e+01 6.07730130e-01 5.59787484e-02 3.95829526e-02
2.50828190e+01 6.11061609e-01 6.26485871e-02 4.42992408e-02
2.51146500e+01 6.13701821e-01 6.98402889e-02 4.93845419e-02
2.51464810e+01 6.15627133e-01 7.75754789e-02 5.48541472e-02
2.51783120e+01 6.16819727e-01 8.58732801e-02 6.07215787e-02
2.52101430e+01 6.17266435e-01 9.47476686e-02 6.69967190e-02
2.52419740e+01 6.16952407e-01 1.04207133e-01 7.36855707e-02
2.52738050e+01 6.15868886e-01 1.14267279e-01 8.07991676e-02
2.53056360e+01 6.14010705e-01 1.24937553e-01 8.83441912e-02
2.53374669e+01 6.11376092e-01 1.36220465e-01 9.63224145e-02
2.53692979e+01 6.07964555e-01 1.48119568e-01 1.04736351e-01
2.54011289e+01 6.03782577e-01 1.60639635e-01 1.13589375e-01
2.54329599e+01 5.98836667e-01 1.73774320e-01 1.22877000e-01
2.54647909e+01 5.93139209e-01 1.87520765e-01 1.32597204e-01
2.54966219e+01 5.86703219e-01 2.01872713e-01 1.42745565e-01
2.55284529e+01 5.79546896e-01 2.16818371e-01 1.53313740e-01
2.55602839e+01 5.71693367e-01 2.32346835e-01 1.64294023e-01
2.55921148e+01 5.63163355e-01 2.48441306e-01 1.75674532e-01
2.56239458e+01 5.53985170e-01 2.65081767e-01 1.87441115e-01
2.56557768e+01 5.44188990e-01 2.82253349e-01 1.99583257e-01
2.56876078e+01 5.33805207e-01 2.99923614e-01 2.12078022e-01
2.57194388e+01 5.22871696e-01 3.18074279e-01 2.24912480e-01
2.57512698e+01 5.11421500e-01 3.36672365e-01 2.38063312e-01
2.57831008e+01 4.99496017e-01 3.55683484e-01 2.51506204e-01
2.58149318e+01 4.87138142e-01 3.75081080e-01 2.65222375e-01
2.58467628e+01 4.74385422e-01 3.94823892e-01 2.79182651e-01
2.58785937e+01 4.61288118e-01 4.14876480e-01 2.93361972e-01
2.59104247e+01 4.47889790e-01 4.35196791e-01 3.07730602e-01
2.59422557e+01 4.34236187e-01 4.55742289e-01 3.22258463e-01
2.59740867e+01 4.20376972e-01 4.76472405e-01 3.36916869e-01
2.60059177e+01 4.06360421e-01 4.97337455e-01 3.51670687e-01
2.60377487e+01 3.92233166e-01 5.18292580e-01 3.66488198e-01
2.60695797e+01 3.78045126e-01 5.39290419e-01 3.81335912e-01
2.61014107e+01 3.63846343e-01 5.60283790e-01 3.96180467e-01
2.61332417e+01 3.49684336e-01 5.81218362e-01 4.10983445e-01
2.61650726e+01 3.35609400e-01 6.02047310e-01 4.25711736e-01
2.61969036e+01 3.21666399e-01 6.22716125e-01 4.40326795e-01
2.62287346e+01 3.07903103e-01 6.43174408e-01 4.54792986e-01
2.62605656e+01 2.94364120e-01 6.63374440e-01 4.69076565e-01
2.62923966e+01 2.81094315e-01 6.83261712e-01 4.83138990e-01
2.63242276e+01 2.68135265e-01 7.02784215e-01 4.96943484e-01
2.63560586e+01 2.55527534e-01 7.21895662e-01 5.10457318e-01
2.63878896e+01 2.43310932e-01 7.40541543e-01 5.23641947e-01
2.64197206e+01 2.31520212e-01 7.58674497e-01 5.36463882e-01
2.64515515e+01 2.20192021e-01 7.76249844e-01 5.48891529e-01
2.64833825e+01 2.09355427e-01 7.93215755e-01 5.60888239e-01
2.65152135e+01 1.99042021e-01 8.09534698e-01 5.72427475e-01
2.65470445e+01 1.89275817e-01 8.25158420e-01 5.83475115e-01
2.65788755e+01 1.80085374e-01 8.40046530e-01 5.94002598e-01
2.66107065e+01 1.71486868e-01 8.54161853e-01 6.03983639e-01
2.66425375e+01 1.63501024e-01 8.67464357e-01 6.13389929e-01
2.66743685e+01 1.56141997e-01 8.79919727e-01 6.22197206e-01
2.67061995e+01 1.49422044e-01 8.91495614e-01 6.30382594e-01
2.67380304e+01 1.43350266e-01 9.02163782e-01 6.37926128e-01
2.67698614e+01 1.37933611e-01 9.11896170e-01 6.44807966e-01
2.68016924e+01 1.33172966e-01 9.20665435e-01 6.51008773e-01
2.68335234e+01 1.29069340e-01 9.28456565e-01 6.56517933e-01
2.68653544e+01 1.25619701e-01 9.35244538e-01 6.61317755e-01
2.68971854e+01 1.22819121e-01 9.41015592e-01 6.65398507e-01
2.69290164e+01 1.20654835e-01 9.45758112e-01 6.68751974e-01
2.69608474e+01 1.19119893e-01 9.49460838e-01 6.71370197e-01
2.69926783e+01 1.18196299e-01 9.52117621e-01 6.73248826e-01
2.70245093e+01 1.17867233e-01 9.53726478e-01 6.74386460e-01
2.70563403e+01 1.18114585e-01 9.54283960e-01 6.74780660e-01
2.70881713e+01 1.18916556e-01 9.53795697e-01 6.74435405e-01
2.71200023e+01 1.20247025e-01 9.52263350e-01 6.73351872e-01
2.71518333e+01 1.22081145e-01 9.49698107e-01 6.71537971e-01
2.71836643e+01 1.24390041e-01 9.46112925e-01 6.69002865e-01
2.72154953e+01 1.27144034e-01 9.41520825e-01 6.65755760e-01
2.72473263e+01 1.30311081e-01 9.35939241e-01 6.61808984e-01
2.72791572e+01 1.33859393e-01 9.29386678e-01 6.57175623e-01
2.73109882e+01 1.37754412e-01 9.21885558e-01 6.51871530e-01
2.73428192e+01 1.41959517e-01 9.13463010e-01 6.45915889e-01
2.73746502e+01 1.46439738e-01 9.04142393e-01 6.39325217e-01
2.74064812e+01 1.51157163e-01 8.93957306e-01 6.32123273e-01
2.74383122e+01 1.56075777e-01 8.82937239e-01 6.24330909e-01
2.74701432e+01 1.61157792e-01 8.71114181e-01 6.15970745e-01
2.75019742e+01 1.66365676e-01 8.58526916e-01 6.07070204e-01
2.75338052e+01 1.71661517e-01 8.45211187e-01 5.97654562e-01
2.75656361e+01 1.77008413e-01 8.31204883e-01 5.87750609e-01
2.75974671e+01 1.82368325e-01 8.16547501e-01 5.77386275e-01
2.76292981e+01 1.87706628e-01 8.01280862e-01 5.66591131e-01
2.76611291e+01 1.92986419e-01 7.85442855e-01 5.55391969e-01
2.76929601e+01 1.98175347e-01 7.69082806e-01 5.43823667e-01
2.77247911e+01 2.03237900e-01 7.52240212e-01 5.31914155e-01
2.77566221e+01 2.08142992e-01 7.34959038e-01 5.19694520e-01
2.77884531e+01 2.12860544e-01 7.17285396e-01 5.07197367e-01
2.78202841e+01 2.17360606e-01 6.99261640e-01 4.94452647e-01
2.78521150e+01 2.21615880e-01 6.80933523e-01 4.81492712e-01
2.78839460e+01 2.25600588e-01 6.62344654e-01 4.68348396e-01
2.79157770e+01 2.29289959e-01 6.43537210e-01 4.55049525e-01
2.79476080e+01 2.32663520e-01 6.24558016e-01 4.41629208e-01
2.79794390e+01 2.35701684e-01 6.05449071e-01 4.28117144e-01
2.80112700e+01 2.38385368e-01 5.86251660e-01 4.14542524e-01
2.80431010e+01 2.40697118e-01 5.67004764e-01 4.00932914e-01
2.80749320e+01 2.42627462e-01 5.47753947e-01 3.87320531e-01
2.81067630e+01 2.44161684e-01 5.28534321e-01 3.73730202e-01
2.81385939e+01 2.45290838e-01 5.09383555e-01 3.60188566e-01
2.81704249e+01 2.46008391e-01 4.90339486e-01 3.46722375e-01
2.82022559e+01 2.46309541e-01 4.71437499e-01 3.33356652e-01
2.82340869e+01 2.46191381e-01 4.52710300e-01 3.20114523e-01
2.82659179e+01 2.45652142e-01 4.34188987e-01 3.07017977e-01
2.82977489e+01 2.44697258e-01 4.15908768e-01 2.94091910e-01
2.83295799e+01 2.43324328e-01 3.97890910e-01 2.81351361e-01
2.83614109e+01 2.41543083e-01 3.80168119e-01 2.68819455e-01
2.83932418e+01 2.39359967e-01 3.62763450e-01 2.56512495e-01
2.84250728e+01 2.36785091e-01 3.45701924e-01 2.44448175e-01
2.84569038e+01 2.33826416e-01 3.29000876e-01 2.32638751e-01
2.84887348e+01 2.30498476e-01 3.12682648e-01 2.21100021e-01
2.85205658e+01 2.26816182e-01 2.96765467e-01 2.09844874e-01
2.85523968e+01 2.22792678e-01 2.81262918e-01 1.98882916e-01
2.85842278e+01 2.18448435e-01 2.66192513e-01 1.88226531e-01
2.86160588e+01 2.13799126e-01 2.51564263e-01 1.77882796e-01
2.86478898e+01 2.08862314e-01 2.37385494e-01 1.67856893e-01
2.86797207e+01 2.03662644e-01 2.23671398e-01 1.58159562e-01
2.87115517e+01 1.98217050e-01 2.10423046e-01 1.48791563e-01
2.87433827e+01 1.92549669e-01 1.97649197e-01 1.39759088e-01
2.87752137e+01 1.86680468e-01 1.85350208e-01 1.31062389e-01
2.88070447e+01 1.80634091e-01 1.73530546e-01 1.22704626e-01
2.88388757e+01 1.74434800e-01 1.62191641e-01 1.14686809e-01
2.88707067e+01 1.68101680e-01 1.51327953e-01 1.07005022e-01
2.89025377e+01 1.61661394e-01 1.40941092e-01 9.96604016e-02
2.89343687e+01 1.55137068e-01 1.31026945e-01 9.26500410e-02
2.89661996e+01 1.48550820e-01 1.21579257e-01 8.59695174e-02
2.89980306e+01 1.41926280e-01 1.12593205e-01 7.96154185e-02
2.90298616e+01 1.35286196e-01 1.04061637e-01 7.35826894e-02
2.90616926e+01 1.28650662e-01 9.59740110e-02 6.78638740e-02
2.90935236e+01 1.22042298e-01 8.83233557e-02 6.24540437e-02
2.91253546e+01 1.15483220e-01 8.11009140e-02 5.73470063e-02
2.91571856e+01 1.08989983e-01 7.42918522e-02 5.25322725e-02
2.91890166e+01 1.02584955e-01 6.78895577e-02 4.80051666e-02
2.92208476e+01 9.62857028e-02 6.18806263e-02 4.37562105e-02
2.92526785e+01 9.01068850e-02 5.62496882e-02 3.97745360e-02
2.92845095e+01 8.40672053e-02 5.09874500e-02 3.60535716e-02
2.93163405e+01 7.81813231e-02 4.60799714e-02 3.25834602e-02
2.93481715e+01 7.24625078e-02 4.15131335e-02 2.93542182e-02
2.93800025e+01 6.69236493e-02 3.72733536e-02 2.63562411e-02
2.94118335e+01 6.15758689e-02 3.33463342e-02 2.35794190e-02
2.94436645e+01 5.64299081e-02 2.97190285e-02 2.10145266e-02
2.94754955e+01 5.14942341e-02 2.63766029e-02 1.86510748e-02
2.95073264e+01 4.67769350e-02 2.33058320e-02 1.64797119e-02
2.95391574e+01 4.22845820e-02 2.04920608e-02 1.44900752e-02
2.95709884e+01 3.80217247e-02 1.79220640e-02 1.26728130e-02
2.96028194e+01 3.39926598e-02 1.55822588e-02 1.10183209e-02
2.96346504e+01 3.02002940e-02 1.34595987e-02 9.51737355e-03
2.96664814e+01 2.66459162e-02 1.15401078e-02 8.16008848e-03
2.96983124e+01 2.33300320e-02 9.81199047e-03 6.93812500e-03
2.97301434e+01 2.02519463e-02 8.26228954e-03 5.84232097e-03
2.97619744e+01 1.74096496e-02 6.87904863e-03 4.86422194e-03
2.97938053e+01 1.48002482e-02 5.65063305e-03 3.99560095e-03
2.98256363e+01 1.24201908e-02 4.56583704e-03 3.22853433e-03
2.98574673e+01 1.02645109e-02 3.61366930e-03 2.55525007e-03
2.98892983e+01 8.32763298e-03 2.78374263e-03 1.96840329e-03
2.99211293e+01 6.60314216e-03 2.06605582e-03 1.46092208e-03
2.99529603e+01 5.08388799e-03 1.45114352e-03 1.02611342e-03
2.99847913e+01 3.76206001e-03 9.29883110e-04 6.57526653e-04
3.00166223e+01 2.62923463e-03 4.93707468e-04 3.49103899e-04
3.00484533e+01 1.67646859e-03 1.34451224e-04 9.50713723e-05
3.00802842e+01 8.94338156e-04 1.55504466e-04 1.09958263e-04
3.01121152e+01 2.73094823e-04 3.83497855e-04 2.71173934e-04
3.01439462e+01 -1.97409266e-04 5.56266695e-04 3.93339952e-04
3.01757772e+01 -5.27511528e-04 6.80137682e-04 4.80929967e-04
3.02076082e+01 -7.27751577e-04 7.61115815e-04 5.38190154e-04
3.02394392e+01 -8.08770129e-04 8.04669934e-04 5.68987567e-04
3.02712702e+01 -7.81233173e-04 8.15875692e-04 5.76911234e-04
3.03031012e+01 -6.55907798e-04 7.99558536e-04 5.65373262e-04
3.03349322e+01 -4.43144057e-04 7.59811158e-04 5.37267622e-04
3.03667631e+01 -1.53658489e-04 7.00994332e-04 4.95677846e-04
3.03985941e+01 2.02464237e-04 6.26503743e-04 4.43005045e-04
3.04304251e+01 6.15101542e-04 5.39752947e-04 3.81662969e-04
3.04622561e+01 1.07459843e-03 4.43744443e-04 3.13774705e-04
3.04940871e+01 1.57156529e-03 3.41212651e-04 2.41273779e-04
3.05259181e+01 2.09697901e-03 2.34588165e-04 1.65878882e-04
3.05577491e+01 2.64228404e-03 1.26069246e-04 8.91444185e-05
3.05895801e+01 3.19934187e-03 1.76218140e-05 1.24605042e-05
3.06214111e+01 3.76046896e-03 8.90741593e-05 6.29849421e-05
3.06532420e+01 4.31851251e-03 1.92517425e-04 1.36130376e-04
3.06850730e+01 4.86687580e-03 2.91385452e-04 2.06040629e-04
3.07169040e+01 5.39942966e-03 3.84552305e-04 2.71919542e-04
3.07487350e+01 5.91062626e-03 4.71106509e-04 3.33122607e-04
3.07805660e+01 6.39547383e-03 5.50208080e-04 3.89055864e-04
3.08123970e+01 6.84958718e-03 6.21231497e-04 4.39277004e-04
3.08442280e+01 7.26907397e-03 6.83712087e-04 4.83457453e-04
3.08760590e+01 7.65060804e-03 7.37185178e-04 5.21268638e-04
3.09078899e+01 7.99147739e-03 7.81407710e-04 5.52538690e-04
3.09397209e+01 8.28944014e-03 8.16254579e-04 5.77179148e-04
3.09715519e+01 8.54282942e-03 8.41577447e-04 5.95085120e-04
3.10033829e+01 8.75044973e-03 8.57440654e-04 6.06302101e-04
3.10352139e+01 8.91165024e-03 8.63913901e-04 6.10879378e-04
3.10670449e+01 9.02616556e-03 8.61133014e-04 6.08912994e-04
3.10988759e+01 9.09428509e-03 8.49367862e-04 6.00593775e-04
3.11307069e+01 9.11659015e-03 8.28904396e-04 5.86123920e-04
3.11625379e+01 9.09415492e-03 8.00035719e-04 5.65710682e-04
3.11943688e+01 9.02837332e-03 7.63196119e-04 5.39661151e-04
3.12261998e+01 8.92096781e-03 7.18819887e-04 5.08282417e-04
3.12580308e+01 8.77395788e-03 6.67368122e-04 4.71900525e-04
3.12898618e+01 8.58964389e-03 6.09306032e-04 4.30844427e-04
3.13216928e+01 8.37054716e-03 5.45228934e-04 3.85535077e-04
3.13535238e+01 8.11938838e-03 4.75681747e-04 3.36357789e-04
3.13853548e+01 7.83905989e-03 4.01262646e-04 2.83735538e-04
3.14171858e+01 7.53257319e-03 3.22545323e-04 2.28073985e-04
3.14490168e+01 7.20307121e-03 2.40207129e-04 1.69852090e-04
3.14808477e+01 6.85373099e-03 1.54870010e-04 1.09509634e-04
3.15126787e+01 6.48779657e-03 6.71469751e-05 4.74800815e-05
3.15445097e+01 6.10849680e-03 2.22667526e-05 1.57449718e-05
3.15763407e+01 5.71907192e-03 1.12699186e-04 7.96903584e-05
3.16081717e+01 5.32270025e-03 2.03537314e-04 1.43922615e-04
3.16400027e+01 4.92246405e-03 2.94093064e-04 2.07955200e-04
3.16718337e+01 4.52142424e-03 3.83730013e-04 2.71338094e-04
3.17036647e+01 4.12243603e-03 4.71791669e-04 3.33607088e-04
3.17354957e+01 3.72828155e-03 5.57678406e-04 3.94338183e-04
3.17673266e+01 3.34155464e-03 6.40774553e-04 4.53096032e-04
3.17991576e+01 2.96471664e-03 7.20483773e-04 5.09458961e-04
3.18309886e+01 2.60001437e-03 7.96252211e-04 5.63035338e-04
