# t(ps)   kx_avg(W/mK)   ky_avg(W/mK)   kz_avg(W/mK)   kiso_avg(W/mK)
# Averaged over 10 runs
0.005000 0.000000 0.000000 0.000000 0.000000
0.015000 1.480105 1.507496 1.158749 1.382117
0.025000 1.597810 1.645467 1.105152 1.449476
0.035000 1.704871 1.763054 1.058128 1.508685
0.045000 2.155264 2.214431 1.380871 1.916855
0.055000 2.475984 2.524321 1.798572 2.266292
0.065000 2.161828 2.190557 1.941248 2.097878
0.075000 1.515810 1.522312 1.847296 1.628473
0.085000 1.475810 1.463200 1.993625 1.644212
0.095000 1.896541 1.873438 2.291251 2.020410
0.105000 1.899902 1.875376 2.289263 2.021514
0.115000 1.589688 1.573810 2.154123 1.772541
0.125000 1.848109 1.854883 2.345500 2.016164
0.135000 2.733895 2.770721 2.741498 2.748705
0.145000 3.224277 3.289178 2.716668 3.076708
0.155000 3.170115 3.257917 2.446691 2.958241
0.165000 3.249215 3.352513 2.523047 3.041592
0.175000 3.704731 3.813218 2.966791 3.494913
0.185000 3.928688 4.028825 3.294119 3.750544
0.195000 3.414578 3.497127 3.150325 3.354010
0.205000 2.915892 2.979372 2.992310 2.962525
0.215000 3.088692 3.136153 3.234825 3.153223
0.225000 3.387061 3.422385 3.625215 3.478220
0.235000 3.227333 3.258104 3.816716 3.434051
0.245000 3.106142 3.146323 3.863174 3.371880
0.255000 3.661225 3.722489 3.940936 3.774883
0.265000 4.497924 4.582957 4.074306 4.385062
0.275000 4.838376 4.948456 4.206677 4.664503
0.285000 4.836505 4.969923 4.348118 4.718182
0.295000 5.210677 5.360108 4.576584 5.049123
0.305000 5.758321 5.912038 4.742989 5.471116
0.315000 5.775092 5.918524 4.806439 5.500018
0.325000 5.276505 5.403146 4.842704 5.174118
0.335000 5.038427 5.146666 4.976923 5.054005
0.345000 5.258653 5.346657 5.276859 5.294057
0.355000 5.287113 5.359246 5.558732 5.401697
0.365000 4.961091 5.028191 5.612776 5.200686
0.375000 4.965832 5.041463 5.504246 5.170514
0.385000 5.607333 5.702475 5.544510 5.618106
0.395000 6.239260 6.359347 5.884030 6.160879
0.405000 6.375800 6.524600 6.228231 6.376210
0.415000 6.521127 6.698344 6.239286 6.486252
0.425000 7.088649 7.286859 6.084791 6.820100
0.435000 7.536433 7.742030 6.180025 7.152830
0.445000 7.356865 7.556055 6.539356 7.150758
0.455000 6.950343 7.137086 6.767511 6.951647
0.465000 6.947252 7.116416 6.756938 6.940202
0.475000 7.106912 7.253881 6.793529 7.051441
0.485000 6.884695 7.013872 6.997684 6.965417
0.495000 6.543830 6.666785 7.127516 6.779377
0.505000 6.749392 6.879030 7.113678 6.914033
0.515000 7.398768 7.542038 7.264707 7.401837
0.525000 7.797531 7.961978 7.608772 7.789427
0.535000 7.888326 8.081521 7.712209 7.894018
0.545000 8.263983 8.483438 7.484887 8.077436
0.555000 8.941147 9.179874 7.481603 8.534208
0.565000 9.224902 9.471227 7.938024 8.878051
0.575000 8.926541 9.169449 8.302087 8.799359
0.585000 8.680059 8.913563 8.148054 8.580559
0.595000 8.804046 9.018655 7.901724 8.574809
0.605000 8.791421 8.982108 8.117678 8.630403
0.615000 8.358962 8.533127 8.545769 8.479286
0.625000 8.083907 8.253054 8.636136 8.324366
0.635000 8.431574 8.605418 8.502953 8.513315
0.645000 8.948520 9.134433 8.589618 8.890857
0.655000 9.112946 9.320767 8.852269 9.095327
0.665000 9.244107 9.481034 8.929968 9.218369
0.675000 9.815651 10.079940 8.906105 9.600565
0.685000 10.477045 10.759140 9.131370 10.122518
