# omega_THz  Jin_native  Jout_native  Jsum_native  G_like_native  G_like_per_A2_native  G_like_per_A2_smoothed  cumulative_integral_native
1.273239544735162848e-02 -1.199109999999999933e-02 -5.788670000000000100e-03 -1.777977000000000030e-02 -1.441370698032787365e-03 -1.049084945809894747e-06 5.909441983670687201e-08 0.000000000000000000e+00
2.546479089470325696e-02 -9.334189999999999154e-03 -5.022079999999999947e-03 -1.435626999999999910e-02 -1.163834341560501763e-03 -8.470833275673540871e-07 4.208951655852555762e-08 6.441569455518870618e-10
3.819718634205487851e-02 -5.528250000000000178e-03 -3.842889999999999848e-03 -9.371140000000000025e-03 -7.596997375760751589e-04 -5.529386431363812258e-07 2.469477636152307372e-08 1.069318959116799102e-09
5.092958178940651393e-02 -1.335459999999999902e-03 -2.407649999999999894e-03 -3.743110000000000014e-03 -3.034465054111221008e-04 -2.208600196465125578e-07 8.856209285382984608e-09 1.282911167569212423e-09
6.366197723675813547e-02 2.465469999999999988e-03 -9.377520000000000300e-04 1.527717999999999958e-03 1.238490689169350245e-04 9.014210843238133066e-08 -3.900814191003017029e-09 1.314458192538968469e-09
7.639437268410975701e-02 5.261469999999999862e-03 3.066060000000000118e-04 5.568075999999999928e-03 4.513928802689579360e-04 3.285410727318393517e-07 -1.284049147380839363e-08 1.207879730524285070e-09
8.912676813146140631e-02 6.728650000000000082e-03 1.081490000000000055e-03 7.810140000000000138e-03 6.331525629146942400e-04 4.608327497300409657e-07 -1.809249791178398097e-08 1.010954203911238537e-09
1.018591635788130279e-01 6.869410000000000273e-03 1.236150000000000096e-03 8.105560000000001236e-03 6.571016765203734631e-04 4.782638343105029360e-07 -2.043279999579924680e-08 7.656945400680496979e-10
1.145915590261646355e-01 5.962829999999999693e-03 7.896140000000000060e-04 6.752443999999999807e-03 5.474072455215846971e-04 3.984240149239471843e-07 -2.086510373649452060e-08 5.027839193349386019e-10
1.273239544735162709e-01 4.452239999999999670e-03 -2.373789999999999849e-05 4.428502099999999560e-03 3.590098838802000198e-04 2.613011802513476927e-07 -2.015641571653640300e-08 2.416328155713298749e-10
1.400563499208679064e-01 2.808170000000000024e-03 -7.683650000000000202e-04 2.039805000000000004e-03 1.653629465792172512e-04 1.203575028185264421e-07 -1.847781602706148109e-08 -4.320342610726983230e-12
1.527887453682195140e-01 1.405420000000000107e-03 -8.945869999999999647e-04 5.108330000000001420e-04 4.141221836886433468e-05 3.014140284845676411e-08 -1.525237175647662409e-08 -2.190533872974446415e-10
1.655211408155711494e-01 4.437900000000000048e-04 1.131659999999999936e-04 5.569559999999999442e-04 4.515131852063041217e-05 3.286286352852121633e-08 -9.239073985358383335e-09 -3.749707734286444237e-10
1.782535362629228126e-01 -7.312250000000000336e-05 2.564780000000000011e-03 2.491657500000000157e-03 2.019937327667135202e-04 1.470187957079488654e-07 1.186895326869660896e-09 -4.262325348749464287e-10
1.909859317102743925e-01 -3.025899999999999879e-04 6.424359999999999619e-03 6.121769999999999469e-03 4.962797549178743842e-04 3.612114638553051269e-07 1.764132362412224056e-08 -3.063683702482723933e-10
2.037183271576260557e-01 -4.853939999999999947e-04 1.125549999999999988e-02 1.077010599999999978e-02 8.731111371579671496e-04 6.354838149974280293e-07 4.132289204405774129e-08 6.900948531682577084e-11
