# omega_THz  Jin_native  Jout_native  Jsum_native  G_like_native  G_like_per_A2_native  G_like_per_A2_smoothed  cumulative_integral_native
1.273239544735162848e-02 2.795380000000000087e-02 -2.132600000000000012e-04 2.774054000000000103e-02 2.418949791336945290e-03 1.760604551088112835e-06 1.148226628989727402e-06 0.000000000000000000e+00
2.546479089470325696e-02 2.540049999999999947e-02 -9.785410000000000896e-04 2.442195900000000003e-02 2.129572554358690611e-03 1.549984685297665180e-06 1.162762120013128936e-06 1.471221131334240096e-08
3.819718634205487851e-02 2.183649999999999827e-02 -2.022570000000000010e-03 1.981392999999999696e-02 1.727756627631071027e-03 1.257527623216465376e-06 1.186908973481574718e-06 2.967068208013523215e-08
5.092958178940651393e-02 1.805790000000000173e-02 -3.066859999999999812e-03 1.499104000000000235e-02 1.307205017635698543e-03 9.514340113618531451e-07 1.220270923780255484e-06 4.499526526256168679e-08
6.366197723675813547e-02 1.479019999999999987e-02 -3.833220000000000030e-03 1.095697999999999984e-02 9.554386643044108195e-04 6.954049508113911802e-07 1.260883371061655738e-06 6.079078408647272223e-08
7.639437268410975701e-02 1.248029999999999973e-02 -4.107330000000000182e-03 8.372970000000000412e-03 7.301153486691500149e-04 5.314059887847978600e-07 1.305760560335122161e-06 7.713054684001722330e-08
8.912676813146140631e-02 1.120449999999999918e-02 -3.775450000000000073e-03 7.429049999999999543e-03 6.478063854319969853e-04 4.714983644969110858e-07 1.351562173488049169e-06 9.404758877915431809e-08
1.018591635788130279e-01 1.071899999999999936e-02 -2.830179999999999849e-03 7.888819999999999513e-03 6.878979101666628801e-04 5.006785158008793069e-07 1.395179286366360418e-06 1.115338880084054408e-07
1.145915590261646355e-01 1.062330000000000045e-02 -1.353590000000000002e-03 9.269710000000000449e-03 8.083102589298547889e-04 5.883192473278093588e-07 1.434103514943630489e-06 1.295456617377402086e-07
1.273239544735162709e-01 1.056439999999999983e-02 5.070370000000000042e-04 1.107143699999999994e-02 9.654192103308058531e-04 7.026691754841585831e-07 1.466547931348674097e-06 1.480117823723032392e-07
1.400563499208679064e-01 1.039810000000000040e-02 2.558809999999999904e-03 1.295691000000000030e-02 1.129830736563584501e-03 8.223341980379285609e-07 1.491388062698615967e-06 1.668425877643858692e-07
1.527887453682195140e-01 1.024779999999999962e-02 4.575440000000000063e-03 1.482323999999999968e-02 1.292573010652909313e-03 9.407842747787661979e-07 1.508045275484175276e-06 1.859375734542424813e-07
1.655211408155711494e-01 1.044179999999999935e-02 6.310269999999999768e-03 1.675207000000000085e-02 1.460765227748338788e-03 1.063201029329156651e-06 1.516421315488749579e-06 2.051919257810278730e-07
1.782535362629228126e-01 1.136569999999999941e-02 7.522629999999999768e-03 1.888832999999999832e-02 1.647045151687867538e-03 1.198782711528114804e-06 1.516925729235742911e-06 2.245028128322717454e-07
1.909859317102743925e-01 1.329239999999999935e-02 8.025420000000000123e-03 2.131782000000000121e-02 1.858894464230276657e-03 1.352974776672595179e-06 1.510552870636569313e-06 2.437763402032560256e-07
2.037183271576260557e-01 1.626079999999999887e-02 7.748170000000000404e-03 2.400896999999999754e-02 2.093560290164321342e-03 1.523773576467435549e-06 1.498905554643898338e-06 2.629351475797735868e-07
2.164507226049776911e-01 2.004919999999999966e-02 6.795329999999999600e-03 2.684452999999999839e-02 2.340818536410551546e-03 1.703737623341916590e-06 1.484061413670952803e-06 2.819253051032597744e-07
2.291831180523292710e-01 2.424439999999999928e-02 5.470889999999999954e-03 2.971528999999999837e-02 2.591146190557819425e-03 1.885935703158737404e-06 1.468240002678808211e-06 3.007202396596304304e-07
2.419155134996809342e-01 2.837249999999999842e-02 4.245180000000000307e-03 3.261767999999999612e-02 2.844231951861616019e-03 2.070141239281416190e-06 1.453325493941194173e-06 3.193195032737825159e-07
2.546479089470325419e-01 3.203190000000000204e-02 3.657740000000000036e-03 3.568964000000000164e-02 3.112104062534135508e-03 2.265108848302749099e-06 1.440392961770536121e-06 3.377414871194932139e-07
