# omega_THz  Jin_native  Jout_native  Jsum_native  G_like_native  G_like_per_A2_native  G_like_per_A2_smoothed  cumulative_integral_native
1.273239544735162848e-02 -5.016760000000000533e-04 3.251110000000000198e-03 2.749434000000000253e-03 2.518640478609671693e-04 1.833163261625240926e-07 4.675311050190467433e-07 0.000000000000000000e+00
2.546479089470325696e-02 -2.654940000000000164e-04 5.125829999999999623e-03 4.860335999999999823e-03 4.452348734046285956e-04 3.240590388550725695e-07 4.618482182744694501e-07 5.916612532382551689e-09
3.819718634205487851e-02 4.686739999999999786e-04 7.899250000000000022e-03 8.367924000000000542e-03 7.665502102734366406e-04 5.579246802386284962e-07 4.638715493471327809e-07 1.180992760977689562e-08
5.092958178940651393e-02 2.007699999999999849e-03 1.110629999999999951e-02 1.311399999999999892e-02 1.201318207183268635e-03 8.743655244298792028e-07 4.768971144565149205e-07 1.779904693578921940e-08
6.366197723675813547e-02 4.468330000000000392e-03 1.420659999999999978e-02 1.867492999999999931e-02 1.710731540862668945e-03 1.245136111265920877e-06 5.020599858308638648e-07 2.403128139921500456e-08
7.639437268410975701e-02 7.642259999999999678e-03 1.667000000000000079e-02 2.431226000000000220e-02 2.227143556182209667e-03 1.621000607364311201e-06 5.384174958339180635e-07 3.065516677452527808e-08
8.912676813146140631e-02 1.098569999999999929e-02 1.805829999999999935e-02 2.904400000000000037e-02 2.660598292620928486e-03 1.936485610152616816e-06 5.833724135230858122e-07 3.779670314191634577e-08
1.018591635788130279e-01 1.374189999999999960e-02 1.809399999999999897e-02 3.183590000000000031e-02 2.916352471562134053e-03 2.122633323104864882e-06 6.332684839296711309e-07 4.554207965381098141e-08
1.145915590261646355e-01 1.515020000000000082e-02 1.670560000000000100e-02 3.185580000000000356e-02 2.918175426596673634e-03 2.123960139784455685e-06 6.840113167398144624e-07 5.392814332227717752e-08
1.273239544735162709e-01 1.466310000000000009e-02 1.404410000000000033e-02 2.870720000000000216e-02 2.629745465704707609e-03 1.914029737907079106e-06 7.316303640243973457e-07 6.294039816789891805e-08
1.400563499208679064e-01 1.209389999999999944e-02 1.046519999999999916e-02 2.255909999999999860e-02 2.066543965812725047e-03 1.504110058118506247e-06 7.727521816678525553e-07 7.251759490582255030e-08
1.527887453682195140e-01 7.653039999999999843e-03 6.473119999999999742e-03 1.412615999999999872e-02 1.294037914105841203e-03 9.418504877673007826e-07 8.049825121712790674e-07 8.256176592230556534e-08
1.655211408155711494e-01 1.876110000000000061e-03 2.630899999999999819e-03 4.507009999999999662e-03 4.128681693577141505e-04 3.005013086976292568e-07 8.271831674425910466e-07 9.295245535652517409e-08
1.782535362629228126e-01 -4.513920000000000259e-03 -5.516230000000000005e-04 -5.065543000000000476e-03 -4.640330208303917537e-04 -3.377410524414446241e-07 8.395988088071231814e-07 1.035635189795900155e-07
1.909859317102743925e-01 -1.075569999999999998e-02 -2.728829999999999797e-03 -1.348452999999999978e-02 -1.235260897080143637e-03 -8.990703176102212775e-07 8.437745944623398380e-07 1.142802069075804450e-07
2.037183271576260557e-01 -1.616640000000000091e-02 -3.801220000000000120e-03 -1.996762000000000190e-02 -1.829149417425406706e-03 -1.331325189333273440e-06 8.422263005968180021e-07 1.250136219678214720e-07
