# omega_THz  Jin_native  Jout_native  Jsum_native  G_like_native  G_like_per_A2_native  G_like_per_A2_smoothed  cumulative_integral_native
1.273239544735162848e-02 -4.342440000000000362e-03 1.332730000000000069e-03 -3.009710000000000510e-03 -2.513058884618331367e-04 -1.829100763172948354e-07 1.349339764388814145e-07 0.000000000000000000e+00
2.546479089470325696e-02 -2.876070000000000102e-03 9.515419999999999911e-04 -1.924528000000000003e-03 -1.606949569592002944e-04 -1.169599607120854550e-07 1.549124420156064957e-07 1.845219609380548513e-09
3.819718634205487851e-02 -6.341699999999999811e-04 3.600829999999999743e-04 -2.740870000000000068e-04 -2.288581858412885148e-05 -1.665717763092735855e-08 1.725287027030643986e-07 3.929774679526352999e-09
5.092958178940651393e-02 2.083470000000000027e-03 -3.757969999999999800e-04 1.707673000000000047e-03 1.425879172635516085e-04 1.037809618717363973e-07 1.875209398075387316e-07 6.221921894087646482e-09
6.366197723675813547e-02 4.883679999999999619e-03 -1.166860000000000033e-03 3.716819999999999586e-03 3.103484230549489326e-04 2.258835003563956496e-07 1.991478993099330961e-07 8.683532177493662896e-09
7.639437268410975701e-02 7.338520000000000286e-03 -1.908680000000000055e-03 5.429840000000000014e-03 4.533828061193935174e-04 3.299894171832834326e-07 2.061008487713038921e-07 1.126342583505090636e-08
8.912676813146140631e-02 9.077319999999999833e-03 -2.495700000000000002e-03 6.581619999999999832e-03 5.495545622728334944e-04 3.999869145171573417e-07 2.067241664418793923e-07 1.389155150717751125e-08
1.018591635788130279e-01 9.891969999999999930e-03 -2.839369999999999915e-03 7.052600000000000015e-03 5.888806260290605811e-04 4.286099339256450623e-07 1.995254159684127734e-07 1.647781667396216073e-08
1.145915590261646355e-01 9.819740000000000413e-03 -2.886479999999999862e-03 6.933260000000000117e-03 5.789159301849310839e-04 4.213572456242121105e-07 1.838359102891118236e-07 1.891837067652814969e-08
1.273239544735162709e-01 9.166399999999999895e-03 -2.633079999999999882e-03 6.533320000000000446e-03 5.455215908527610152e-04 3.970515630427211957e-07 1.603993259319461409e-07 2.110984025376765678e-08
1.400563499208679064e-01 8.447619999999999435e-03 -2.130490000000000075e-03 6.317129999999998927e-03 5.274700775752146336e-04 3.839129784618026848e-07 1.316542905400244149e-07 2.296911132214280723e-08
1.527887453682195140e-01 8.253649999999999529e-03 -1.480820000000000096e-03 6.772829999999999649e-03 5.655202861906818501e-04 4.116073815032224792e-07 1.015483057891353850e-07 2.445372516004879129e-08
1.655211408155711494e-01 9.071720000000000131e-03 -8.220340000000000242e-04 8.249686000000000866e-03 6.888353594735526506e-04 5.013608274065337473e-07 7.486199978966190551e-08 2.557678804585748687e-08
1.782535362629228126e-01 1.111969999999999972e-02 -3.032029999999999903e-04 1.081649699999999957e-02 9.031599019937974196e-04 6.573544599831180235e-07 5.618497385318618949e-08 2.641105899115719408e-08
1.909859317102743925e-01 1.424510000000000012e-02 -5.258409999999999685e-05 1.419251590000000091e-02 1.185051987652694988e-03 8.625263451971850990e-07 4.881587756203453329e-08 2.707951517242079180e-08
2.037183271576260557e-01 1.792490000000000056e-02 -1.428000000000000016e-04 1.778210000000000207e-02 1.484776420059461758e-03 1.080677297175398290e-06 5.390777940942427505e-08 2.773347428360014999e-08
2.164507226049776911e-01 2.137079999999999882e-02 -5.599770000000000225e-04 2.081082299999999913e-02 1.737669863088786050e-03 1.264742856672474669e-06 7.012505024835623784e-08 2.852309180142858346e-08
2.291831180523292710e-01 2.371209999999999984e-02 -1.186060000000000066e-03 2.252604000000000065e-02 1.880887692078901489e-03 1.368982292488789755e-06 9.393369129243790337e-08 2.956752218837470146e-08
2.419155134996809342e-01 2.420430000000000151e-02 -1.803970000000000009e-03 2.240033000000000302e-02 1.870391111598211902e-03 1.361342478123337025e-06 1.204577565896068438e-07 3.093238053585694200e-08
2.546479089470325419e-01 2.240930000000000005e-02 -2.132139999999999817e-03 2.027715999999999893e-02 1.693109870812385025e-03 1.232310383092722276e-06 1.446630488629996161e-07 3.262019200402842113e-08
2.673803043943841495e-01 1.829990000000000089e-02 -1.887460000000000093e-03 1.641244000000000036e-02 1.370412038377959336e-03 9.974385083456617621e-07 1.625316090960432927e-07 3.457585393625264896e-08
2.801126998417358127e-01 1.226930000000000034e-02 -8.656269999999999980e-04 1.140367299999999959e-02 9.521881427091705152e-04 6.930390963672493657e-07 1.718993052933794343e-07 3.670490726216541591e-08
2.928450952890874204e-01 5.047730000000000272e-03 9.815600000000000280e-04 6.029290000000000517e-03 5.034359058660288835e-04 3.664199853271918009e-07 1.727383983444630566e-07 3.889893902655750726e-08
3.055774907364390280e-01 -2.444519999999999939e-03 3.496570000000000060e-03 1.052050000000000120e-03 8.784446340553460223e-05 6.393657388572653552e-08 1.668396554270137631e-07 4.106076005948774176e-08
3.183098861837906912e-01 -9.272950000000000290e-03 6.314550000000000371e-03 -2.958399999999999919e-03 -2.470215869387705271e-04 -1.797917971422778225e-07 1.570278927745326182e-07 4.312256490762089805e-08
