# omega_THz  Jin_native  Jout_native  Jsum_native  G_like_native  G_like_per_A2_native  G_like_per_A2_smoothed  cumulative_integral_native
1.273239544735162848e-02 -7.988250000000000559e-03 -6.710200000000000366e-03 -1.469845000000000179e-02 -1.134289177778704215e-03 -8.255792227681690928e-07 3.689778298054490811e-08 0.000000000000000000e+00
2.546479089470325696e-02 -7.075640000000000228e-03 -5.933390000000000192e-03 -1.300903000000000129e-02 -1.003915510982348203e-03 -7.306882614403419677e-07 4.329973584948428262e-08 5.105532618201801305e-10
3.819718634205487851e-02 -5.732939999999999738e-03 -4.864620000000000055e-03 -1.059755999999999893e-02 -8.178207646969906522e-04 -5.952413586493157948e-07 4.371701236234880742e-08 1.064519086208023168e-09
5.092958178940651393e-02 -4.173239999999999936e-03 -3.770030000000000169e-03 -7.943270000000000539e-03 -6.129874372586394029e-04 -4.461557968927141912e-07 3.934929500624697576e-08 1.593335623092133407e-09
6.366197723675813547e-02 -2.609109999999999988e-03 -2.900980000000000052e-03 -5.510090000000000474e-03 -4.252173158113039522e-04 -3.094894917207366361e-07 3.229287634291490640e-08 2.049423851254359975e-09
7.639437268410975701e-02 -1.209690000000000027e-03 -2.420890000000000195e-03 -3.630580000000000439e-03 -2.801742770877070588e-04 -2.039215981683551192e-07 2.497259148582539514e-08 2.413987142190916823e-09
8.912676813146140631e-02 -8.377750000000000214e-05 -2.360969999999999996e-03 -2.444747499999999889e-03 -1.886627931279517465e-04 -1.373160259016715436e-07 1.953747509293769977e-08 2.697347026725298042e-09
1.018591635788130279e-01 7.107409999999999770e-04 -2.616719999999999897e-03 -1.905978999999999920e-03 -1.470856690857523573e-04 -1.070545983714236552e-07 1.738018766496630311e-08 2.932372167338097868e-09
1.145915590261646355e-01 1.143700000000000098e-03 -2.984489999999999799e-03 -1.840789999999999701e-03 -1.420549905305158375e-04 -1.033930773298829299e-07 1.889451535053632569e-08 3.163304099102406557e-09
1.273239544735162709e-01 1.194579999999999991e-03 -3.225120000000000157e-03 -2.030539999999999949e-03 -1.566981244312678980e-04 -1.140509125111612276e-07 2.350770812517312343e-08 3.433245037672261375e-09
1.400563499208679064e-01 8.543389999999999665e-04 -3.135189999999999939e-03 -2.280850999999999972e-03 -1.760147910443437972e-04 -1.281103242743283069e-07 2.994707985415541450e-08 3.773548787225836247e-09
1.527887453682195140e-01 1.492959999999999882e-04 -2.605520000000000058e-03 -2.456223999999999907e-03 -1.895484422779490142e-04 -1.379606353639004947e-07 3.664236197313546440e-08 4.197470340207577508e-09
1.655211408155711494e-01 -8.259409999999999582e-04 -1.651490000000000033e-03 -2.477430999999999991e-03 -1.911850005948567850e-04 -1.391517853543582867e-07 4.214504335478045968e-08 4.699046540660479436e-09
1.782535362629228126e-01 -1.889030000000000093e-03 -4.077220000000000106e-04 -2.296751999999999995e-03 -1.772418818066935208e-04 -1.290034480541307433e-07 4.545885306226991142e-08 5.256750266615838504e-09
1.909859317102743925e-01 -2.784979999999999834e-03 9.109380000000000255e-04 -1.874041999999999809e-03 -1.446210695211235279e-04 -1.052607681622827487e-07 4.621739051300168767e-08 5.840379359779879475e-09
2.037183271576260557e-01 -3.243230000000000158e-03 2.071889999999999843e-03 -1.171340000000000315e-03 -9.039308808066888435e-05 -6.579156079704099966e-08 4.469196274054202148e-08 6.419126277523431497e-09
2.164507226049776911e-01 -3.063800000000000204e-03 2.894219999999999866e-03 -1.695800000000003381e-04 -1.308660156463525306e-05 -9.524931172812534178e-09 4.165545500332573679e-08 6.968831011809727216e-09
2.291831180523292710e-01 -2.201799999999999851e-03 3.305799999999999798e-03 1.103999999999999947e-03 8.519641542255742639e-05 6.200922287289193095e-08 3.815401712370717094e-08 7.476913891592611098e-09
2.419155134996809342e-01 -8.128509999999999599e-04 3.370170000000000023e-03 2.557319000000000172e-03 1.973500107717383726e-04 1.436389165109430782e-07 3.524610578390378069e-08 7.944193586964570282e-09
2.546479089470325419e-01 7.678300000000000533e-04 3.272049999999999872e-03 4.039880000000000033e-03 3.117602307402910877e-04 2.269110682062850751e-07 3.376583467754827800e-08 8.383537245236716565e-09
2.673803043943841495e-01 2.116380000000000171e-03 3.261800000000000029e-03 5.378179999999999766e-03 4.150377332402988722e-04 3.020804006073641121e-07 3.415536653435446832e-08 8.815937041781257458e-09
2.801126998417358127e-01 2.855610000000000179e-03 3.572430000000000137e-03 6.428040000000000316e-03 4.960561287978407013e-04 3.610487001774133433e-07 3.639696123549570890e-08 9.265087110229708111e-09
2.928450952890874204e-01 2.787439999999999970e-03 4.334969999999999622e-03 7.122409999999999158e-03 5.496411242479865922e-04 4.000499176468425887e-07 4.005898889923865603e-08 9.751820805938924550e-09
3.055774907364390280e-01 1.970659999999999946e-03 5.522319999999999833e-03 7.492979999999999779e-03 5.782382580008282912e-04 4.208640097845307124e-07 4.445002978460660280e-08 1.028982192831409554e-08
3.183098861837906912e-01 7.091899999999999506e-04 6.946169999999999775e-03 7.655359999999999943e-03 5.907692307692294581e-04 4.299845329820852220e-07 4.885245437631879073e-08 1.088380399059267882e-08
3.310422816311422989e-01 -5.514079999999999763e-04 8.314300000000000163e-03 7.762892000000000403e-03 5.990675468409852565e-04 4.360243660925633020e-07 5.278238675240597967e-08 1.153083148483251855e-08
3.437746770784939621e-01 -1.385530000000000051e-03 9.332800000000000470e-03 7.947270000000001069e-03 6.132961199232138741e-04 4.463804679900797167e-07 5.620990005535919447e-08 1.222469793300633610e-08
3.565070725258456252e-01 -1.548649999999999940e-03 9.817070000000000657e-03 8.268420000000000283e-03 6.380794793552376333e-04 4.644187487198163114e-07 5.967255992601909658e-08 1.296242858595374181e-08
3.692394679731971774e-01 -1.077100000000000106e-03 9.766290000000000388e-03 8.689189999999999414e-03 6.705505805484889567e-04 4.880524631294419541e-07 6.423849947505404058e-08 1.375127089025110789e-08
3.819718634205487851e-01 -2.871880000000000157e-04 9.365290000000000073e-03 9.078101999999999352e-03 7.005631786597368198e-04 5.098967845840996933e-07 7.131469364388690312e-08 1.461422931972189626e-08
3.947042588679004482e-01 3.283200000000000007e-04 8.903529999999999778e-03 9.231849999999999778e-03 7.124280142379863087e-04 5.185324675535394463e-07 8.234526596132673806e-08 1.559245900478072906e-08
4.074366543152521114e-01 2.692829999999999898e-04 8.635489999999999139e-03 8.904772999999999508e-03 6.871872642677291382e-04 5.001612804252813042e-07 9.848098846147883896e-08 1.674363469406802174e-08
4.201690497626037191e-01 -7.979909999999999564e-04 8.636009999999999520e-03 7.838018999999999889e-03 6.048651474763570846e-04 4.402440824755087466e-07 1.203157936492600652e-07 1.813653827028899815e-08
4.329014452099553822e-01 -2.923240000000000127e-03 8.714760000000000215e-03 5.791519999999999654e-03 4.469354563841030649e-04 3.252967884536332360e-07 1.477652352223561332e-07 1.984319510605215502e-08
4.456338406573069344e-01 -5.848420000000000007e-03 8.438460000000000058e-03 2.590040000000000051e-03 1.998751121386237921e-04 1.454767822551676195e-07 1.801162048932624919e-07 2.193055318375174035e-08
4.583662361046585421e-01 -9.078430000000000180e-03 7.270829999999999828e-03 -1.807600000000000352e-03 -1.394936961212090982e-04 -1.015288688994922980e-07 2.162180140453605024e-07 2.445369518617363032e-08
4.710986315520102052e-01 -1.201299999999999937e-02 4.792300000000000205e-03 -7.220699999999999168e-03 -5.572262290232431539e-04 -4.055706481868576580e-07 2.547389692383420836e-07 2.745190046110357502e-08
4.838310269993618684e-01 -1.408930000000000078e-02 9.226489999999999952e-04 -1.316665100000000144e-02 -1.016079228550571941e-03 -7.395414821998058535e-07 2.943969381412982238e-07 3.094780822465250548e-08
4.965634224467134761e-01 -1.488910000000000060e-02 -3.942479999999999943e-03 -1.883158000000000054e-02 -1.453245573136887920e-03 -1.057727935931788609e-06 3.340922780782715625e-07 3.494889484230432306e-08
5.092958178940650837e-01 -1.418819999999999977e-02 -8.948090000000000557e-03 -2.313629000000000033e-02 -1.785442911391993924e-03 -1.299513915816903120e-06 3.729209270124942202e-07 3.944988069916189323e-08
5.220282133414166914e-01 -1.195470000000000040e-02 -1.296590000000000069e-02 -2.492060000000000108e-02 -1.923139302698718229e-03 -1.399734637251984560e-06 4.101007903950056688e-07 4.443475177411023694e-08
5.347606087887682991e-01 -8.321139999999999440e-03 -1.490520000000000039e-02 -2.322633999999999810e-02 -1.792392129878226954e-03 -1.304571823896345018e-06 4.448811096225387728e-07 4.987773559978594562e-08
