# freq_THz  kappa_Wm-1K-1THz-1  kappa_err  G_Wm-2K-1THz-1  G_err  lambda_m  lambda_err_m
1.7570705700e+01 1.5155783400e-01 3.5224786200e-02 4.0175199494e+07 3.1519764534e+06 3.7724226864e-09 9.2538604473e-10
1.7602536700e+01 1.4833659700e-01 3.5184884600e-02 4.1515497767e+07 3.0593445383e+06 3.5730415141e-09 8.8747127835e-10
1.7634367700e+01 1.4510058100e-01 3.5176675200e-02 4.2894206815e+07 2.9496928713e+06 3.3827547301e-09 8.5243383725e-10
1.7666198700e+01 1.4185025300e-01 3.5195416000e-02 4.4257111774e+07 2.8397251853e+06 3.2051403111e-09 8.2141029098e-10
1.7698029700e+01 1.3858553800e-01 3.5236646000e-02 4.5558759247e+07 2.7488915288e+06 3.0419076439e-09 7.9491234206e-10
1.7729860700e+01 1.3530606900e-01 3.5296239600e-02 4.6754447693e+07 2.6996725510e+06 2.8939721391e-09 7.7320075430e-10
1.7761691600e+01 1.3201188300e-01 3.5370807700e-02 4.7827899399e+07 2.7034681808e+06 2.7601438629e-09 7.5582122763e-10
1.7793522600e+01 1.2870221000e-01 3.5457415500e-02 4.8757777879e+07 2.7702561311e+06 2.6396241912e-09 7.4251930353e-10
1.7825353600e+01 1.2537641200e-01 3.5553846600e-02 4.9558953382e+07 2.8898013680e+06 2.5298438212e-09 7.3241457719e-10
1.7857184600e+01 1.2203385000e-01 3.5658431800e-02 5.0239998359e+07 3.0513557426e+06 2.4290177943e-09 7.2493190986e-10
1.7889015600e+01 1.1867350700e-01 3.5770386200e-02 5.0839667037e+07 3.2339180304e+06 2.3342699493e-09 7.1908904776e-10
1.7920846600e+01 1.1529438500e-01 3.5889528200e-02 5.1393148828e+07 3.4201708869e+06 2.2433804433e-09 7.1411336860e-10
1.7952677600e+01 1.1189554900e-01 3.6016409900e-02 5.1948509478e+07 3.5947385467e+06 2.1539703472e-09 7.0915059031e-10
1.7984508600e+01 1.0847598100e-01 3.6152088900e-02 5.2555691094e+07 3.7441584281e+06 2.0640196854e-09 7.0342236829e-10
1.8016339600e+01 1.0503448700e-01 3.6298448900e-02 5.3254416735e+07 3.8624064840e+06 1.9723150386e-09 6.9645322639e-10
1.8048170500e+01 1.0156985000e-01 3.6457645400e-02 5.4092357681e+07 3.9419949348e+06 1.8777116464e-09 6.8773962784e-10
1.8080001500e+01 9.8081215900e-02 3.6632499600e-02 5.5085996547e+07 3.9842020315e+06 1.7805108748e-09 6.7735997834e-10
1.8111832500e+01 9.4567290500e-02 3.6825983400e-02 5.6263983757e+07 3.9867370422e+06 1.6807784338e-09 6.6526851178e-10
1.8143663500e+01 9.1027275200e-02 3.7041363400e-02 5.7612492297e+07 3.9551821622e+06 1.5799919700e-09 6.5202533732e-10
1.8175494500e+01 8.7460228400e-02 3.7282041700e-02 5.9129810069e+07 3.8907942592e+06 1.4791224308e-09 6.3797943511e-10
1.8207325500e+01 8.3865461400e-02 3.7551249400e-02 6.0774633406e+07 3.8005035898e+06 1.3799418721e-09 6.2387389119e-10
1.8239156500e+01 8.0242317100e-02 3.7852230700e-02 6.2513400260e+07 3.6870032787e+06 1.2836018640e-09 6.1022026066e-10
1.8270987500e+01 7.6590372000e-02 3.8187877100e-02 6.4288906955e+07 3.5562053624e+06 1.1913466199e-09 5.9764856105e-10
1.8302818500e+01 7.2909282500e-02 3.8560527800e-02 6.6043785669e+07 3.4103997650e+06 1.1039537144e-09 5.8663943689e-10
1.8334649400e+01 6.9198844500e-02 3.8972266300e-02 6.7722069701e+07 3.2534607215e+06 1.0218064038e-09 5.7756354075e-10
1.8366480400e+01 6.5459401100e-02 3.9424208500e-02 6.9257458875e+07 3.0867285122e+06 9.4516030711e-10 5.7079785798e-10
1.8398311400e+01 6.1691204300e-02 3.9917136000e-02 7.0611719325e+07 2.9128009324e+06 8.7366806657e-10 5.6645233405e-10
1.8430142400e+01 5.7894807200e-02 4.0450811000e-02 7.1726914782e+07 2.7334638521e+06 8.0715596615e-10 5.6479408100e-10
1.8461973400e+01 5.4070967800e-02 4.1024231600e-02 7.2593203105e+07 2.5523240866e+06 7.4484890441e-10 5.6573143728e-10
1.8493804400e+01 5.0221013300e-02 4.1635814100e-02 7.3174078719e+07 2.3747832810e+06 6.8632245434e-10 5.6943256191e-10
1.8525635400e+01 4.6346207200e-02 4.2282946100e-02 7.3490028102e+07 2.2082033208e+06 6.3064620326e-10 5.7566820477e-10
1.8557466400e+01 4.2448224000e-02 4.2962631800e-02 7.3531777589e+07 2.0652070352e+06 5.7727727238e-10 5.8449790743e-10
1.8589297400e+01 3.8529111100e-02 4.3670854000e-02 7.3343026191e+07 1.9573895266e+06 5.2532753420e-10 5.9559797818e-10
1.8621128300e+01 3.4591073700e-02 4.4403286400e-02 7.2938571512e+07 1.9027237310e+06 4.7424939895e-10 6.0890216918e-10
1.8652959300e+01 3.0636689700e-02 4.5154932100e-02 7.2371677289e+07 1.9076270233e+06 4.2332430099e-10 6.2403075661e-10
1.8684790300e+01 2.6668714200e-02 4.5920382700e-02 7.1671370949e+07 1.9797516110e+06 3.7209716860e-10 6.4078990681e-10
1.8716621300e+01 2.2690458100e-02 4.6694069300e-02 7.0886147116e+07 2.1075685869e+06 3.2009721255e-10 6.5878799151e-10
1.8748452300e+01 1.8705302000e-02 4.7469964200e-02 7.0046319378e+07 2.2815599596e+06 2.6704189694e-10 6.7774972951e-10
1.8780283300e+01 1.4716980200e-02 4.8242082500e-02 6.9184818297e+07 2.4828002238e+06 2.1271979261e-10 6.9733468366e-10
1.8812114300e+01 1.0729549300e-02 4.9004304600e-02 6.8322821291e+07 2.6974737648e+06 1.5704195315e-10 7.1727330065e-10
1.8843945300e+01 6.7472492900e-03 4.9750585700e-02 6.7473942845e+07 2.9114790662e+06 9.9997851103e-11 7.3734297240e-10
1.8875776300e+01 2.7745473600e-03 5.0474855400e-02 6.6645493421e+07 3.1130511187e+06 4.1631432488e-11 7.5736586515e-10
1.8907607200e+01 -1.1836518500e-03 5.1171347100e-02 6.5835335155e+07 3.2942871099e+06 -1.7978975078e-11 -7.7726317115e-10
1.8939438200e+01 -5.1224368200e-03 5.1834447000e-02 6.5039413253e+07 3.4461018851e+06 -7.8758964201e-11 -7.9698070715e-10
1.8971269200e+01 -9.0365408900e-03 5.2458902500e-02 6.4248757278e+07 3.5657860486e+06 -1.4064927125e-10 -8.1653407855e-10
1.9003100200e+01 -1.2920651900e-02 5.3039753900e-02 6.3455460318e+07 3.6473410555e+06 -2.0361765300e-10 -8.3593992962e-10
1.9034931200e+01 -1.6769127900e-02 5.3572323900e-02 6.2653971437e+07 3.6924901844e+06 -2.6764668728e-10 -8.5519620921e-10
1.9066762200e+01 -2.0576349000e-02 5.4052506700e-02 6.1842096844e+07 3.6988650360e+06 -3.3272398657e-10 -8.7426717929e-10
1.9098593200e+01 -2.4336268300e-02 5.4476556200e-02 6.1024663992e+07 3.6718409091e+06 -3.9879397457e-10 -8.9301979051e-10
1.9130424200e+01 -2.8043173500e-02 5.4841323600e-02 6.0212594974e+07 3.6130202226e+06 -4.6573600610e-10 -9.1122352668e-10
1.9162255100e+01 -3.1691049300e-02 5.5144048700e-02 5.9422222148e+07 3.5303345201e+06 -5.3331982808e-10 -9.2854457072e-10
1.9194086100e+01 -3.5273791800e-02 5.5382702400e-02 5.8679782814e+07 3.4292959066e+06 -6.0112342120e-10 -9.4446590080e-10
1.9225917100e+01 -3.8785181400e-02 5.5555593500e-02 5.8008172463e+07 3.3193989910e+06 -6.6861581314e-10 -9.5848404059e-10
1.9257748100e+01 -4.2219473900e-02 5.5661823200e-02 5.7444700226e+07 3.2098818354e+06 -7.3495855552e-10 -9.6983349856e-10
1.9289579100e+01 -4.5570351200e-02 5.5700978000e-02 5.7009877311e+07 3.1107718923e+06 -7.9934133083e-10 -9.7801389745e-10
1.9321410100e+01 -4.8832147300e-02 5.5673316100e-02 5.6743175181e+07 3.0343426410e+06 -8.6058186106e-10 -9.8222424930e-10
1.9353241100e+01 -5.1998764500e-02 5.5579821900e-02 5.6653372453e+07 2.9888415043e+06 -9.1784058474e-10 -9.8224481624e-10
1.9385072100e+01 -5.5064598300e-02 5.5421882100e-02 5.6771314481e+07 2.9856447712e+06 -9.6993699730e-10 -9.7756214647e-10
1.9416903100e+01 -5.8024056500e-02 5.5201773200e-02 5.7087720104e+07 3.0261567940e+06 -1.0164017129e-09 -9.6846391457e-10
1.9448734000e+01 -6.0871679800e-02 5.4922412000e-02 5.7616223287e+07 3.1136398422e+06 -1.0565024281e-09 -9.5495391249e-10
1.9480565000e+01 -6.3602413200e-02 5.4587164500e-02 5.8328333121e+07 3.2391190950e+06 -1.0904205520e-09 -9.3781716989e-10
1.9512396000e+01 -6.6210936300e-02 5.4200305300e-02 5.9216172468e+07 3.3951030540e+06 -1.1181225253e-09 -9.1753788838e-10
1.9544227000e+01 -6.8693142000e-02 5.3766657300e-02 6.0236941213e+07 3.5666436967e+06 -1.1403823072e-09 -8.9513643309e-10
1.9576058000e+01 -7.1044297600e-02 5.3291637600e-02 6.1362434084e+07 3.7400105934e+06 -1.1577816079e-09 -8.7133548141e-10
1.9607889000e+01 -7.3260213800e-02 5.2781324600e-02 6.2543892012e+07 3.9012647776e+06 -1.1713408207e-09 -8.4706551160e-10
1.9639720000e+01 -7.5337333100e-02 5.2242332100e-02 6.3738913893e+07 4.0358503714e+06 -1.1819676317e-09 -8.2303983885e-10
1.9671551000e+01 -7.7272218100e-02 5.1681901700e-02 6.4902220008e+07 4.1351655205e+06 -1.1905943755e-09 -7.9990905130e-10
1.9703382000e+01 -7.9061576900e-02 5.1107594200e-02 6.5985074153e+07 4.1875835119e+06 -1.1981736463e-09 -7.7825624467e-10
1.9735212900e+01 -8.0702951300e-02 5.0527614900e-02 6.6953833637e+07 4.1916567398e+06 -1.2053522094e-09 -7.5842693466e-10
1.9767043900e+01 -8.2194243700e-02 4.9950269500e-02 6.7760855584e+07 4.1417696436e+06 -1.2130048092e-09 -7.4087449150e-10
1.9798874900e+01 -8.3533274000e-02 4.9384228400e-02 6.8388634487e+07 4.0442873559e+06 -1.2214496550e-09 -7.2571534768e-10
1.9830705900e+01 -8.4718734200e-02 4.8838150500e-02 6.8796164669e+07 3.9022034988e+06 -1.2314455989e-09 -7.1332448137e-10
1.9862536900e+01 -8.5749777800e-02 4.8320755900e-02 6.8982471529e+07 3.7294078696e+06 -1.2430661862e-09 -7.0369515549e-10
1.9894367900e+01 -8.6625943300e-02 4.7840553700e-02 6.8916102762e+07 3.5390731840e+06 -1.2569768143e-09 -6.9718010315e-10
1.9926198900e+01 -8.7346914900e-02 4.7405531300e-02 6.8610198482e+07 3.3501235980e+06 -1.2730893779e-09 -6.9373072671e-10
1.9958029900e+01 -8.7913103300e-02 4.7023273500e-02 6.8043829322e+07 3.1833081664e+06 -1.2920069928e-09 -6.9371161628e-10
1.9989860900e+01 -8.8325431000e-02 4.6700449600e-02 6.7240914976e+07 3.0541014711e+06 -1.3135667626e-09 -6.9708222633e-10
2.0021691800e+01 -8.8585041700e-02 4.6442924700e-02 6.6191005281e+07 2.9775269439e+06 -1.3383244645e-09 -7.0422812194e-10
2.0053522800e+01 -8.8694096300e-02 4.6255218000e-02 6.4925937916e+07 2.9509195996e+06 -1.3660810941e-09 -7.1513094553e-10
2.0085353800e+01 -8.8654250500e-02 4.6140941300e-02 6.3446447216e+07 2.9680848861e+06 -1.3973083504e-09 -7.3017414781e-10
2.0117184800e+01 -8.8468360300e-02 4.6101984500e-02 6.1790353347e+07 3.0083957129e+06 -1.4317503544e-09 -7.4935256520e-10
2.0149015800e+01 -8.8139439600e-02 4.6138884000e-02 5.9970986330e+07 3.0516260381e+06 -1.4697013505e-09 -7.7297970030e-10
2.0180846800e+01 -8.7671014400e-02 4.6250965300e-02 5.8031023169e+07 3.0783492286e+06 -1.5107611345e-09 -8.0102317657e-10
2.0212677800e+01 -8.7066610400e-02 4.6435872900e-02 5.5997791224e+07 3.0709340579e+06 -1.5548222260e-09 -8.3361696900e-10
2.0244508800e+01 -8.6330878300e-02 4.6690121400e-02 5.3917091243e+07 3.0222446169e+06 -1.6011783334e-09 -8.7060012145e-10
2.0276339700e+01 -8.5468020000e-02 4.7008842700e-02 5.1830627877e+07 2.9247269338e+06 -1.6489867768e-09 -9.1173104813e-10
2.0308170700e+01 -8.4483216800e-02 4.7386392500e-02 4.9783692267e+07 2.7839570444e+06 -1.6970058458e-09 -9.5656463596e-10
2.0340001700e+01 -8.3381757500e-02 4.7816143200e-02 4.7829888625e+07 2.6046135024e+06 -1.7432981739e-09 -1.0042099019e-09
2.0371832700e+01 -8.2168956200e-02 4.8290759500e-02 4.6008415235e+07 2.4028047014e+06 -1.7859549341e-09 -1.0537432117e-09
2.0403663700e+01 -8.0850834500e-02 4.8802564800e-02 4.4378430696e+07 2.1971011187e+06 -1.8218497868e-09 -1.1033838578e-09
2.0435494700e+01 -7.9433357400e-02 4.9343630700e-02 4.2965934415e+07 2.0115882261e+06 -1.8487520051e-09 -1.1516932398e-09
2.0467325700e+01 -7.7923039400e-02 4.9905690300e-02 4.1826386499e+07 1.8764810572e+06 -1.8630115083e-09 -1.1960867092e-09
2.0499156700e+01 -7.6326104400e-02 5.0480955400e-02 4.0965428398e+07 1.8103121934e+06 -1.8631833569e-09 -1.2350295227e-09
2.0530987700e+01 -7.4649408400e-02 5.1061320300e-02 4.0424187066e+07 1.8279573112e+06 -1.8466520620e-09 -1.2658950196e-09
2.0562818600e+01 -7.2899702700e-02 5.1639275000e-02 4.0183408478e+07 1.9134161665e+06 -1.8141741943e-09 -1.2879896822e-09
2.0594649600e+01 -7.1083926700e-02 5.2207682200e-02 4.0260270870e+07 2.0474836519e+06 -1.7656097479e-09 -1.2998594273e-09
2.0626480600e+01 -6.9208983500e-02 5.2759518000e-02 4.0610655129e+07 2.2006573987e+06 -1.7042075111e-09 -1.3024327347e-09
2.0658311600e+01 -6.7282070800e-02 5.3288823100e-02 4.1222197987e+07 2.3507356321e+06 -1.6321805747e-09 -1.2960679908e-09
2.0690142600e+01 -6.5310115800e-02 5.3789610200e-02 4.2031284922e+07 2.4815480903e+06 -1.5538453302e-09 -1.2830357436e-09
2.0721973600e+01 -6.3300309100e-02 5.4256526500e-02 4.2996370787e+07 2.5798197433e+06 -1.4722244678e-09 -1.2649742227e-09
2.0753804600e+01 -6.1259440300e-02 5.4685235100e-02 4.4044592025e+07 2.6419146327e+06 -1.3908504423e-09 -1.2443876900e-09
2.0785635600e+01 -5.9194768900e-02 5.5071322600e-02 4.5111763573e+07 2.6629489570e+06 -1.3121803320e-09 -1.2232300929e-09
2.0817466600e+01 -5.7113018000e-02 5.5411544600e-02 4.6129164804e+07 2.6482709921e+06 -1.2381108187e-09 -1.2033269933e-09
2.0849297500e+01 -5.5020740100e-02 5.5702700800e-02 4.7021695335e+07 2.6017816748e+06 -1.1701139167e-09 -1.1863849723e-09
2.0881128500e+01 -5.2924917400e-02 5.5942464900e-02 4.7738052311e+07 2.5361766111e+06 -1.1086526332e-09 -1.1733424049e-09
2.0912959500e+01 -5.0831603200e-02 5.6128790700e-02 4.8206392469e+07 2.4649449008e+06 -1.0544577305e-09 -1.1655910404e-09
2.0944790500e+01 -4.8747299600e-02 5.6260413200e-02 4.8403148093e+07 2.4046880400e+06 -1.0071101059e-09 -1.1634060053e-09
2.0976621500e+01 -4.6677750100e-02 5.6336411600e-02 4.8273140336e+07 2.3733518604e+06 -9.6695076756e-10 -1.1680022168e-09
2.1008452500e+01 -4.4628894400e-02 5.6356206700e-02 4.7824945554e+07 2.3803058571e+06 -9.3317188098e-10 -1.1793001151e-09
2.1040283500e+01 -4.2606078200e-02 5.6319797800e-02 4.7030159906e+07 2.4324391147e+06 -9.0593096611e-10 -1.1984414241e-09
2.1072114500e+01 -4.0614665900e-02 5.6227562600e-02 4.5927367097e+07 2.5207285995e+06 -8.8432384584e-10 -1.2252331435e-09
2.1103945500e+01 -3.8659518000e-02 5.6080175100e-02 4.4518512322e+07 2.6341193865e+06 -8.6839195614e-10 -1.2607520786e-09
2.1135776400e+01 -3.6745293900e-02 5.5878765000e-02 4.2863992617e+07 2.7543567084e+06 -8.5725317816e-10 -1.3047928038e-09
2.1167607400e+01 -3.4876079300e-02 5.5624705000e-02 4.0993663485e+07 2.8644489061e+06 -8.5076756588e-10 -1.3582114425e-09
2.1199438400e+01 -3.3056156900e-02 5.5319600900e-02 3.8977236987e+07 2.9513628413e+06 -8.4808876809e-10 -1.4207317555e-09
2.1231269400e+01 -3.1288806300e-02 5.4965335600e-02 3.6864195980e+07 3.0020366797e+06 -8.4875867947e-10 -1.4926234203e-09
2.1263100400e+01 -2.9577584700e-02 5.4564021900e-02 3.4719852965e+07 3.0128483771e+06 -8.5189256792e-10 -1.5732887454e-09
2.1294931400e+01 -2.7925114600e-02 5.4118097500e-02 3.2601850037e+07 2.9776736996e+06 -8.5654999848e-10 -1.6618126227e-09
2.1326762400e+01 -2.6334125600e-02 5.3629728600e-02 3.0559061525e+07 2.9008537114e+06 -8.6174523318e-10 -1.7568588419e-09
2.1358593400e+01 -2.4806702900e-02 5.3101725800e-02 2.8645111198e+07 2.7832043451e+06 -8.6600127779e-10 -1.8556883041e-09
2.1390424400e+01 -2.3344742000e-02 5.2536461100e-02 2.6884870883e+07 2.6343876218e+06 -8.6832263772e-10 -1.9559788073e-09
2.1422255300e+01 -2.1949696300e-02 5.1936688800e-02 2.5317685633e+07 2.4613822399e+06 -8.6697088422e-10 -2.0531303806e-09
2.1454086300e+01 -2.0622513600e-02 5.1305109500e-02 2.3942608287e+07 2.2767801849e+06 -8.6133111952e-10 -2.1444019189e-09
2.1485917300e+01 -1.9364141700e-02 5.0644438900e-02 2.2778785496e+07 2.0931014614e+06 -8.5009544092e-10 -2.2246878247e-09
2.1517748300e+01 -1.8174833300e-02 4.9957109900e-02 2.1802888483e+07 1.9238474413e+06 -8.3359749852e-10 -2.2924872725e-09
2.1549579300e+01 -1.7054904400e-02 4.9245865600e-02 2.1012933767e+07 1.7850979771e+06 -8.1163842180e-10 -2.3446118843e-09
2.1581410300e+01 -1.6003975900e-02 4.8512950200e-02 2.0371105516e+07 1.6862183129e+06 -7.8562137373e-10 -2.3823465933e-09
2.1613241300e+01 -1.5021479000e-02 4.7760885900e-02 1.9858130738e+07 1.6373741628e+06 -7.5643972730e-10 -2.4059134118e-09
2.1645072300e+01 -1.4106466000e-02 4.6991760100e-02 1.9431504493e+07 1.6332998958e+06 -7.2595850747e-10 -2.4190981597e-09
2.1676903200e+01 -1.3258052300e-02 4.6207628600e-02 1.9061648772e+07 1.6675411725e+06 -6.9553544179e-10 -2.4248785118e-09
2.1708734200e+01 -1.2474733900e-02 4.5410329400e-02 1.8710976875e+07 1.7231937675e+06 -6.6670671358e-10 -2.4277118352e-09
2.1740565200e+01 -1.1754861800e-02 4.4601586100e-02 1.8347986790e+07 1.7859937218e+06 -6.4066221185e-10 -2.4316706357e-09
2.1772396200e+01 -1.1096552900e-02 4.3782871200e-02 1.7947006106e+07 1.8424515184e+06 -6.1829548810e-10 -2.4403896950e-09
2.1804227200e+01 -1.0497905300e-02 4.2955535900e-02 1.7482103089e+07 1.8813526012e+06 -6.0049441685e-10 -2.4579645459e-09
2.1836058200e+01 -9.9562461500e-03 4.2120662700e-02 1.6943009890e+07 1.8972727736e+06 -5.8763149019e-10 -2.4868907926e-09
2.1867889200e+01 -9.4695219200e-03 4.1279235800e-02 1.6314324289e+07 1.8843025431e+06 -5.8044217782e-10 -2.5311328968e-09
2.1899720200e+01 -9.0349018100e-03 4.0431865900e-02 1.5600711903e+07 1.8435944757e+06 -5.7913394377e-10 -2.5925714779e-09
2.1931551200e+01 -8.6498475900e-03 3.9579373300e-02 1.4799162779e+07 1.7742518160e+06 -5.8448222506e-10 -2.6753511004e-09
2.1963382100e+01 -8.3113016300e-03 3.8721969100e-02 1.3925393669e+07 1.6817195914e+06 -5.9684500330e-10 -2.7816072426e-09
2.1995213100e+01 -8.0164830700e-03 3.7859992400e-02 1.2987638830e+07 1.5693120426e+06 -6.1723945169e-10 -2.9160328624e-09
2.2027044100e+01 -7.7623507000e-03 3.6993719400e-02 1.2006944655e+07 1.4444884733e+06 -6.4648842176e-10 -3.0820083936e-09
2.2058875100e+01 -7.5456693600e-03 3.6123008600e-02 1.0999226505e+07 1.3133413100e+06 -6.8601818104e-10 -3.2851621755e-09
2.2090706100e+01 -7.3637851800e-03 3.5247979500e-02 9.9850897017e+06 1.1830232314e+06 -7.3747811987e-10 -3.5311425671e-09
2.2122537100e+01 -7.2130585700e-03 3.4368474000e-02 8.9835277272e+06 1.0602680991e+06 -8.0292049950e-10 -3.8268948415e-09
2.2154368100e+01 -7.0906208500e-03 3.3484419400e-02 8.0101232967e+06 9.4952716112e+05 -8.8520745404e-10 -4.1815794844e-09
2.2186199100e+01 -6.9936349000e-03 3.2595560900e-02 7.0826703735e+06 8.5529904096e+05 -9.8742910953e-10 -4.6037014860e-09
2.2218030100e+01 -6.9186760000e-03 3.1701823600e-02 6.2091923782e+06 7.7737732991e+05 -1.1142634305e-09 -5.1075330395e-09
2.2249861000e+01 -6.8630965900e-03 3.0803003900e-02 5.4033364565e+06 7.1577938926e+05 -1.2701590296e-09 -5.7032202431e-09
2.2281692000e+01 -6.8238510600e-03 2.9899150800e-02 4.6653029771e+06 6.6633381146e+05 -1.4626812221e-09 -6.4122377444e-09
2.2313523000e+01 -6.7982078200e-03 2.8990033500e-02 4.0033287099e+06 6.2605477185e+05 -1.6981388022e-09 -7.2463498915e-09
2.2345354000e+01 -6.7833613700e-03 2.8075870500e-02 3.4113907703e+06 5.9076328786e+05 -1.9884445456e-09 -8.2372370943e-09
2.2377185000e+01 -6.7768385600e-03 2.7156783500e-02 2.8926868754e+06 5.5801803677e+05 -2.3427487495e-09 -9.3989540938e-09
2.2409016000e+01 -6.7761296000e-03 2.6232843000e-02 2.4375249354e+06 5.2595554284e+05 -2.7799221668e-09 -1.0778785195e-08
2.2440847000e+01 -6.7789635400e-03 2.5304602800e-02 2.0455330150e+06 4.9375056975e+05 -3.3140328171e-09 -1.2396501420e-08
2.2472678000e+01 -6.7831774900e-03 2.4372290800e-02 1.7060185059e+06 4.6113697419e+05 -3.9760280832e-09 -1.4326432569e-08
2.2504509000e+01 -6.7867033400e-03 2.3436690900e-02 1.4168542806e+06 4.2810751868e+05 -4.7899797691e-09 -1.6604552353e-08
2.2536339900e+01 -6.7877269700e-03 2.2498475500e-02 1.1683837784e+06 3.9485196822e+05 -5.8095012061e-09 -1.9355894538e-08
2.2568170900e+01 -6.7845802500e-03 2.1558398400e-02 9.5827841315e+05 3.6161594531e+05 -7.0799677389e-09 -2.2655096374e-08
2.2600001900e+01 -6.7757972400e-03 2.0617460600e-02 7.7895902430e+05 3.2876276707e+05 -8.6985284574e-09 -2.6721363472e-08
2.2631832900e+01 -6.7598677600e-03 1.9676893600e-02 6.2879174641e+05 2.9692951418e+05 -1.0750566938e-08 -3.1702296447e-08
2.2663663900e+01 -6.7357808200e-03 1.8737548100e-02 5.0235581113e+05 2.6682586150e+05 -1.3408386388e-08 -3.7973184327e-08
2.2695494900e+01 -6.7025001500e-03 1.7800990600e-02 3.9887500720e+05 2.3967591344e+05 -1.6803509944e-08 -4.5755926684e-08
2.2727325900e+01 -6.6591853700e-03 1.6868636000e-02 3.1451565877e+05 2.1631458771e+05 -2.1172826167e-08 -5.5575408956e-08
2.2759156900e+01 -6.6052677800e-03 1.5941943500e-02 2.4899190997e+05 1.9798430094e+05 -2.6528041738e-08 -6.7411143011e-08
2.2790987900e+01 -6.5401976600e-03 1.5022538300e-02 1.9927742078e+05 1.8463440870e+05 -3.2819561968e-08 -8.1286837490e-08
2.2822818800e+01 -6.4635706200e-03 1.4112108200e-02 1.6500537328e+05 1.7621793037e+05 -3.9171879626e-08 -9.5208244123e-08
2.2854649800e+01 -6.3753234600e-03 1.3212476100e-02 1.4334647966e+05 1.7129548338e+05 -4.4474921708e-08 -1.0639618767e-07
2.2886480800e+01 -6.2755364300e-03 1.2325488000e-02 1.3340644053e+05 1.6871770575e+05 -4.7040730605e-08 -1.0988763520e-07
2.2918311800e+01 -6.1642145900e-03 1.1453176200e-02 1.3232145481e+05 1.6714053192e+05 -4.6585148257e-08 -1.0466353095e-07
2.2950142800e+01 -6.0417376900e-03 1.0597490000e-02 1.3854607548e+05 1.6585424459e+05 -4.3608147465e-08 -9.2606918967e-08
2.2981973800e+01 -5.9084034000e-03 9.7606374000e-03 1.4933203784e+05 1.6454176917e+05 -3.9565544577e-08 -7.8566812624e-08
2.3013804800e+01 -5.7646101300e-03 8.9447645700e-03 1.6270752766e+05 1.6323535285e+05 -3.5429277384e-08 -6.5464389294e-08
2.3045635800e+01 -5.6112860300e-03 8.1524387000e-03 1.7641678079e+05 1.6208308021e+05 -3.1806985734e-08 -5.4675817462e-08
2.3077466700e+01 -5.4489873300e-03 7.3862485400e-03 1.8851237776e+05 1.6118441646e+05 -2.8905196543e-08 -4.6325349936e-08
2.3109297700e+01 -5.2784774600e-03 6.6492259500e-03 1.9760943007e+05 1.6041892800e+05 -2.6711667850e-08 -4.0030315833e-08
2.3141128700e+01 -5.1007844800e-03 5.9446888700e-03 2.0226522141e+05 1.5946861752e+05 -2.5218297266e-08 -3.5484036203e-08
2.3172959700e+01 -4.9168492400e-03 5.2769377600e-03 2.0215398156e+05 1.5792223187e+05 -2.4322297301e-08 -3.2286460378e-08
2.3204790700e+01 -4.7277124400e-03 4.6510097700e-03 1.9666315490e+05 1.5526488878e+05 -2.4039645059e-08 -3.0323513016e-08
2.3236621700e+01 -4.5342018200e-03 4.0736578100e-03 1.8643283702e+05 1.5125759087e+05 -2.4320832598e-08 -2.9441494679e-08
2.3268452700e+01 -4.3376771700e-03 3.5537464800e-03 1.7174086689e+05 1.4564303846e+05 -2.5257105363e-08 -2.9781768931e-08
2.3300283700e+01 -4.1390294400e-03 3.1030132200e-03 1.5385176740e+05 1.3862032894e+05 -2.6902709731e-08 -3.1532954561e-08
2.3332114700e+01 -3.9395855500e-03 2.7361447100e-03 1.3373129786e+05 1.3038030208e+05 -2.9458964453e-08 -3.5263241041e-08
2.3363945600e+01 -3.7403312200e-03 2.4693082500e-03 1.1279414478e+05 1.2145453437e+05 -3.3160686020e-08 -4.1883661391e-08
2.3395776600e+01 -3.5424796400e-03 2.3148577400e-03 9.2320104946e+04 1.1235652766e+05 -3.8371702914e-08 -5.3005378611e-08
2.3427607600e+01 -3.3469659900e-03 2.2738160300e-03 7.3425985972e+04 1.0362399286e+05 -4.5582853886e-08 -7.1395403303e-08
2.3459438600e+01 -3.1549908200e-03 2.3318294700e-03 5.7294947980e+04 9.5750264250e+04 -5.5065776849e-08 -1.0062290219e-07
2.3491269600e+01 -2.9675651200e-03 2.4637779400e-03 4.4453328283e+04 8.8927030335e+04 -6.6756871411e-08 -1.4458873359e-07
2.3523100600e+01 -2.7856303800e-03 2.6428668100e-03 3.5670330487e+04 8.3292296003e+04 -7.8093764257e-08 -1.9683072984e-07
2.3554931600e+01 -2.6101470600e-03 2.8467325700e-03 3.0809130651e+04 7.8630326881e+04 -8.4719919220e-08 -2.3513555236e-07
2.3586762600e+01 -2.4419492100e-03 3.0590026400e-03 3.0079132370e+04 7.4790971975e+04 -8.1184163824e-08 -2.2603311425e-07
2.3618593600e+01 -2.2818772200e-03 3.2684683500e-03 3.2813912586e+04 7.1515195887e+04 -6.9539931090e-08 -1.8135810831e-07
2.3650424500e+01 -2.1306451200e-03 3.4677083900e-03 3.8704385664e+04 6.8740102671e+04 -5.5049191027e-08 -1.3261214106e-07
