# omega_THz  Jin_native  Jout_native  Jsum_native  G_like_native  G_like_per_A2_native  G_like_per_A2_smoothed  cumulative_integral_native
1.273239544735162848e-02 -3.321830000000000060e-01 -1.770220000000000127e-02 -3.498852000000000073e-01 -2.620193152873857151e-02 -1.907077197799118430e-05 -3.768199828897497679e-08 0.000000000000000000e+00
2.546479089470325696e-02 -2.869780000000000109e-01 -1.859869999999999926e-02 -3.055767000000000344e-01 -2.288379094107978462e-02 -1.665570183445032689e-05 -2.829007728030159405e-08 -4.199912773152973089e-10
3.819718634205487851e-02 -2.213650000000000062e-01 -1.987689999999999943e-02 -2.412419000000000091e-01 -1.806593632900962282e-02 -1.314908223165012960e-05 -1.732099593317357263e-08 -7.103603877813336751e-10
5.092958178940651393e-02 -1.472380000000000078e-01 -2.126079999999999984e-02 -1.684988000000000041e-01 -1.261840746700522084e-02 -9.184161528881877636e-06 -3.876034590433665028e-09 -8.453048752494088822e-10
6.366197723675813547e-02 -7.671870000000000078e-02 -2.243730000000000030e-02 -9.915599999999999414e-02 -7.425517634537275556e-03 -5.404576890504925360e-06 1.294666723421817051e-08 -7.875594343602484677e-10
7.639437268410975701e-02 -1.935550000000000118e-02 -2.309119999999999923e-02 -4.244670000000000387e-02 -3.178715553046849562e-03 -2.313591249124565602e-06 3.369561595529071199e-08 -4.906254372921545175e-10
8.912676813146140631e-02 1.969040000000000026e-02 -2.292160000000000031e-02 -3.231200000000000044e-03 -2.419755998700718691e-04 -1.761191339767590041e-07 5.831593340860347195e-08 9.513827882015448394e-11
1.018591635788130279e-01 4.006749999999999895e-02 -2.165289999999999923e-02 1.841459999999999972e-02 1.379018284651963759e-03 1.003702464882528563e-06 8.609654019351954510e-08 1.014496639536383140e-09
1.145915590261646355e-01 4.531980000000000036e-02 -1.905679999999999874e-02 2.626300000000000162e-02 1.966763177577276946e-03 1.431485768640635387e-06 1.158339321039170939e-07 2.300025952617104248e-09
1.273239544735162709e-01 4.111159999999999815e-02 -1.500310000000000012e-02 2.610849999999999976e-02 1.955193101388886905e-03 1.423064622874539465e-06 1.461548058818722940e-07 3.967898060010936941e-09
1.400563499208679064e-01 3.326810000000000184e-02 -9.533389999999999226e-03 2.373471000000000261e-02 1.777426556694786542e-03 1.293679305022753841e-06 1.758843727024810984e-07 6.018063145649077096e-09
1.527887453682195140e-01 2.625399999999999956e-02 -2.934120000000000131e-03 2.331988000000000116e-02 1.746361089347020328e-03 1.271068664905280687e-06 2.043322437818308004e-07 8.438597304015220063e-09
