# omega_THz  Jin_native  Jout_native  Jsum_native  G_like_native  G_like_per_A2_native  G_like_per_A2_smoothed  cumulative_integral_native
1.273239544735162848e-02 4.307210000000000205e-02 -1.806819999999999997e-03 4.126528000000000140e-02 3.436739928875437357e-03 2.497011037583718879e-06 1.676794206338997811e-07 0.000000000000000000e+00
2.546479089470325696e-02 3.981640000000000179e-02 -2.057209999999999855e-03 3.775919000000000497e-02 3.144738529703279290e-03 2.284853373107386925e-06 1.785333360496355774e-07 2.204058863506251346e-09
3.819718634205487851e-02 3.483320000000000166e-02 -2.411330000000000157e-03 3.242186999999999847e-02 2.700224866953736431e-03 1.961885809307593547e-06 1.889703833139954216e-07 4.543660205161392850e-09
5.092958178940651393e-02 2.870850000000000138e-02 -2.785370000000000120e-03 2.592313000000000256e-02 2.158983434801090267e-03 1.568639343746550271e-06 1.990914974818781244e-07 7.014138867329440018e-09
6.366197723675813547e-02 2.212070000000000008e-02 -3.084159999999999853e-03 1.903654000000000110e-02 1.585440281166986421e-03 1.151923614656291333e-06 2.091914839594414873e-07 9.613349054396742274e-09
7.639437268410975701e-02 1.572870000000000171e-02 -3.221970000000000216e-03 1.250673000000000062e-02 1.041611213365432106e-03 7.567970665430943895e-07 2.196488498016768130e-07 1.234343141100714877e-08
8.912676813146140631e-02 1.006890000000000042e-02 -3.144790000000000172e-03 6.924110000000000681e-03 5.766679714502290699e-04 4.189861087927624728e-07 2.308009236023131001e-07 1.521108373308192217e-08
1.018591635788130279e-01 5.478610000000000077e-03 -2.847940000000000194e-03 2.630669999999999883e-03 2.190928700518873567e-04 1.591849619399253266e-07 2.428529724852588378e-07 1.822645808816480170e-08
1.145915590261646355e-01 2.064999999999999995e-03 -2.382870000000000040e-03 -3.178700000000000449e-04 -2.647350317728694498e-05 -1.923469072587746421e-08 2.558544898077792531e-07 2.140132839939487734e-08
1.273239544735162709e-01 -2.759640000000000161e-04 -1.848170000000000108e-03 -2.124134000000000178e-03 -1.769064969892824950e-04 -1.285338677771447604e-07 2.697482295913403536e-07 2.474741923519137127e-08
1.400563499208679064e-01 -1.793319999999999940e-03 -1.365050000000000031e-03 -3.158369999999999754e-03 -2.630418668954218660e-04 -1.911167148453443058e-07 2.844653888199835368e-07 2.827565271115167978e-08
1.527887453682195140e-01 -2.784819999999999917e-03 -1.042570000000000042e-03 -3.827389999999999959e-03 -3.187605666647254149e-04 -2.315999085705355519e-07 3.000207777562871002e-07 3.199660721432953341e-08
1.655211408155711494e-01 -3.495890000000000195e-03 -9.426820000000000251e-04 -4.438572000000000004e-03 -3.696622831491391033e-04 -2.685832563140257581e-07 3.165597430710240215e-07 3.592188072248320813e-08
1.782535362629228126e-01 -4.042500000000000086e-03 -1.056569999999999948e-03 -5.099069999999999818e-03 -4.246712361852597725e-04 -3.085507737112655748e-07 3.343307400996004744e-07 4.006557823480630180e-08
1.909859317102743925e-01 -4.381590000000000311e-03 -1.301209999999999910e-03 -5.682800000000000004e-03 -4.732866387387492922e-04 -3.438729683739152710e-07 3.535889403199591235e-07 4.444501093836507731e-08
2.037183271576260557e-01 -4.339700000000000155e-03 -1.538679999999999952e-03 -5.878379999999999890e-03 -4.895753345937018264e-04 -3.557077461515196124e-07 3.744696910791498637e-07 4.907997614028062608e-08
2.164507226049776911e-01 -3.692829999999999811e-03 -1.613580000000000092e-03 -5.306410000000000120e-03 -4.419393525497442520e-04 -3.210971630374160019e-07 3.968871443785946291e-07 5.399058627031350260e-08
2.291831180523292710e-01 -2.272989999999999906e-03 -1.397510000000000028e-03 -3.670500000000000151e-03 -3.056941309725099277e-04 -2.221063085831731011e-07 4.205079914245955568e-07 5.919428532320743268e-08
2.419155134996809342e-01 -6.629060000000000529e-05 -8.273459999999999625e-04 -8.936365999999999407e-04 -7.442568147179633110e-05 -5.407501060913161691e-08 4.448225662676067449e-07 6.470315074981466986e-08
2.546479089470325419e-01 2.732539999999999882e-03 7.397960000000000571e-05 2.806519599999999712e-03 2.337383381499294347e-04 1.698258298112854999e-07 4.692963214773024260e-07 7.052261233214537292e-08
2.673803043943841495e-01 5.731909999999999783e-03 1.199559999999999906e-03 6.931469999999999472e-03 5.772809421092556280e-04 4.194314711224646390e-07 4.935505828440287490e-07 7.665228610268413223e-08
2.801126998417358127e-01 8.422769999999999563e-03 2.381750000000000186e-03 1.080451999999999975e-02 8.998442588135410324e-04 6.537943204503650165e-07 5.175039059060178856e-07 8.308885888747691576e-08
2.928450952890874204e-01 1.030380000000000011e-02 3.428860000000000154e-03 1.373266000000000070e-02 1.143711637281282596e-03 8.309795449197105783e-07 5.414160693790453061e-07 8.983015282369152487e-08
3.055774907364390280e-01 1.101339999999999958e-02 4.165030000000000121e-03 1.517842999999999970e-02 1.264121228273279831e-03 9.184648024487377091e-07 5.658072897273820475e-07 9.687895565203554598e-08
3.183098861837906912e-01 1.042659999999999941e-02 4.463680000000000252e-03 1.489027999999999879e-02 1.240122927268040966e-03 9.010285041737774798e-07 5.912705765748164086e-07 1.042451421306042917e-07
3.310422816311422989e-01 8.683649999999999355e-03 4.268820000000000427e-03 1.295247000000000065e-02 1.078734248902739595e-03 7.837693226356877568e-07 6.182331029479811434e-07 1.119450817019598312e-07
3.437746770784939621e-01 6.143469999999999834e-03 3.602399999999999960e-03 9.745870000000000227e-03 8.116755919414398585e-04 5.897341532846993717e-07 6.467422592906443955e-07 1.199981649735493877e-07
3.565070725258456252e-01 3.277350000000000055e-03 2.558990000000000136e-03 5.836340000000000625e-03 4.860740728402393419e-04 3.531638558878398996e-07 6.763462487172749508e-07 1.284212080214510522e-07
3.692394679731971774e-01 5.404490000000000292e-04 1.290340000000000063e-03 1.830789000000000201e-03 1.524755353082769328e-04 1.107832138903906565e-07 7.061067883709168490e-07 1.372221773992505576e-07
3.819718634205487851e-01 -1.736179999999999928e-03 -1.825719999999999860e-05 -1.754437199999999818e-03 -1.461166476501412617e-04 -1.061630759114556956e-07 7.347412208424284284e-07 1.463949007156673647e-07
3.947042588679004482e-01 -3.399909999999999911e-03 -1.177979999999999913e-03 -4.577889999999999390e-03 -3.812652513929282194e-04 -2.770135537392240641e-07 7.608485024813460129e-07 1.559161206078441472e-07
4.074366543152521114e-01 -4.465450000000000148e-03 -2.030750000000000003e-03 -6.496200000000000585e-03 -5.410298906480367131e-04 -3.930927671483473519e-07 7.831524463815960193e-07 1.657455359338487302e-07
4.201690497626037191e-01 -5.051319999999999769e-03 -2.482680000000000130e-03 -7.533999999999999898e-03 -6.274620849330852677e-04 -4.558912760838103742e-07 8.006940401115782696e-07 1.758286158308134959e-07
