# omega_THz  Jin_native  Jout_native  Jsum_native  G_native_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_smoothed_eV_ps^-1_THz^-1_A^-2_K^-1  G_paper_MW_m^-2_K^-1_THz^-1  G_paper_smoothed_MW_m^-2_K^-1_THz^-1  cumulative_integral_native
1.273239544735162848e-02 1.405070000000000017e-03 -6.425519999999999669e-03 -5.020449999999999219e-03 -3.683695992308500256e-08 -1.699733198038507925e-08 -5.901931645636122603e-01 -2.723272813931392200e-01 0.000000000000000000e+00
2.546479089470325696e-02 2.002299999999999826e-03 -6.309500000000000004e-03 -4.307200000000000611e-03 -3.160357214606494771e-08 -1.809357820227305358e-08 -5.063450484335849655e-01 -2.898910822113361374e-01 -2.233956725265506673e-10
3.819718634205487851e-02 2.889300000000000028e-03 -6.086310000000000157e-03 -3.197010000000000129e-03 -2.345768392150145905e-08 -1.880322706264773395e-08 -3.758335306678712850e-01 -3.012609104357065193e-01 -4.582880302149990675e-10
5.092958178940651393e-02 3.958749999999999596e-03 -5.723480000000000407e-03 -1.764730000000000812e-03 -1.294849829897037808e-08 -1.917542868718361461e-08 -2.074578141999908476e-01 -3.072242378953888298e-01 -7.000676619978429716e-10
6.366197723675813547e-02 5.136840000000000156e-03 -5.198659999999999913e-03 -6.181999999999975709e-05 -4.535969609188631071e-10 -1.933274835983770550e-08 -7.267424520376136038e-03 -3.097447769313379506e-01 -9.452183310574951723e-10
7.639437268410975701e-02 6.398720000000000102e-03 -4.518499999999999947e-03 1.880220000000000155e-03 1.379589255675943335e-08 -1.942304363066788527e-08 2.210345669961448212e-01 -3.111914666621861114e-01 -1.191945365806705137e-09
8.912676813146140631e-02 7.739410000000000386e-03 -3.734700000000000086e-03 4.004709999999999867e-03 2.938408743709782129e-08 -1.956498993768837886e-08 4.707849830313107220e-01 -3.134656972260943530e-01 -1.440150896360171329e-09
1.018591635788130279e-01 9.109759999999999733e-03 -2.950610000000000212e-03 6.159149999999999521e-03 4.519203691108745495e-08 -1.980497421048393462e-08 7.240562558180985153e-01 -3.173106691700995907e-01 -1.690787872501464207e-09
1.145915590261646355e-01 1.034930000000000051e-02 -2.312680000000000118e-03 8.036620000000001263e-03 5.896775166709428303e-08 -2.009981895240282966e-08 9.447675388053300427e-01 -3.220346027317017024e-01 -1.944829675898787667e-09
1.273239544735162709e-01 1.115670000000000030e-02 -1.985129999999999881e-03 9.171570000000000417e-03 6.729531347225224000e-08 -2.033141484062942267e-08 1.078189788229479529e+00 -3.257451779381729251e-01 -2.202222904437394230e-09
1.400563499208679064e-01 1.112780000000000019e-02 -2.112249999999999978e-03 9.015550000000000647e-03 6.615053511828005321e-08 -2.034869075843641403e-08 1.059848416931047366e+00 -3.260219686565856145e-01 -2.461200500101059028e-09
1.527887453682195140e-01 9.864680000000000670e-03 -2.778060000000000165e-03 7.086620000000000072e-03 5.199723867982604490e-08 -2.002304327312224725e-08 8.330876084533829218e-01 -3.208045207376734598e-01 -2.718214941393612749e-09
1.655211408155711494e-01 7.125699999999999569e-03 -3.975750000000000117e-03 3.149949999999999452e-03 2.311238672025846180e-08 -1.929864420787473498e-08 3.703012595917000160e-01 -3.091983681773634030e-01 -2.968544578726227780e-09
1.782535362629228126e-01 2.963560000000000066e-03 -5.596710000000000400e-03 -2.633150000000000334e-03 -1.932042765518455479e-08 -1.822040040796425602e-08 -3.095473774802410261e-01 -2.919229979576439815e-01 -3.207398235154073974e-09
1.909859317102743925e-01 -2.206459999999999932e-03 -7.443319999999999798e-03 -9.649780000000000163e-03 -7.080412296240122599e-08 -1.692949653948149280e-08 -1.134407114012220941e+00 -2.712404378094110391e-01 -3.431169429088341909e-09
2.037183271576260557e-01 -7.645410000000000053e-03 -9.261560000000000278e-03 -1.690697000000000033e-02 -1.240528989056360663e-07 -1.562670817887810968e-08 -1.987546560065742707e+00 -2.503674671053520151e-01 -3.638428665457887034e-09
2.164507226049776911e-01 -1.243750000000000064e-02 -1.078409999999999959e-02 -2.322160000000000196e-02 -1.703857519843661291e-07 -1.451408202654562856e-08 -2.729880705958705356e+00 -2.325412308689077390e-01 -3.830310895453445664e-09
2.291831180523292710e-01 -1.570540000000000130e-02 -1.177339999999999984e-02 -2.747880000000000114e-02 -2.016224550258379856e-07 -1.373253715601168248e-08 -3.230347863321134660e+00 -2.200195015689873079e-01 -4.010134458194979098e-09
2.419155134996809342e-01 -1.682890000000000080e-02 -1.205640000000000010e-02 -2.888530000000000264e-02 -2.119424829380409011e-07 -1.331458540398189921e-08 -3.395692939152727963e+00 -2.133231762565724887e-01 -4.182321788268391686e-09
2.546479089470325419e-01 -1.559720000000000030e-02 -1.154990000000000010e-02 -2.714710000000000040e-02 -1.991886453859675895e-07 -1.316721770168620565e-08 -3.191353933955091815e+00 -2.109620853643282001e-01 -4.350910182918526670e-09
2.673803043943841495e-01 -1.224869999999999952e-02 -1.027660000000000032e-02 -2.252529999999999810e-02 -1.652767328338030723e-07 -1.309090892793084887e-08 -2.648025194901798773e+00 -2.097394840215279499e-01 -4.518074608895985976e-09
