# freq_w_over_2pi_THz  G_paper_avg_MW_m^-2_K^-1_THz^-1  G_paper_stderr_MW_m^-2_K^-1_THz^-1
# Averaged over 8 jobs
1.3241691265e+01 2.4419582768e+02 5.1791401830e+00
1.3254423661e+01 2.4173210726e+02 5.1585794202e+00
1.3267156056e+01 2.3932506012e+02 5.1440863537e+00
1.3279888452e+01 2.3698154257e+02 5.1366260021e+00
1.3292620847e+01 2.3470660701e+02 5.1352916781e+00
1.3305353242e+01 2.3250652271e+02 5.1407435190e+00
1.3318085638e+01 2.3038548274e+02 5.1521944252e+00
1.3330818033e+01 2.2834938955e+02 5.1691540206e+00
1.3343550429e+01 2.2640281098e+02 5.1909392243e+00
1.3356282824e+01 2.2455015808e+02 5.2165321820e+00
1.3369015220e+01 2.2279550525e+02 5.2453875605e+00
1.3381747615e+01 2.2114235776e+02 5.2761519247e+00
1.3394480011e+01 2.1959442496e+02 5.3079754326e+00
1.3407212406e+01 2.1815395882e+02 5.3398992214e+00
1.3419944802e+01 2.1682386985e+02 5.3707258206e+00
1.3432677197e+01 2.1560547118e+02 5.3997254289e+00
1.3445409592e+01 2.1450111675e+02 5.4259360449e+00
1.3458141988e+01 2.1351053984e+02 5.4486169697e+00
1.3470874383e+01 2.1263486009e+02 5.4672218783e+00
1.3483606779e+01 2.1187318447e+02 5.4814073143e+00
1.3496339174e+01 2.1122579445e+02 5.4904728545e+00
1.3509071570e+01 2.1069061717e+02 5.4946055737e+00
1.3521803965e+01 2.1026647752e+02 5.4935765810e+00
1.3534536361e+01 2.0995065367e+02 5.4874510737e+00
1.3547268756e+01 2.0974194099e+02 5.4766719217e+00
1.3560001151e+01 2.0963557437e+02 5.4612429532e+00
1.3572733547e+01 2.0962925869e+02 5.4420011832e+00
1.3585465942e+01 2.0971878750e+02 5.4195902736e+00
1.3598198338e+01 2.0989993632e+02 5.3946685429e+00
1.3610930733e+01 2.1016850398e+02 5.3681159637e+00
1.3623663129e+01 2.1051938281e+02 5.3407352628e+00
1.3636395524e+01 2.1094785373e+02 5.3136037711e+00
1.3649127920e+01 2.1144858573e+02 5.2878190873e+00
1.3661860315e+01 2.1201613491e+02 5.2644785941e+00
1.3674592710e+01 2.1264566229e+02 5.2447113705e+00
1.3687325106e+01 2.1333145742e+02 5.2295194995e+00
1.3700057501e+01 2.1406747042e+02 5.2200194486e+00
1.3712789897e+01 2.1484921245e+02 5.2171888468e+00
1.3725522292e+01 2.1567123887e+02 5.2221926908e+00
1.3738254688e+01 2.1652796763e+02 5.2358123332e+00
1.3750987083e+01 2.1741431510e+02 5.2589492958e+00
1.3763719479e+01 2.1832528235e+02 5.2919117372e+00
1.3776451874e+01 2.1925670026e+02 5.3356968963e+00
1.3789184269e+01 2.2020393044e+02 5.3904013653e+00
1.3801916665e+01 2.2116353189e+02 5.4566858590e+00
1.3814649060e+01 2.2213043720e+02 5.5341460432e+00
1.3827381456e+01 2.2310201035e+02 5.6233825053e+00
1.3840113851e+01 2.2407555280e+02 5.7238550123e+00
1.3852846247e+01 2.2504673343e+02 5.8351732936e+00
1.3865578642e+01 2.2601457278e+02 5.9572131131e+00
1.3878311038e+01 2.2697643228e+02 6.0890304169e+00
1.3891043433e+01 2.2793113280e+02 6.2300686118e+00
1.3903775829e+01 2.2887685696e+02 6.3795355608e+00
1.3916508224e+01 2.2981242710e+02 6.5365313420e+00
1.3929240619e+01 2.3073728340e+02 6.6996311754e+00
1.3941973015e+01 2.3165190528e+02 6.8680945650e+00
1.3954705410e+01 2.3255510966e+02 7.0404138882e+00
1.3967437806e+01 2.3344751613e+02 7.2151920724e+00
1.3980170201e+01 2.3432977841e+02 7.3910592604e+00
1.3992902597e+01 2.3520213979e+02 7.5665639828e+00
1.4005634992e+01 2.3606614758e+02 7.7401207420e+00
1.4018367388e+01 2.3692192214e+02 7.9101200243e+00
1.4031099783e+01 2.3777088661e+02 8.0751660092e+00
1.4043832178e+01 2.3861486775e+02 8.2334230654e+00
1.4056564574e+01 2.3945477462e+02 8.3834451402e+00
1.4069296969e+01 2.4029139848e+02 8.5235994119e+00
1.4082029365e+01 2.4112617133e+02 8.6523880493e+00
1.4094761760e+01 2.4196101199e+02 8.7685902828e+00
1.4107494156e+01 2.4279629540e+02 8.8703214956e+00
1.4120226551e+01 2.4363368381e+02 8.9566476251e+00
1.4132958947e+01 2.4447357764e+02 9.0263103010e+00
1.4145691342e+01 2.4531700795e+02 9.0783585261e+00
1.4158423737e+01 2.4616475035e+02 9.1114663735e+00
1.4171156133e+01 2.4701696099e+02 9.1252572492e+00
1.4183888528e+01 2.4787422001e+02 9.1189625531e+00
1.4196620924e+01 2.4873686465e+02 9.0920095455e+00
1.4209353319e+01 2.4960423092e+02 9.0440746238e+00
1.4222085715e+01 2.5047575382e+02 8.9752949667e+00
1.4234818110e+01 2.5135163183e+02 8.8852936856e+00
1.4247550506e+01 2.5223074128e+02 8.7746809023e+00
1.4260282901e+01 2.5311218286e+02 8.6439199022e+00
1.4273015296e+01 2.5399489946e+02 8.4935514032e+00
1.4285747692e+01 2.5487706817e+02 8.3243236610e+00
1.4298480087e+01 2.5575802472e+02 8.1371496365e+00
1.4311212483e+01 2.5663646797e+02 7.9336918889e+00
1.4323944878e+01 2.5751031063e+02 7.7147467567e+00
1.4336677274e+01 2.5837756651e+02 7.4823788850e+00
1.4349409669e+01 2.5923692436e+02 7.2380633731e+00
1.4362142065e+01 2.6008666320e+02 6.9837167816e+00
1.4374874460e+01 2.6092489280e+02 6.7213852951e+00
1.4387606856e+01 2.6175003108e+02 6.4533200195e+00
1.4400339251e+01 2.6256072773e+02 6.1821150782e+00
1.4413071646e+01 2.6335497942e+02 5.9098972673e+00
1.4425804042e+01 2.6413229832e+02 5.6395107361e+00
1.4438536437e+01 2.6489083311e+02 5.3735830767e+00
1.4451268833e+01 2.6562970913e+02 5.1151783908e+00
1.4464001228e+01 2.6634860167e+02 4.8672616961e+00
1.4476733624e+01 2.6704757510e+02 4.6325112608e+00
1.4489466019e+01 2.6772561184e+02 4.4142118316e+00
1.4502198415e+01 2.6838254427e+02 4.2148292962e+00
1.4514930810e+01 2.6901951549e+02 4.0368774675e+00
1.4527663205e+01 2.6963763532e+02 3.8825555833e+00
1.4540395601e+01 2.7023728232e+02 3.7535630397e+00
1.4553127996e+01 2.7082026855e+02 3.6505195993e+00
1.4565860392e+01 2.7138804183e+02 3.5738659960e+00
1.4578592787e+01 2.7194286060e+02 3.5225857567e+00
1.4591325183e+01 2.7248704799e+02 3.4951324523e+00
1.4604057578e+01 2.7302379209e+02 3.4892894536e+00
1.4616789974e+01 2.7355534658e+02 3.5024179933e+00
1.4629522369e+01 2.7408551514e+02 3.5318396741e+00
1.4642254764e+01 2.7461709492e+02 3.5743920558e+00
1.4654987160e+01 2.7515405400e+02 3.6273339294e+00
1.4667719555e+01 2.7570058979e+02 3.6882519459e+00
1.4680451951e+01 2.7625976815e+02 3.7551609711e+00
1.4693184346e+01 2.7683673878e+02 3.8258831000e+00
1.4705916742e+01 2.7743513941e+02 3.8996826232e+00
1.4718649137e+01 2.7805872164e+02 3.9751467791e+00
1.4731381533e+01 2.7871190045e+02 4.0520486166e+00
1.4744113928e+01 2.7939894363e+02 4.1295065469e+00
1.4756846323e+01 2.8012318230e+02 4.2079390707e+00
1.4769578719e+01 2.8088886940e+02 4.2871652905e+00
1.4782311114e+01 2.8169858803e+02 4.3674849900e+00
1.4795043510e+01 2.8255635511e+02 4.4497035650e+00
1.4807775905e+01 2.8346525835e+02 4.5338766555e+00
1.4820508301e+01 2.8442652634e+02 4.6206598820e+00
1.4833240696e+01 2.8544434359e+02 4.7108199658e+00
1.4845973092e+01 2.8651897658e+02 4.8048332773e+00
1.4858705487e+01 2.8765232499e+02 4.9030303548e+00
1.4871437883e+01 2.8884550576e+02 5.0060722910e+00
1.4884170278e+01 2.9009838821e+02 5.1144129683e+00
1.4896902673e+01 2.9141110462e+02 5.2280144797e+00
1.4909635069e+01 2.9278320849e+02 5.3476909860e+00
1.4922367464e+01 2.9421381141e+02 5.4729419991e+00
1.4935099860e+01 2.9570037513e+02 5.6043439367e+00
1.4947832255e+01 2.9724212276e+02 5.7417888382e+00
1.4960564651e+01 2.9883482174e+02 5.8847698954e+00
1.4973297046e+01 3.0047716642e+02 6.0334251683e+00
1.4986029442e+01 3.0216414452e+02 6.1872096954e+00
1.4998761837e+01 3.0389230943e+02 6.3459027943e+00
1.5011494232e+01 3.0565726275e+02 6.5091140894e+00
1.5024226628e+01 3.0745431684e+02 6.6762411798e+00
1.5036959023e+01 3.0927882399e+02 6.8468194568e+00
1.5049691419e+01 3.1112492743e+02 7.0199336605e+00
1.5062423814e+01 3.1298716543e+02 7.1954085822e+00
1.5075156210e+01 3.1486002493e+02 7.3722595470e+00
1.5087888605e+01 3.1673711552e+02 7.5497304221e+00
1.5100621001e+01 3.1861401502e+02 7.7272774715e+00
1.5113353396e+01 3.2048332426e+02 7.9034585869e+00
1.5126085791e+01 3.2234009730e+02 8.0781377077e+00
1.5138818187e+01 3.2417847909e+02 8.2500801775e+00
1.5151550582e+01 3.2599309377e+02 8.4184104161e+00
1.5164282978e+01 3.2777863705e+02 8.5823221500e+00
1.5177015373e+01 3.2952954022e+02 8.7407549552e+00
1.5189747769e+01 3.3124177676e+02 8.8931339470e+00
1.5202480164e+01 3.3291128584e+02 9.0383397265e+00
1.5215212560e+01 3.3453373183e+02 9.1755950752e+00
1.5227944955e+01 3.3610571256e+02 9.3041981393e+00
1.5240677350e+01 3.3762422205e+02 9.4231424686e+00
1.5253409746e+01 3.3908701441e+02 9.5324482379e+00
1.5266142141e+01 3.4049205185e+02 9.6306606036e+00
1.5278874537e+01 3.4183827330e+02 9.7179518616e+00
1.5291606932e+01 3.4312426161e+02 9.7936712505e+00
1.5304339328e+01 3.4435043972e+02 9.8573954772e+00
1.5317071723e+01 3.4551636034e+02 9.9092563317e+00
1.5329804119e+01 3.4662289969e+02 9.9490158459e+00
1.5342536514e+01 3.4767166965e+02 9.9770093990e+00
1.5355268910e+01 3.4866440683e+02 9.9931128973e+00
1.5368001305e+01 3.4960293155e+02 9.9977062704e+00
1.5380733700e+01 3.5048995860e+02 9.9916509543e+00
1.5393466096e+01 3.5132897985e+02 9.9751144869e+00
1.5406198491e+01 3.5212241911e+02 9.9490741471e+00
1.5418930887e+01 3.5287412635e+02 9.9144130109e+00
1.5431663282e+01 3.5358781258e+02 9.8721181968e+00
1.5444395678e+01 3.5426759947e+02 9.8229749087e+00
1.5457128073e+01 3.5491662136e+02 9.7685062019e+00
1.5469860469e+01 3.5554017417e+02 9.7097029487e+00
1.5482592864e+01 3.5614143924e+02 9.6478555095e+00
1.5495325259e+01 3.5672398530e+02 9.5842478713e+00
1.5508057655e+01 3.5729284898e+02 9.5201689871e+00
1.5520790050e+01 3.5784997845e+02 9.4568731421e+00
1.5533522446e+01 3.5839901165e+02 9.3956125437e+00
1.5546254841e+01 3.5894384856e+02 9.3375382692e+00
1.5558987237e+01 3.5948616666e+02 9.2836510050e+00
1.5571719632e+01 3.6002830862e+02 9.2348905358e+00
1.5584452028e+01 3.6057212900e+02 9.1921337041e+00
1.5597184423e+01 3.6111894219e+02 9.1559032122e+00
1.5609916818e+01 3.6166920790e+02 9.1269420597e+00
1.5622649214e+01 3.6222367549e+02 9.1053932436e+00
1.5635381609e+01 3.6278136256e+02 9.0914933859e+00
1.5648114005e+01 3.6334262672e+02 9.0855071468e+00
1.5660846400e+01 3.6390432410e+02 9.0867841592e+00
1.5673578796e+01 3.6446657372e+02 9.0956240631e+00
1.5686311191e+01 3.6502575866e+02 9.1112149248e+00
1.5699043587e+01 3.6557978495e+02 9.1332036305e+00
1.5711775982e+01 3.6612475188e+02 9.1608130808e+00
1.5724508377e+01 3.6665779286e+02 9.1935891836e+00
1.5737240773e+01 3.6717415275e+02 9.2302759160e+00
1.5749973168e+01 3.6766966576e+02 9.2703554836e+00
1.5762705564e+01 3.6813909858e+02 9.3124339933e+00
1.5775437959e+01 3.6857868028e+02 9.3561714156e+00
1.5788170355e+01 3.6898273606e+02 9.3998964484e+00
1.5800902750e+01 3.6934600145e+02 9.4428747410e+00
1.5813635146e+01 3.6966295249e+02 9.4837692502e+00
1.5826367541e+01 3.6992850557e+02 9.5219421769e+00
1.5839099937e+01 3.7013839112e+02 9.5557421576e+00
1.5851832332e+01 3.7028635392e+02 9.5844404229e+00
1.5864564727e+01 3.7036814116e+02 9.6065962419e+00
1.5877297123e+01 3.7037795398e+02 9.6214046508e+00
1.5890029518e+01 3.7031308203e+02 9.6277776700e+00
1.5902761914e+01 3.7016831228e+02 9.6246470813e+00
1.5915494309e+01 3.6993986908e+02 9.6109593909e+00
1.5928226705e+01 3.6962497748e+02 9.5860992723e+00
1.5940959100e+01 3.6922045654e+02 9.5488505491e+00
1.5953691496e+01 3.6872350340e+02 9.4990650326e+00
1.5966423891e+01 3.6813301450e+02 9.4359706041e+00
1.5979156286e+01 3.6744601199e+02 9.3589299830e+00
1.5991888682e+01 3.6666306434e+02 9.2681789938e+00
1.6004621077e+01 3.6578308454e+02 9.1631438881e+00
1.6017353473e+01 3.6480507256e+02 9.0442744739e+00
1.6030085868e+01 3.6373065749e+02 8.9117252100e+00
1.6042818264e+01 3.6256025983e+02 8.7660797851e+00
1.6055550659e+01 3.6129521741e+02 8.6082726542e+00
1.6068283055e+01 3.5993694652e+02 8.4391318289e+00
1.6081015450e+01 3.5848817664e+02 8.2601567555e+00
1.6093747845e+01 3.5695080692e+02 8.0730020045e+00
1.6106480241e+01 3.5532772744e+02 7.8793166055e+00
1.6119212636e+01 3.5362195414e+02 7.6815209146e+00
1.6131945032e+01 3.5183620443e+02 7.4817923453e+00
1.6144677427e+01 3.4997417282e+02 7.2830499352e+00
1.6157409823e+01 3.4803931140e+02 7.0880761460e+00
1.6170142218e+01 3.4603512529e+02 6.9001500250e+00
1.6182874614e+01 3.4396504299e+02 6.7220863364e+00
1.6195607009e+01 3.4183236416e+02 6.5576476910e+00
1.6208339404e+01 3.3964120966e+02 6.4099143781e+00
1.6221071800e+01 3.3739392748e+02 6.2814249807e+00
1.6233804195e+01 3.3509485934e+02 6.1747597803e+00
1.6246536591e+01 3.3274609174e+02 6.0922846655e+00
1.6259268986e+01 3.3035105999e+02 6.0350695529e+00
1.6272001382e+01 3.2791194585e+02 6.0034010530e+00
1.6284733777e+01 3.2543171133e+02 5.9970603318e+00
1.6297466173e+01 3.2291210867e+02 6.0149114378e+00
1.6310198568e+01 3.2035462727e+02 6.0547152470e+00
1.6322930964e+01 3.1776213666e+02 6.1140649677e+00
1.6335663359e+01 3.1513479880e+02 6.1896869539e+00
1.6348395754e+01 3.1247422168e+02 6.2783638684e+00
1.6361128150e+01 3.0978103206e+02 6.3765852097e+00
1.6373860545e+01 3.0705600511e+02 6.4806318603e+00
1.6386592941e+01 3.0429969891e+02 6.5872720776e+00
1.6399325336e+01 3.0151230063e+02 6.6932963040e+00
1.6412057732e+01 2.9869395759e+02 6.7957539706e+00
1.6424790127e+01 2.9584395380e+02 6.8917251804e+00
1.6437522523e+01 2.9296362714e+02 6.9792610293e+00
1.6450254918e+01 2.9005140339e+02 7.0561696685e+00
1.6462987313e+01 2.8710817250e+02 7.1209961585e+00
1.6475719709e+01 2.8413291904e+02 7.1720886582e+00
1.6488452104e+01 2.8112527266e+02 7.2086345742e+00
1.6501184500e+01 2.7808595232e+02 7.2297719100e+00
1.6513916895e+01 2.7501537238e+02 7.2353986620e+00
1.6526649291e+01 2.7191253188e+02 7.2248922047e+00
1.6539381686e+01 2.6877833034e+02 7.1987510528e+00
1.6552114082e+01 2.6561336623e+02 7.1572869887e+00
1.6564846477e+01 2.6241856701e+02 7.1010472234e+00
1.6577578872e+01 2.5919465930e+02 7.0310276665e+00
1.6590311268e+01 2.5594312598e+02 6.9483772194e+00
1.6603043663e+01 2.5266544035e+02 6.8541703942e+00
1.6615776059e+01 2.4936346460e+02 6.7502787188e+00
1.6628508454e+01 2.4603938042e+02 6.6380936822e+00
1.6641240850e+01 2.4269571248e+02 6.5196120328e+00
1.6653973245e+01 2.3933450997e+02 6.3968436789e+00
1.6666705641e+01 2.3595882797e+02 6.2719942503e+00
1.6679438036e+01 2.3257249708e+02 6.1470627148e+00
1.6692170431e+01 2.2917854355e+02 6.0242841430e+00
1.6704902827e+01 2.2578048977e+02 5.9058088920e+00
1.6717635222e+01 2.2238193774e+02 5.7937099298e+00
1.6730367618e+01 2.1898744119e+02 5.6899522898e+00
1.6743100013e+01 2.1560037726e+02 5.5960997865e+00
1.6755832409e+01 2.1222527605e+02 5.5135692075e+00
1.6768564804e+01 2.0886624947e+02 5.4433063726e+00
1.6781297200e+01 2.0552764773e+02 5.3859371224e+00
1.6794029595e+01 2.0221339742e+02 5.3415276474e+00
1.6806761991e+01 1.9892767018e+02 5.3098177773e+00
1.6819494386e+01 1.9567488865e+02 5.2900009210e+00
1.6832226781e+01 1.9245897889e+02 5.2808736210e+00
1.6844959177e+01 1.8928312817e+02 5.2809210078e+00
1.6857691572e+01 1.8615136352e+02 5.2884577299e+00
1.6870423968e+01 1.8306694407e+02 5.3014098162e+00
1.6883156363e+01 1.8003272692e+02 5.3177899002e+00
1.6895888759e+01 1.7705194517e+02 5.3356172495e+00
1.6908621154e+01 1.7412675559e+02 5.3528225376e+00
1.6921353550e+01 1.7125942729e+02 5.3675013910e+00
1.6934085945e+01 1.6845177785e+02 5.3779233417e+00
1.6946818340e+01 1.6570528649e+02 5.3825058184e+00
1.6959550736e+01 1.6302100550e+02 5.3798661643e+00
1.6972283131e+01 1.6039962688e+02 5.3688576465e+00
1.6985015527e+01 1.5784159121e+02 5.3485438231e+00
1.6997747922e+01 1.5534678745e+02 5.3182040382e+00
1.7010480318e+01 1.5291486608e+02 5.2773385859e+00
1.7023212713e+01 1.5054497214e+02 5.2257098209e+00
1.7035945109e+01 1.4823604915e+02 5.1631564572e+00
1.7048677504e+01 1.4598659327e+02 5.0898982030e+00
1.7061409899e+01 1.4379490080e+02 5.0061660213e+00
1.7074142295e+01 1.4165876501e+02 4.9124744640e+00
1.7086874690e+01 1.3957602878e+02 4.8094571383e+00
1.7099607086e+01 1.3754391842e+02 4.6979024987e+00
1.7112339481e+01 1.3555957633e+02 4.5787460532e+00
1.7125071877e+01 1.3362012676e+02 4.4530699850e+00
1.7137804272e+01 1.3172220019e+02 4.3220311572e+00
1.7150536668e+01 1.2986248552e+02 4.1869417383e+00
1.7163269063e+01 1.2803750267e+02 4.0491500866e+00
1.7176001458e+01 1.2624371918e+02 3.9102315849e+00
1.7188733854e+01 1.2447752143e+02 3.7716478380e+00
1.7201466249e+01 1.2273529287e+02 3.6351016474e+00
1.7214198645e+01 1.2101339881e+02 3.5022196064e+00
1.7226931040e+01 1.1930822126e+02 3.3747519236e+00
1.7239663436e+01 1.1761618675e+02 3.2543452855e+00
1.7252395831e+01 1.1593395752e+02 3.1427258702e+00
1.7265128227e+01 1.1425802752e+02 3.0413826086e+00
1.7277860622e+01 1.1258536532e+02 2.9518071093e+00
1.7290593018e+01 1.1091282835e+02 2.8751035077e+00
1.7303325413e+01 1.0923754065e+02 2.8122272325e+00
1.7316057808e+01 1.0755681151e+02 2.7636286124e+00
1.7328790204e+01 1.0586813574e+02 2.7294725114e+00
1.7341522599e+01 1.0416939607e+02 2.7094227749e+00
1.7354254995e+01 1.0245840231e+02 2.7027413827e+00
1.7366987390e+01 1.0073343132e+02 2.7083586969e+00
1.7379719786e+01 9.8992993425e+01 2.7249011281e+00
1.7392452181e+01 9.7235810238e+01 2.7507601164e+00
1.7405184577e+01 9.5460840360e+01 2.7842056899e+00
1.7417916972e+01 9.3667356646e+01 2.8235146426e+00
1.7430649367e+01 9.1854846155e+01 2.8669483290e+00
1.7443381763e+01 9.0023223616e+01 2.9128299756e+00
1.7456114158e+01 8.8172395069e+01 2.9596937082e+00
1.7468846554e+01 8.6302687223e+01 3.0060459924e+00
1.7481578949e+01 8.4414707683e+01 3.0506626542e+00
1.7494311345e+01 8.2509269682e+01 3.0924076529e+00
1.7507043740e+01 8.0587387115e+01 3.1302910560e+00
1.7519776136e+01 7.8650240066e+01 3.1634700524e+00
1.7532508531e+01 7.6699386868e+01 3.1911842663e+00
1.7545240926e+01 7.4736458779e+01 3.2128721720e+00
1.7557973322e+01 7.2763298379e+01 3.2280228942e+00
1.7570705717e+01 7.0782015576e+01 3.2362794844e+00
1.7583438113e+01 6.8794703882e+01 3.2373277704e+00
1.7596170508e+01 6.6803683695e+01 3.2310114419e+00
1.7608902904e+01 6.4811509653e+01 3.2172425844e+00
1.7621635299e+01 6.2820558399e+01 3.1959965387e+00
1.7634367695e+01 6.0833578184e+01 3.1673388469e+00
1.7647100090e+01 5.8853313059e+01 3.1314358438e+00
1.7659832485e+01 5.6882367249e+01 3.0885174212e+00
1.7672564881e+01 5.4923674795e+01 3.0388252902e+00
1.7685297276e+01 5.2979946288e+01 2.9827228170e+00
1.7698029672e+01 5.1054034762e+01 2.9205870081e+00
1.7710762067e+01 4.9148700452e+01 2.8528695956e+00
1.7723494463e+01 4.7266546621e+01 2.7800614535e+00
1.7736226858e+01 4.5410350244e+01 2.7026188095e+00
1.7748959254e+01 4.3582714266e+01 2.6211591475e+00
1.7761691649e+01 4.1786025421e+01 2.5361819691e+00
1.7774424045e+01 4.0022693959e+01 2.4483158793e+00
1.7787156440e+01 3.8295003984e+01 2.3580825474e+00
1.7799888835e+01 3.6605006711e+01 2.2661196644e+00
1.7812621231e+01 3.4954720933e+01 2.1729963781e+00
1.7825353626e+01 3.3345939464e+01 2.0792961497e+00
1.7838086022e+01 3.1780265275e+01 1.9855433465e+00
1.7850818417e+01 3.0259077779e+01 1.8922938701e+00
1.7863550813e+01 2.8783668379e+01 1.8000621102e+00
1.7876283208e+01 2.7355113149e+01 1.7093365331e+00
1.7889015604e+01 2.5974310496e+01 1.6205491604e+00
1.7901747999e+01 2.4641851332e+01 1.5341260922e+00
1.7914480394e+01 2.3358199723e+01 1.4504456599e+00
1.7927212790e+01 2.2123654908e+01 1.3698269070e+00
1.7939945185e+01 2.0938261040e+01 1.2925669354e+00
1.7952677581e+01 1.9801908130e+01 1.2189117453e+00
1.7965409976e+01 1.8714277992e+01 1.1490531710e+00
1.7978142372e+01 1.7674899845e+01 1.0831481604e+00
1.7990874767e+01 1.6683084237e+01 1.0212862665e+00
1.8003607163e+01 1.5738027606e+01 9.6352496911e-01
1.8016339558e+01 1.4838796513e+01 9.0988513337e-01
1.8029071953e+01 1.3984259749e+01 8.6030201397e-01
1.8041804349e+01 1.3173215563e+01 8.1469178017e-01
1.8054536744e+01 1.2404325888e+01 7.7292136806e-01
1.8067269140e+01 1.1676165996e+01 7.3481076578e-01
1.8080001535e+01 1.0987244554e+01 7.0014591655e-01
1.8092733931e+01 1.0335981567e+01 6.6868603334e-01
1.8105466326e+01 9.7207678944e+00 6.4015693562e-01
1.8118198722e+01 9.1399430087e+00 6.1427261755e-01
1.8130931117e+01 8.5918390143e+00 5.9074447936e-01
1.8143663512e+01 8.0747733958e+00 5.6926967430e-01
1.8156395908e+01 7.5870744321e+00 5.4956196828e-01
1.8169128303e+01 7.1270822493e+00 5.3134617521e-01
1.8181860699e+01 6.6931886784e+00 5.1436364917e-01
1.8194593094e+01 6.2838010212e+00 4.9837918274e-01
1.8207325490e+01 5.8973951602e+00 4.8318353314e-01
1.8220057885e+01 5.5325097705e+00 4.6859458475e-01
1.8232790281e+01 5.1877398727e+00 4.5445620898e-01
1.8245522676e+01 4.8617646665e+00 4.4063831335e-01
1.8258255072e+01 4.5533390791e+00 4.2703580791e-01
1.8270987467e+01 4.2613002667e+00 4.1357202107e-01
1.8283719862e+01 3.9845804625e+00 4.0018484008e-01
1.8296452258e+01 3.7221786075e+00 3.8683768808e-01
1.8309184653e+01 3.4731962569e+00 3.7350847930e-01
1.8321917049e+01 3.2368223752e+00 3.6019026336e-01
1.8334649444e+01 3.0123119361e+00 3.4688745145e-01
1.8347381840e+01 2.7990180204e+00 3.3361672719e-01
1.8360114235e+01 2.5963583795e+00 3.2039926156e-01
1.8372846631e+01 2.4038213878e+00 3.0726379840e-01
1.8385579026e+01 2.2209713729e+00 2.9424201768e-01
1.8398311421e+01 2.0474127770e+00 2.8136628973e-01
1.8411043817e+01 1.8828202947e+00 2.6866983716e-01
1.8423776212e+01 1.7269094082e+00 2.5618549798e-01
1.8436508608e+01 1.5794281148e+00 2.4393964629e-01
1.8449241003e+01 1.4401634854e+00 2.3195722044e-01
1.8461973399e+01 1.3089265062e+00 2.2026035453e-01
1.8474705794e+01 1.1855440653e+00 2.0886358551e-01
1.8487438190e+01 1.0698586800e+00 1.9777872475e-01
1.8500170585e+01 9.6171770835e-01 1.8701303219e-01
1.8512902980e+01 8.6096998955e-01 1.7656965637e-01
1.8525635376e+01 7.6746045764e-01 1.6644933973e-01
1.8538367771e+01 6.8102658234e-01 1.5665049374e-01
1.8551100167e+01 6.0149456698e-01 1.4717099026e-01
1.8563832562e+01 5.2867532497e-01 1.3800910929e-01
1.8576564958e+01 4.6236338091e-01 1.2916432748e-01
1.8589297353e+01 4.0233525594e-01 1.2063870335e-01
1.8602029749e+01 3.4834862281e-01 1.1243796846e-01
1.8614762144e+01 3.0014334545e-01 1.0457241629e-01
1.8627494539e+01 2.5743764381e-01 9.7056740559e-02
1.8640226935e+01 2.1993504583e-01 8.9911353648e-02
1.8652959330e+01 1.8732183085e-01 8.3162256033e-02
1.8665691726e+01 1.5927065162e-01 7.6840275741e-02
1.8678424121e+01 1.3544353386e-01 7.0980848701e-02
1.8691156517e+01 1.1549303733e-01 6.5622325232e-02
1.8703888912e+01 9.9066540914e-02 6.0803157616e-02
1.8716621308e+01 8.5809084986e-02 5.6558211682e-02
1.8729353703e+01 7.5367436943e-02 5.2913977597e-02
1.8742086099e+01 6.7392109867e-02 4.9881992314e-02
1.8754818494e+01 6.1542023728e-02 4.7453837052e-02
1.8767550889e+01 5.7486537217e-02 4.5596656493e-02
1.8780283285e+01 5.4909624203e-02 4.4253610171e-02
1.8793015680e+01 5.3512103311e-02 4.3347883537e-02
1.8805748076e+01 5.3013829218e-02 4.2789768738e-02
1.8818480471e+01 5.3156503629e-02 4.2486268690e-02
1.8831212867e+01 5.3705177207e-02 4.2348595078e-02
1.8843945262e+01 5.4449597547e-02 4.2298446802e-02
1.8856677658e+01 5.5205429091e-02 4.2271128016e-02
1.8869410053e+01 5.5814760820e-02 4.2216841129e-02
1.8882142448e+01 5.6146293763e-02 4.2100291691e-02
1.8894874844e+01 5.6095131591e-02 4.1899593261e-02
1.8907607239e+01 5.5582141448e-02 4.1604653861e-02
1.8920339635e+01 5.4552965952e-02 4.1215352300e-02
1.8933072030e+01 5.2977016526e-02 4.0740167904e-02
1.8945804426e+01 5.0845356804e-02 4.0194071649e-02
1.8958536821e+01 4.8168922117e-02 3.9597092006e-02
1.8971269217e+01 4.4976782261e-02 3.8972822883e-02
1.8984001612e+01 4.1313870655e-02 3.8346887041e-02
1.8996734007e+01 3.7237971602e-02 3.7744943392e-02
1.9009466403e+01 3.2817978839e-02 3.7191530627e-02
1.9022198798e+01 2.8130874683e-02 3.6708248057e-02
1.9034931194e+01 2.3259322744e-02 3.6312369918e-02
1.9047663589e+01 1.8289570869e-02 3.6016219519e-02
1.9060395985e+01 1.3308789981e-02 3.5825989674e-02
1.9073128380e+01 8.4031924956e-03 3.5742076624e-02
1.9085860776e+01 3.6555351799e-03 3.5758920756e-02
1.9098593171e+01 -8.5634536810e-04 3.5866149743e-02
1.9111325566e+01 -5.0611439057e-03 3.6049657421e-02
1.9124057962e+01 -8.8957129863e-03 3.6292833546e-02
