# freq_w_over_2pi_THz  G_native_run01_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_run02_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_run03_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_run04_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_run05_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_run06_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_run07_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_run08_eV_ps^-1_THz^-1_A^-2_K^-1
1.0733409362e+01 2.9550229803e-05 3.1010153421e-05 2.9959914920e-05 3.0775013484e-05 3.1344084488e-05 2.9003651827e-05 2.8615020750e-05 2.9601606633e-05
1.0746141758e+01 2.9551858379e-05 3.1073639547e-05 3.0004651341e-05 3.0821312994e-05 3.1212244692e-05 2.8966827271e-05 2.8623697375e-05 2.9467160580e-05
1.0758874153e+01 2.9553802800e-05 3.1134520757e-05 3.0041281692e-05 3.0864655743e-05 3.1071649837e-05 2.8924485215e-05 2.8628388473e-05 2.9332021761e-05
1.0771606548e+01 2.9556309821e-05 3.1192577477e-05 3.0069411037e-05 3.0904992288e-05 3.0923224951e-05 2.8876911047e-05 2.8628760328e-05 2.9197169944e-05
1.0784338944e+01 2.9560030871e-05 3.1247480352e-05 3.0088822162e-05 3.0942075407e-05 3.0768053903e-05 2.8824504310e-05 2.8624269460e-05 2.9063565106e-05
1.0797071339e+01 2.9565301536e-05 3.1298780256e-05 3.0099475571e-05 3.0975964433e-05 3.0607099096e-05 2.8767788216e-05 2.8614563082e-05 2.8932068256e-05
1.0809803735e+01 2.9572585713e-05 3.1346417307e-05 3.0101084937e-05 3.1006412146e-05 3.0441528495e-05 2.8707095716e-05 2.8599107249e-05 2.8803609679e-05
1.0822536130e+01 2.9582327560e-05 3.1389922421e-05 3.0093906968e-05 3.1033576767e-05 3.0272276471e-05 2.8643282975e-05 2.8577730335e-05 2.8679010796e-05
1.0835268526e+01 2.9594971234e-05 3.1429006161e-05 3.0077872550e-05 3.1057220964e-05 3.0100482957e-05 2.8576720997e-05 2.8550193971e-05 2.8559261275e-05
1.0848000921e+01 2.9610862190e-05 3.1463389074e-05 3.0053198898e-05 3.1077423847e-05 2.9927259855e-05 2.8508104226e-05 2.8516145372e-05 2.8444945017e-05
1.0860733317e+01 2.9630365624e-05 3.1492871548e-05 3.0020280949e-05 3.1093938196e-05 2.9753588255e-05 2.8438117593e-05 2.8475622676e-05 2.8336913135e-05
1.0873465712e+01 2.9653629589e-05 3.1517154168e-05 2.9979345791e-05 3.1106872788e-05 2.9580561371e-05 2.8367579210e-05 2.8428482862e-05 2.8235808911e-05
1.0886198107e+01 2.9681127852e-05 3.1535917557e-05 2.9931045069e-05 3.1116089179e-05 2.9409066856e-05 2.8297021800e-05 2.8374888021e-05 2.8142325111e-05
1.0898930503e+01 2.9712919635e-05 3.1549161715e-05 2.9875645365e-05 3.1121587370e-05 2.9240244643e-05 2.8227368120e-05 2.8314704666e-05 2.8056748738e-05
1.0911662898e+01 2.9749182599e-05 3.1556477441e-05 2.9813818072e-05 3.1123268471e-05 2.9074851572e-05 2.8159188943e-05 2.8248390466e-05 2.7979851732e-05
1.0924395294e+01 2.9790084539e-05 3.1557754948e-05 2.9746353061e-05 3.1121043484e-05 2.8913915453e-05 2.8093311896e-05 2.8176031233e-05 2.7911762748e-05
1.0937127689e+01 2.9835428049e-05 3.1552984257e-05 2.9673645269e-05 3.1115021185e-05 2.8758081002e-05 2.8030307755e-05 2.8098113240e-05 2.7852996412e-05
1.0949860085e+01 2.9885469756e-05 3.1541965756e-05 2.9596701785e-05 3.1104944466e-05 2.8608254558e-05 2.7971042195e-05 2.8015017876e-05 2.7803641796e-05
1.0962592480e+01 2.9939834592e-05 3.1524619601e-05 2.9516115012e-05 3.1091030879e-05 2.8464978057e-05 2.7916076479e-05 2.7927364901e-05 2.7763847347e-05
1.0975324876e+01 2.9998601519e-05 3.1501055579e-05 2.9432684697e-05 3.1073033206e-05 2.8328933590e-05 2.7866076514e-05 2.7835583378e-05 2.7733751620e-05
1.0988057271e+01 3.0061277030e-05 3.1471094040e-05 2.9347111853e-05 3.1050911889e-05 2.8200635062e-05 2.7821603562e-05 2.7740378879e-05 2.7713275442e-05
1.1000789667e+01 3.0127870993e-05 3.1434894671e-05 2.9260373945e-05 3.1024825151e-05 2.8080502939e-05 2.7783038140e-05 2.7642590463e-05 2.7702300052e-05
1.1013522062e+01 3.0197791200e-05 3.1392497396e-05 2.9173073254e-05 3.0994545548e-05 2.7969032439e-05 2.7750931998e-05 2.7542895096e-05 2.7700696794e-05
1.1026254457e+01 3.0270652714e-05 3.1344071884e-05 2.9085970030e-05 3.0960171969e-05 2.7866232904e-05 2.7725713218e-05 2.7442131837e-05 2.7708188561e-05
1.1038986853e+01 3.0346159431e-05 3.1289717938e-05 2.8999814654e-05 3.0921585748e-05 2.7772618240e-05 2.7707543519e-05 2.7341101604e-05 2.7724419075e-05
1.1051719248e+01 3.0423630310e-05 3.1229734976e-05 2.8915239024e-05 3.0878806661e-05 2.7688095009e-05 2.7696850985e-05 2.7240776944e-05 2.7749071642e-05
1.1064451644e+01 3.0502581712e-05 3.1164262725e-05 2.8832973771e-05 3.0831755600e-05 2.7612700586e-05 2.7693559511e-05 2.7142063656e-05 2.7781631636e-05
1.1077184039e+01 3.0582431299e-05 3.1093730346e-05 2.8753413833e-05 3.0780551229e-05 2.7546444314e-05 2.7697878381e-05 2.7045772196e-05 2.7821455774e-05
1.1089916435e+01 3.0662478290e-05 3.1018217686e-05 2.8677131867e-05 3.0725134216e-05 2.7489186039e-05 2.7709693442e-05 2.6952817898e-05 2.7868187777e-05
1.1102648830e+01 3.0742140344e-05 3.0938323574e-05 2.8604483316e-05 3.0665445228e-05 2.7440673479e-05 2.7728985666e-05 2.6864240052e-05 2.7921144776e-05
1.1115381226e+01 3.0820608108e-05 3.0854147817e-05 2.8535991471e-05 3.0601563375e-05 2.7400570261e-05 2.7755431614e-05 2.6780677486e-05 2.7979554832e-05
1.1128113621e+01 3.0897190673e-05 3.0766319187e-05 2.8471676078e-05 3.0533528212e-05 2.7368642793e-05 2.7788879079e-05 2.6703074139e-05 2.8042814249e-05
1.1140846016e+01 3.0971276087e-05 3.0675017333e-05 2.8411813593e-05 3.0461349630e-05 2.7344395857e-05 2.7828957057e-05 2.6632278606e-05 2.8110210467e-05
1.1153578412e+01 3.1042054998e-05 3.0580811147e-05 2.8356561990e-05 3.0384978182e-05 2.7327240799e-05 2.7875094773e-05 2.6568767622e-05 2.8180922064e-05
1.1166310807e+01 3.1108915455e-05 3.0484099849e-05 2.8305852156e-05 3.0304542425e-05 2.7316701090e-05 2.7926788040e-05 2.6513294435e-05 2.8254226585e-05
1.1179043203e+01 3.1171018496e-05 3.0385292640e-05 2.8259693964e-05 3.0220210468e-05 2.7312225451e-05 2.7983532673e-05 2.6466526477e-05 2.8329292711e-05
1.1191775598e+01 3.1227831132e-05 3.0284748820e-05 2.8217682605e-05 3.0131922978e-05 2.7313178510e-05 2.8044586664e-05 2.6428740255e-05 2.8405397985e-05
1.1204507994e+01 3.1278524269e-05 3.0182927492e-05 2.8179778583e-05 3.0039778844e-05 2.7318738020e-05 2.8109331672e-05 2.6400317159e-05 2.8481691296e-05
1.1217240389e+01 3.1322643880e-05 3.0080287762e-05 2.8145646205e-05 2.9943906620e-05 2.7328324670e-05 2.8176902021e-05 2.6381724392e-05 2.8557559051e-05
1.1229972785e+01 3.1359538535e-05 2.9977119063e-05 2.8114801672e-05 2.9844543638e-05 2.7341134901e-05 2.8246432034e-05 2.6372828469e-05 2.8631981894e-05
1.1242705180e+01 3.1388655504e-05 2.9873950364e-05 2.8086780934e-05 2.9741620678e-05 2.7356439903e-05 2.8317151162e-05 2.6373905896e-05 2.8704435302e-05
1.1255437575e+01 3.1409521020e-05 2.9770971295e-05 2.8061179182e-05 2.9635483847e-05 2.7373492180e-05 2.8388174705e-05 2.6384823187e-05 2.8774107751e-05
1.1268169971e+01 3.1421671186e-05 2.9668621000e-05 2.8037196669e-05 2.9526281478e-05 2.7391562922e-05 2.8458694062e-05 2.6405265695e-05 2.8840326267e-05
1.1280902366e+01 3.1424721065e-05 2.9567129030e-05 2.8014418712e-05 2.9414171792e-05 2.7409867256e-05 2.8527615247e-05 2.6435166677e-05 2.8902407982e-05
1.1293634762e+01 3.1418512735e-05 2.9466635112e-05 2.7992144299e-05 2.9299402011e-05 2.7427620312e-05 2.8594234303e-05 2.6473906375e-05 2.8959699716e-05
1.1306367157e+01 3.1402661260e-05 2.9367488565e-05 2.7969642798e-05 2.9182258910e-05 2.7444252121e-05 2.8657523833e-05 2.6521036654e-05 2.9011667049e-05
1.1319099553e+01 3.1376988976e-05 2.9269928922e-05 2.7946410664e-05 2.9062890822e-05 2.7458921751e-05 2.8716779880e-05 2.6575804269e-05 2.9057686494e-05
1.1331831948e+01 3.1341426793e-05 2.9173916261e-05 2.7921539544e-05 2.8941584523e-05 2.7470993829e-05 2.8770975048e-05 2.6637646671e-05 2.9097381975e-05
1.1344564344e+01 3.1295984580e-05 2.9079580328e-05 2.7894427160e-05 2.8818696011e-05 2.7479945106e-05 2.8819405379e-05 2.6705705731e-05 2.9130189386e-05
1.1357296739e+01 3.1240612988e-05 2.8986961045e-05 2.7864471234e-05 2.8694512062e-05 2.7485065461e-05 2.8861338379e-05 2.6779018439e-05 2.9155782134e-05
1.1370029134e+01 3.1175548899e-05 2.8896108316e-05 2.7831000374e-05 2.8569408452e-05 2.7485953114e-05 2.8896070090e-05 2.6856516903e-05 2.9173774253e-05
1.1382761530e+01 3.1100821925e-05 2.8807042101e-05 2.7793451795e-05 2.8443662068e-05 2.7482019411e-05 2.8922982172e-05 2.6937304857e-05 2.9183789667e-05
1.1395493925e+01 3.1016698559e-05 2.8719572770e-05 2.7751272588e-05 2.8317559685e-05 2.7472974696e-05 2.8941475310e-05 2.7020123713e-05 2.9185699722e-05
1.1408226321e+01 3.0923642699e-05 2.8633620479e-05 2.7703939460e-05 2.8191566080e-05 2.7458445222e-05 2.8951159473e-05 2.7103972322e-05 2.9179306483e-05
1.1420958716e+01 3.0821822138e-05 2.8549165266e-05 2.7651156210e-05 2.8066057028e-05 2.7438038552e-05 2.8951520965e-05 2.7187563493e-05 2.9164273464e-05
1.1433691112e+01 3.0711829085e-05 2.8465907717e-05 2.7592320559e-05 2.7941329193e-05 2.7411689280e-05 2.8942293422e-05 2.7269810264e-05 2.9140669943e-05
1.1446423507e+01 3.0594058347e-05 2.8383698124e-05 2.7527393015e-05 2.7817728685e-05 2.7379014315e-05 2.8923296099e-05 2.7349501721e-05 2.9108505815e-05
1.1459155903e+01 3.0469141613e-05 2.8302286972e-05 2.7455929273e-05 2.7695829056e-05 2.7340125780e-05 2.8894272146e-05 2.7425446021e-05 2.9067553458e-05
1.1471888298e+01 3.0337503302e-05 2.8221634340e-05 2.7378018195e-05 2.7575689639e-05 2.7294846145e-05 2.8855164487e-05 2.7496441784e-05 2.9017981115e-05
1.1484620694e+01 3.0199982375e-05 2.8141430832e-05 2.7293403070e-05 2.7457972986e-05 2.7243278191e-05 2.8806039711e-05 2.7561602279e-05 2.8960036202e-05
1.1497353089e+01 3.0057052602e-05 2.8061387013e-05 2.7202301116e-05 2.7342906540e-05 2.7185421917e-05 2.8747050026e-05 2.7619707058e-05 2.8893560373e-05
1.1510085484e+01 2.9909493723e-05 2.7981403076e-05 2.7104712331e-05 2.7230836410e-05 2.7121548293e-05 2.8678376178e-05 2.7669869388e-05 2.8818959390e-05
1.1522817880e+01 2.9757897950e-05 2.7901119724e-05 2.7000923045e-05 2.7122088927e-05 2.7051834847e-05 2.8600227450e-05 2.7711183469e-05 2.8736361910e-05
1.1535550275e+01 2.9603074634e-05 2.7820606819e-05 2.6891051738e-05 2.7016970646e-05 2.6976468455e-05 2.8513003385e-05 2.7742857915e-05 2.8646104420e-05
1.1548282671e+01 2.9445754169e-05 2.7739584908e-05 2.6775562461e-05 2.6915689231e-05 2.6895869584e-05 2.8417217683e-05 2.7764196690e-05 2.8548365058e-05
1.1561015066e+01 2.9286666945e-05 2.7657774536e-05 2.6654909390e-05 2.6818719347e-05 2.6810197076e-05 2.8313288912e-05 2.7774608639e-05 2.8443658452e-05
1.1573747462e+01 2.9126484133e-05 2.7575375312e-05 2.6529398602e-05 2.6726140104e-05 2.6720058273e-05 2.8201863952e-05 2.7773712372e-05 2.8332192431e-05
1.1586479857e+01 2.8965857164e-05 2.7492067860e-05 2.6399731108e-05 2.6638099835e-05 2.6625742830e-05 2.8083504065e-05 2.7761021617e-05 2.8214511310e-05
1.1599212253e+01 2.8805664482e-05 2.7408021850e-05 2.6266548679e-05 2.6554924872e-05 2.6527848745e-05 2.7958856130e-05 2.7736364749e-05 2.8090852610e-05
1.1611944648e+01 2.8646389725e-05 2.7323187377e-05 2.6130275874e-05 2.6476644879e-05 2.6426646986e-05 2.7828595566e-05 2.7699751301e-05 2.7961879407e-05
1.1624677043e+01 2.8488733674e-05 2.7237614346e-05 2.5991781551e-05 2.6403338970e-05 2.6322772924e-05 2.7693588050e-05 2.7651124066e-05 2.7827947979e-05
1.1637409439e+01 2.8333278668e-05 2.7151522328e-05 2.5851618623e-05 2.6335096142e-05 2.6216777840e-05 2.7554642180e-05 2.7590711877e-05 2.7689622437e-05
1.1650141834e+01 2.8180636658e-05 2.7064921303e-05 2.5710567087e-05 2.6271866952e-05 2.6109054169e-05 2.7412347758e-05 2.7518753104e-05 2.7547358027e-05
1.1662874230e+01 2.8031301151e-05 2.6978130647e-05 2.5569298336e-05 2.6213779954e-05 2.6000312032e-05 2.7267599000e-05 2.7435695879e-05 2.7401699063e-05
1.1675606625e+01 2.7885666954e-05 2.6891429817e-05 2.5428691103e-05 2.6160538484e-05 2.5890841087e-05 2.7121214018e-05 2.7342074149e-05 2.7253278933e-05
1.1688339021e+01 2.7744336146e-05 2.6805018421e-05 2.5289318047e-05 2.6112152430e-05 2.5781304735e-05 2.6973906282e-05 2.7238555347e-05 2.7102513296e-05
1.1701071416e+01 2.7607486390e-05 2.6719375527e-05 2.5151939420e-05 2.6068463572e-05 2.5672142132e-05 2.6826589033e-05 2.7125873647e-05 2.6950114711e-05
1.1713803812e+01 2.7475611195e-05 2.6634770607e-05 2.5017226613e-05 2.6029323576e-05 2.5563801775e-05 2.6679880611e-05 2.7004877644e-05 2.6796647288e-05
1.1726536207e+01 2.7348878352e-05 2.6551762571e-05 2.4885841146e-05 2.5994366555e-05 2.5456900350e-05 2.6534504000e-05 2.6876444535e-05 2.6642556375e-05
1.1739268602e+01 2.7227445785e-05 2.6470531068e-05 2.4758306309e-05 2.5963394734e-05 2.5351746200e-05 2.6391191695e-05 2.6741604072e-05 2.6488544635e-05
1.1752000998e+01 2.7111550377e-05 2.6391814659e-05 2.4635461341e-05 2.5935992782e-05 2.5248666354e-05 2.6250562036e-05 2.6601319266e-05 2.6335205868e-05
1.1764733393e+01 2.7001241479e-05 2.6315872835e-05 2.4517503711e-05 2.5912032142e-05 2.5148212092e-05 2.6113233365e-05 2.6456848703e-05 2.6182965629e-05
1.1777465789e+01 2.6896509221e-05 2.6243264508e-05 2.4405134431e-05 2.5890860154e-05 2.5050598318e-05 2.5979643275e-05 2.6309126791e-05 2.6032526582e-05
1.1790198184e+01 2.6797452304e-05 2.6174428819e-05 2.4298718818e-05 2.5872318594e-05 2.4956086658e-05 2.5850381569e-05 2.6159316767e-05 2.5884462731e-05
1.1802930580e+01 2.6703952287e-05 2.6109824873e-05 2.4198503706e-05 2.5855932800e-05 2.4865144295e-05 2.5725876328e-05 2.6008658151e-05 2.5739169944e-05
1.1815662975e+01 2.6615752546e-05 2.6049901794e-05 2.4105022260e-05 2.5841129219e-05 2.4777743201e-05 2.5606527096e-05 2.5858075812e-05 2.5597321193e-05
1.1828395371e+01 2.6532892560e-05 2.5995008901e-05 2.4018254732e-05 2.5827611186e-05 2.4694144997e-05 2.5492448028e-05 2.5708818804e-05 2.5459342034e-05
1.1841127766e+01 2.6455086096e-05 2.5945585335e-05 2.3938487453e-05 2.5814874371e-05 2.4614592622e-05 2.5384124283e-05 2.5561897811e-05 2.5325707506e-05
1.1853860161e+01 2.6382106140e-05 2.5901900572e-05 2.3865868522e-05 2.5802345221e-05 2.4539048699e-05 2.5281527322e-05 2.5418247237e-05 2.5196952029e-05
1.1866592557e+01 2.6313538145e-05 2.5864204125e-05 2.3800427560e-05 2.5789697405e-05 2.4467672073e-05 2.5184856917e-05 2.5278868232e-05 2.5073471469e-05
1.1879324952e+01 2.6249224188e-05 2.5832845312e-05 2.3742134947e-05 2.5776466148e-05 2.4400509461e-05 2.5094151120e-05 2.5144571250e-05 2.4955701279e-05
1.1892057348e+01 2.6188779334e-05 2.5807794191e-05 2.3690990683e-05 2.5762038343e-05 2.4337439396e-05 2.5009390905e-05 2.5016061863e-05 2.4843948254e-05
1.1904789743e+01 2.6131917347e-05 2.5789310257e-05 2.3646718313e-05 2.5746245878e-05 2.4278396471e-05 2.4930490656e-05 2.4894121919e-05 2.4738568676e-05
1.1917522139e+01 2.6078124980e-05 2.5777263762e-05 2.3609337582e-05 2.5728406426e-05 2.4223446093e-05 2.4857402807e-05 2.4779218623e-05 2.4639889132e-05
1.1930254534e+01 2.6027175219e-05 2.5771524959e-05 2.3578552290e-05 2.5708381542e-05 2.4172364012e-05 2.4789937101e-05 2.4671847781e-05 2.4548117453e-05
1.1942986930e+01 2.5978614036e-05 2.5772173694e-05 2.3554234081e-05 2.5685528451e-05 2.4125000728e-05 2.4727798635e-05 2.4572362178e-05 2.4463491159e-05
1.1955719325e+01 2.5932007145e-05 2.5778690977e-05 2.3535928778e-05 2.5659807600e-05 2.4081244119e-05 2.4670778127e-05 2.4481009719e-05 2.4386148803e-05
1.1968451721e+01 2.5887058441e-05 2.5790867219e-05 2.3523468535e-05 2.5630645435e-05 2.4040954027e-05 2.4618552136e-05 2.4397857147e-05 2.4316308111e-05
1.1981184116e+01 2.5843402727e-05 2.5808403004e-05 2.3516369553e-05 2.5598041957e-05 2.4003822110e-05 2.4570882839e-05 2.4322942600e-05 2.4253949290e-05
1.1993916511e+01 2.5800546496e-05 2.5830699499e-05 2.3514424491e-05 2.5561562057e-05 2.3969726900e-05 2.4527227999e-05 2.4256199336e-05 2.4199151514e-05
1.2006648907e+01 2.5758400917e-05 2.5857157874e-05 2.3517119932e-05 2.5521166179e-05 2.3938350710e-05 2.4487321253e-05 2.4197255500e-05 2.4151875194e-05
1.2019381302e+01 2.5716462611e-05 2.5887199257e-05 2.3524209041e-05 2.5476557659e-05 2.3909506667e-05 2.4450782085e-05 2.4145948999e-05 2.4112070849e-05
1.2032113698e+01 2.5674544045e-05 2.5920055149e-05 2.3535267260e-05 2.5427865052e-05 2.3882877084e-05 2.4417039719e-05 2.4101793562e-05 2.4079609822e-05
1.2044846093e+01 2.5632260284e-05 2.5955056855e-05 2.3549830540e-05 2.5374851025e-05 2.3858265743e-05 2.4385865844e-05 2.4064312452e-05 2.4054333766e-05
1.2057578489e+01 2.5589591586e-05 2.5991336067e-05 2.3567543437e-05 2.5317594689e-05 2.3835476426e-05 2.4356680172e-05 2.4032838236e-05 2.4036005162e-05
1.2070310884e+01 2.5546182627e-05 2.6028064403e-05 2.3588149244e-05 2.5256115822e-05 2.3814126041e-05 2.4329140237e-05 2.4006770224e-05 2.4024297419e-05
1.2083043280e+01 2.5501826132e-05 2.6064193908e-05 2.3610986442e-05 2.5190463868e-05 2.3794027714e-05 2.4302722827e-05 2.3985345636e-05 2.4019111572e-05
1.2095775675e+01 2.5456581322e-05 2.6098996003e-05 2.3635985916e-05 2.5120806937e-05 2.3774901132e-05 2.4277085478e-05 2.3967773088e-05 2.4019843924e-05
1.2108508070e+01 2.5410270536e-05 2.6131462654e-05 2.3662594756e-05 2.5047342806e-05 2.3756559423e-05 2.4251885724e-05 2.3953194452e-05 2.4026227267e-05
1.2121240466e+01 2.5362755590e-05 2.6160665674e-05 2.3690635240e-05 2.4970012142e-05 2.3738731618e-05 2.4226571815e-05 2.3940923227e-05 2.4037727179e-05
1.2133972861e+01 2.5314115446e-05 2.6185626969e-05 2.3719574205e-05 2.4889348941e-05 2.3721062656e-05 2.4200972518e-05 2.3929901053e-05 2.4054007176e-05
1.2146705257e+01 2.5264419195e-05 2.6205358470e-05 2.3749253676e-05 2.4805343316e-05 2.3703561881e-05 2.4174450466e-05 2.3919374687e-05 2.4074503148e-05
1.2159437652e+01 2.5213479304e-05 2.6219171518e-05 2.3779347830e-05 2.4718380929e-05 2.3685883575e-05 2.4147024686e-05 2.3908390653e-05 2.4098650986e-05
1.2172170048e+01 2.5161611618e-05 2.6226117964e-05 2.3809629578e-05 2.4628768336e-05 2.3667756771e-05 2.4118048298e-05 2.3896205240e-05 2.4126044926e-05
1.2184902443e+01 2.5108747046e-05 2.6225339483e-05 2.3839773099e-05 2.4536742868e-05 2.3649116063e-05 2.4087549842e-05 2.3881969855e-05 2.4155893236e-05
1.2197634839e+01 2.5055043510e-05 2.6216297126e-05 2.3869501937e-05 2.4442541857e-05 2.3629727858e-05 2.4055072695e-05 2.3864969392e-05 2.4187671394e-05
1.2210367234e+01 2.5000668804e-05 2.6198042744e-05 2.3898618623e-05 2.4346719077e-05 2.3609330531e-05 2.4020379036e-05 2.3844488745e-05 2.4220864774e-05
1.2223099629e+01 2.4945711758e-05 2.6170266940e-05 2.3926965183e-05 2.4249333862e-05 2.3587970803e-05 2.3983487890e-05 2.3819717459e-05 2.4254810299e-05
1.2235832025e+01 2.4890389517e-05 2.6132350921e-05 2.3954176301e-05 2.4150742210e-05 2.3565312298e-05 2.3943990200e-05 2.3790245541e-05 2.4288874585e-05
1.2248564420e+01 2.4834800781e-05 2.6083985291e-05 2.3980232230e-05 2.4051418784e-05 2.3541214861e-05 2.3901838403e-05 2.3755510439e-05 2.4322473727e-05
1.2261296816e+01 2.4779291006e-05 2.6024681005e-05 2.4004915755e-05 2.3951521806e-05 2.3515650461e-05 2.3856908830e-05 2.3715006813e-05 2.4355152481e-05
1.2274029211e+01 2.4723810842e-05 2.5954428081e-05 2.4027920801e-05 2.3851318274e-05 2.3488385506e-05 2.3809096839e-05 2.3668486758e-05 2.4386079527e-05
1.2286761607e+01 2.4668626782e-05 2.5873066832e-05 2.4049178253e-05 2.3751144408e-05 2.3459298526e-05 2.3758402430e-05 2.3615578419e-05 2.4414977758e-05
1.2299494002e+01 2.4613906620e-05 2.5780597258e-05 2.4068530136e-05 2.3651158430e-05 2.3428277398e-05 2.3704644857e-05 2.3556138775e-05 2.4441075237e-05
1.2312226398e+01 2.4559739187e-05 2.5677159085e-05 2.4085749363e-05 2.3551577895e-05 2.3395294089e-05 2.3647928762e-05 2.3490110617e-05 2.4464055269e-05
1.2324958793e+01 2.4506312016e-05 2.5563061710e-05 2.4100589099e-05 2.3452729133e-05 2.3360058946e-05 2.3588120965e-05 2.3417465342e-05 2.4483393332e-05
1.2337691188e+01 2.4453625107e-05 2.5438454841e-05 2.4113078962e-05 2.3354503367e-05 2.3322656062e-05 2.3525269030e-05 2.3338269691e-05 2.4498614387e-05
1.2350423584e+01 2.4401895603e-05 2.5303947291e-05 2.4122922752e-05 2.3257296151e-05 2.3282805124e-05 2.3459525164e-05 2.3252781105e-05 2.4509441327e-05
1.2363155979e+01 2.4351014933e-05 2.5159988182e-05 2.4129952620e-05 2.3161048152e-05 2.3240524821e-05 2.3390803751e-05 2.3161009117e-05 2.4515537666e-05
1.2375888375e+01 2.4301091669e-05 2.5007186326e-05 2.4134040212e-05 2.3065917590e-05 2.3195637622e-05 2.3319085764e-05 2.3063401861e-05 2.4516547125e-05
1.2388620770e+01 2.4252046848e-05 2.4846190459e-05 2.4134958439e-05 2.2971815467e-05 2.3148068777e-05 2.3244599515e-05 2.2960359796e-05 2.4512242080e-05
1.2401353166e+01 2.4203880472e-05 2.4677888847e-05 2.4132677681e-05 2.2878840671e-05 2.3097659444e-05 2.3167364028e-05 2.2852149895e-05 2.4502493875e-05
1.2414085561e+01 2.4156493838e-05 2.4503119854e-05 2.4126911610e-05 2.2786973424e-05 2.3044456340e-05 2.3087521998e-05 2.2739353779e-05 2.4487173854e-05
1.2426817957e+01 2.4109788245e-05 2.4322592097e-05 2.4117591111e-05 2.2696144505e-05 2.2988225873e-05 2.3005025861e-05 2.2622448185e-05 2.4466074186e-05
1.2439550352e+01 2.4063556420e-05 2.4137293649e-05 2.4104528589e-05 2.2606205580e-05 2.2928911980e-05 2.2920056361e-05 2.2501995663e-05 2.4439333425e-05
1.2452282748e+01 2.4017581219e-05 2.3948212581e-05 2.4087487084e-05 2.2517047873e-05 2.2866505319e-05 2.2832765707e-05 2.2378472950e-05 2.4406931778e-05
1.2465015143e+01 2.3971734330e-05 2.3756346947e-05 2.4066407353e-05 2.2428661495e-05 2.2800781639e-05 2.2743258539e-05 2.2252442598e-05 2.4368819761e-05
1.2477747538e+01 2.3925690038e-05 2.3562654876e-05 2.4041072183e-05 2.2340710226e-05 2.2731815691e-05 2.2651525345e-05 2.2124552970e-05 2.4325215101e-05
1.2490479934e+01 2.3879201589e-05 2.3367994694e-05 2.4011442079e-05 2.2253243509e-05 2.2659411256e-05 2.2557861027e-05 2.1995347545e-05 2.4276345420e-05
1.2503212329e+01 2.3831913656e-05 2.3173324532e-05 2.3977309701e-05 2.2165885569e-05 2.2583568334e-05 2.2462265584e-05 2.1865360271e-05 2.4222319582e-05
1.2515944725e+01 2.3783559747e-05 2.2979772189e-05 2.3938645427e-05 2.2078547407e-05 2.2504286926e-05 2.2364853170e-05 2.1735029746e-05 2.4163424590e-05
1.2528677120e+01 2.3733567391e-05 2.2787956457e-05 2.3895261663e-05 2.1991041135e-05 2.2421398845e-05 2.2265833072e-05 2.1604851777e-05 2.4099996931e-05
1.2541409516e+01 2.3681847758e-05 2.2598895350e-05 2.3847138663e-05 2.1903040422e-05 2.2334997528e-05 2.2165309930e-05 2.1475446123e-05 2.4032204846e-05
1.2554141911e+01 2.3627788896e-05 2.2413177720e-05 2.3794088831e-05 2.1814525489e-05 2.2244914787e-05 2.2063493030e-05 2.1347003478e-05 2.3960345237e-05
1.2566874307e+01 2.3570996001e-05 2.2231681852e-05 2.3736181281e-05 2.1725071117e-05 2.2151187998e-05 2.1960372858e-05 2.1219905234e-05 2.3885011901e-05
1.2579606702e+01 2.3511242058e-05 2.2054976637e-05 2.3673238292e-05 2.1634647639e-05 2.2053919942e-05 2.1856073083e-05 2.1094609058e-05 2.3806284014e-05
1.2592339097e+01 2.3447905247e-05 2.1883531159e-05 2.3605328978e-05 2.1542997947e-05 2.1952961119e-05 2.1750860066e-05 2.0971105415e-05 2.3724686096e-05
1.2605071493e+01 2.3380719074e-05 2.1717774581e-05 2.3532443465e-05 2.1450003373e-05 2.1848535779e-05 2.1644733808e-05 2.0849708953e-05 2.3640534842e-05
1.2617803888e+01 2.3309268993e-05 2.1558245851e-05 2.3454571880e-05 2.1355426586e-05 2.1740559827e-05 2.1537970184e-05 2.0730581761e-05 2.3554146943e-05
1.2630536284e+01 2.3233081235e-05 2.1405064736e-05 2.3371773463e-05 2.1259020366e-05 2.1629079983e-05 2.1430531141e-05 2.0613552215e-05 2.3465878680e-05
1.2643268679e+01 2.3151800475e-05 2.1258440826e-05 2.3283919861e-05 2.1160853933e-05 2.1514301808e-05 2.1322568888e-05 2.0498830079e-05 2.3376076436e-05
1.2656001075e+01 2.3065160218e-05 2.1118394084e-05 2.3191257907e-05 2.1060808622e-05 2.1396169240e-05 2.1214340272e-05 2.0386138845e-05 2.3284967833e-05
