# freq_w_over_2pi_THz  cumulative_G_native_eV_ps^-1_A^-2_K^-1
5.2966765061e+00 1.4262618931e-05
5.3094089015e+00 1.4367045272e-05
5.3221412970e+00 1.4471673452e-05
5.3348736924e+00 1.4576521453e-05
5.3476060879e+00 1.4681608104e-05
5.3603384833e+00 1.4786953080e-05
5.3730708788e+00 1.4892576904e-05
5.3858032742e+00 1.4998500934e-05
5.3985356697e+00 1.5104747354e-05
5.4112680651e+00 1.5211339154e-05
5.4240004606e+00 1.5318300114e-05
5.4367328560e+00 1.5425654767e-05
5.4494652515e+00 1.5533428364e-05
5.4621976469e+00 1.5641646826e-05
5.4749300424e+00 1.5750336696e-05
5.4876624378e+00 1.5859525070e-05
5.5003948333e+00 1.5969239535e-05
5.5131272287e+00 1.6079508085e-05
5.5258596242e+00 1.6190359036e-05
5.5385920196e+00 1.6301820928e-05
5.5513244150e+00 1.6413922423e-05
5.5640568105e+00 1.6526692197e-05
5.5767892059e+00 1.6640158823e-05
5.5895216014e+00 1.6754350651e-05
5.6022539968e+00 1.6869295676e-05
5.6149863923e+00 1.6985021416e-05
5.6277187877e+00 1.7101554772e-05
5.6404511832e+00 1.7218921897e-05
5.6531835786e+00 1.7337148062e-05
5.6659159741e+00 1.7456257527e-05
5.6786483695e+00 1.7576273405e-05
5.6913807650e+00 1.7697217537e-05
5.7041131604e+00 1.7819110374e-05
5.7168455559e+00 1.7941970858e-05
5.7295779513e+00 1.8065816320e-05
5.7423103468e+00 1.8190662376e-05
5.7550427422e+00 1.8316522841e-05
5.7677751377e+00 1.8443409655e-05
5.7805075331e+00 1.8571332808e-05
5.7932399285e+00 1.8700300291e-05
5.8059723240e+00 1.8830318058e-05
5.8187047194e+00 1.8961389995e-05
5.8314371149e+00 1.9093517909e-05
5.8441695103e+00 1.9226701526e-05
5.8569019058e+00 1.9360938506e-05
5.8696343012e+00 1.9496224476e-05
5.8823666967e+00 1.9632553066e-05
5.8950990921e+00 1.9769915966e-05
5.9078314876e+00 1.9908302993e-05
5.9205638830e+00 2.0047702173e-05
5.9332962785e+00 2.0188099826e-05
5.9460286739e+00 2.0329480665e-05
5.9587610694e+00 2.0471827913e-05
5.9714934648e+00 2.0615123412e-05
5.9842258603e+00 2.0759347746e-05
5.9969582557e+00 2.0904480372e-05
6.0096906511e+00 2.1050499748e-05
6.0224230466e+00 2.1197383465e-05
6.0351554420e+00 2.1345108392e-05
6.0478878375e+00 2.1493650806e-05
6.0606202329e+00 2.1642986525e-05
6.0733526284e+00 2.1793091043e-05
6.0860850238e+00 2.1943939665e-05
6.0988174193e+00 2.2095507622e-05
6.1115498147e+00 2.2247770200e-05
6.1242822102e+00 2.2400702859e-05
6.1370146056e+00 2.2554281329e-05
6.1497470011e+00 2.2708481717e-05
6.1624793965e+00 2.2863280610e-05
6.1752117920e+00 2.3018655161e-05
6.1879441874e+00 2.3174583166e-05
6.2006765829e+00 2.3331043145e-05
6.2134089783e+00 2.3488014407e-05
6.2261413738e+00 2.3645477108e-05
6.2388737692e+00 2.3803412308e-05
6.2516061646e+00 2.3961802024e-05
6.2643385601e+00 2.4120629279e-05
6.2770709555e+00 2.4279878137e-05
6.2898033510e+00 2.4439533747e-05
6.3025357464e+00 2.4599582368e-05
6.3152681419e+00 2.4760011413e-05
6.3280005373e+00 2.4920809487e-05
6.3407329328e+00 2.5081966404e-05
6.3534653282e+00 2.5243473236e-05
6.3661977237e+00 2.5405322339e-05
6.3789301191e+00 2.5567507383e-05
6.3916625146e+00 2.5730023383e-05
6.4043949100e+00 2.5892866767e-05
6.4171273055e+00 2.6056035401e-05
6.4298597009e+00 2.6219528623e-05
6.4425920964e+00 2.6383347291e-05
6.4553244918e+00 2.6547493836e-05
6.4680568873e+00 2.6711972304e-05
6.4807892827e+00 2.6876788421e-05
6.4935216781e+00 2.7041949629e-05
6.5062540736e+00 2.7207465141e-05
6.5189864690e+00 2.7373345983e-05
6.5317188645e+00 2.7539605039e-05
6.5444512599e+00 2.7706257098e-05
6.5571836554e+00 2.7873318878e-05
6.5699160508e+00 2.8040809064e-05
6.5826484463e+00 2.8208748319e-05
