# omega_THz  Jin_native  Jout_native  Jsum_native  G_like_native  G_like_per_A2_native  G_like_per_A2_smoothed  cumulative_integral_native
1.273239544735162848e-02 -1.111149999999999985e-02 -4.796019999999999797e-04 -1.159110199999999896e-02 -9.612277667241278089e-04 -7.513752889627848193e-07 -1.480438855301526560e-08 0.000000000000000000e+00
2.546479089470325696e-02 -9.505800000000000013e-03 1.739939999999999879e-04 -9.331805999999999782e-03 -7.738687003947351947e-04 -6.049199144131980758e-07 -7.721829110148647216e-09 -1.434063556102600142e-10
3.819718634205487851e-02 -7.047839999999999661e-03 1.284870000000000023e-03 -5.762969999999999204e-03 -4.779120037765301828e-04 -3.735756314657450044e-07 2.947476327554402705e-09 -1.738008294268367674e-10
5.092958178940651393e-02 -4.038520000000000304e-03 2.833640000000000117e-03 -1.204880000000000187e-03 -9.991837804296497562e-05 -7.810448550668266316e-08 1.475696859050656819e-08 -6.109083249053311655e-11
6.366197723675813547e-02 -8.454439999999999915e-04 4.715220000000000002e-03 3.869776000000000118e-03 3.209130712681700580e-04 2.508522537564805920e-07 2.537993616814244479e-08 1.944286392193710551e-10
7.639437268410975701e-02 2.148779999999999874e-03 6.709480000000000305e-03 8.858259999999999745e-03 7.345984425692805289e-04 5.742230261805546361e-07 3.311002417165856325e-08 5.667872915925007180e-10
8.912676813146140631e-02 4.604729999999999587e-03 8.489460000000000756e-03 1.309419000000000034e-02 1.085875959918341464e-03 8.488106475970626252e-07 3.717726601041435750e-08 1.014250078352955428e-09
1.018591635788130279e-01 6.279269999999999990e-03 9.671620000000000564e-03 1.595089000000000229e-02 1.322776589487541796e-03 1.033991813976237681e-06 3.780919843267176311e-08 1.491628737597027415e-09
1.145915590261646355e-01 7.060359999999999900e-03 9.896389999999999701e-03 1.695674999999999960e-02 1.406190622203079077e-03 1.099195135295997176e-06 3.603354919499419294e-08 1.961726269454241263e-09
1.273239544735162709e-01 6.973479999999999783e-03 8.915930000000000730e-03 1.588940999999999965e-02 1.317678171485681419e-03 1.030006467909450321e-06 3.328330176190947884e-08 2.403011048228457351e-09
1.400563499208679064e-01 6.157489999999999838e-03 6.662969999999999830e-03 1.282045999999999880e-02 1.063176058167377910e-03 8.310665230222134158e-07 3.091352308762447137e-08 2.811700728452775481e-09
1.527887453682195140e-01 4.817530000000000423e-03 3.281609999999999909e-03 8.099140000000001199e-03 6.716460828820291747e-04 5.250142443617570288e-07 2.975895957513326236e-08 3.197953749470183436e-09
1.655211408155711494e-01 3.170780000000000213e-03 -8.865550000000000253e-04 2.284224999999999971e-03 1.894263802911423796e-04 1.480713584809293771e-07 2.985234386056739725e-08 3.577451093707889604e-09
1.782535362629228126e-01 1.403270000000000082e-03 -5.353990000000000311e-03 -3.950720000000000447e-03 -3.276256013062732821e-04 -2.560993235682900243e-07 3.037978857376173850e-08 3.960900758103457162e-09
1.909859317102743925e-01 -3.485720000000000094e-04 -9.560340000000000504e-03 -9.908912000000000622e-03 -8.217269895844167430e-04 -6.423299197355702729e-07 2.989014684621737880e-08 4.344591083780215441e-09
2.037183271576260557e-01 -1.988230000000000119e-03 -1.294960000000000035e-02 -1.493783000000000090e-02 -1.238765474637759179e-03 -9.683217637742259862e-07 2.670866297750931608e-08 4.704910298042785755e-09
2.164507226049776911e-01 -3.429929999999999871e-03 -1.503840000000000038e-02 -1.846833000000000155e-02 -1.531543040603405414e-03 -1.197180974717509291e-06 1.944554774647546760e-08 4.998737129291872063e-09
2.291831180523292710e-01 -4.567439999999999868e-03 -1.546999999999999938e-02 -2.003744000000000011e-02 -1.661666311112498838e-03 -1.298896107555128377e-06 7.463060292486069744e-09 5.170042648536793268e-09
2.419155134996809342e-01 -5.259790000000000298e-03 -1.405469999999999983e-02 -1.931449000000000013e-02 -1.601713459869087523e-03 -1.252031990135089726e-06 -8.831626570923384878e-09 5.161330085010306120e-09
