# omega_THz  Jin_native  Jout_native  Jsum_native  G_like_native  G_like_per_A2_native  G_like_per_A2_smoothed  cumulative_integral_native
1.273239544735162848e-02 -3.656340000000000111e-03 1.876590000000000029e-03 -1.779750000000000082e-03 -1.373407482032248093e-04 -1.073569115874072585e-07 1.183008637980893993e-07 0.000000000000000000e+00
2.546479089470325696e-02 -3.655789999999999908e-03 1.665070000000000048e-03 -1.990719999999999643e-03 -1.536209997264355157e-04 -1.200829054840754682e-07 1.257607267416776615e-07 1.553744342130963618e-09
3.819718634205487851e-02 -3.741959999999999904e-03 1.360400000000000107e-03 -2.381559999999999580e-03 -1.837815604949414152e-04 -1.436588994859421471e-07 1.326654959570797054e-07 3.198936772813930721e-09
5.092958178940651393e-02 -3.998479999999999569e-03 1.016769999999999957e-03 -2.981709999999999396e-03 -2.300942729737532439e-04 -1.798607539538070112e-07 1.387961751043330389e-07 4.927115445190329830e-09
6.366197723675813547e-02 -4.467160000000000401e-03 6.846719999999999933e-04 -3.782488000000000516e-03 -2.918891597076664541e-04 -2.281647589809966880e-07 1.439771275420714436e-07 6.727306200814161238e-09
7.639437268410975701e-02 -5.109909999999999626e-03 4.030549999999999823e-04 -4.706854999999999373e-03 -3.632212318494673566e-04 -2.839238185642622177e-07 1.481430628811689756e-07 8.587001092126338817e-09
8.912676813146140631e-02 -5.798170000000000060e-03 2.032939999999999953e-04 -5.594876000000000363e-03 -4.317485354371488021e-04 -3.374904385866030199e-07 1.513728288820757588e-07 1.049377848047424289e-08
1.018591635788130279e-01 -6.337599999999999657e-03 1.223770000000000109e-04 -6.215222999999999755e-03 -4.796198213624898801e-04 -3.749106032347352004e-07 1.538808291012527982e-07 1.243708362307142483e-08
1.145915590261646355e-01 -6.523329999999999927e-03 2.167589999999999892e-04 -6.306570999999999531e-03 -4.866690151632305466e-04 -3.804208373460915543e-07 1.559764421550767592e-07 1.440969627800786697e-08
1.273239544735162709e-01 -6.209019999999999991e-03 5.662370000000000337e-04 -5.642783000000000174e-03 -4.354454497364446618e-04 -3.403802532029355938e-07 1.580152139885907685e-07 1.640862924460288142e-08
1.400563499208679064e-01 -5.366100000000000383e-03 1.260529999999999940e-03 -4.105570000000000226e-03 -3.168209330527959884e-04 -2.476534993712103472e-07 1.603675313891302610e-07 1.843551675348418508e-08
1.527887453682195140e-01 -4.110400000000000165e-03 2.368630000000000041e-03 -1.741770000000000124e-03 -1.344098862188121142e-04 -1.050659069507505690e-07 1.634194330396382549e-07 2.049680858938650846e-08
1.655211408155711494e-01 -2.682749999999999805e-03 3.899619999999999909e-03 1.216870000000000104e-03 9.390410802981214746e-05 7.340323360211729841e-08 1.676008966454506860e-07 2.260414945871814015e-08
1.782535362629228126e-01 -1.385270000000000078e-03 5.769439999999999812e-03 4.384169999999999734e-03 3.383200944234482539e-04 2.644590257475281593e-07 1.734179645291655166e-07 2.477514295645850734e-08
1.909859317102743925e-01 -4.907590000000000086e-04 7.788549999999999987e-03 7.297790999999999653e-03 5.631600371798061583e-04 4.402125597248918693e-07 1.814557417806006765e-07 2.703433913776013286e-08
2.037183271576260557e-01 -1.536049999999999905e-04 9.680019999999999250e-03 9.526414999999999883e-03 7.351397464781141275e-04 5.746461541789296739e-07 1.923249730468845223e-07 2.941390107364879289e-08
2.164507226049776911e-01 -3.524029999999999936e-04 1.112819999999999955e-02 1.077579700000000015e-02 8.315527587953730482e-04 6.500105553099301859e-07 2.065454730287090662e-07 3.195318919949679203e-08
2.291831180523292710e-01 -8.854709999999999795e-04 1.184720000000000044e-02 1.096172899999999992e-02 8.459008638634566953e-04 6.612262234011057382e-07 2.243888430557386835e-07 3.469660226160738485e-08
2.419155134996809342e-01 -1.423750000000000102e-03 1.165249999999999966e-02 1.022875000000000000e-02 7.893379284639616194e-04 6.170119451606640501e-07 2.457286472024523420e-07 3.768946315794927725e-08
2.546479089470325419e-01 -1.606259999999999979e-03 1.051419999999999959e-02 8.907939999999999608e-03 6.874129201008198457e-04 5.373389110863482721e-07 2.699578914953743443e-07 4.097242562673763513e-08
2.673803043943841495e-01 -1.148520000000000096e-03 8.577039999999999317e-03 7.428519999999999221e-03 5.732482061203086985e-04 4.480983086755366736e-07 2.960244582232357431e-07 4.457558117315693076e-08
2.801126998417358127e-01 7.025720000000000218e-05 6.138410000000000394e-03 6.208667200000000247e-03 4.791139197037902627e-04 3.745151485692009224e-07 3.226030576012008665e-07 4.851388625620169514e-08
2.928450952890874204e-01 1.968520000000000079e-03 3.587959999999999847e-03 5.556479999999999926e-03 4.287855713309478788e-04 3.351743402709349992e-07 3.483784872453884268e-07 5.278548743963252506e-08
3.055774907364390280e-01 4.282430000000000264e-03 1.322409999999999992e-03 5.604839999999999822e-03 4.325174429888256275e-04 3.380914804559986525e-07 3.723719885599369567e-07 5.737392747804263936e-08
3.183098861837906912e-01 6.635239999999999715e-03 -3.432280000000000010e-04 6.292011999999999605e-03 4.855455180692056861e-04 3.795426189020398392e-07 3.942163837335517089e-07 6.225418062873380351e-08
3.310422816311422989e-01 8.630099999999999924e-03 -1.244230000000000032e-03 7.385870000000000109e-03 5.699569669513987686e-04 4.455256033634406927e-07 4.142883324955281678e-07 6.740128151277252684e-08
3.437746770784939621e-01 9.935279999999999459e-03 -1.395069999999999991e-03 8.540209999999999468e-03 6.590357247999226436e-04 5.151569433391718347e-07 4.336402736339116176e-07 7.279936267495339166e-08
3.565070725258456252e-01 1.033650000000000020e-02 -9.687199999999999544e-04 9.367780000000000898e-03 7.228981116466949575e-04 5.650770778088394504e-07 4.537313662403352284e-07 7.844854598877531535e-08
3.692394679731971774e-01 9.746849999999999611e-03 -2.305759999999999960e-04 9.516273999999999914e-03 7.343571800909648624e-04 5.740344354316854777e-07 4.760217690684639873e-07 8.436753828235861474e-08
3.819718634205487851e-01 8.183930000000000718e-03 5.541110000000000349e-04 8.738041000000000211e-03 6.743020585871355730e-04 5.270903750999520325e-07 5.015418207785338834e-07 9.059090138279092296e-08
3.947042588679004482e-01 5.734689999999999753e-03 1.210130000000000016e-03 6.944819999999999986e-03 5.359217726853320258e-04 4.189208746905226354e-07 5.305661759157903841e-07 9.716150496193395336e-08
4.074366543152521114e-01 2.533870000000000133e-03 1.708179999999999898e-03 4.242049999999999814e-03 3.273528983933078726e-04 2.558861563699176342e-07 5.624977271750026460e-07 1.041201658936227752e-07
4.201690497626037191e-01 -1.230629999999999918e-03 2.164049999999999828e-03 9.334199999999999095e-04 7.203067913350418038e-05 5.630514870848020901e-08 5.960058155744978869e-07 1.114954285103449981e-07
4.329014452099553822e-01 -5.288140000000000202e-03 2.776719999999999883e-03 -2.511420000000000319e-03 -1.938026699550739467e-04 -1.514922291888446997e-07 6.293859152218005581e-07 1.192965145575515727e-07
4.456338406573069344e-01 -9.252720000000000736e-03 3.723750000000000063e-03 -5.528970000000001106e-03 -4.266626641905795587e-04 -3.335149001036253360e-07 6.610348520268014017e-07 1.275115883085935827e-07
4.583662361046585421e-01 -1.261789999999999960e-02 5.051230000000000303e-03 -7.566669999999999299e-03 -5.839090429593453598e-04 -4.564317023183518785e-07 6.898976594385302734e-07 1.361118917879238083e-07
4.710986315520102052e-01 -1.480459999999999936e-02 6.603590000000000328e-03 -8.201009999999998162e-03 -6.328601485726244270e-04 -4.946959435299578133e-07 7.157464302808945023e-07 1.450604999921939996e-07
4.838310269993618684e-01 -1.526920000000000013e-02 8.029059999999999322e-03 -7.240140000000000811e-03 -5.587111924124714109e-04 -4.367349739347946207e-07 7.392057592204499408e-07 1.543230133090546275e-07
4.965634224467134761e-01 -1.365309999999999961e-02 8.872420000000000653e-03 -4.780679999999998958e-03 -3.689182009384422436e-04 -2.883770417686113070e-07 7.615219688333767622e-07 1.638769427552480670e-07
5.092958178940650837e-01 -9.929759999999999281e-03 8.733430000000000359e-03 -1.196329999999998922e-03 -9.231906576651988322e-05 -7.216423320093427577e-08 7.841565676380621266e-07 1.737170379356670786e-07
