# omega_THz  Jin_native  Jout_native  Jsum_native  G_like_native  G_like_per_A2_native  G_like_per_A2_smoothed  cumulative_integral_native
1.273239544735162848e-02 1.405070000000000017e-03 -6.425519999999999669e-03 -5.020449999999999219e-03 -4.222024081460981301e-04 -3.300283943135443816e-07 -9.841742586818314182e-08 0.000000000000000000e+00
2.546479089470325696e-02 2.002299999999999826e-03 -6.309500000000000004e-03 -4.307200000000000611e-03 -3.622205603814148940e-04 -2.831416108092499275e-07 -9.141007661633032262e-08 -1.208479414207974695e-09
3.819718634205487851e-02 2.889300000000000028e-03 -6.086310000000000157e-03 -3.197010000000000129e-03 -2.688574372550582830e-04 -2.101612558444650844e-07 -8.648788612822743091e-08 -2.341013019678942435e-09
5.092958178940651393e-02 3.958749999999999596e-03 -5.723480000000000407e-03 -1.764730000000000812e-03 -1.484076638005884206e-04 -1.160077300435103377e-07 -8.385561482060379477e-08 -3.425453427662361297e-09
6.366197723675813547e-02 5.136840000000000156e-03 -5.198659999999999913e-03 -6.181999999999975709e-05 -5.198847288906708647e-06 -4.063849921115285798e-09 -8.292748909188156715e-08 -4.487227644137611868e-09
7.639437268410975701e-02 6.398720000000000102e-03 -4.518499999999999947e-03 1.880220000000000155e-03 1.581199716847009307e-04 1.235996748411422338e-07 -8.244689439476481008e-08 -5.540033667844590619e-09
8.912676813146140631e-02 7.739410000000000386e-03 -3.734700000000000086e-03 4.004709999999999867e-03 3.367822019792569843e-04 2.632568815527282308e-07 -8.080197703557850107e-08 -6.579308261537089558e-09
1.018591635788130279e-01 9.109759999999999733e-03 -2.950610000000000212e-03 6.159149999999999521e-03 5.179631232525052894e-04 4.048829058821952033e-07 -7.644291023645911658e-08 -7.580360304947995657e-09
1.145915590261646355e-01 1.034930000000000051e-02 -2.312680000000000118e-03 8.036620000000001263e-03 6.758518294884116508e-04 5.283018044812950975e-07 -6.826866742728537034e-08 -8.501622821260460301e-09
1.273239544735162709e-01 1.115670000000000030e-02 -1.985129999999999881e-03 9.171570000000000417e-03 7.712971826191895169e-04 6.029098029926152130e-07 -5.585492722826539961e-08 -9.291818167011087277e-09
1.400563499208679064e-01 1.112780000000000019e-02 -2.112249999999999978e-03 9.015550000000000647e-03 7.581764425024760130e-04 5.926535450713533125e-07 -3.943835519162783328e-08 -9.898474044634208501e-09
1.527887453682195140e-01 9.864680000000000670e-03 -2.778060000000000165e-03 7.086620000000000072e-03 5.959601289956681846e-04 4.658518299575237595e-07 -1.965118327415119707e-08 -1.027464972990810490e-08
1.655211408155711494e-01 7.125699999999999569e-03 -3.975750000000000117e-03 3.149949999999999452e-03 2.648998547022282353e-04 2.070676813170032908e-07 2.911514139512721390e-09 -1.038121777344812642e-08
1.782535362629228126e-01 2.963560000000000066e-03 -5.596710000000000400e-03 -2.633150000000000334e-03 -2.214387696341759326e-04 -1.730948951760717780e-07 2.813824480719691687e-08 -1.018354886872090021e-08
1.909859317102743925e-01 -2.206459999999999932e-03 -7.443319999999999798e-03 -9.649780000000000163e-03 -8.115129827166998096e-04 -6.343458054315758220e-07 5.668318766995243332e-08 -9.643558858365951880e-09
2.037183271576260557e-01 -7.645410000000000053e-03 -9.261560000000000278e-03 -1.690697000000000033e-02 -1.421817456294522915e-03 -1.111410363972804493e-06 8.994263173607362793e-08 -8.710109900631205181e-09
2.164507226049776911e-01 -1.243750000000000064e-02 -1.078409999999999959e-02 -2.322160000000000196e-02 -1.952855907539251300e-03 -1.526514029896006148e-06 1.296797555463097996e-07 -7.311950358645846727e-09
2.291831180523292710e-01 -1.570540000000000130e-02 -1.177339999999999984e-02 -2.747880000000000114e-02 -2.310871641578942683e-03 -1.806368799940846908e-06 1.773780632896347426e-07 -5.357159571335603540e-09
2.419155134996809342e-01 -1.682890000000000080e-02 -1.205640000000000010e-02 -2.888530000000000264e-02 -2.429153406571620422e-03 -1.898827630643672614e-06 2.335174337176521270e-07 -2.741317593619164593e-09
2.546479089470325419e-01 -1.559720000000000030e-02 -1.154990000000000010e-02 -2.714710000000000040e-02 -2.282976823627950059e-03 -1.784563898309757558e-06 2.970238183888911183e-07 6.362129178576220642e-10
2.673803043943841495e-01 -1.224869999999999952e-02 -1.027660000000000032e-02 -2.252529999999999810e-02 -1.894299495904411832e-03 -1.480741485410846022e-06 3.651145323520340335e-07 4.851516579102950211e-09
2.801126998417358127e-01 -7.392649999999999742e-03 -8.375399999999999859e-03 -1.576804999999999873e-02 -1.326038239952212049e-03 -1.036541390304790144e-06 4.336434049691571753e-07 9.936567541445119630e-09
2.928450952890874204e-01 -1.843809999999999980e-03 -6.101490000000000212e-03 -7.945300000000000626e-03 -6.681721346578881103e-04 -5.222987185091784707e-07 4.978849355103763310e-07 1.586686114214542409e-08
3.055774907364390280e-01 3.567840000000000074e-03 -3.809750000000000202e-03 -2.419100000000001284e-04 -2.034379080652584212e-05 -1.590239298636368798e-08 5.535364867001908692e-07 2.256041780684631157e-08
3.183098861837906912e-01 8.152889999999999443e-03 -1.910119999999999960e-03 6.242769999999999916e-03 5.249952748264034939e-04 4.103798183765928875e-07 5.976289609014742144e-07 2.988896465894229886e-08
3.310422816311422989e-01 1.144279999999999950e-02 -7.900099999999999527e-04 1.065278999999999879e-02 8.958626400969381095e-04 7.002804885337734203e-07 6.290565216919765540e-07 3.769828698589488309e-08
3.437746770784939621e-01 1.318949999999999984e-02 -7.114509999999999888e-04 1.247804899999999974e-02 1.049360582570290018e-03 8.202672022698620902e-07 6.485640973608245123e-07 4.583187246263013434e-08
3.565070725258456252e-01 1.331079999999999937e-02 -1.707130000000000062e-03 1.160366999999999996e-02 9.758283455332958595e-04 7.627883114549983365e-07 6.582239271095554316e-07 5.415114340934030082e-08
3.692394679731971774e-01 1.182730000000000066e-02 -3.512350000000000021e-03 8.314950000000001507e-03 6.992584158022487712e-04 5.465983322804542717e-07 6.606146449096751055e-07 6.254713052442494388e-08
3.819718634205487851e-01 8.828229999999999411e-03 -5.570499999999999931e-03 3.257729999999999480e-03 2.739637783644470665e-04 2.141527952687633650e-07 6.580200258274417072e-07 7.094181956363157133e-08
3.947042588679004482e-01 4.484769999999999902e-03 -7.133460000000000321e-03 -2.648690000000000419e-03 -2.227456296611835408e-04 -1.741164452856501040e-07 6.519431974674819867e-07 7.928130445387077077e-08
4.074366543152521114e-01 -9.028699999999999530e-04 -7.448620000000000414e-03 -8.351489999999999608e-03 -7.023313028927800255e-04 -5.490003555110842980e-07 6.430972545779745458e-07 8.752578803175067033e-08
4.201690497626037191e-01 -6.860780000000000350e-03 -5.989050000000000103e-03 -1.284982999999999959e-02 -1.080626073413334769e-03 -8.447069011945168610e-07 6.318361150603970102e-07 9.564226594738079377e-08
4.329014452099553822e-01 -1.273969999999999964e-02 -2.657200000000000187e-03 -1.539689999999999982e-02 -1.294825814017599736e-03 -1.012143171310582018e-06 6.188109183416678008e-07 1.036041322445469433e-07
4.456338406573069344e-01 -1.778249999999999970e-02 2.112020000000000043e-03 -1.567048000000000052e-02 -1.317832941828973219e-03 -1.030127449237122464e-06 6.055499542568990690e-07 1.113986556446416207e-07
4.583662361046585421e-01 -2.125770000000000090e-02 7.400939999999999949e-03 -1.385676000000000095e-02 -1.165305389178764462e-03 -9.108992726126443626e-07 5.946957451517420565e-07 1.190396570840685882e-07
4.710986315520102052e-01 -2.262629999999999850e-02 1.201849999999999967e-02 -1.060779999999999883e-02 -8.920791373546553679e-04 -6.973229892139581301e-07 5.897762687479931361e-07 1.265802401227148078e-07
4.838310269993618684e-01 -2.168899999999999995e-02 1.482209999999999951e-02 -6.866900000000000434e-03 -5.774824401195992243e-04 -4.514081369024048723e-07 5.945729930392335743e-07 1.341200416971418140e-07
4.965634224467134761e-01 -1.866369999999999835e-02 1.506210000000000014e-02 -3.601599999999998206e-03 -3.028820510470150084e-04 -2.367577139419097953e-07 6.123021470365000292e-07 1.418032474666528559e-07
5.092958178940650837e-01 -1.416219999999999979e-02 1.263990000000000079e-02 -1.522299999999999001e-03 -1.280201428001085274e-04 -1.000711539131966982e-07 6.448833954439055841e-07 1.498067392054297548e-07
