# omega_THz  Jin_native  Jout_native  Jsum_native  G_like_native  G_like_per_A2_native  G_like_per_A2_smoothed  cumulative_integral_native
1.273239544735162848e-02 2.387090000000000132e-03 -3.536120000000000018e-04 2.033478000000000022e-03 1.685266891026030291e-04 1.317344276829984995e-07 3.434743416076340817e-07 0.000000000000000000e+00
2.546479089470325696e-02 2.332900000000000165e-03 -2.836550000000000074e-04 2.049245000000000320e-03 1.698333962846235905e-04 1.327558583162671624e-07 3.495031393479562156e-07 4.411631661818079239e-09
3.819718634205487851e-02 2.283069999999999891e-03 -2.179120000000000102e-04 2.065158000000000098e-03 1.711522033745894848e-04 1.337867472404254193e-07 3.511749849470265246e-07 8.872287141734235288e-09
5.092958178940651393e-02 2.264720000000000014e-03 -2.230210000000000048e-04 2.041699000000000118e-03 1.692080133712267978e-04 1.322670071994633697e-07 3.496336542693062457e-07 1.333377350544560071e-08
6.366197723675813547e-02 2.268109999999999831e-03 -3.710399999999999983e-04 1.897069999999999833e-03 1.572217285340068082e-04 1.228975335482291510e-07 3.464358783427299653e-07 1.776508977948043107e-08
7.639437268410975701e-02 2.235249999999999824e-03 -7.167980000000000445e-04 1.518451999999999779e-03 1.258433521883323657e-04 9.836959395877623956e-08 3.431256176424307212e-07 2.215497460555564679e-08
8.912676813146140631e-02 2.076580000000000179e-03 -1.272530000000000015e-03 8.040500000000001639e-04 6.663651358556522020e-05 5.208862184814144113e-08 3.408704573206646223e-07 2.650942886098890375e-08
1.018591635788130279e-01 1.714079999999999987e-03 -1.988090000000000083e-03 -2.740100000000000955e-04 -2.270887517888281492e-05 -1.775113894982804079e-08 3.402783744685465499e-07 3.084575700340981950e-08
1.145915590261646355e-01 1.135649999999999984e-03 -2.746660000000000160e-03 -1.611010000000000176e-03 -1.335141965692200985e-04 -1.043657616859328819e-07 3.414439199242728700e-07 3.518573592215243454e-08
1.273239544735162709e-01 4.377639999999999917e-04 -3.382539999999999852e-03 -2.944775999999999644e-03 -2.440514967109586985e-04 -1.907708768005503549e-07 3.441877543325778706e-07 3.955060272608643632e-08
1.400563499208679064e-01 -1.652760000000000080e-04 -3.720910000000000016e-03 -3.886185999999999807e-03 -3.220718688950106293e-04 -2.517580660226868227e-07 3.483849366597984437e-07 4.395965741496214007e-08
1.527887453682195140e-01 -3.766660000000000017e-04 -3.629499999999999914e-03 -4.006166000000000241e-03 -3.320153411915048028e-04 -2.595307080839268527e-07 3.542487627185242268e-07 4.843276247252232370e-08
1.655211408155711494e-01 1.078370000000000045e-04 -3.065889999999999935e-03 -2.958052999999999984e-03 -2.451518424492530289e-04 -1.916309982261803193e-07 3.624581499886124795e-07 5.299546038874121847e-08
1.782535362629228126e-01 1.505269999999999959e-03 -2.102109999999999916e-03 -5.968399999999999574e-04 -4.946376067210836799e-05 -3.866497489440299429e-08 3.740779162707431588e-07 5.768439461716667674e-08
1.909859317102743925e-01 3.860530000000000038e-03 -9.146580000000000508e-04 2.945871999999999987e-03 2.441423288966309939e-04 1.908418787650371040e-07 3.902957486320296499e-07 6.255054850270843293e-08
2.037183271576260557e-01 6.999649999999999622e-03 2.604479999999999838e-04 7.260097999999999552e-03 6.016884758529130253e-04 4.703295806261399518e-07 4.120622418674805624e-07 6.765851811539952630e-08
