# omega_THz  Jin_native  Jout_native  Jsum_native  G_native_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_smoothed_eV_ps^-1_THz^-1_A^-2_K^-1  G_paper_MW_m^-2_K^-1_THz^-1  G_paper_smoothed_MW_m^-2_K^-1_THz^-1  cumulative_integral_native
1.273239544735162848e-02 2.387090000000000132e-03 -3.536120000000000018e-04 2.033478000000000022e-03 1.609842953665925431e-08 2.391979707719506888e-08 2.579252764773090068e-01 3.832373996710343178e-01 0.000000000000000000e+00
2.546479089470325696e-02 2.332900000000000165e-03 -2.836550000000000074e-04 2.049245000000000320e-03 1.622325210100689557e-08 2.602045699151447438e-08 2.599251544372465639e-01 4.168936819780642566e-01 3.179295317720105366e-10
3.819718634205487851e-02 2.283069999999999891e-03 -2.179120000000000102e-04 2.065158000000000098e-03 1.634923050314198141e-08 2.819098120088344353e-08 2.619435509601414358e-01 4.516693136958871424e-01 6.630502661896461342e-10
5.092958178940651393e-02 2.264720000000000014e-03 -2.230210000000000048e-04 2.041699000000000118e-03 1.616351270412940823e-08 3.030629547918641534e-08 2.589680237791829320e-01 4.855603847985230925e-01 1.035455495831541458e-09
6.366197723675813547e-02 2.268109999999999831e-03 -3.710399999999999983e-04 1.897069999999999833e-03 1.501852870850344383e-08 3.228925083194012288e-08 2.406233577382241584e-01 5.173308321229952433e-01 1.433951120269679100e-09
7.639437268410975701e-02 2.235249999999999824e-03 -7.167980000000000445e-04 1.518451999999999779e-03 1.202112465775352100e-08 3.413947662391346913e-08 1.925996504105393914e-01 5.469747174382336707e-01 1.856849533785815028e-09
8.912676813146140631e-02 2.076580000000000179e-03 -1.272530000000000015e-03 8.040500000000001639e-04 6.365420363018865209e-09 3.594068468004446734e-08 1.019852777121662279e-01 5.758332520432900559e-01 2.302993697153906500e-09
1.018591635788130279e-01 1.714079999999999987e-03 -1.988090000000000083e-03 -2.740100000000000955e-04 -2.169254192737764322e-09 3.783994716333227101e-08 -3.475528380810978535e-02 6.062627917688554469e-01 2.772695787646574596e-09
1.145915590261646355e-01 1.135649999999999984e-03 -2.746660000000000160e-03 -1.611010000000000176e-03 -1.275387831481502530e-08 4.000147808276314805e-08 -2.043396582887593016e-01 6.408943350966623820e-01 3.268249691855947440e-09
1.273239544735162709e-01 4.377639999999999917e-04 -3.382539999999999852e-03 -2.944775999999999644e-03 -2.331289983823050074e-08 4.254689581428079049e-08 -3.735138339159528864e-01 6.816764232287308989e-01 3.793768961852449206e-09
1.400563499208679064e-01 -1.652760000000000080e-04 -3.720910000000000016e-03 -3.886185999999999807e-03 -3.076575772511513192e-08 4.550059545952288952e-08 -4.929217815448445617e-01 7.289999087833406444e-01 4.354296700375104829e-09
