# omega_THz  Jin_native  Jout_native  Jsum_native  G_native_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_smoothed_eV_ps^-1_THz^-1_A^-2_K^-1  G_paper_MW_m^-2_K^-1_THz^-1  G_paper_smoothed_MW_m^-2_K^-1_THz^-1  cumulative_integral_native
1.273239544735162848e-02 -1.196840000000000057e-02 2.106699999999999979e-03 -9.861700000000001021e-03 -6.732269535509655892e-08 1.693853941339110030e-08 -1.078628494358360390e+00 2.713853206222328618e-01 0.000000000000000000e+00
2.546479089470325696e-02 -1.077999999999999965e-02 1.861739999999999966e-03 -8.918259999999999035e-03 -6.088212996517267591e-08 1.747993274255069191e-08 -9.754392605835089380e-01 2.800593980400625793e-01 2.191147990915560381e-10
3.819718634205487851e-02 -9.060739999999999419e-03 1.497620000000000071e-03 -7.563119999999999565e-03 -5.163101936725288947e-08 1.828346606660982591e-08 -8.272201281981403920e-01 2.929334212045415220e-01 4.467916671813439190e-10
5.092958178940651393e-02 -7.135410000000000016e-03 1.056400000000000091e-03 -6.079010000000000143e-03 -4.149947152018268051e-08 1.939040120103884531e-08 -6.648948359298515465e-01 3.106684772818997242e-01 6.866309552227137790e-10
6.366197723675813547e-02 -5.343520000000000041e-03 5.650199999999999537e-04 -4.778499999999999762e-03 -3.262130259025612862e-08 2.080203896539112956e-08 -5.226508878075204478e-01 3.332854076990720005e-01 9.425039763192164141e-10
7.639437268410975701e-02 -3.964009999999999583e-03 3.121000000000000103e-05 -3.932799999999999317e-03 -2.684797715328226103e-08 2.250373093346091108e-08 -4.301520166515467314e-01 3.605495187941408219e-01 1.218197070071316791e-09
8.912676813146140631e-02 -3.161010000000000122e-03 -5.416940000000000080e-04 -3.702704000000000238e-03 -2.527718480404975184e-08 2.449021863667147730e-08 -4.049851486634837849e-01 3.923765606122637806e-01 1.517369844851230053e-09
1.018591635788130279e-01 -2.963410000000000089e-03 -1.128890000000000015e-03 -4.092300000000000104e-03 -2.793683302084444222e-08 2.678449174580652574e-08 -4.475974109395660094e-01 4.291348682869708386e-01 1.843794789370297939e-09
1.145915590261646355e-01 -3.279600000000000137e-03 -1.663809999999999942e-03 -4.943410000000000512e-03 -3.374709081044220251e-08 2.944446245123910812e-08 -5.406880036196661798e-01 4.717522974006566061e-01 2.201759429584200914e-09
1.273239544735162709e-01 -3.938439999999999649e-03 -2.040349999999999803e-03 -5.978789999999999452e-03 -4.081530139449564770e-08 3.255523938898734372e-08 -6.539332220392853889e-01 5.215924386331195484e-01 2.596461790308029919e-09
1.400563499208679064e-01 -4.740190000000000028e-03 -2.144599999999999979e-03 -6.884790000000000007e-03 -4.700027578955101072e-08 3.620841837035555752e-08 -7.530274366157453381e-01 5.801228186708002887e-01 3.034224831807181707e-09
1.527887453682195140e-01 -5.500699999999999860e-03 -1.906879999999999903e-03 -7.407579999999999547e-03 -5.056919716260950175e-08 4.047266236078535182e-08 -8.102078609407203924e-01 6.484435395022156712e-01 3.522391753406771490e-09
1.655211408155711494e-01 -6.077120000000000091e-03 -1.350880000000000049e-03 -7.428000000000000574e-03 -5.070859802038768456e-08 4.536204778740473075e-08 -8.124413089116380160e-01 7.267801303537125834e-01 4.068832489764552580e-09
1.782535362629228126e-01 -6.372169999999999918e-03 -6.119310000000000201e-04 -6.984100999999999504e-03 -4.767824046079531569e-08 5.080924048410890168e-08 -7.638896281651964548e-01 8.140537789492613419e-01 4.681077926241634796e-09
1.909859317102743925e-01 -6.322930000000000043e-03 9.419649999999999844e-05 -6.228733499999999923e-03 -4.252158632574346275e-08 5.665008277305876150e-08 -6.812709205172008398e-01 9.076343893316066724e-01 5.365185225349156541e-09
2.037183271576260557e-01 -5.885129999999999702e-03 5.498620000000000287e-04 -5.335267999999999781e-03 -3.642218098317686187e-08 6.262476650027490847e-08 -5.835476733056511600e-01 1.003359375964464117e+00 6.124512499284831584e-09
2.164507226049776911e-01 -5.023589999999999653e-03 6.361539999999999946e-04 -4.387435999999999767e-03 -2.995163280347033158e-08 6.839809193724877275e-08 -4.798780622786807948e-01 1.095858247120437667e+00 6.958629922419293647e-09
2.291831180523292710e-01 -3.714289999999999866e-03 4.143489999999999999e-04 -3.299940999999999812e-03 -2.252764965805009851e-08 7.359797603958174437e-08 -3.609327390106595868e-01 1.179169575203097287e+00 7.862604967144305484e-09
2.419155134996809342e-01 -1.956450000000000203e-03 1.478240000000000131e-04 -1.808626000000000244e-03 -1.234691556316931922e-08 7.786733523440504169e-08 -1.978193961728083317e-01 1.247572250644086722e+00 8.826863086992610938e-09
2.546479089470325419e-01 2.124410000000000079e-04 2.428250000000000070e-04 4.552660000000000149e-04 3.107956460197875703e-09 8.092053535457955352e-08 4.979495220018387291e-02 1.296489909558782738e+00 9.837738067283532118e-09
2.673803043943841495e-01 2.707279999999999843e-03 1.117450000000000084e-03 3.824730000000000144e-03 2.611021756953653624e-08 8.259317065408320780e-08 4.183318049856770693e-01 1.323288481499466096e+00 1.087869865026567559e-08
2.801126998417358127e-01 5.396820000000000089e-03 3.039290000000000047e-03 8.436110000000000136e-03 5.759064497115949958e-08 8.287361450409062255e-08 9.227038570978135512e-01 1.327781687335774841e+00 1.193209292128359910e-08
2.928450952890874204e-01 8.115670000000000175e-03 5.990149999999999642e-03 1.410581999999999982e-02 9.629595532147886111e-08 8.190768699775218378e-08 1.542831295647813850e+00 1.312305822527841670e+00 1.298112326780896630e-08
3.055774907364390280e-01 1.068159999999999943e-02 9.612900000000000611e-03 2.029450000000000004e-02 1.385441091174956704e-07 7.997372244401528906e-08 2.219721344063979362e+00 1.281320294338026633e+00 1.401169232810257741e-08
3.183098861837906912e-01 1.291169999999999991e-02 1.326970000000000059e-02 2.618140000000000051e-02 1.787321066519895054e-07 7.743290042528184628e-08 2.863604050234135556e+00 1.240611837642352278e+00 1.501377401230459821e-08
3.310422816311422989e-01 1.463399999999999944e-02 1.620219999999999994e-02 3.083620000000000111e-02 2.105089486101613673e-07 7.466673826894090702e-08 3.372725187111073275e+00 1.196293033914907378e+00 1.598207038593167251e-08
3.437746770784939621e-01 1.569699999999999915e-02 1.774569999999999967e-02 3.344269999999999882e-02 2.283026966904172289e-07 7.201799312954108090e-08 3.657812461165756091e+00 1.153855458197232453e+00 1.691589438905869029e-08
3.565070725258456252e-01 1.598159999999999858e-02 1.752789999999999904e-02 3.350949999999999762e-02 2.287587190851078360e-07 6.975055763253988732e-08 3.665118745419296165e+00 1.117527136473257743e+00 1.781842101420907001e-08
3.692394679731971774e-01 1.542420000000000076e-02 1.558529999999999985e-02 3.100950000000000234e-02 2.116920126969859885e-07 6.803846699238063769e-08 3.391679963475422888e+00 1.090096420283725109e+00 1.869561318912374614e-08
3.819718634205487851e-01 1.404700000000000046e-02 1.235480000000000085e-02 2.640180000000000304e-02 1.802367074871663645e-07 6.698502593475546310e-08 2.887710413250307973e+00 1.073218433805492200e+00 1.955519944243923531e-08
3.947042588679004482e-01 1.199180000000000038e-02 8.544019999999999393e-03 2.053581999999999977e-02 1.401915241517283065e-07 6.666297958897306657e-08 2.246115842807457685e+00 1.068058682502715628e+00 2.040602907097821127e-08
4.074366543152521114e-01 9.537069999999999922e-03 4.921749999999999910e-03 1.445882000000000070e-02 9.870577426348167970e-08 6.715924768108833568e-08 1.581440851658288960e+00 1.076009773916584145e+00 2.125796782960210462e-08
4.201690497626037191e-01 7.084889999999999938e-03 2.098920000000000213e-03 9.183810000000000584e-03 6.269495551771899350e-08 6.860579479241715572e-08 1.004483928001587367e+00 1.099186013734096523e+00 2.212227493395168560e-08
4.329014452099553822e-01 5.107000000000000428e-03 3.712079999999999872e-04 5.478208000000000036e-03 3.739798698762412164e-08 7.118235497507961480e-08 5.991818091020741921e-01 1.140467058941662115e+00 2.301219393479837842e-08
4.456338406573069344e-01 4.054450000000000241e-03 -3.275029999999999847e-04 3.726947000000000419e-03 2.544268406923664858e-08 7.508622704695910067e-08 4.076367392197499662e-01 1.203013985098566829e+00 2.394336864871236495e-08
4.583662361046585421e-01 4.251600000000000344e-03 -3.506450000000000148e-04 3.900955000000000221e-03 2.663058144731037108e-08 8.047635444652890210e-08 4.266689534471457823e-01 1.289373346837306089e+00 2.493371080090533984e-08
4.710986315520102052e-01 5.804560000000000275e-03 -1.738710000000000028e-04 5.630689000000000353e-03 3.843892637033100408e-08 8.835700948298708821e-08 6.158594966659076686e-01 1.415635360437583312e+00 2.600853737803395705e-08
4.838310269993618684e-01 8.555190000000000711e-03 -1.981490000000000031e-04 8.357041000000000816e-03 5.705086600819854052e-08 9.759174758082928554e-08 9.140556446780054856e-01 1.563592176452307081e+00 2.719232393197397365e-08
4.965634224467134761e-01 1.209980000000000083e-02 -5.872689999999999638e-04 1.151253100000000119e-02 7.859239454446041027e-08 1.078728968878225690e-07 1.259188981492435522e+00 1.728314348355606267e+00 2.850035248388616297e-08
5.092958178940650837e-01 1.587270000000000000e-02 -1.191149999999999978e-03 1.468154999999999981e-02 1.002262812690122250e-07 1.187772059700552395e-07 1.605802059619232613e+00 1.903020640570278088e+00 2.994325185277087032e-08
