# omega_THz  Jin_native  Jout_native  Jsum_native  G_native_eV_ps^-1_THz^-1_A^-2_K^-1  G_native_smoothed_eV_ps^-1_THz^-1_A^-2_K^-1  G_paper_MW_m^-2_K^-1_THz^-1  G_paper_smoothed_MW_m^-2_K^-1_THz^-1  cumulative_integral_native
1.273239544735162848e-02 -3.656340000000000111e-03 1.876590000000000029e-03 -1.779750000000000082e-03 -1.198291516048866084e-08 8.271204073180844744e-09 -1.919874667733929285e-01 1.325192990109597402e-01 0.000000000000000000e+00
2.546479089470325696e-02 -3.655789999999999908e-03 1.665070000000000048e-03 -1.990719999999999643e-03 -1.340335938659248726e-08 7.493503398649336143e-09 -2.147454922630305518e-01 1.200591605211555335e-01 1.003612448215803903e-10
3.819718634205487851e-02 -3.741959999999999904e-03 1.360400000000000107e-03 -2.381559999999999580e-03 -1.603485401298686211e-08 6.806921896894972521e-09 -2.569066842920868510e-01 1.090589121266808265e-01 1.914005797856705545e-10
5.092958178940651393e-02 -3.998479999999999569e-03 1.016769999999999957e-03 -2.981709999999999396e-03 -2.007561621754776384e-08 6.353570655923520409e-09 -3.216468321690648668e-01 1.017954244738871750e-01 2.751828775178762231e-10
6.366197723675813547e-02 -4.467160000000000401e-03 6.846719999999999933e-04 -3.782488000000000516e-03 -2.546719078497903232e-08 6.240122843036780611e-09 -4.080293800931352188e-01 9.997779012403179566e-02 3.553568204036281574e-10
7.639437268410975701e-02 -5.109909999999999626e-03 4.030549999999999823e-04 -4.706854999999999373e-03 -3.169088025718322128e-08 6.519246965483837200e-09 -5.077438785895086459e-01 1.044498515937360844e-01 4.365854914341699941e-10
8.912676813146140631e-02 -5.798170000000000060e-03 2.032939999999999953e-04 -5.594876000000000363e-03 -3.766985500292409266e-08 7.183683797067502581e-09 -6.035376149185298633e-01 1.150953032570595086e-01 5.238210580624117437e-10
1.018591635788130279e-01 -6.337599999999999657e-03 1.223770000000000109e-04 -6.215222999999999755e-03 -4.184660200169563716e-08 8.174305020106919936e-09 -6.704564793941437673e-01 1.309668050240420656e-01 6.215930515105461163e-10
1.145915590261646355e-01 -6.523329999999999927e-03 2.167589999999999892e-04 -6.306570999999999531e-03 -4.246164081842849677e-08 9.399423336101270075e-09 -6.803104876058677641e-01 1.505953644217578324e-01 7.334708809683356161e-10
1.273239544735162709e-01 -6.209019999999999991e-03 5.662370000000000337e-04 -5.642783000000000174e-03 -3.799240902264233054e-08 1.075926587290535756e-08 -6.087055000544832062e-01 1.723824438056257846e-01 8.618050823230018661e-10
1.400563499208679064e-01 -5.366100000000000383e-03 1.260529999999999940e-03 -4.105570000000000226e-03 -2.764247618791820648e-08 1.216823265073880535e-08 -4.428812945418394431e-01 1.949565803008959652e-01 1.007766071233806052e-09
1.527887453682195140e-01 -4.110400000000000165e-03 2.368630000000000041e-03 -1.741770000000000124e-03 -1.172719884201957263e-08 1.356868674121406887e-08 -1.878904396695561529e-01 2.173943285083878574e-01 1.171612388881284075e-09
1.655211408155711494e-01 -2.682749999999999805e-03 3.899619999999999909e-03 1.216870000000000104e-03 8.193088900881492821e-09 1.493320126099734398e-08 1.312677559727706833e-01 2.392562613118927872e-01 1.353061043401425367e-09
1.782535362629228126e-01 -1.385270000000000078e-03 5.769439999999999812e-03 4.384169999999999734e-03 2.951826782366038243e-08 1.625640978800504241e-08 4.729347898322269761e-01 2.604563991507057308e-01 1.551620274263919010e-09
1.909859317102743925e-01 -4.907590000000000086e-04 7.788549999999999987e-03 7.297790999999999653e-03 4.913544622108593517e-08 1.754095523058615821e-08 7.872366383658748745e-01 2.810370860848522279e-01 1.766780982511514102e-09
2.037183271576260557e-01 -1.536049999999999905e-04 9.680019999999999250e-03 9.526414999999999883e-03 6.414059431302518277e-08 1.878379829155428234e-08 1.027645614992022338e+00 3.009496272049739241e-01 1.998031545697250114e-09
2.164507226049776911e-01 -3.524029999999999936e-04 1.112819999999999955e-02 1.077579700000000015e-02 7.255258392338711497e-08 1.996827451866079461e-08 1.162420546983748748e+00 3.199270285509592249e-01 2.244734903409360834e-09
2.291831180523292710e-01 -8.854709999999999795e-04 1.184720000000000044e-02 1.096172899999999992e-02 7.380444928741014195e-08 2.106461302395867375e-08 1.182477641335264895e+00 3.374923079123867131e-01 2.505958378679029495e-09
2.419155134996809342e-01 -1.423750000000000102e-03 1.165249999999999966e-02 1.022875000000000000e-02 6.886935999317228091e-08 2.203804159239913850e-08 1.103408793795950249e+00 3.530883529846204905e-01 2.780358400382072253e-09
2.546479089470325419e-01 -1.606259999999999979e-03 1.051419999999999959e-02 8.907939999999999608e-03 5.997645134132509681e-08 2.286067265716222050e-08 9.609286892930902768e-01 3.662683556882800340e-01 3.066192492833600106e-09
2.673803043943841495e-01 -1.148520000000000096e-03 8.577039999999999317e-03 7.428519999999999221e-03 5.001563417783015191e-08 2.352213941736122261e-08 8.013388041441127374e-01 3.768662215618652223e-01 3.361474645480113708e-09
2.801126998417358127e-01 7.025720000000000218e-05 6.138410000000000394e-03 6.208667200000000247e-03 4.180246232184783133e-08 2.403496131182766605e-08 6.697492837572998070e-01 3.850825341290427528e-01 3.664232551886898092e-09
2.928450952890874204e-01 1.968520000000000079e-03 3.587959999999999847e-03 5.556479999999999926e-03 3.741133778955023570e-08 2.443318131394531986e-08 5.993957125309860023e-01 3.914627219548860726e-01 3.972790331141888002e-09
3.055774907364390280e-01 4.282430000000000264e-03 1.322409999999999992e-03 5.604839999999999822e-03 3.773694182222967197e-08 2.476592252678516206e-08 6.046124642619375988e-01 3.967938239186942773e-01 4.286001554019636173e-09
3.183098861837906912e-01 6.635239999999999715e-03 -3.432280000000000010e-04 6.292011999999999605e-03 4.236361622968201452e-08 2.508963849684427345e-08 6.787399605493970034e-01 4.019803255515077556e-01 4.603391913120847184e-09
3.310422816311422989e-01 8.630099999999999924e-03 -1.244230000000000032e-03 7.385870000000000109e-03 4.972847512088685102e-08 2.546313919794533214e-08 7.967380088313523734e-01 4.079644665123751124e-01 4.925220891406905710e-09
3.437746770784939621e-01 9.935279999999999459e-03 -1.395069999999999991e-03 8.540209999999999468e-03 5.750055450639519648e-08 2.594771981019382496e-08 9.212604487218978289e-01 4.157283038547145981e-01 5.252512584996740420e-09
3.565070725258456252e-01 1.033650000000000020e-02 -9.687199999999999544e-04 9.367780000000000898e-03 6.307251747836632368e-08 2.661165214689350448e-08 1.010533137513951241e+00 4.263656726188870816e-01 5.587115939107781221e-09
3.692394679731971774e-01 9.746849999999999611e-03 -2.305759999999999960e-04 9.516273999999999914e-03 6.407231576680099132e-08 2.753528555300683024e-08 1.026551672078383382e+00 4.411639112354531211e-01 5.931826050636900700e-09
3.819718634205487851e-01 8.183930000000000718e-03 5.541110000000000349e-04 8.738041000000000211e-03 5.883253489078324965e-08 2.881152295107931798e-08 9.426011272100266458e-01 4.616114886217400626e-01 6.290540974672010039e-09
3.947042588679004482e-01 5.734689999999999753e-03 1.210130000000000016e-03 6.944819999999999986e-03 4.675892055899134970e-08 3.053733830977856960e-08 7.491604995067815409e-01 4.892620990448027785e-01 6.668367560133636082e-09
4.074366543152521114e-01 2.533870000000000133e-03 1.708179999999999898e-03 4.242049999999999814e-03 2.856138517013676867e-08 3.279526775076341028e-08 4.576038395426724747e-01 5.254381169604687152e-01 7.071555452670716522e-09
4.201690497626037191e-01 -1.230629999999999918e-03 2.164049999999999828e-03 9.334199999999999095e-04 6.284642600985151352e-09 3.562843610362798921e-08 1.006910752833939521e-01 5.708304783119476644e-01 7.507154280394009817e-09
4.329014452099553822e-01 -5.288140000000000202e-03 2.776719999999999883e-03 -2.511420000000000319e-03 -1.690919106186511337e-08 3.901676788586487469e-08 -2.709151081916193471e-01 6.251175384093428100e-01 7.982360408115238053e-09
4.456338406573069344e-01 -9.252720000000000736e-03 3.723750000000000063e-03 -5.528970000000001106e-03 -3.722611514813147652e-08 4.286388466036124086e-08 -5.964281186492970122e-01 6.867551444530181071e-01 8.503628831968110716e-09
4.583662361046585421e-01 -1.261789999999999960e-02 5.051230000000000303e-03 -7.566669999999999299e-03 -5.094578713719045891e-08 4.700273129131370637e-08 -8.162414975194430822e-01 7.530667780912346787e-01 9.075737477874111781e-09
4.710986315520102052e-01 -1.480459999999999936e-02 6.603590000000000328e-03 -8.201009999999998162e-03 -5.521674789173708913e-08 5.139165186374332487e-08 -8.846698327760992298e-01 8.233850379875210512e-01 9.702135575938323490e-09
4.838310269993618684e-01 -1.526920000000000013e-02 8.029059999999999322e-03 -7.240140000000000811e-03 -4.874728662455984113e-08 5.567305148987436946e-08 -7.810176360077050184e-01 8.919806224055559785e-01 1.038373064671415228e-08
4.965634224467134761e-01 -1.365309999999999961e-02 8.872420000000000653e-03 -4.780679999999998958e-03 -3.218793810897312151e-08 5.970858003416325475e-08 -5.157076233483488537e-01 9.566369178005528218e-01 1.111827292667648046e-08
5.092958178940650837e-01 -9.929759999999999281e-03 8.733430000000000359e-03 -1.196329999999998922e-03 -8.054794714958496698e-09 6.345978588278327123e-08 -1.290520388397319307e-01 1.016737861400384135e+00 1.190238709740581332e-08
5.220282133414166914e-01 -4.496380000000000342e-03 7.439799999999999885e-03 2.943419999999999544e-03 1.981781269374098969e-08 6.700550055283709388e-08 3.175163643490040988e-01 1.073546473352296804e+00 1.273295490693097227e-08
5.347606087887682991e-01 1.836589999999999924e-03 5.170029999999999938e-03 7.006619999999999862e-03 4.717501504244026030e-08 7.052455008889998567e-08 7.558270680959630061e-01 1.129927862757981849e+00 1.360849840226341618e-08
5.474930042361200178e-01 7.975909999999999250e-03 2.470389999999999826e-03 1.044629999999999864e-02 7.033410683579865702e-08 7.424517292660560725e-08 1.126876625455762726e+00 1.189538812502968890e+00 1.453013108338191222e-08
