     #Energy           s           p           d       tot  
    -8.68875     0.20740     1.24087     0.00000     1.44827
    -8.61075     0.47331     2.52724     0.00000     3.00055
    -8.53175     0.59515     2.90370     0.00000     3.49885
    -8.45375     1.04106     4.26200     0.00000     5.30306
    -8.37475     1.25965     4.80720     0.00000     6.06685
    -8.29675     0.53922     1.74759     0.00000     2.28681
    -8.21775     1.10695     3.55475     0.00000     4.66170
    -8.13975     0.98564     3.01260     0.00000     3.99824
    -8.06175     1.29434     3.55220     0.00000     4.84654
    -7.98275     1.00254     2.52970     0.00000     3.53224
    -7.90475     0.58138     1.40523     0.00000     1.98661
    -7.82575     0.25860     0.65671     0.00000     0.91531
    -7.74775     0.63187     1.47608     0.00000     2.10795
    -7.66875     0.81085     1.89155     0.00000     2.70240
    -7.59075     0.60194     1.36155     0.00000     1.96349
    -7.51275     0.59197     1.21518     0.00000     1.80715
    -7.43375     0.38393     0.80898     0.00000     1.19291
    -7.35575     0.43000     0.98787     0.00000     1.41787
    -7.27675     0.34906     0.81224     0.00000     1.16130
    -7.19875     0.20391     0.43929     0.00000     0.64320
    -7.11975     1.39704     2.94294     0.00000     4.33998
    -7.04175     1.59100     3.52001     0.00000     5.11101
    -6.96275     0.24958     1.25874     0.00000     1.50832
    -6.88475     0.49103     2.03922     0.00000     2.53025
    -6.80675     0.54439     2.09775     0.00000     2.64214
    -6.72775     0.26763     2.39324     0.00000     2.66087
    -6.64975     0.21349     3.84713     0.00000     4.06062
    -6.57075     0.29953     4.16140     0.00000     4.46094
    -6.49275     0.35674     1.85001     0.00000     2.20675
    -6.41375     0.51597     3.61281     0.00000     4.12878
    -6.33575     0.88132     3.51453     0.00000     4.39585
    -6.25775     0.26653     0.79571     0.00000     1.06224
    -6.17875     0.28660     2.20493     0.00000     2.49153
    -6.10075     0.19765     3.48338     0.00000     3.68102
    -6.02175     0.72082     4.08410     0.00000     4.80492
    -5.94375     0.96970     5.68680     0.00000     6.65650
    -5.86475     0.49782     3.12692     0.00000     3.62474
    -5.78675     0.04657     1.05304     0.00000     1.09961
    -5.70875     0.11945     0.35997     0.00000     0.47942
    -5.62975     0.86798     2.34890     0.00000     3.21688
    -5.55175     0.43589     4.66500     0.00000     5.10089
    -5.47275     0.19257     3.23520     0.00000     3.42777
    -5.39475     0.43229     3.27280     0.00000     3.70509
    -5.31575     0.45446     4.12270     0.00000     4.57716
    -5.23775     0.28596     4.48020     0.00000     4.76616
    -5.15975     0.21408     2.34278     0.00000     2.55686
    -5.08075     0.46687     5.08420     0.00000     5.55107
    -5.00275     0.24007     4.51690     0.00000     4.75697
    -4.92375     0.19125     4.10530     0.00000     4.29655
    -4.84575     0.24343     3.70660     0.00000     3.95004
    -4.76675     0.55219     5.24450     0.00000     5.79669
    -4.68875     0.45087     7.11190     0.00000     7.56277
    -4.61075     0.50451     7.13250     0.00000     7.63701
    -4.53175     0.55428     6.32840     0.00000     6.88268
    -4.45375     0.28554     5.03150     0.00000     5.31704
    -4.37475     0.13689     5.36270     0.00000     5.49959
    -4.29675     0.15005     4.94030     0.00000     5.09035
    -4.21775     0.31893     4.60640     0.00000     4.92533
    -4.13975     0.53846     7.26070     0.00000     7.79916
    -4.06175     0.52467     9.15100     0.00000     9.67567
    -3.98275     0.21881     6.19920     0.00000     6.41801
    -3.90475     0.36072     8.09790     0.00000     8.45862
    -3.82575     0.30834     5.97220     0.00000     6.28054
    -3.74775     0.06108     1.05106     0.00000     1.11214
    -3.66875     0.29030     4.88110     0.00000     5.17140
    -3.59075     0.15732     5.96370     0.00000     6.12102
    -3.51175     0.15868     5.28180     0.00000     5.44048
    -3.43375     0.24981     9.12970     0.00000     9.37951
    -3.35575     0.39571    12.04470     0.00000    12.44041
    -3.27675     0.24411     6.73740     0.00000     6.98151
    -3.19875     0.20676     7.33900     0.00000     7.54575
