     #Energy           s           p           d       tot  
    -9.14308     0.00000     0.00000     0.00000     0.00000
    -9.04008     0.00000     0.00000     0.00000     0.00000
    -8.93608     0.00000     0.00000     0.00000     0.00000
    -8.83308     0.00000     0.00000     0.00000     0.00000
    -8.72908     0.00000     0.00000     0.00000     0.00000
    -8.62608     0.00000     0.00000     0.00000     0.00000
    -8.52208     0.00000     0.00000     0.00000     0.00000
    -8.41908     0.00000     0.00000     0.00000     0.00000
    -8.31608     0.00000     0.00000     0.00000     0.00000
    -8.21208     0.00000     0.00000     0.00000     0.00000
    -8.10908     0.00049     0.00915     0.00000     0.00964
    -8.00508     0.03703     0.81255     0.00000     0.84957
    -7.90208     0.03813     1.46935     0.00000     1.50749
    -7.79808     0.12844     4.02962     0.00000     4.15806
    -7.69508     0.05925     1.53161     0.00000     1.59085
    -7.59108     0.02432     0.56776     0.00000     0.59208
    -7.48808     0.08884     2.51660     0.00000     2.60544
    -7.38408     0.04546     1.48119     0.00000     1.52665
    -7.28108     0.09677     2.67467     0.00000     2.77144
    -7.17708     0.23985     4.51731     0.00000     4.75716
    -7.07408     0.07503     1.41972     0.00000     1.49475
    -6.97008     0.08225     1.92934     0.00000     2.01159
    -6.86708     0.21396     3.87863     0.00000     4.09259
    -6.76408     0.25089     3.92068     0.00000     4.17158
    -6.66008     0.27628     4.62655     0.00000     4.90283
    -6.55708     0.21572     4.02922     0.00000     4.24494
    -6.45308     0.21539     3.03875     0.00000     3.25414
    -6.35008     0.05736     1.42545     0.00000     1.48281
    -6.24608     0.19032     3.33397     0.00000     3.52429
    -6.14308     0.23049     4.37398     0.00000     4.60447
    -6.03908     0.29600     3.60062     0.00000     3.89662
    -5.93608     0.11003     1.98158     0.00000     2.09162
    -5.83208     0.26113     3.46473     0.00000     3.72586
    -5.72908     0.24843     3.99454     0.00000     4.24296
    -5.62508     0.13043     2.93709     0.00000     3.06752
    -5.52208     0.25206     5.52162     0.00000     5.77368
    -5.41808     0.27646     5.23519     0.00000     5.51165
    -5.31508     0.13384     3.69918     0.00000     3.83302
    -5.21208     0.23155     5.74805     0.00000     5.97960
    -5.10808     0.10324     4.04868     0.00000     4.15192
    -5.00508     0.28609     5.51423     0.00000     5.80032
    -4.90108     0.27388     6.64212     0.00000     6.91600
    -4.79808     0.18896     4.67768     0.00000     4.86664
    -4.69408     0.21898     7.31667     0.00000     7.53565
    -4.59108     0.24762     8.68653     0.00000     8.93415
    -4.48708     0.25655     8.73255     0.00000     8.98910
    -4.38408     0.14076     6.72083     0.00000     6.86159
    -4.28008     0.20113     7.62561     0.00000     7.82674
    -4.17708     0.34943     9.89197     0.00000    10.24140
    -4.07308     0.28077    10.22051     0.00000    10.50128
    -3.97008     0.22383     9.03321     0.00000     9.25704
    -3.86708     0.27089     8.79496     0.00000     9.06585
    -3.76308     0.13886     8.29726     0.00000     8.43612
    -3.66008     0.13320     3.95777     0.00000     4.09097
    -3.55608     0.35381    13.78740     0.00000    14.14121
    -3.45308     0.17641    11.12183     0.00000    11.29824
    -3.34908     0.19275    12.15512     0.00000    12.34787
    -3.24608     0.14742     7.96977     0.00000     8.11719
    -3.14208     0.15739     8.90564     0.00000     9.06303
    -3.03908     0.14095     8.03323     0.00000     8.17418
    -2.93508     0.13984    12.04798     0.00000    12.18782
    -2.83208     0.07628    11.78428     0.00000    11.86056
    -2.72808     0.22985    12.62170     0.00000    12.85155
    -2.62508     0.15877    12.48330     0.00000    12.64207
    -2.52108     0.12662    10.32134     0.00000    10.44796
    -2.41808     0.13762    13.64620     0.00000    13.78382
    -2.31508     0.13787    14.76980     0.00000    14.90767
    -2.21108     0.11370    10.37638     0.00000    10.49008
    -2.10808     0.22550    15.91890     0.00000    16.14440
    -2.00408     0.10874    11.51939     0.00000    11.62813
    -1.90108     0.14156    14.28541     0.00000    14.42697
    -1.79708     0.10945    13.29019     0.00000    13.39964
    -1.69408     0.11881    11.56975     0.00000    11.68856
    -1.59008     0.12424    10.26104     0.00000    10.38528
    -1.48708     0.11717    10.57487     0.00000    10.69204
