# t(ps)   kx_avg(W/mK)   ky_avg(W/mK)   kz_avg(W/mK)   kiso_avg(W/mK)
# Averaged over 10 runs
1.905000 1.453597 3.448275 2.553694 2.485189
1.915000 1.450980 3.460955 2.543408 2.485114
1.925000 1.444349 3.492763 2.501386 2.479499
1.935000 1.434858 3.545101 2.434137 2.471365
1.945000 1.423672 3.589310 2.350522 2.454501
1.955000 1.412283 3.597598 2.261075 2.423652
1.965000 1.403180 3.572919 2.177909 2.384669
1.975000 1.398991 3.543723 2.114329 2.352348
1.985000 1.400592 3.531546 2.081571 2.337903
1.995000 1.406755 3.529459 2.084195 2.340137
2.005000 1.415864 3.513658 2.120134 2.349885
2.015000 1.426927 3.473723 2.183882 2.361511
2.025000 1.438986 3.426165 2.268174 2.377775
2.035000 1.450542 3.395876 2.363643 2.403354
2.045000 1.459656 3.388922 2.458071 2.435550
2.055000 1.464957 3.388129 2.538147 2.463744
2.065000 1.466342 3.375936 2.592254 2.478177
2.075000 1.464489 3.357335 2.612461 2.478095
2.085000 1.460188 3.355598 2.596634 2.470806
2.095000 1.454250 3.385617 2.548514 2.462794
2.105000 1.447775 3.435807 2.475852 2.453145
2.115000 1.442091 3.479382 2.389832 2.437102
2.125000 1.438798 3.502587 2.303399 2.414928
2.135000 1.439363 3.517869 2.229025 2.395419
2.145000 1.443499 3.547042 2.177521 2.389354
2.155000 1.449458 3.595059 2.156360 2.400292
2.165000 1.455630 3.643326 2.168504 2.422487
2.175000 1.461104 3.669182 2.211935 2.447407
2.185000 1.465740 3.669558 2.280249 2.471849
2.195000 1.469499 3.661879 2.363835 2.498404
2.205000 1.472033 3.662023 2.451251 2.528436
2.215000 1.473482 3.665711 2.531381 2.556858
2.225000 1.475158 3.655209 2.594460 2.574942
2.235000 1.478091 3.622729 2.632817 2.577879
2.245000 1.481771 3.581092 2.642115 2.568326
2.255000 1.485359 3.550330 2.621431 2.552373
2.265000 1.488286 3.536926 2.573383 2.532865
2.275000 1.489931 3.528229 2.504645 2.507602
2.285000 1.489879 3.508589 2.426029 2.474832
2.295000 1.487963 3.479533 2.350370 2.439289
2.305000 1.484476 3.460339 2.289100 2.411305
2.315000 1.480362 3.467250 2.249876 2.399162
2.325000 1.476489 3.495527 2.236616 2.402877
2.335000 1.473749 3.525673 2.251276 2.416899
2.345000 1.473329 3.545493 2.293445 2.437422
2.355000 1.475833 3.561464 2.358430 2.465242
2.365000 1.480612 3.588282 2.436865 2.501920
2.375000 1.486382 3.630058 2.516400 2.544280
2.385000 1.492949 3.673799 2.584602 2.583783
2.395000 1.500656 3.702428 2.632574 2.611886
2.405000 1.508577 3.713282 2.656359 2.626073
2.415000 1.514969 3.720046 2.654934 2.629983
2.425000 1.518379 3.734641 2.629582 2.627534
2.435000 1.518084 3.751337 2.584344 2.617922
2.445000 1.514637 3.753604 2.525581 2.597941
2.455000 1.509286 3.733903 2.461920 2.568369
2.465000 1.503030 3.702010 2.402499 2.535846
2.475000 1.497058 3.674963 2.354999 2.509007
2.485000 1.492670 3.660422 2.325927 2.493006
2.495000 1.490999 3.650116 2.319921 2.487012
2.505000 1.492990 3.630558 2.338109 2.487219
2.515000 1.498786 3.600363 2.377541 2.492230
2.525000 1.507105 3.574087 2.432365 2.504519
2.535000 1.515548 3.566598 2.495789 2.525978
2.545000 1.522738 3.576678 2.560270 2.553228
2.555000 1.529084 3.590331 2.617316 2.578911
2.565000 1.534721 3.598254 2.659174 2.597383
2.575000 1.538722 3.605851 2.680616 2.608396
2.585000 1.540153 3.625633 2.679267 2.615018
2.595000 1.538737 3.660600 2.656314 2.618551
2.605000 1.534868 3.698795 2.616738 2.616800
2.615000 1.529684 3.726582 2.567645 2.607970
2.625000 1.524554 3.743506 2.516308 2.594789
2.635000 1.520173 3.760246 2.469003 2.583141
2.645000 1.517091 3.783828 2.431187 2.577369
2.655000 1.516361 3.808842 2.408464 2.577889
2.665000 1.518766 3.822772 2.405651 2.582397
2.675000 1.524011 3.818534 2.423484 2.588676
2.685000 1.530821 3.802103 2.457804 2.596910
2.695000 1.537731 3.786472 2.502694 2.608966
2.705000 1.543733 3.777277 2.553004 2.624671
2.715000 1.548422 3.767639 2.603941 2.640001
2.725000 1.551664 3.748203 2.650033 2.649967
2.735000 1.553203 3.719553 2.685182 2.652646
2.745000 1.553001 3.692740 2.704460 2.650067
2.755000 1.551661 3.677566 2.705812 2.645013
2.765000 1.550318 3.673299 2.689750 2.637789
2.775000 1.550103 3.672224 2.659053 2.627127
2.785000 1.551330 3.669952 2.618421 2.613234
2.795000 1.553070 3.670766 2.573530 2.599122
2.805000 1.554105 3.682751 2.530477 2.589111
2.815000 1.554699 3.707814 2.495454 2.585989
2.825000 1.555980 3.737801 2.474118 2.589300
2.835000 1.557919 3.762276 2.469919 2.596705
2.845000 1.559882 3.780033 2.482589 2.607501
2.855000 1.561956 3.799036 2.509324 2.623439
2.865000 1.564494 3.824853 2.546537 2.645295
2.875000 1.567399 3.853386 2.590295 2.670360
2.885000 1.570394 3.874766 2.636040 2.693733
2.895000 1.573632 3.882941 2.677892 2.711488
2.905000 1.577142 3.881151 2.709892 2.722728
2.915000 1.580436 3.877012 2.728093 2.728514
2.925000 1.583242 3.873167 2.731225 2.729211
2.935000 1.585411 3.864994 2.720221 2.723542
2.945000 1.586561 3.847745 2.696627 2.710311
2.955000 1.586179 3.823782 2.662629 2.690864
2.965000 1.584325 3.801150 2.622946 2.669474
2.975000 1.582106 3.785989 2.584521 2.650872
2.985000 1.580273 3.777099 2.553791 2.637054
2.995000 1.578808 3.767659 2.535028 2.627165
3.005000 1.577889 3.754102 2.529890 2.620627
3.015000 1.577949 3.742157 2.538392 2.619499
3.025000 1.579496 3.740675 2.560306 2.626826
3.035000 1.582574 3.751687 2.594144 2.642802
3.045000 1.586870 3.769500 2.636290 2.664220
3.055000 1.592261 3.787673 2.681326 2.687086
3.065000 1.598367 3.804752 2.722594 2.708571
3.075000 1.604366 3.824360 2.754159 2.727628
3.085000 1.609314 3.849222 2.772867 2.743801
3.095000 1.612989 3.875648 2.777418 2.755351
3.105000 1.615620 3.896730 2.767066 2.759805
3.115000 1.616652 3.909359 2.742695 2.756236
3.125000 1.615282 3.916311 2.707855 2.746482
3.135000 1.611520 3.922324 2.668543 2.734129
3.145000 1.606640 3.928598 2.631738 2.722325
3.155000 1.602574 3.930790 2.603071 2.712145
3.165000 1.601085 3.923732 2.586287 2.703702
3.175000 1.603144 3.908103 2.583531 2.698259
3.185000 1.607949 3.889781 2.594891 2.697540
3.195000 1.613592 3.873628 2.618614 2.701945
3.205000 1.619466 3.860096 2.651490 2.710350
3.215000 1.626182 3.847102 2.689395 2.720893
3.225000 1.633264 3.833729 2.728263 2.731752
3.235000 1.639364 3.821989 2.763799 2.741717
3.245000 1.643509 3.815729 2.791034 2.750091
3.255000 1.645397 3.816844 2.806067 2.756102
3.265000 1.645446 3.822647 2.807448 2.758514
3.275000 1.644397 3.829214 2.795401 2.756337
3.285000 1.642664 3.836839 2.771492 2.750332
3.295000 1.640512 3.849546 2.739196 2.743085
3.305000 1.638616 3.869320 2.703609 2.737182
3.315000 1.637559 3.893159 2.670271 2.733663
3.325000 1.637794 3.915628 2.644265 2.732562
3.335000 1.639652 3.933358 2.629814 2.734274
3.345000 1.642455 3.947027 2.629446 2.739643
3.355000 1.645287 3.959112 2.643145 2.749181
3.365000 1.648263 3.970162 2.668382 2.762269
3.375000 1.651789 3.977814 2.700511 2.776704
3.385000 1.655627 3.979387 2.734247 2.789754
3.395000 1.658965 3.974719 2.765592 2.799759
3.405000 1.660976 3.966724 2.791685 2.806462
3.415000 1.661901 3.958546 2.810303 2.810250
3.425000 1.662718 3.950013 2.819754 2.810828
3.435000 1.663521 3.938228 2.818630 2.806793
3.445000 1.663640 3.921996 2.806524 2.797386
3.455000 1.662820 3.904723 2.784811 2.784118
3.465000 1.661741 3.891730 2.756964 2.770145
3.475000 1.661526 3.885397 2.728141 2.758355
3.485000 1.662762 3.883891 2.703286 2.749980
3.495000 1.664977 3.884505 2.685973 2.745152
3.505000 1.667155 3.886869 2.678663 2.744229
3.515000 1.669051 3.892802 2.682419 2.748091
3.525000 1.671274 3.904361 2.696551 2.757395
3.535000 1.674031 3.920878 2.718688 2.771199
3.545000 1.676801 3.938537 2.745307 2.786882
3.555000 1.679055 3.954734 2.772820 2.802203
3.565000 1.680967 3.970242 2.798547 2.816585
3.575000 1.683082 3.986545 2.820363 2.829997
3.585000 1.685542 4.003110 2.835703 2.841451
3.595000 1.688178 4.017032 2.842398 2.849202
3.605000 1.690579 4.025443 2.839682 2.851901
3.615000 1.692144 4.028040 2.828026 2.849403
3.625000 1.692806 4.026891 2.809611 2.843103
3.635000 1.693123 4.024276 2.787830 2.835076
3.645000 1.693469 4.020176 2.765554 2.826400
3.655000 1.693850 4.012510 2.745046 2.817135
3.665000 1.693797 4.000583 2.729257 2.807879
3.675000 1.692954 3.986499 2.721804 2.800419
3.685000 1.692112 3.973441 2.724875 2.796809
3.695000 1.692235 3.963230 2.737593 2.797686
3.705000 1.693627 3.955185 2.756950 2.801921
3.715000 1.696390 3.948337 2.779689 2.808138
3.725000 1.700270 3.943901 2.802807 2.815660
3.735000 1.704599 3.944098 2.823814 2.824170
3.745000 1.708346 3.949701 2.841281 2.833110
3.755000 1.710787 3.959772 2.854273 2.841610
3.765000 1.712109 3.972406 2.861566 2.848694
3.775000 1.712324 3.985904 2.861737 2.853322
3.785000 1.711363 3.999944 2.854160 2.855156
3.795000 1.709972 4.015118 2.840086 2.855058
3.805000 1.708912 4.031515 2.822068 2.854165
3.815000 1.708455 4.047680 2.802726 2.852954
3.825000 1.708459 4.061470 2.785307 2.851745
3.835000 1.708405 4.071897 2.773558 2.851287
3.845000 1.708138 4.079130 2.769450 2.852240
3.855000 1.708250 4.083049 2.772629 2.854643
3.865000 1.709424 4.083310 2.782319 2.858351
3.875000 1.711979 4.079390 2.798218 2.863196
3.885000 1.715866 4.071135 2.818979 2.868660
3.895000 1.720725 4.060667 2.841578 2.874323
3.905000 1.725527 4.050575 2.862436 2.879513
3.915000 1.729104 4.041366 2.878651 2.883040
3.925000 1.731439 4.032164 2.889319 2.884307
3.935000 1.733124 4.022122 2.895244 2.883497
3.945000 1.734375 4.012525 2.896798 2.881233
3.955000 1.734897 4.006225 2.892956 2.878026
3.965000 1.734542 4.004422 2.882783 2.873916
3.975000 1.733897 4.006968 2.867197 2.869354
3.985000 1.733676 4.013649 2.849148 2.865491
3.995000 1.734028 4.023896 2.832222 2.863382
4.005000 1.734678 4.036544 2.818977 2.863400
4.015000 1.735690 4.049596 2.811189 2.865492
4.025000 1.737167 4.061634 2.810606 2.869802
4.035000 1.738587 4.073133 2.818081 2.876601
4.045000 1.739744 4.085097 2.832496 2.885779
4.055000 1.741152 4.097868 2.850831 2.896617
4.065000 1.742809 4.110963 2.870239 2.908004
4.075000 1.744107 4.122556 2.889479 2.918714
4.085000 1.745004 4.129510 2.907427 2.927314
4.095000 1.745915 4.129776 2.922199 2.932630
4.105000 1.746923 4.125136 2.931513 2.934524
4.115000 1.747836 4.119096 2.933597 2.933510
4.125000 1.748772 4.113020 2.928212 2.930001
4.135000 1.749867 4.106190 2.916398 2.924152
4.145000 1.750670 4.097962 2.900003 2.916212
4.155000 1.750510 4.088659 2.881738 2.906969
4.165000 1.749258 4.079547 2.864675 2.897827
4.175000 1.747629 4.072004 2.851547 2.890394
4.185000 1.746765 4.066097 2.844589 2.885817
4.195000 1.747313 4.061435 2.845092 2.884613
4.205000 1.749001 4.059050 2.852927 2.886992
4.215000 1.751249 4.060812 2.866625 2.892895
4.225000 1.753493 4.067729 2.884124 2.901782
4.235000 1.755222 4.078832 2.903236 2.912430
4.245000 1.756656 4.091246 2.922232 2.923378
4.255000 1.758596 4.102670 2.939564 2.933610
4.265000 1.760900 4.113680 2.952706 2.942429
4.275000 1.762212 4.126218 2.959071 2.949167
4.285000 1.761854 4.140385 2.957610 2.953283
4.295000 1.760972 4.153709 2.949269 2.954650
4.305000 1.760766 4.163131 2.936475 2.953458
4.315000 1.761170 4.167897 2.921727 2.950265
4.325000 1.761773 4.170160 2.906937 2.946290
4.335000 1.762360 4.172038 2.893694 2.942697
4.345000 1.762775 4.172404 2.883446 2.939542
4.355000 1.762830 4.168260 2.878053 2.936381
4.365000 1.762729 4.159534 2.879439 2.933900
4.375000 1.763141 4.149874 2.887816 2.933611
4.385000 1.764454 4.142199 2.901839 2.936164
4.395000 1.766629 4.135972 2.919686 2.940762
4.405000 1.769052 4.129653 2.938436 2.945714
4.415000 1.770958 4.123102 2.954958 2.949673
4.425000 1.772332 4.117330 2.967664 2.952442
4.435000 1.773652 4.114260 2.975709 2.954540
4.445000 1.775242 4.115021 2.978371 2.956211
4.455000 1.776885 4.118645 2.975809 2.957113
4.465000 1.777987 4.123416 2.968854 2.956752
4.475000 1.777996 4.128791 2.958295 2.955027
4.485000 1.776457 4.136628 2.945152 2.952746
4.495000 1.773941 4.148623 2.931746 2.951437
4.505000 1.772345 4.163041 2.921014 2.952133
4.515000 1.772747 4.175845 2.914744 2.954445
4.525000 1.774586 4.184259 2.913095 2.957313
4.535000 1.777061 4.188934 2.914943 2.960313
4.545000 1.779757 4.193060 2.919850 2.964223
4.555000 1.782618 4.198736 2.929271 2.970209
4.565000 1.785589 4.204214 2.944603 2.978136
4.575000 1.788270 4.205856 2.963998 2.986041
4.585000 1.790271 4.202234 2.982047 2.991517
4.595000 1.791546 4.195450 2.994152 2.993716
4.605000 1.792349 4.188380 2.999488 2.993406
4.615000 1.793160 4.181699 2.999443 2.991434
4.625000 1.794271 4.174654 2.995859 2.988261
4.635000 1.795511 4.167434 2.989696 2.984214
4.645000 1.796502 4.161194 2.981068 2.979588
4.655000 1.796935 4.157220 2.970890 2.975015
4.665000 1.797177 4.156310 2.960714 2.971400
4.675000 1.797675 4.157205 2.951696 2.968859
4.685000 1.798101 4.157847 2.945021 2.966990
4.695000 1.798508 4.158719 2.942625 2.966617
4.705000 1.799530 4.162298 2.946207 2.969345
4.715000 1.801386 4.170611 2.955147 2.975715
4.725000 1.803724 4.183326 2.966909 2.984653
4.735000 1.805849 4.196856 2.979336 2.994014
4.745000 1.807289 4.207532 2.991239 3.002020
4.755000 1.808156 4.214789 3.002168 3.008371
4.765000 1.808836 4.220726 3.011592 3.013718
4.775000 1.809391 4.227364 3.018012 3.018255
4.785000 1.809713 4.233952 3.020002 3.021222
4.795000 1.810358 4.238231 3.017558 3.022049
4.805000 1.811985 4.239527 3.011814 3.021109
4.815000 1.814484 4.238660 3.004096 3.019080
4.825000 1.817276 4.236355 2.995591 3.016407
4.835000 1.819520 4.232942 2.986778 3.013080
4.845000 1.820423 4.227914 2.977872 3.008736
4.855000 1.819952 4.220433 2.970671 3.003685
4.865000 1.819021 4.211318 2.967848 2.999395
4.875000 1.818718 4.203625 2.970485 2.997609
4.885000 1.819423 4.199682 2.977585 2.998897
4.895000 1.820989 4.198329 2.987738 3.002352
4.905000 1.823080 4.197080 2.999741 3.006634
4.915000 1.825124 4.195629 3.011744 3.010832
4.925000 1.827106 4.195823 3.022144 3.015024
4.935000 1.829511 4.198942 3.030393 3.019615
4.945000 1.832122 4.204602 3.035889 3.024205
4.955000 1.834066 4.211552 3.038084 3.027900
4.965000 1.834817 4.218113 3.037370 3.030100
4.975000 1.834677 4.223831 3.034459 3.030989
4.985000 1.834289 4.230734 3.029141 3.031388
4.995000 1.834274 4.240174 3.021256 3.031901
5.005000 1.834906 4.249801 3.012239 3.032316
5.015000 1.835734 4.256288 3.004359 3.032127
5.025000 1.836221 4.259194 2.999346 3.031587
5.035000 1.836395 4.260419 2.998019 3.031611
5.045000 1.836765 4.261573 3.000694 3.033011
5.055000 1.837648 4.262518 3.007144 3.035770
5.065000 1.838822 4.261608 3.016265 3.038899
5.075000 1.840404 4.257620 3.026588 3.041537
5.085000 1.842859 4.251051 3.037045 3.043652
5.095000 1.845841 4.243658 3.046984 3.045494
5.105000 1.848300 4.237201 3.055791 3.047097
5.115000 1.849873 4.232369 3.062824 3.048356
5.125000 1.851135 4.228704 3.067222 3.049020
5.135000 1.852088 4.225624 3.068200 3.048637
5.145000 1.851980 4.223180 3.065868 3.047010
5.155000 1.850843 4.222082 3.060583 3.044503
5.165000 1.849300 4.223413 3.052476 3.041729
5.175000 1.847659 4.227153 3.042649 3.039154
5.185000 1.846539 4.231857 3.033424 3.037273
5.195000 1.846819 4.236904 3.027306 3.037010
5.205000 1.848665 4.243185 3.025457 3.039102
5.215000 1.851532 4.250664 3.027442 3.043213
5.225000 1.854503 4.257945 3.032936 3.048461
5.235000 1.856770 4.264406 3.041561 3.054246
5.245000 1.858199 4.270050 3.052121 3.060123
5.255000 1.859069 4.274677 3.062686 3.065477
5.265000 1.859490 4.278325 3.071392 3.069736
5.275000 1.859440 4.281023 3.077851 3.072771
5.285000 1.859179 4.281921 3.082688 3.074596
5.295000 1.859114 4.279862 3.086334 3.075103
5.305000 1.859644 4.275414 3.088137 3.074398
5.315000 1.860938 4.270618 3.086853 3.072803
5.325000 1.862203 4.266319 3.082170 3.070231
5.335000 1.862560 4.261790 3.075168 3.066506
5.345000 1.862217 4.256632 3.068005 3.062285
5.355000 1.861797 4.251688 3.062344 3.058609
5.365000 1.861730 4.248278 3.058034 3.056014
5.375000 1.862142 4.246676 3.054511 3.054443
5.385000 1.862890 4.245570 3.052968 3.053809
5.395000 1.863998 4.244149 3.055878 3.054675
5.405000 1.865727 4.244066 3.064216 3.058003
5.415000 1.867841 4.247111 3.075902 3.063618
5.425000 1.869654 4.252955 3.087514 3.070041
5.435000 1.871014 4.260190 3.096751 3.075985
5.445000 1.872114 4.267169 3.102993 3.080759
5.455000 1.873019 4.272835 3.106824 3.084226
5.465000 1.873827 4.277480 3.108756 3.086687
5.475000 1.874745 4.281954 3.108476 3.088392
5.485000 1.875863 4.286525 3.106035 3.089474
5.495000 1.877195 4.290790 3.101733 3.089906
5.505000 1.878925 4.294220 3.095494 3.089547
5.515000 1.881071 4.296291 3.088288 3.088550
5.525000 1.882868 4.296549 3.081915 3.087111
5.535000 1.883408 4.294965 3.077633 3.085335
