     #Energy           s           p           d       tot  
     3.47892    28.46921    64.65732     0.00000    93.12653
     3.58292    28.51816    64.76239     0.00000    93.28055
     3.68592    28.55436    64.84058     0.00000    93.39495
     3.78992    28.58515    64.90928     0.00000    93.49443
     3.89292    28.61048    64.96813     0.00000    93.57862
     3.99692    28.63216    65.02293     0.00000    93.65509
     4.09992    28.67032    65.11958     0.00000    93.78990
     4.20392    28.72936    65.28690     0.00000    94.01625
     4.30692    28.78431    65.46348     0.00000    94.24779
     4.41092    28.82509    65.59712     0.00000    94.42222
     4.51392    28.86508    65.72024     0.00000    94.58531
     4.61792    28.90020    65.83275     0.00000    94.73295
     4.72092    28.94490    66.00022     0.00000    94.94512
     4.82392    29.00740    66.24639     0.00000    95.25379
     4.92792    29.05220    66.41809     0.00000    95.47029
     5.03092    29.08520    66.54735     0.00000    95.63256
     5.13492    29.14306    66.78081     0.00000    95.92387
     5.23792    29.21445    67.06603     0.00000    96.28048
     5.34192    29.27751    67.31769     0.00000    96.59520
     5.44492    29.31077    67.44446     0.00000    96.75524
     5.54892    29.33783    67.57914     0.00000    96.91697
     5.65192    29.40479    67.91444     0.00000    97.31923
     5.75592    29.46873    68.21694     0.00000    97.68567
     5.85892    29.50741    68.39927     0.00000    97.90667
     5.96292    29.54751    68.58441     0.00000    98.13192
     6.06592    29.58931    68.77438     0.00000    98.36369
     6.16992    29.62595    68.93683     0.00000    98.56278
     6.27292    29.65725    69.09412     0.00000    98.75136
     6.37592    29.70848    69.38654     0.00000    99.09502
     6.47992    29.75779    69.66790     0.00000    99.42569
     6.58292    29.78810    69.84440     0.00000    99.63250
     6.68692    29.80966    69.99134     0.00000    99.80100
     6.78992    29.83589    70.15133     0.00000    99.98723
     6.89392    29.87174    70.36694     0.00000   100.23868
     6.99692    29.89496    70.52195     0.00000   100.41690
     7.10092    29.91544    70.63512     0.00000   100.55056
     7.20392    29.95280    70.85578     0.00000   100.80857
     7.30792    29.98602    71.06930     0.00000   101.05533
     7.41092    30.01239    71.21702     0.00000   101.22941
     7.51492    30.04513    71.41232     0.00000   101.45745
     7.61792    30.07529    71.65314     0.00000   101.72842
     7.72092    30.10348    71.87862     0.00000   101.98210
     7.82492    30.12758    72.05533     0.00000   102.18291
     7.92792    30.14677    72.22324     0.00000   102.37001
     8.03192    30.16312    72.38605     0.00000   102.54917
     8.13492    30.17467    72.50713     0.00000   102.68180
     8.23892    30.18073    72.57244     0.00000   102.75317
     8.34192    30.18474    72.61608     0.00000   102.80083
     8.44592    30.19167    72.68876     0.00000   102.88043
     8.54892    30.19647    72.73859     0.00000   102.93505
