     #Energy           s           p           d       tot  
   -10.59208     0.00000     0.00000     0.00000     0.00000
   -10.48808     0.00000     0.00000     0.00000     0.00000
   -10.38508     0.00000     0.00000     0.00000     0.00000
   -10.28108     0.00000     0.00000     0.00000     0.00000
   -10.17808     0.00000     0.00000     0.00000     0.00000
   -10.07408     0.00000     0.00000     0.00000     0.00000
    -9.97108     0.00000     0.00000     0.00000     0.00000
    -9.86708     0.00000     0.00000     0.00000     0.00000
    -9.76408     0.00000     0.00000     0.00000     0.00000
    -9.66108     0.00000     0.00000     0.00000     0.00000
    -9.55708     0.00000     0.00000     0.00000     0.00000
    -9.45408     0.00000     0.00000     0.00000     0.00000
    -9.35008     0.00000     0.00000     0.00000     0.00000
    -9.24708     0.00000     0.00000     0.00000     0.00000
    -9.14308     0.00000     0.00000     0.00000     0.00000
    -9.04008     0.00000     0.00000     0.00000     0.00000
    -8.93608     0.00000     0.00000     0.00000     0.00000
    -8.83308     0.00000     0.00000     0.00000     0.00000
    -8.72908     0.00000     0.00000     0.00000     0.00000
    -8.62608     0.00000     0.00000     0.00000     0.00000
    -8.52208     0.00000     0.00000     0.00000     0.00000
    -8.41908     0.00000     0.00000     0.00000     0.00000
    -8.31608     0.00000     0.00000     0.00000     0.00000
    -8.21208     0.00000     0.00000     0.00000     0.00000
    -8.10908     0.00891     0.00072     0.00066     0.01028
    -8.00508     0.76838     0.06528     0.05728     0.89094
    -7.90208     1.30789     0.11310     0.07257     1.49355
    -7.79808     3.59274     0.30230     0.19725     4.09230
    -7.69508     1.35992     0.12262     0.08662     1.56916
    -7.59108     0.50012     0.04198     0.03290     0.57499
    -7.48808     2.10669     0.19272     0.13433     2.43374
    -7.38408     1.19270     0.12103     0.07420     1.38793
    -7.28108     2.03465     0.29042     0.12686     2.45193
    -7.17708     3.42175     0.43951     0.28687     4.14813
    -7.07408     1.10373     0.14988     0.10245     1.35605
    -6.97008     1.35844     0.22643     0.11552     1.70039
    -6.86708     2.74790     0.47418     0.28036     3.50243
    -6.76408     2.73784     0.47619     0.30786     3.52190
    -6.66008     3.27752     0.54567     0.33775     4.16095
    -6.55708     2.83604     0.49442     0.28406     3.61452
    -6.45308     2.09434     0.35737     0.24493     2.69664
    -6.35008     1.05167     0.15788     0.07858     1.28812
    -6.24608     2.29217     0.39841     0.20801     2.89859
    -6.14308     2.11917     0.89407     0.32452     3.33776
    -6.03908     2.00931     0.57557     0.36285     2.94773
    -5.93608     1.27251     0.23795     0.13743     1.64789
    -5.83208     2.11281     0.41751     0.29911     2.82943
    -5.72908     1.49708     0.81161     0.34262     2.65131
    -5.62508     0.67112     0.74521     0.21512     1.63144
    -5.52208     1.63837     1.28966     0.37786     3.30589
    -5.41808     1.58981     1.14684     0.39482     3.13147
    -5.31508     0.64525     0.91781     0.28794     1.85101
    -5.21208     1.22589     1.31778     0.47007     3.01374
    -5.10808     0.65178     1.00625     0.31417     1.97220
    -5.00508     1.31233     1.16421     0.44348     2.92002
    -4.90108     1.41600     1.46719     0.53018     3.41337
    -4.79808     0.74262     0.99788     0.36414     2.10464
    -4.69408     0.75092     1.73954     0.53678     3.02724
    -4.59108     0.84383     2.05046     0.60377     3.49806
    -4.48708     0.82992     2.03806     0.63869     3.50667
    -4.38408     0.49349     1.52692     0.43425     2.45466
    -4.28008     0.56632     1.70989     0.51666     2.79287
    -4.17708     0.95776     1.93331     0.68858     3.57965
    -4.07308     0.90570     1.99620     0.72410     3.62600
    -3.97008     0.73740     1.75626     0.62041     3.11407
    -3.86708     0.78694     1.68815     0.57091     3.04600
    -3.76308     0.40751     1.62930     0.53053     2.56734
    -3.66008     0.35572     0.67227     0.26841     1.29640
    -3.55608     0.80682     2.54960     0.94178     4.29820
    -3.45308     0.43898     2.02755     0.74422     3.21075
    -3.34908     0.43742     1.98345     0.83150     3.25237
    -3.24608     0.25377     1.20616     0.54780     2.00773
    -3.14208     0.28219     1.37585     0.58977     2.24781
    -3.03908     0.25030     1.24355     0.57300     2.06685
    -2.93508     0.28357     1.43357     0.91068     2.62782
    -2.83208     0.19120     1.29429     0.81411     2.29960
    -2.72808     0.39525     1.51023     0.90873     2.81420
    -2.62508     0.27921     1.41634     0.84596     2.54151
    -2.52108     0.16974     1.01296     0.80331     1.98601
    -2.41808     0.17884     1.34344     1.04702     2.56930
    -2.31508     0.21274     1.31453     1.13087     2.65814
    -2.21108     0.15359     1.06525     0.77861     1.99745
    -2.10808     0.36272     1.55757     1.00187     2.92216
    -2.00408     0.13693     0.88043     0.67857     1.69593
    -1.90108     0.18816     0.95714     1.02032     2.16563
    -1.79708     0.12405     0.99841     1.02632     2.14878
    -1.69408     0.14210     0.74235     0.72579     1.61024
    -1.59008     0.21435     0.71031     0.64759     1.57226
    -1.48708     0.23418     0.73814     0.64300     1.61532
    -1.38308     0.35171     0.68580     0.68163     1.71913
    -1.28008     0.70810     0.91293     0.68921     2.31024
    -1.17608     0.38626     0.77648     0.70326     1.86599
    -1.07308     0.14417     0.34056     0.61300     1.09774
    -0.97008     0.08741     0.58374     0.97650     1.64764
    -0.86608     0.02343     0.22405     0.40064     0.64813
    -0.76308     0.03650     0.17239     0.23994     0.44883
    -0.65908     0.06634     0.56454     0.76345     1.39432
    -0.55608     0.12059     0.33064     0.45450     0.90573
    -0.45208     2.06948     0.79835     0.41952     3.28734
    -0.34908     0.98588     0.51898     0.46674     1.97160
    -0.24508     0.30435     0.26580     0.36636     0.93651
    -0.14208     0.11098     0.18132     0.33901     0.63131
